step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1620,22.88,0.40,2.57,0.00,8.10,0.02,1.13,0.007,0.205,463164.1,1328115.8,3,91,4.09,1.11,1.19,118.6859,3279.62,81347.8,0.5786,4.3498,5462,5.0482,353,67.8588,411078.5
10000,1,669,23.23,0.30,2.84,0.04,8.20,0.01,1.08,0.006,0.088,374320.9,1085015.5,3,103,3.98,1.09,1.12,94.4354,1892.85,8336.2,14.8462,6.1363,5461,5.0472,618,49.0028,296613.2
10000,2,241,24.50,0.20,2.98,0.00,8.97,0.01,1.06,0.004,0.033,224618.7,528512.0,2,112,3.97,1.05,1.07,57.2705,986.77,509.4,45.3811,8.0412,5461,5.0472,846,16.6550,116689.6
20000,0,1282,23.19,0.21,2.55,0.05,9.07,0.02,1.07,0.007,0.174,223603.5,343490.0,7,113,4.05,1.07,1.09,39.6853,2326.82,88185.4,0.0000,6.8139,5462,3.1245,367,29.9597,160457.9
20000,1,852,23.82,0.15,2.48,0.01,9.85,0.02,1.05,0.007,0.122,174241.4,203607.1,5,108,4.07,1.06,1.07,24.3314,1647.25,10283.3,7.3010,6.6939,5461,3.1239,507,22.7039,109004.0
20000,2,223,28.37,0.09,2.03,0.00,12.70,0.00,1.03,0.000,0.037,76078.3,59221.3,4,67,4.36,1.00,1.03,11.9339,1015.50,471.7,27.0052,5.3357,5461,3.1239,586,4.7412,21064.6
30000,0,2983,21.70,0.09,0.62,0.00,10.07,0.00,1.02,0.001,0.367,526430.9,1272723.0,19,52,4.29,1.03,1.03,173.2003,5663.95,47547.0,6.5784,3.2652,5462,2.5315,86,65.6471,563270.2
30000,1,452,27.23,0.27,1.41,0.04,12.28,0.00,1.07,0.002,0.074,194729.8,355328.7,11,65,4.33,1.06,1.08,44.3942,1412.43,706.4,44.5556,9.0735,5461,2.5310,517,16.1787,113247.0
30000,2,201,40.20,0.00,1.22,0.15,20.38,0.00,1.00,0.000,0.049,107735.9,105691.6,6,44,5.19,1.00,1.00,17.4699,1061.62,242.9,55.7918,8.3125,5461,2.5310,462,3.9953,25115.3
40000,0,1564,21.47,0.04,2.47,0.00,8.18,0.01,1.01,0.002,0.191,268163.4,626866.3,2,112,4.05,1.02,1.01,76.5620,2852.89,82424.9,0.2741,5.8843,5462,2.7419,295,31.4828,222201.2
40000,1,1063,22.18,0.09,2.62,0.00,8.39,0.00,1.03,0.000,0.136,169967.3,196459.2,2,125,4.05,1.05,1.05,26.3471,2415.63,6614.7,12.3196,7.2953,5461,2.7414,400,17.3931,99989.0
40000,2,250,29.07,0.16,2.57,0.00,12.52,0.00,1.08,0.000,0.043,85676.6,70615.2,2,79,4.65,1.07,1.08,14.3882,1113.41,371.4,25.3373,6.5261,5461,2.7414,537,3.8737,21991.6
50000,0,3081,21.26,0.05,0.71,0.00,9.83,0.00,1.02,0.000,0.370,531720.1,1270790.1,15,67,4.32,1.02,1.02,180.6827,5468.11,44326.7,8.7440,2.7838,5462,2.2700,83,64.5480,577224.2
50000,1,370,28.03,0.08,1.55,0.00,12.72,0.00,1.03,0.000,0.063,188560.5,326272.7,5,66,4.46,1.03,1.05,43.4111,1208.97,485.2,44.6114,8.8275,5461,2.2696,580,14.7283,109695.2
50000,2,192,31.99,0.05,0.67,0.00,16.51,0.00,1.01,0.000,0.038,107493.9,91402.0,2,33,4.72,1.00,1.01,16.7450,987.23,162.8,56.6385,8.1870,5461,2.2696,448,4.3526,26523.3
60000,0,1734,24.98,0.02,2.44,0.00,10.01,0.00,1.00,0.000,0.246,282876.2,684603.4,1,102,4.51,1.00,1.00,84.3200,2782.15,77761.3,0.4621,5.5034,5462,2.4720,236,31.8024,243530.7
60000,1,954,27.07,0.05,2.65,0.00,10.83,0.00,1.01,0.001,0.148,170010.3,189652.0,2,121,4.69,1.00,1.01,27.0735,2176.23,5514.4,13.0587,7.2389,5461,2.4716,391,16.5556,101017.5
60000,2,267,28.00,0.01,1.95,0.00,12.76,0.00,1.00,0.000,0.046,81894.0,63935.3,2,70,4.37,1.00,1.00,13.9811,1057.27,366.7,25.3639,6.1206,5461,2.4716,545,4.3280,22610.5
70000,0,2846,21.98,0.02,1.04,0.00,9.91,0.00,1.01,0.001,0.356,537837.4,1258960.1,7,76,4.29,1.02,1.01,178.0380,5473.20,50414.9,7.5969,2.6752,5462,2.3545,82,66.4228,586863.9
70000,1,442,28.14,0.01,2.44,0.05,11.87,0.00,1.00,0.000,0.074,183545.6,303516.4,2,91,4.69,1.00,1.00,41.5310,1307.87,707.6,45.1433,8.9289,5461,2.3541,546,13.6655,103036.8
70000,2,202,35.73,0.00,2.00,0.00,17.52,0.00,1.01,0.000,0.045,110482.5,97915.5,2,47,4.87,1.01,1.01,17.6693,897.06,192.1,56.0721,8.2653,5461,2.3541,476,4.6683,28969.5
80000,0,1753,25.64,0.01,2.62,0.00,10.18,0.00,1.00,0.000,0.257,278155.8,611575.2,1,109,4.52,1.00,1.01,75.7885,2723.19,78826.0,0.2026,5.6331,5462,2.6273,222,31.7786,235861.5
80000,1,925,26.32,0.01,2.90,0.00,10.25,0.00,1.00,0.000,0.139,174192.7,198001.9,2,106,4.64,1.00,1.01,27.9004,1730.76,5489.7,11.9414,7.2579,5461,2.6268,406,17.1135,105071.8
80000,2,217,30.23,0.10,2.00,0.00,13.36,0.00,1.05,0.000,0.039,83693.3,66937.2,2,66,4.61,1.04,1.05,14.4054,921.12,395.4,25.6720,6.2835,5461,2.6268,672,4.5477,23184.2
90000,0,2860,22.47,0.03,1.09,0.00,10.09,0.00,1.01,0.001,0.366,537037.0,1247856.0,5,75,4.34,1.01,1.02,176.3321,6189.78,50138.9,6.9117,2.6012,5462,2.3059,56,66.4076,586094.6
90000,1,370,28.97,0.03,1.25,0.08,13.72,0.00,1.01,0.000,0.065,177853.0,285388.5,3,54,4.74,1.01,1.03,39.4417,1297.28,478.8,45.7620,8.9232,5461,2.3055,505,13.0053,96312.9
90000,2,158,32.72,0.08,1.04,0.04,16.56,0.00,1.05,0.000,0.032,111164.0,90791.7,2,46,4.85,1.05,1.05,17.3544,851.36,170.7,56.5516,8.2531,5461,2.3055,491,5.0589,29095.7
100000,0,1796,26.23,0.04,2.70,0.00,10.34,0.00,1.01,0.001,0.266,282711.5,636791.6,2,137,4.55,1.01,1.01,78.7224,3194.79,77522.6,0.2652,5.6268,5462,2.5255,206,31.9733,241211.4
100000,1,994,25.96,0.04,2.84,0.00,10.11,0.00,1.01,0.000,0.149,168286.2,192013.6,2,114,4.49,1.02,1.03,27.0694,1974.12,5354.3,12.7168,7.0717,5461,2.5250,367,16.8307,100771.6
100000,2,250,30.53,0.06,2.25,0.00,13.69,0.00,1.01,0.000,0.047,82764.7,66242.0,2,70,4.65,1.01,1.02,14.0945,948.06,381.4,25.4840,6.1856,5461,2.5250,520,4.2678,22370.7
110000,0,2880,22.43,0.01,1.19,0.00,10.01,0.00,1.01,0.000,0.368,540979.9,1261192.2,3,61,4.34,1.01,1.01,177.5208,5317.86,49818.5,7.3924,2.5767,5462,2.4483,71,67.1471,592125.2
110000,1,439,27.26,0.04,2.15,0.00,11.58,0.00,1.01,0.000,0.069,181035.5,318069.7,2,80,4.65,1.01,1.01,42.5822,1367.75,609.8,45.4040,8.7705,5461,2.4479,519,13.4189,102295.5
110000,2,203,35.99,0.03,1.44,0.24,17.88,0.00,1.01,0.000,0.047,110364.2,100882.4,2,36,4.82,1.00,1.00,17.5370,990.15,214.0,55.7908,8.2624,5461,2.4479,469,4.6077,28965.8
120000,0,1679,26.27,0.05,2.55,0.00,10.49,0.00,1.01,0.000,0.251,279606.3,613664.7,2,104,4.64,1.02,1.02,75.4049,3307.81,78045.0,0.2112,5.6956,5462,2.7132,229,31.7878,236881.7
120000,1,882,26.31,0.06,3.02,0.00,10.03,0.01,1.01,0.003,0.133,176257.3,215732.8,3,115,4.47,1.02,1.02,29.4716,2005.80,5536.3,12.0840,7.2225,5461,2.7127,400,17.3530,107859.2
120000,2,293,27.95,0.00,2.10,0.01,12.54,0.00,1.00,0.000,0.049,88345.1,73482.0,3,81,4.42,1.00,1.00,15.2688,973.22,302.3,25.1741,6.4648,5461,2.7127,511,4.3994,24990.6
130000,0,2829,22.66,0.03,1.17,0.00,10.11,0.00,1.01,0.000,0.365,539374.8,1249395.8,6,62,4.32,1.02,1.01,175.9954,5842.62,49399.1,7.2372,2.6545,5462,2.3377,76,66.7325,588206.3
130000,1,431,29.56,0.00,2.21,0.06,13.04,0.00,1.00,0.000,0.076,179764.8,301509.2,3,65,4.77,1.00,1.00,40.9902,1176.18,574.0,45.2973,8.9249,5461,2.3373,513,13.3547,98938.7
130000,2,201,32.92,0.09,1.03,0.10,16.72,0.00,1.02,0.000,0.042,112306.2,100382.0,3,44,4.81,1.02,1.02,18.1642,827.24,201.4,55.9354,8.3648,5461,2.3373,491,4.8597,30267.9
140000,0,1775,25.42,0.01,2.68,0.00,10.02,0.00,1.00,0.000,0.256,281020.1,621978.9,3,81,4.43,1.01,1.01,77.4816,2920.97,78344.0,0.2473,5.6151,5462,2.5561,210,31.9122,239510.6
140000,1,882,26.09,0.03,2.67,0.00,10.40,0.00,1.01,0.000,0.133,170509.2,191171.1,3,113,4.59,1.01,1.03,27.3075,2104.85,5544.2,12.7140,7.2619,5461,2.5556,406,16.8158,101489.0
140000,2,230,29.87,0.00,2.29,0.00,13.09,0.00,1.00,0.000,0.042,84314.3,67139.4,3,93,4.77,1.00,1.00,14.5579,985.08,408.2,25.0928,6.3524,5461,2.5556,606,4.3818,22958.3
