step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
210000,3482,2.297,0.705,27.37,190268,177924,514,2834,8469,399853,850015.1,1718123.5,0.107,0.780,0.106,0.007,25,23.55,10.03,0.03,0.43,1.17,2.43,0.01,0.39,10.65,4.84,0.00,0.05,0.043,0.079,1126,0.132,0.007,0.969,0.002,0.022,326145,247641,6,0.624,0.277,0.001,29374,0.253,1.962,0.052,19.42,204415,119,4.297,0.538,0.837,34727577,1.01,43.95,0.000,0.244,0.001,12.0,24.0,34.0,105.5,41271,0.157,0.00,0.0023,0.039,215,0.920,0.000,0.939,0.428,4.43,13.99,2.93,0.00,0.001,1.01,1.02,1.01,0.927,0.00200,2.68,236.2394,7010.32,49725.3,137183.3,108.365,94.5383,220.477,210.338,0.889,0.161,7.1,6.974,206.882,1048,3045.3,56.83,14.970,85.532,894.3,72.573,0.134,2.00,19.0308,66265.1,1.9609,0.7084,11.85,1.989,0.048,1.3183,0.0000,0.082,0.101,0.006,0.0000,16.00,0.00,6,12,17,63
220000,3060,2.293,0.682,27.11,120294,114359,113,1949,4295,373592,558973.5,925083.1,0.142,0.751,0.095,0.012,49,27.62,12.71,0.05,0.89,2.57,3.51,0.00,0.04,11.27,6.10,0.00,0.04,0.088,0.098,1283,0.242,0.017,0.968,0.000,0.015,140721,99988,2,0.923,0.015,0.000,40793,0.248,1.718,0.052,19.17,87830,115,2.476,0.491,0.688,15172894,1.01,41.86,0.000,0.319,0.000,14.0,28.0,40.0,190.4,42531,0.162,0.00,0.0016,0.066,251,0.827,0.000,0.853,0.196,4.69,14.01,3.04,0.00,0.001,1.01,1.01,1.01,0.841,0.00265,1.36,124.1555,6073.47,82145.6,137183.3,38.248,67.2001,128.625,203.496,0.951,0.255,9.0,8.118,106.926,920,2940.5,31.01,15.830,52.904,1578.5,37.899,0.135,2.00,11.4884,35154.5,1.1122,0.5709,13.90,1.986,0.054,0.6817,0.0000,0.083,0.098,0.004,0.0000,16.00,0.00,7,14,21,114
230000,3441,2.319,0.736,26.80,193465,180837,512,2912,8823,411464,846253.4,1753167.6,0.102,0.782,0.109,0.007,25,24.30,11.24,0.01,0.36,1.23,2.56,0.01,0.57,11.07,5.85,0.00,0.00,0.045,0.082,1109,0.128,0.009,0.971,0.000,0.019,328439,254964,5,0.811,0.083,0.002,34021,0.265,2.567,0.051,19.00,204785,111,4.261,0.555,0.822,35376997,1.01,43.56,0.000,0.250,0.000,12.0,24.0,36.0,142.2,42424,0.162,0.00,0.0022,0.044,222,0.921,0.000,0.940,0.423,4.45,13.61,3.23,0.00,0.000,1.01,1.01,1.00,0.928,0.00206,2.78,238.9203,7953.19,49259.4,137183.3,108.992,93.8431,223.914,211.339,0.874,0.160,7.4,7.085,206.294,890,2573.0,80.06,14.349,85.212,984.9,72.784,0.135,2.00,19.2393,66202.3,1.9425,0.7162,12.33,1.982,0.060,1.3183,0.0000,0.093,0.103,0.003,0.0000,16.00,0.00,6,12,19,83
240000,2895,2.361,0.707,27.65,117368,111699,114,1800,4301,353107,550846.7,910601.6,0.143,0.740,0.105,0.012,46,28.04,12.18,0.02,0.69,2.76,3.62,0.00,0.17,11.34,5.92,0.00,0.04,0.093,0.098,1254,0.227,0.011,0.972,0.001,0.017,137679,99950,3,0.915,0.016,0.000,31042,0.258,1.731,0.052,18.82,87813,116,2.579,0.504,0.668,14860067,1.01,41.44,0.000,0.314,0.000,14.0,28.0,42.0,158.0,40879,0.156,0.00,0.0017,0.073,247,0.832,0.000,0.861,0.199,4.73,14.16,3.03,0.00,0.000,1.01,1.01,1.00,0.845,0.00267,1.36,123.4731,6066.27,83270.6,137183.3,39.142,66.8562,126.808,207.548,0.924,0.256,8.6,7.730,106.949,1047,3282.5,38.46,15.518,52.367,1629.6,37.460,0.135,2.00,11.6959,33859.6,1.1266,0.5713,14.12,1.987,0.053,0.6817,0.0000,0.089,0.097,0.006,0.0000,16.00,0.00,7,14,21,79
250000,3391,2.269,0.726,27.29,186808,174283,501,2621,8907,374941,838349.8,1700568.4,0.099,0.768,0.126,0.008,26,24.10,11.51,0.02,0.36,1.16,2.52,0.01,0.29,11.03,5.82,0.00,0.10,0.041,0.077,1069,0.116,0.006,0.980,0.001,0.014,319463,253100,6,0.799,0.101,0.001,30469,0.251,2.328,0.052,18.90,201033,121,4.536,0.530,0.861,33627615,1.00,43.47,0.000,0.243,0.000,12.0,24.0,35.7,138.5,41414,0.158,0.00,0.0022,0.038,182,0.920,0.000,0.943,0.428,4.42,13.76,3.13,0.00,0.000,1.00,1.00,1.00,0.927,0.00203,2.74,235.0713,7858.91,51192.4,137183.3,110.092,93.0623,218.467,201.375,0.841,0.167,6.7,6.891,205.945,931,2590.9,59.05,14.300,84.263,908.9,71.772,0.136,2.00,19.0970,64757.8,1.9122,0.7044,12.21,1.984,0.058,1.3183,0.0000,0.107,0.125,0.016,0.0000,16.00,0.00,6,12,18,81
260000,2803,2.451,0.746,27.86,112489,107207,108,1794,3968,353117,537757.7,878879.3,0.145,0.727,0.115,0.012,51,28.54,12.70,0.02,0.51,2.87,3.41,0.00,0.21,11.47,6.29,0.00,0.00,0.096,0.095,1178,0.229,0.016,0.965,0.001,0.017,133386,94309,3,0.893,0.031,0.001,21687,0.264,1.794,0.057,18.42,85763,122,2.489,0.490,0.654,13907998,1.01,41.15,0.000,0.284,0.000,14.0,28.0,42.0,138.0,40281,0.154,0.00,0.0017,0.079,234,0.827,0.000,0.876,0.207,4.76,14.25,2.96,0.00,0.000,1.01,1.01,1.01,0.841,0.00269,1.30,119.2086,6291.22,84319.1,137183.3,39.851,66.3174,122.295,205.402,0.943,0.259,8.5,7.535,106.911,1095,3660.9,27.17,15.214,52.122,1672.9,36.398,0.135,2.00,11.4766,32168.8,1.0977,0.5628,14.37,1.988,0.054,0.6817,0.0000,0.094,0.093,0.006,0.0000,16.00,0.00,7,14,21,79
270000,3552,2.341,0.834,27.59,187703,175168,510,2764,8512,393178,843916.4,1710392.0,0.091,0.774,0.127,0.009,26,23.84,10.57,0.03,0.52,1.14,2.59,0.00,0.02,10.85,5.06,0.00,0.02,0.041,0.081,1117,0.111,0.008,0.966,0.000,0.026,320673,243800,9,0.697,0.190,0.000,33431,0.279,2.590,0.061,18.94,204263,117,4.350,0.527,0.830,33978500,1.01,43.77,0.000,0.236,0.000,12.0,24.0,34.0,144.9,42676,0.163,0.00,0.0022,0.037,168,0.920,0.000,0.941,0.427,4.45,13.90,3.00,0.00,0.000,1.02,1.02,1.01,0.927,0.00195,2.71,235.2216,8624.40,49708.7,137183.3,109.013,93.8922,219.304,210.299,0.859,0.160,6.6,6.919,206.506,1131,3584.9,72.43,14.490,85.333,924.3,72.430,0.134,2.00,17.9592,63791.1,1.8354,0.7047,12.01,1.987,0.051,1.3183,0.0000,0.094,0.103,0.005,0.0000,16.00,0.00,6,12,17,68
280000,2772,2.421,0.738,27.74,116455,111105,123,1911,4096,363171,552275.1,913327.8,0.132,0.744,0.109,0.014,50,29.03,12.85,0.02,0.40,2.62,3.34,0.02,0.75,11.96,6.31,0.00,0.00,0.086,0.092,1214,0.160,0.016,0.971,0.001,0.013,137598,95084,3,0.889,0.030,0.002,32376,0.268,1.850,0.056,18.90,88613,124,2.515,0.465,0.668,14769300,1.00,40.79,0.000,0.306,0.000,14.0,28.0,42.0,126.6,40536,0.155,0.00,0.0017,0.075,280,0.827,0.000,0.861,0.206,4.80,14.19,3.08,0.00,0.000,1.01,1.01,1.00,0.841,0.00289,1.37,123.0210,6443.22,83112.3,137183.3,38.996,66.6553,126.873,209.344,0.950,0.256,8.3,8.012,106.911,977,3219.2,52.03,15.660,52.429,1853.3,37.395,0.133,2.00,12.1418,33657.1,1.1218,0.5663,14.62,1.987,0.052,0.6817,0.0000,0.092,0.098,0.007,0.0000,16.00,0.00,7,14,21,68
290000,3448,2.297,0.761,27.81,188182,175466,505,2986,8549,406236,847027.8,1723984.9,0.092,0.784,0.115,0.008,26,23.55,9.73,0.02,0.67,1.14,2.37,0.01,0.50,10.68,4.71,0.00,0.00,0.041,0.078,1027,0.126,0.010,0.969,0.001,0.021,325230,247614,5,0.781,0.145,0.001,29965,0.243,2.222,0.059,19.10,205822,114,4.244,0.542,0.854,34466094,1.01,43.88,0.000,0.232,0.000,12.0,24.0,32.0,129.6,40887,0.156,0.00,0.0023,0.048,141,0.921,0.000,0.941,0.433,4.42,14.31,2.86,0.00,0.000,1.01,1.01,1.01,0.928,0.00206,2.72,236.1998,7578.10,49171.4,137183.3,108.740,94.0433,220.174,211.750,0.858,0.158,5.6,7.098,206.076,1109,3460.3,73.97,14.482,85.432,890.1,72.642,0.135,2.00,19.1390,65991.2,1.9533,0.7030,11.86,1.990,0.047,1.3183,0.0000,0.087,0.094,0.003,0.0000,16.00,0.00,6,12,17,77
300000,2690,2.417,0.764,28.01,119041,113547,134,2047,4071,374864,553829.5,922855.7,0.136,0.746,0.104,0.014,51,28.46,12.70,0.02,0.48,2.68,3.71,0.00,0.00,11.60,6.06,0.00,0.07,0.088,0.095,1125,0.291,0.016,0.970,0.000,0.014,139680,94821,2,0.931,0.045,0.000,35374,0.245,1.857,0.060,18.81,89570,121,2.462,0.470,0.655,14966823,1.01,41.32,0.000,0.286,0.001,14.0,28.0,42.0,100.0,38465,0.147,0.00,0.0018,0.075,212,0.825,0.000,0.865,0.196,4.83,14.41,2.92,0.00,0.001,1.01,1.01,1.00,0.839,0.00303,1.36,124.0327,6344.26,83348.1,137183.3,38.855,66.7329,128.113,203.399,0.937,0.257,9.0,8.157,106.924,1191,3930.5,34.45,15.460,52.660,1677.6,37.765,0.137,2.00,12.3731,33283.7,1.1739,0.5552,14.30,1.990,0.047,0.6817,0.0000,0.085,0.091,0.005,0.0000,16.00,0.00,7,14,22,51
310000,3462,2.253,0.752,27.58,191812,178723,516,2862,8939,394031,841326.4,1721345.8,0.099,0.783,0.111,0.008,26,23.64,10.39,0.02,0.31,0.99,2.27,0.02,0.45,10.93,5.14,0.00,0.00,0.035,0.075,1083,0.103,0.008,0.971,0.001,0.020,325373,240475,5,0.812,0.104,0.002,37127,0.276,2.441,0.053,19.13,208491,117,4.369,0.548,0.845,34762875,1.01,43.82,0.000,0.234,0.000,12.0,24.0,34.0,125.9,41378,0.158,0.00,0.0022,0.047,216,0.919,0.000,0.935,0.423,4.39,13.78,3.05,0.00,0.000,1.01,1.01,1.01,0.926,0.00204,2.84,236.3321,8261.94,50628.4,137183.3,109.729,93.0934,220.323,203.995,0.886,0.168,5.5,7.053,205.799,992,2694.7,83.53,14.527,84.287,806.1,71.860,0.135,2.00,18.7172,64798.8,1.9133,0.7033,11.95,1.984,0.057,1.3183,0.0000,0.093,0.099,0.003,0.0000,16.00,0.00,6,12,18,80
320000,2875,2.320,0.717,28.06,118351,112613,132,2004,4189,368962,551556.1,924347.1,0.136,0.749,0.103,0.012,51,28.02,12.75,0.03,0.73,2.92,3.78,0.01,0.47,11.13,6.07,0.00,0.00,0.097,0.101,1230,0.285,0.015,0.969,0.001,0.016,140119,97005,2,0.934,0.018,0.000,34152,0.275,1.750,0.056,18.85,90337,114,2.505,0.501,0.666,15005164,1.01,41.66,0.000,0.318,0.000,12.0,28.0,42.0,142.6,40516,0.155,0.00,0.0017,0.082,230,0.827,0.000,0.855,0.207,4.72,14.17,2.95,0.00,0.000,1.02,1.01,1.01,0.841,0.00279,1.37,123.8224,6023.34,83915.7,137183.3,39.233,66.3820,127.511,204.783,0.933,0.260,9.9,8.035,106.867,1040,3377.2,34.85,15.517,52.240,1735.5,37.481,0.135,2.00,11.5585,33230.6,1.1167,0.5662,14.09,1.989,0.049,0.6817,0.0000,0.080,0.087,0.003,0.0000,16.00,0.00,6,14,21,80
330000,3412,2.306,0.731,28.01,187117,174802,473,2885,8420,391198,837515.6,1697798.4,0.096,0.782,0.116,0.006,26,23.81,10.98,0.02,0.41,1.09,2.27,0.00,0.05,10.89,5.52,0.00,0.03,0.040,0.077,1084,0.113,0.008,0.966,0.002,0.023,318191,238970,7,0.744,0.158,0.001,26226,0.280,2.292,0.055,18.92,205214,121,4.340,0.538,0.846,34190789,1.01,43.86,0.000,0.239,0.000,12.0,24.0,36.0,130.1,40983,0.156,0.00,0.0023,0.040,166,0.921,0.000,0.939,0.424,4.45,14.14,3.00,0.00,0.001,1.01,1.00,1.01,0.928,0.00204,2.64,233.1302,7114.63,49456.9,137183.3,110.053,92.8763,218.006,205.451,0.874,0.161,6.0,6.975,206.592,1078,3451.0,59.67,14.442,84.375,897.6,71.678,0.136,2.00,19.4159,66247.0,1.9634,0.7025,12.01,1.987,0.051,1.3183,0.0000,0.093,0.115,0.013,0.0000,16.00,0.00,6,12,18,70
340000,2787,2.387,0.732,27.94,117308,111902,115,1734,4182,347054,546652.6,913462.6,0.137,0.744,0.108,0.012,51,28.28,12.68,0.02,0.34,2.57,3.23,0.00,0.14,11.62,6.20,0.00,0.00,0.086,0.093,1155,0.283,0.012,0.974,0.001,0.013,138092,94792,3,0.899,0.036,0.001,33196,0.250,1.730,0.056,18.64,89070,115,2.632,0.498,0.651,15081890,1.01,41.57,0.000,0.276,0.000,14.0,28.0,42.0,144.0,39629,0.151,0.00,0.0017,0.068,262,0.834,0.000,0.863,0.202,4.79,14.32,3.17,0.00,0.000,1.01,1.01,1.01,0.847,0.00272,1.32,123.5407,5926.07,82728.9,137183.3,39.933,66.1682,126.620,200.733,0.945,0.257,8.4,7.593,107.064,1118,3670.6,27.24,15.450,51.794,1784.3,37.136,0.134,2.00,12.2829,34232.5,1.1510,0.5768,14.22,1.990,0.049,0.6817,0.0000,0.087,0.102,0.005,0.0000,16.00,0.00,7,14,21,70
350000,3535,2.265,0.775,28.01,190140,177426,522,2803,8641,372892,838370.4,1721656.9,0.098,0.785,0.110,0.007,26,23.74,11.26,0.03,0.55,1.04,2.35,0.00,0.00,10.90,5.58,0.00,0.00,0.038,0.079,1120,0.099,0.005,0.978,0.000,0.018,325050,245717,9,0.661,0.163,0.000,20444,0.252,2.391,0.056,18.83,208667,111,4.617,0.563,0.851,35744537,1.01,43.93,0.000,0.231,0.000,12.0,24.0,34.0,140.0,42308,0.161,0.00,0.0022,0.037,156,0.927,0.000,0.940,0.427,4.55,14.02,4.00,0.00,0.000,1.01,1.01,1.01,0.933,0.00186,2.62,237.6714,8353.96,49486.7,137183.3,109.847,93.6397,220.851,209.007,0.842,0.160,5.5,6.563,206.618,958,2868.9,71.00,14.596,84.692,926.3,72.092,0.135,2.00,18.4730,65302.1,1.8985,0.7300,11.97,1.988,0.050,1.3183,0.0000,0.125,0.158,0.031,0.0000,16.00,0.00,6,12,17,70
360000,2806,2.465,0.681,27.70,110445,105718,112,1618,3726,317588,535913.3,872780.3,0.141,0.750,0.099,0.010,51,29.40,12.96,0.04,0.70,2.37,3.35,0.00,0.00,12.39,6.39,0.00,0.00,0.077,0.091,1185,0.238,0.013,0.973,0.000,0.014,132572,95244,3,0.751,0.145,0.000,26218,0.243,1.724,0.052,17.90,86622,119,2.748,0.488,0.648,15073514,1.01,40.99,0.000,0.283,0.000,14.0,28.0,42.0,136.0,41542,0.158,0.00,0.0015,0.069,247,0.847,0.000,0.874,0.212,4.98,14.29,4.01,0.00,0.001,1.01,1.01,1.01,0.860,0.00245,1.27,120.3812,5718.46,81967.4,137183.3,39.772,67.0273,122.178,193.199,0.928,0.255,8.6,6.869,106.855,1029,3333.0,38.17,14.842,52.751,1547.4,36.637,0.135,1.99,12.6463,35485.4,1.1469,0.5769,14.80,1.985,0.055,0.6817,0.0000,0.105,0.141,0.025,0.0000,16.00,0.00,7,14,21,68
370000,3068,2.335,0.716,28.37,169542,159380,697,1853,7350,286934,810890.3,1601909.5,0.103,0.793,0.096,0.008,27,23.88,10.51,0.04,0.61,0.56,1.64,0.00,0.07,11.46,5.35,0.00,0.04,0.021,0.057,915,0.068,0.005,0.979,0.000,0.015,299689,239715,7,0.403,0.219,0.001,34145,0.232,2.460,0.050,18.06,193263,119,5.583,0.542,0.871,37105181,1.01,44.68,0.000,0.143,0.000,12.0,22.0,37.5,130.1,36984,0.141,0.00,0.0023,0.026,114,0.932,0.000,0.916,0.448,5.15,14.25,8.63,0.00,0.001,1.01,1.01,1.01,0.937,0.00193,2.61,228.5630,7371.12,39904.7,137183.3,114.099,89.1624,209.879,195.837,0.741,0.131,4.2,5.915,205.735,1044,3097.2,65.12,13.602,81.220,694.2,69.736,0.135,2.00,25.0682,76909.1,2.4053,0.7305,12.05,1.985,0.055,1.3183,0.0000,0.230,0.206,0.098,0.0000,16.00,0.00,6,11,19,70
380000,2735,2.465,0.728,28.15,102096,97204,292,1074,3859,217625,519465.5,889734.4,0.140,0.766,0.080,0.014,51,28.95,13.83,0.05,0.73,2.04,3.48,0.01,0.21,12.47,6.92,0.00,0.04,0.066,0.093,1199,0.166,0.014,0.967,0.001,0.019,130779,104433,4,0.684,0.043,0.003,42131,0.239,1.807,0.057,16.66,84296,112,4.088,0.500,0.653,17614421,1.01,41.92,0.000,0.276,0.000,14.0,28.0,44.0,127.9,39846,0.152,0.00,0.0015,0.059,204,0.885,0.000,0.822,0.261,5.27,14.40,6.07,0.00,0.001,1.02,1.02,1.01,0.893,0.00197,1.19,127.8265,6099.33,79767.6,137183.3,44.519,64.5818,122.577,180.474,0.931,0.249,6.9,5.383,106.409,1101,3687.2,31.51,13.621,49.319,1563.3,36.234,0.134,2.00,13.5864,37158.9,1.2351,0.6017,14.57,1.988,0.050,0.6817,0.0000,0.137,0.151,0.026,0.0000,16.00,0.00,7,14,22,67
390000,2805,2.414,0.739,28.89,141514,133236,1025,881,6302,154665,760055.3,1469077.5,0.121,0.801,0.066,0.011,29,25.13,11.54,0.06,0.68,0.29,1.18,0.01,0.22,12.28,6.00,0.00,0.07,0.011,0.045,834,0.097,0.005,0.978,0.001,0.016,269505,236225,16,0.386,0.196,0.001,56532,0.212,2.312,0.058,16.65,173850,102,9.498,0.591,0.892,37401415,1.02,45.08,0.000,0.086,0.001,14.0,24.0,37.5,144.0,35439,0.135,0.00,0.0022,0.019,70,0.947,0.000,0.866,0.488,5.90,14.80,12.19,0.00,0.002,1.01,1.02,1.02,0.950,0.00158,2.48,217.3648,6968.76,35568.9,137183.3,122.052,82.5927,192.425,180.352,0.646,0.118,2.8,4.443,203.403,1148,3690.8,58.09,12.430,74.805,790.0,65.115,0.134,2.00,28.9910,81319.8,2.5999,0.7629,12.63,1.989,0.048,1.3183,0.0000,0.246,0.190,0.101,0.0000,16.00,0.00,7,12,20,73
400000,2688,2.518,0.681,27.92,94937,90679,371,692,3312,166291,489185.5,907967.1,0.160,0.759,0.064,0.017,51,29.10,13.17,0.03,0.46,1.74,2.88,0.01,0.20,12.86,6.66,0.00,0.08,0.059,0.087,1211,0.168,0.007,0.977,0.000,0.015,128880,110193,10,0.612,0.076,0.003,59554,0.233,1.730,0.050,14.81,82043,97,5.460,0.539,0.662,18609636,1.01,41.78,0.000,0.259,0.000,14.0,28.0,44.0,151.9,39356,0.150,0.00,0.0014,0.062,171,0.911,0.000,0.794,0.298,5.41,14.32,6.87,0.00,0.000,1.01,1.01,1.01,0.917,0.00158,1.08,129.6678,5755.62,79047.3,137183.3,49.257,61.4519,121.199,168.732,0.910,0.249,6.3,4.244,106.169,1044,3428.2,23.59,12.199,46.539,1379.0,34.984,0.135,2.00,14.3740,38637.4,1.2581,0.6814,14.64,1.987,0.052,0.6817,0.0000,0.133,0.156,0.033,0.0000,16.00,0.00,7,14,22,76
410000,2934,2.471,0.708,28.15,138770,129982,997,846,6699,156807,751155.9,1489494.6,0.134,0.791,0.063,0.012,29,24.99,11.27,0.06,0.49,0.40,1.73,0.00,0.08,12.13,5.78,0.00,0.05,0.017,0.063,998,0.129,0.003,0.979,0.001,0.017,276017,244611,22,0.174,0.448,0.001,75790,0.184,2.347,0.050,16.04,177484,90,9.499,0.578,0.885,36612600,1.02,45.07,0.000,0.133,0.001,12.0,24.0,36.0,160.0,36942,0.141,0.00,0.0021,0.016,113,0.946,0.000,0.866,0.509,5.75,14.20,11.87,0.00,0.002,1.01,1.02,1.02,0.949,0.00148,2.45,216.7679,7299.14,34881.8,137183.3,123.916,80.8724,190.213,170.199,0.676,0.116,3.3,4.335,203.044,1056,2980.6,59.61,11.829,73.588,666.3,64.482,0.135,2.00,27.9407,81978.1,2.5136,0.8495,12.59,1.985,0.054,1.3183,0.0000,0.187,0.182,0.066,0.0000,16.00,0.00,6,12,18,72
420000,2697,2.493,0.638,28.54,103330,98096,371,949,4151,191945,495754.2,974870.5,0.152,0.774,0.059,0.014,49,29.29,12.71,0.04,0.55,1.55,3.12,0.00,0.04,13.13,6.52,0.00,0.00,0.052,0.087,1154,0.151,0.012,0.970,0.001,0.017,142713,122657,14,0.551,0.054,0.001,50019,0.202,1.713,0.048,15.36,89459,90,5.079,0.593,0.674,20080008,1.01,41.98,0.000,0.238,0.000,14.0,28.0,42.0,144.0,39685,0.151,0.00,0.0014,0.052,187,0.909,0.000,0.803,0.309,5.57,14.43,8.01,0.00,0.000,1.01,1.02,1.01,0.916,0.00164,1.18,133.5892,5242.12,76909.2,137183.3,48.787,61.4962,126.158,169.304,0.901,0.245,6.2,4.428,105.969,1072,3374.5,42.50,12.452,46.366,1284.0,35.221,0.137,2.00,15.3892,41504.5,1.3198,0.7545,14.71,1.988,0.049,0.6817,0.0000,0.169,0.180,0.066,0.0000,16.00,0.00,7,14,21,72
430000,2747,2.421,0.640,29.49,124843,115819,1228,444,7302,72620,707459.2,1390338.2,0.136,0.797,0.052,0.015,30,25.40,10.94,0.03,0.29,0.06,0.63,0.02,0.53,12.66,5.52,0.00,0.00,0.002,0.019,557,0.331,0.003,0.982,0.000,0.015,249859,231987,29,0.207,0.249,0.006,149457,0.124,2.273,0.046,14.62,161178,91,19.145,0.667,0.900,37239367,1.01,45.70,0.000,0.018,0.000,16.0,24.0,34.0,178.0,35067,0.134,0.00,0.0020,0.009,44,0.962,0.000,0.777,0.513,6.50,15.03,15.02,0.00,0.000,1.01,1.01,1.01,0.964,0.00102,2.25,209.8502,6093.64,29391.5,137183.3,129.744,76.4549,181.212,167.121,0.485,0.099,0.9,2.792,202.545,1029,3230.6,45.67,10.928,69.382,475.1,61.187,0.134,2.00,32.4932,89258.9,2.8094,0.7695,12.77,1.991,0.040,1.3183,0.0000,0.283,0.193,0.136,0.0000,16.00,0.00,8,12,18,89
440000,1732,3.172,0.909,27.91,60653,59158,513,14,1983,5745,388929.2,737661.8,0.231,0.708,0.042,0.019,54,39.06,19.34,0.22,1.30,0.20,1.61,0.01,0.12,18.93,9.40,0.00,0.07,0.005,0.031,795,0.098,0.002,0.986,0.000,0.012,96542,88103,26,0.038,0.586,0.007,64204,0.153,2.099,0.085,9.47,63835,66,128.401,0.714,0.587,15742477,1.05,39.41,0.000,0.034,0.001,20.0,36.0,60.0,159.8,33525,0.128,0.00,0.0012,0.020,16,0.972,0.000,0.717,0.382,7.45,15.26,14.23,0.01,0.004,1.04,1.06,1.04,0.972,0.00067,0.62,116.8224,5084.03,77953.4,137183.3,57.932,56.8403,99.047,137.969,0.655,0.246,1.7,1.153,106.095,1794,7733.0,43.44,7.676,43.668,1421.9,30.384,0.135,2.01,21.6442,37487.7,1.3630,0.6716,19.36,1.997,0.017,0.6817,0.0000,0.250,0.227,0.164,0.0000,16.00,0.00,10,18,30,81
450000,2745,2.147,1.053,29.72,174419,139327,936,24131,9012,303690,639526.2,1492833.5,0.212,0.692,0.058,0.038,26,23.53,15.78,0.13,1.34,1.29,2.52,0.03,0.37,10.23,7.74,0.00,0.06,0.072,0.126,1653,0.024,0.007,0.958,0.003,0.032,317038,294587,10,0.789,0.137,0.013,215736,0.113,2.185,0.099,10.59,194252,76,4.916,0.759,0.679,29008991,1.04,44.33,0.000,0.417,0.001,8.0,20.0,42.0,222.0,32065,0.122,0.00,0.0023,0.045,187,0.945,0.000,0.646,0.452,4.54,14.56,6.29,0.00,0.003,1.04,1.05,1.03,0.955,0.00068,1.39,201.1427,5510.20,85992.0,137183.3,135.263,78.2817,170.953,194.621,0.911,0.258,5.9,1.860,205.133,1864,9068.2,21.34,8.784,68.745,2061.1,58.529,0.135,2.00,9.7451,26750.3,1.3376,0.8610,11.68,1.996,0.038,1.3183,0.0000,0.051,0.101,0.016,0.0000,16.00,0.00,4,10,21,111
460000,2260,2.741,0.821,27.71,93646,88862,6,1148,4115,271489,500191.3,663394.5,0.098,0.830,0.028,0.043,53,32.55,17.55,0.11,0.99,1.70,2.63,0.01,0.24,15.34,10.09,0.01,0.15,0.068,0.108,1224,0.041,0.016,0.960,0.001,0.023,108755,75299,8,0.487,0.157,0.005,105378,0.106,1.912,0.069,17.96,71431,129,2.444,0.510,0.615,12437339,1.03,38.20,0.000,0.263,0.002,14.0,30.0,54.0,194.0,38793,0.148,0.00,0.0014,0.064,202,0.829,0.000,0.805,0.204,5.37,13.06,6.55,0.01,0.003,1.04,1.04,1.02,0.843,0.00283,1.02,93.8049,6222.50,86134.3,137183.3,38.118,66.1757,98.964,221.307,0.951,0.265,7.0,6.385,106.481,1164,4388.8,26.26,16.529,54.585,2192.7,32.117,0.136,2.00,13.2424,29927.8,1.0582,0.6097,17.17,1.906,0.225,0.6817,0.0000,0.090,0.143,0.026,0.0000,16.00,0.00,7,15,27,88
470000,2747,2.539,0.762,27.89,158987,145735,586,1034,11145,191039,826688.2,1509579.2,0.049,0.888,0.028,0.035,28,27.39,13.55,0.13,1.32,0.49,1.56,0.04,0.64,13.55,7.22,0.00,0.09,0.026,0.079,1140,0.071,0.005,0.963,0.002,0.029,295515,238473,18,0.315,0.244,0.006,252037,0.088,2.325,0.059,19.09,182519,141,7.902,0.566,0.819,37504219,1.03,42.03,0.000,0.149,0.003,12.0,27.9,42.0,162.0,39023,0.149,0.00,0.0022,0.019,144,0.946,0.000,0.857,0.480,5.65,13.70,10.26,0.01,0.003,1.04,1.04,1.03,0.950,0.00156,2.44,223.8363,7352.86,47228.6,137183.3,111.070,94.3094,193.600,206.685,0.817,0.155,3.2,4.287,206.902,984,3547.4,65.95,15.041,83.398,1003.9,69.241,0.134,2.00,25.1167,68995.5,2.0022,0.8155,14.21,1.935,0.219,1.3183,0.0000,0.064,0.116,0.009,0.0000,16.00,0.00,6,14,21,102
