step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
10000,2973,1.917,0.657,15.39,302491,239063,0,53218,8698,3155432,1176274.9,2660798.8,0.105,0.664,0.071,0.160,57,20.14,12.59,0.36,1.61,3.16,4.82,0.13,1.45,10.38,8.87,0.08,0.45,0.116,0.163,1611,0.077,0.030,0.944,0.001,0.025,633711,474565,3,0.550,0.433,0.017,1890315,0.174,2.129,0.044,22.65,239707,125,0.843,0.349,0.670,17539666,1.13,9.06,0.192,0.504,0.039,5.0,19.5,32.0,98.0,41725,0.159,0.00,0.0038,0.060,448,0.680,0.001,0.827,0.535,3.00,3.53,4.68,0.10,0.048,1.13,1.12,1.15,0.729,0.00854,2.24,252.5545,5958.38,108803.1,140234.7,57.352,141.8945,243.220,551.699,0.956,0.346,22.9,25.381,210.022,603,1884.6,70.51,36.377,133.743,2351.7,90.518,0.135,2.00,4.6251,13750.4,0.7002,0.4295,14.03,1.421,0.471,1.3183,0.0000,0.654,0.222,0.564,0.0000,6.29,1.88,4,14,23,81
20000,2725,2.162,0.614,19.46,210282,186920,0,21444,2166,1560340,641632.1,1367589.0,0.033,0.789,0.022,0.155,84,24.27,12.00,0.05,0.86,3.41,4.40,0.10,1.53,12.03,7.29,0.00,0.09,0.114,0.149,889,0.135,0.045,0.937,0.001,0.018,252079,155417,9,0.478,0.200,0.009,301929,0.153,1.997,0.044,23.41,123055,100,0.876,0.424,0.651,10757366,1.01,5.60,0.416,0.348,0.002,7.8,24.0,32.0,85.6,42459,0.162,0.00,0.0020,0.077,446,0.547,0.000,0.733,0.243,3.26,3.50,4.92,0.00,0.002,1.01,1.01,1.02,0.583,0.00767,1.71,122.5530,6182.50,100499.7,140234.7,30.898,57.3606,154.186,291.741,0.980,0.327,20.8,20.888,106.477,531,1530.6,51.48,18.374,55.671,1833.7,42.665,0.135,2.00,8.2335,22436.3,0.7836,0.3926,15.58,1.551,0.469,0.6817,0.0000,0.613,0.201,0.542,0.0000,5.56,1.54,6,16,21,81
30000,3143,2.248,0.693,22.62,253265,225219,194,25514,1920,1612128,989270.6,2194373.0,0.039,0.827,0.025,0.108,46,24.87,12.47,0.07,0.63,3.05,4.12,0.02,0.30,11.51,5.94,0.00,0.09,0.099,0.133,934,0.131,0.035,0.954,0.000,0.011,474646,304329,28,0.352,0.255,0.007,203483,0.188,2.591,0.049,21.79,258617,119,1.361,0.400,0.742,23835223,1.02,4.32,0.496,0.295,0.003,8.0,32.0,32.0,98.0,46049,0.176,0.00,0.0027,0.068,567,0.736,0.000,0.703,0.490,3.22,3.52,4.64,0.01,0.006,1.01,1.03,1.03,0.758,0.00641,3.22,239.8770,7757.62,84973.7,140234.7,84.236,106.8209,228.891,289.936,0.974,0.287,20.7,20.162,206.463,482,1362.9,100.31,14.660,106.747,1752.0,82.665,0.135,2.00,11.2182,35258.7,0.9988,0.4504,14.65,1.645,0.468,1.3183,0.0000,0.648,0.205,0.749,0.0000,5.13,1.38,7,16,18,50
40000,2890,2.142,0.631,20.82,218741,195538,22,21663,1771,1439301,637633.5,1411464.2,0.037,0.747,0.028,0.188,81,24.55,12.10,0.12,1.02,3.71,4.12,0.07,0.80,11.33,7.26,0.01,0.14,0.127,0.140,1044,0.196,0.038,0.945,0.000,0.017,259944,159105,4,0.394,0.402,0.019,331057,0.154,1.801,0.046,22.34,128366,96,0.981,0.433,0.678,11236348,1.04,4.68,0.467,0.328,0.006,8.0,32.0,32.0,128.0,44019,0.168,0.00,0.0019,0.072,528,0.561,0.000,0.688,0.236,3.23,3.66,4.81,0.01,0.007,1.03,1.04,1.05,0.594,0.00684,1.84,134.1886,6060.24,101550.6,140234.7,31.200,60.5465,160.621,278.496,0.966,0.330,22.1,19.758,106.374,612,1806.2,32.50,17.098,56.309,1940.4,43.625,0.136,2.00,7.1693,20719.2,0.7188,0.4026,15.23,1.598,0.483,0.6817,0.0000,0.703,0.204,0.800,0.0000,5.35,1.56,7,16,21,80
50000,3435,2.296,0.682,24.64,275064,244053,30,28902,1534,1798663,1004289.1,2298908.8,0.078,0.795,0.035,0.092,44,25.83,11.26,0.07,0.62,2.82,3.73,0.05,1.02,11.87,6.09,0.04,0.31,0.098,0.130,980,0.180,0.030,0.956,0.000,0.013,469168,287191,29,0.282,0.465,0.006,252633,0.169,2.332,0.049,24.05,264262,106,1.278,0.415,0.739,25413819,1.02,3.42,0.542,0.301,0.017,9.8,32.0,32.0,162.0,50909,0.194,0.00,0.0025,0.068,488,0.747,0.000,0.641,0.438,3.24,3.66,4.57,0.04,0.019,1.02,1.02,1.03,0.770,0.00609,3.01,248.7147,7376.94,87524.9,140234.7,83.213,107.4664,248.222,295.755,0.964,0.295,17.5,20.903,207.979,538,1679.8,91.79,18.357,105.720,1631.3,83.003,0.135,2.00,9.2729,31852.5,0.8688,0.4422,14.82,1.724,0.442,1.3183,0.0000,0.734,0.211,0.886,0.0000,4.94,1.42,8,16,17,81
60000,2716,2.107,0.658,19.85,216030,192199,5,22618,1927,1492167,635371.2,1373773.9,0.042,0.755,0.027,0.176,81,24.13,12.48,0.09,1.01,4.04,4.39,0.09,1.10,10.93,7.24,0.00,0.04,0.132,0.139,995,0.263,0.040,0.944,0.000,0.016,249602,149116,7,0.378,0.225,0.014,251003,0.163,1.868,0.049,22.81,123214,91,0.921,0.445,0.654,11006905,1.03,5.09,0.457,0.341,0.001,7.1,30.0,32.0,94.0,41164,0.157,0.00,0.0021,0.070,497,0.554,0.000,0.683,0.217,3.16,3.69,4.76,0.00,0.001,1.03,1.02,1.04,0.589,0.00739,1.80,129.2983,5853.98,104816.8,140234.7,31.093,60.4603,157.847,277.426,0.983,0.339,23.0,20.068,106.467,671,2120.0,41.02,17.732,55.985,2284.6,42.784,0.134,2.00,6.4726,17579.6,0.6823,0.3897,15.16,1.572,0.492,0.6817,0.0000,0.720,0.199,0.823,0.0000,5.44,1.53,6,16,23,64
70000,3050,2.355,0.730,24.70,267466,235616,5,29868,1643,1923202,1010678.3,2247999.0,0.062,0.799,0.047,0.092,47,27.87,11.75,0.04,0.63,3.29,4.26,0.05,0.90,12.30,6.50,0.00,0.00,0.106,0.131,830,0.198,0.033,0.955,0.000,0.012,442753,274058,28,0.224,0.450,0.009,219471,0.169,2.267,0.056,24.07,245073,102,1.169,0.411,0.732,24471019,1.02,2.95,0.609,0.247,0.000,10.2,32.0,33.1,128.0,47830,0.182,0.00,0.0027,0.057,442,0.747,0.000,0.612,0.422,3.25,3.79,4.53,0.00,0.000,1.01,1.01,1.03,0.772,0.00696,2.83,242.5629,7591.26,89281.3,140234.7,82.024,108.3526,244.264,298.564,0.985,0.297,18.8,21.236,208.104,687,2112.3,66.35,18.797,107.075,1750.2,83.277,0.135,2.00,9.8663,30092.2,0.8715,0.4091,15.68,1.762,0.413,1.3183,0.0000,0.741,0.202,0.800,0.0000,4.88,1.31,8,16,23,81
80000,2591,2.191,0.634,20.30,198551,176370,0,20908,1732,1349434,626296.2,1263843.5,0.042,0.735,0.041,0.182,89,24.71,11.88,0.08,0.69,3.95,4.28,0.03,0.47,10.91,6.68,0.00,0.04,0.129,0.136,812,0.252,0.040,0.946,0.000,0.014,223735,136684,6,0.383,0.197,0.005,239704,0.159,1.814,0.046,22.47,108512,88,0.937,0.460,0.609,9763966,1.03,4.46,0.511,0.304,0.001,8.0,32.0,32.0,98.0,38751,0.148,0.00,0.0022,0.073,479,0.547,0.000,0.648,0.204,3.17,3.61,4.70,0.00,0.002,1.02,1.02,1.03,0.580,0.00740,1.79,123.9176,5684.55,104480.3,140234.7,31.581,60.6540,149.859,261.163,0.965,0.338,23.0,19.182,106.080,650,1948.6,33.18,17.398,55.842,2162.2,41.937,0.135,2.00,7.0967,18387.5,0.7045,0.3805,14.96,1.623,0.477,0.6817,0.0000,0.692,0.195,0.786,0.0000,5.23,1.48,7,16,20,64
90000,3263,2.403,0.700,25.40,254311,227662,6,25091,880,1490397,1011196.9,2229648.2,0.060,0.804,0.066,0.070,49,28.37,10.71,0.06,0.80,3.06,4.09,0.03,0.89,12.40,5.89,0.01,0.16,0.097,0.127,826,0.266,0.032,0.954,0.000,0.014,429919,268988,37,0.182,0.504,0.007,187889,0.155,2.291,0.052,22.49,246783,101,1.496,0.433,0.740,25432942,1.02,2.32,0.662,0.220,0.007,12.0,32.0,32.0,98.0,50744,0.194,0.00,0.0025,0.067,534,0.754,0.000,0.496,0.433,3.33,3.83,4.40,0.02,0.011,1.02,1.02,1.02,0.772,0.00648,2.83,255.0594,7769.13,85364.4,140234.7,84.897,105.1994,250.144,295.906,0.977,0.285,21.6,21.157,208.210,502,1519.4,69.52,16.994,105.780,1705.7,85.350,0.135,2.00,10.3223,33681.7,0.8852,0.4362,15.55,1.806,0.397,1.3183,0.0000,0.818,0.197,0.907,0.0000,4.68,1.22,10,16,18,64
100000,2619,2.229,0.631,21.63,183254,164312,3,18513,1070,1089374,620297.0,1173850.8,0.058,0.743,0.047,0.152,90,26.41,13.31,0.07,0.79,4.08,4.40,0.02,0.35,11.23,6.55,0.00,0.04,0.126,0.132,802,0.215,0.043,0.940,0.001,0.016,205453,125475,9,0.330,0.329,0.006,220025,0.149,1.859,0.047,21.82,103725,90,1.078,0.455,0.611,9794131,1.03,3.90,0.538,0.274,0.000,8.0,32.0,44.0,128.0,40336,0.154,0.00,0.0021,0.060,487,0.559,0.000,0.609,0.197,3.26,3.71,4.67,0.00,0.001,1.02,1.03,1.04,0.587,0.00702,1.62,122.2023,5638.68,103059.9,140234.7,32.066,61.3779,145.046,260.480,0.976,0.334,22.4,18.389,106.727,628,1871.9,33.50,17.180,56.181,2301.2,42.021,0.136,2.00,7.4778,19584.4,0.7028,0.4029,15.40,1.670,0.462,0.6817,0.0000,0.762,0.197,0.882,0.0000,5.13,1.38,7,16,25,81
