step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
110000,2726,2.646,0.737,23.73,214024,197272,230,5208,11354,784683,953494.9,2049084.9,0.052,0.780,0.115,0.054,27,32.09,17.87,0.05,0.88,2.39,3.78,0.05,1.15,15.95,8.33,0.00,0.02,0.082,0.123,1267,0.093,0.011,0.957,0.001,0.031,379004,284033,2,0.713,0.098,0.005,192769,0.160,2.213,0.057,24.46,194306,143,2.611,0.402,0.751,23143028,1.01,35.87,0.000,0.320,0.000,11.3,32.0,52.0,130.0,50258,0.192,0.00,0.0022,0.076,352,0.812,0.000,0.933,0.449,4.88,10.64,4.63,0.00,0.001,1.02,1.02,1.01,0.830,0.00555,5.97,255.8200,7524.47,68644.4,136600.5,90.189,102.7600,236.184,250.062,0.937,0.228,14.4,15.124,200.536,845,2514.8,49.02,15.813,95.370,1496.9,76.793,0.134,2.00,17.2035,46896.7,1.1774,0.5118,18.44,1.728,0.486,1.3183,0.0000,0.762,0.236,0.757,0.0000,16.00,0.00,9,18,28,88
120000,2632,2.437,0.648,21.45,169002,158290,28,4576,6202,887982,614954.4,1210564.5,0.072,0.749,0.105,0.074,55,30.38,17.36,0.03,0.46,2.79,4.22,0.02,0.42,15.87,9.28,0.00,0.03,0.099,0.137,1344,0.174,0.024,0.954,0.000,0.022,204547,135489,2,0.654,0.000,0.002,116802,0.166,1.770,0.046,23.17,85452,134,1.363,0.335,0.736,11249304,1.01,36.76,0.000,0.395,0.001,9.3,32.0,44.0,152.0,49250,0.188,0.00,0.0015,0.095,425,0.648,0.000,0.895,0.219,4.97,9.95,5.65,0.00,0.001,1.01,1.00,1.01,0.680,0.00598,1.90,135.8910,5965.10,90055.2,136600.5,33.116,63.0853,152.789,293.285,0.967,0.301,19.5,15.729,106.116,773,2298.4,45.98,18.486,53.500,1793.9,40.029,0.135,2.00,10.6012,27902.5,0.8118,0.4101,18.71,1.613,0.536,0.6817,0.0000,0.713,0.250,0.653,0.0000,16.00,0.00,8,19,28,88
130000,2861,2.641,0.736,22.96,204265,188758,202,5461,9615,846162,959607.7,1992484.1,0.040,0.810,0.117,0.032,28,32.82,16.46,0.06,0.92,2.71,3.70,0.04,0.84,16.31,8.02,0.00,0.16,0.100,0.144,1218,0.260,0.015,0.956,0.000,0.028,356220,264337,3,0.674,0.045,0.004,143766,0.140,2.191,0.051,24.79,180247,142,2.355,0.373,0.782,22324490,1.02,36.84,0.000,0.324,0.001,11.3,38.0,48.0,116.0,54703,0.209,0.00,0.0021,0.081,448,0.807,0.000,0.939,0.441,4.94,10.81,4.61,0.01,0.002,1.04,1.03,1.03,0.825,0.00546,4.70,249.3133,8189.78,68814.3,136600.5,91.286,102.2713,230.423,257.293,0.939,0.232,17.4,15.611,202.301,652,1796.5,52.71,17.357,95.219,1501.0,76.339,0.135,2.00,16.1768,46281.7,1.0402,0.4638,19.12,1.696,0.493,1.3183,0.0000,0.747,0.238,0.722,0.0000,16.00,0.00,9,21,27,99
140000,2484,2.495,0.661,21.01,171760,161564,26,4477,6070,928539,625171.9,1242667.9,0.074,0.742,0.108,0.076,58,30.12,17.70,0.06,1.09,2.61,4.06,0.07,0.97,15.95,7.86,0.00,0.02,0.084,0.123,1193,0.157,0.022,0.952,0.000,0.025,204139,140702,2,0.625,0.010,0.011,138826,0.171,1.709,0.049,23.62,80332,131,1.338,0.332,0.697,11055735,1.01,35.78,0.000,0.366,0.000,9.7,32.0,46.0,144.0,46445,0.177,0.00,0.0016,0.108,448,0.639,0.000,0.895,0.209,4.97,9.54,6.08,0.00,0.000,1.03,1.01,1.02,0.671,0.00670,2.04,139.2117,5947.82,90577.3,136600.5,31.944,63.2483,157.186,299.254,0.961,0.301,16.2,16.633,105.864,795,2520.7,29.16,18.550,54.080,1799.7,40.782,0.135,2.00,11.0647,27484.8,0.8369,0.3959,18.70,1.582,0.554,0.6817,0.0000,0.695,0.265,0.632,0.0000,16.00,0.00,9,18,26,81
150000,3660,2.297,0.725,23.81,232744,211222,193,8634,11519,1151084,955541.6,2178818.2,0.040,0.811,0.114,0.034,25,27.12,15.54,0.62,1.76,2.70,3.63,0.02,0.43,11.45,8.59,0.50,1.24,0.106,0.130,2520,0.055,0.017,0.943,0.002,0.037,407889,300205,2,0.806,0.068,0.004,160513,0.148,1.700,0.053,24.95,206132,171,1.893,0.342,0.805,24585786,1.25,40.94,0.000,0.650,0.170,10.0,26.0,44.0,172.0,54092,0.206,0.00,0.0023,0.086,515,0.800,0.000,0.938,0.442,4.27,9.78,3.89,0.51,0.172,1.61,1.14,1.22,0.823,0.00471,4.81,252.3496,7311.83,86473.5,136600.5,89.692,103.8358,240.199,276.070,0.977,0.275,21.2,17.248,202.517,774,2373.3,21.16,17.487,96.549,1642.2,76.814,0.136,2.00,7.6039,27830.3,0.9030,0.5238,14.78,1.795,0.433,1.3183,0.0000,0.733,0.219,0.766,0.0000,16.00,0.00,6,13,24,116
160000,2588,2.564,0.619,20.99,175831,165842,0,5010,6051,1012518,626987.6,1262946.5,0.075,0.744,0.107,0.074,56,31.05,16.89,0.08,1.47,2.77,4.01,0.01,0.44,16.48,8.45,0.00,0.04,0.090,0.127,1252,0.253,0.018,0.952,0.002,0.028,208240,141292,2,0.637,0.062,0.002,122879,0.166,1.636,0.045,23.95,85106,141,1.247,0.319,0.711,11535660,1.02,35.86,0.000,0.382,0.000,10.0,34.0,46.0,116.7,50056,0.191,0.00,0.0015,0.106,421,0.642,0.000,0.892,0.204,5.07,9.61,6.01,0.00,0.000,1.03,1.02,1.03,0.676,0.00653,2.08,133.6657,5537.71,89604.3,136600.5,31.809,61.2034,157.636,299.912,0.964,0.301,20.0,16.904,105.886,761,2310.6,19.78,19.191,53.842,1734.3,40.519,0.135,2.00,11.0456,28585.9,0.8166,0.4172,19.34,1.592,0.543,0.6817,0.0000,0.699,0.260,0.632,0.0000,16.00,0.00,9,21,28,83
170000,2625,2.716,0.744,23.86,205923,190497,250,5251,9888,880171,960288.8,1993422.2,0.040,0.810,0.115,0.035,29,34.06,16.86,0.04,0.82,3.07,4.58,0.08,2.30,16.11,8.23,0.00,0.00,0.105,0.145,1091,0.323,0.015,0.959,0.000,0.026,359059,285104,2,0.742,0.025,0.004,128892,0.156,2.208,0.055,24.91,171528,145,2.265,0.366,0.786,22223771,1.01,36.76,0.000,0.318,0.000,11.3,42.0,46.0,152.0,50668,0.193,0.00,0.0023,0.083,409,0.801,0.000,0.937,0.442,4.99,11.23,4.07,0.00,0.001,1.02,1.02,1.01,0.821,0.00616,4.70,247.9775,7607.84,70102.6,136600.5,90.887,102.2814,230.391,264.113,0.948,0.231,16.4,16.175,202.707,863,2490.8,50.78,17.244,95.499,1536.7,76.305,0.135,2.00,17.2840,45370.6,1.1174,0.4600,19.30,1.747,0.461,1.3183,0.0000,0.773,0.223,0.767,0.0000,16.00,0.00,9,21,26,127
180000,2615,2.459,0.626,19.70,168103,158109,25,4258,5721,920577,616512.6,1202864.4,0.077,0.740,0.105,0.078,60,29.66,17.26,0.06,0.61,2.75,4.41,0.04,0.86,16.49,9.00,0.00,0.08,0.095,0.141,1260,0.213,0.026,0.945,0.000,0.028,197814,140940,2,0.571,0.090,0.007,114316,0.189,1.696,0.046,23.35,76742,133,1.307,0.318,0.695,10594733,1.02,36.54,0.000,0.391,0.000,9.3,30.0,44.0,158.6,50576,0.193,0.00,0.0014,0.091,512,0.634,0.000,0.890,0.203,5.08,9.38,6.43,0.00,0.002,1.04,1.02,1.02,0.667,0.00628,1.98,134.2940,5709.37,89553.0,136600.5,32.631,62.6092,152.865,293.066,0.969,0.300,18.6,16.410,105.968,797,2348.3,39.56,18.543,53.728,1669.7,39.966,0.134,2.01,11.0132,28799.5,0.8024,0.3937,19.34,1.516,0.566,0.6817,0.0000,0.665,0.268,0.572,0.0000,16.00,0.00,9,21,27,203
190000,2848,2.667,0.717,22.72,203311,187973,217,5267,9621,853573,961602.4,2004428.8,0.040,0.809,0.115,0.036,28,33.43,17.05,0.04,0.71,2.58,4.45,0.03,0.67,17.20,8.17,0.00,0.10,0.084,0.132,1259,0.189,0.022,0.950,0.000,0.027,354154,271896,3,0.686,0.021,0.005,192749,0.166,2.205,0.051,24.76,177435,145,2.348,0.354,0.783,22023229,1.01,35.83,0.000,0.317,0.001,11.3,38.0,50.0,160.0,56534,0.216,0.00,0.0020,0.078,486,0.803,0.000,0.935,0.441,5.10,10.34,5.28,0.00,0.001,1.02,1.02,1.01,0.822,0.00569,4.69,250.1157,7901.27,71489.7,136600.5,90.721,102.5598,231.229,264.332,0.942,0.235,14.8,16.216,202.806,645,1826.8,40.97,17.489,95.826,1520.7,76.621,0.136,2.00,15.3963,43848.7,0.9849,0.4660,19.85,1.675,0.515,1.3183,0.0000,0.740,0.245,0.713,0.0000,16.00,0.00,10,21,27,96
200000,2749,2.426,0.599,20.12,169494,159479,27,4323,5764,930830,626806.1,1226111.1,0.085,0.731,0.111,0.073,59,30.24,18.52,0.07,1.05,2.71,4.05,0.11,2.08,16.40,8.56,0.00,0.04,0.093,0.141,1342,0.135,0.024,0.950,0.001,0.025,200137,136292,2,0.586,0.004,0.009,137762,0.176,1.589,0.042,23.43,80890,133,1.317,0.329,0.717,10576580,1.02,36.60,0.000,0.394,0.000,9.0,30.0,46.0,182.0,53027,0.202,0.00,0.0014,0.097,511,0.633,0.000,0.893,0.206,5.02,9.36,6.24,0.00,0.001,1.03,1.02,1.03,0.667,0.00613,1.98,136.7859,5642.30,89391.0,136600.5,31.485,63.1511,155.703,303.827,0.936,0.303,18.5,16.858,106.124,689,2052.2,32.70,18.784,54.794,1556.3,40.995,0.135,2.00,10.5679,29051.2,0.7664,0.3947,19.29,1.532,0.565,0.6817,0.0000,0.676,0.263,0.591,0.0000,16.00,0.00,8,21,27,123
210000,2663,2.739,0.760,22.37,204273,189204,243,5593,9319,909559,966148.0,2004169.2,0.038,0.809,0.115,0.038,29,32.67,17.03,0.04,0.69,2.59,3.74,0.11,2.89,16.86,8.51,0.00,0.08,0.089,0.133,1145,0.155,0.016,0.961,0.000,0.023,354316,274067,2,0.693,0.006,0.007,139956,0.137,2.163,0.055,25.12,175738,143,2.203,0.354,0.772,21843282,1.01,36.39,0.000,0.332,0.001,10.7,36.0,46.0,150.0,52186,0.199,0.00,0.0022,0.089,425,0.799,0.000,0.931,0.439,5.05,10.30,5.12,0.00,0.001,1.03,1.01,1.02,0.818,0.00627,4.77,248.6503,8039.40,71015.7,136600.5,90.287,102.4035,231.346,267.283,0.956,0.235,15.0,16.696,202.534,834,2346.3,51.59,17.626,95.818,1531.6,76.678,0.135,2.00,16.5546,44084.9,1.0720,0.4546,19.60,1.660,0.521,1.3183,0.0000,0.728,0.248,0.696,0.0000,16.00,0.00,9,21,27,146
220000,3502,2.139,0.643,23.75,175109,163422,30,4715,6103,974997,624781.2,1263308.5,0.077,0.731,0.108,0.084,59,24.49,14.47,0.53,1.34,2.29,3.42,0.06,0.96,11.14,7.85,0.72,1.24,0.097,0.121,2168,0.067,0.018,0.939,0.002,0.040,209107,143646,2,0.744,0.068,0.009,134762,0.173,1.562,0.045,23.44,84182,135,1.296,0.316,0.756,10836526,1.19,41.11,0.000,0.656,0.283,8.8,22.0,44.0,130.0,49119,0.187,0.00,0.0016,0.105,523,0.631,0.000,0.890,0.213,4.21,9.60,4.10,0.72,0.286,1.87,1.10,1.14,0.665,0.00488,2.11,138.1744,5958.22,92220.0,136600.5,32.126,62.4854,157.698,293.263,0.972,0.305,26.1,17.089,105.771,763,2275.9,22.85,18.379,54.016,1745.8,40.859,0.134,2.00,7.0300,24619.1,0.8158,0.4033,14.03,1.713,0.492,0.6817,0.0000,0.754,0.233,0.739,0.0000,16.00,0.00,6,11,23,91
230000,3935,1.917,0.719,24.10,347035,319514,2,7909,19177,1939833,919742.8,2375293.2,0.036,0.845,0.089,0.030,22,20.32,12.05,0.87,1.48,1.69,2.72,0.10,1.09,9.04,7.51,1.13,1.32,0.084,0.109,2309,0.066,0.019,0.947,0.001,0.033,488488,402482,2,0.741,0.047,0.015,530725,0.080,1.830,0.048,25.68,239037,173,1.224,0.320,0.765,36308506,1.31,42.61,0.000,0.714,0.481,8.0,19.5,32.0,112.0,46050,0.176,0.00,0.0026,0.132,747,0.716,0.000,0.928,0.299,3.90,9.09,4.11,1.13,0.482,2.47,1.09,1.24,0.754,0.00676,4.53,220.8515,6399.74,91705.7,136600.5,71.422,113.3734,276.261,390.326,0.981,0.303,26.2,26.611,206.645,709,2191.4,27.70,19.542,114.360,2643.5,74.018,0.135,2.00,6.0867,23951.3,1.0358,0.6154,11.70,1.705,0.506,1.3183,0.0000,0.753,0.235,0.743,0.0000,16.00,0.00,5,10,21,104
240000,3173,2.216,0.670,19.83,208576,196468,0,4471,8399,1115843,633545.2,1446473.5,0.088,0.747,0.095,0.071,49,24.92,16.18,0.94,1.80,2.11,3.53,0.10,1.29,12.54,8.59,0.91,1.47,0.067,0.104,2390,0.018,0.013,0.957,0.002,0.028,253456,171080,2,0.555,0.034,0.011,283349,0.121,1.574,0.048,24.17,107929,153,1.296,0.309,0.748,15005066,1.26,37.21,0.000,0.688,0.317,7.9,22.0,46.0,134.0,49802,0.190,0.00,0.0016,0.086,451,0.647,0.000,0.906,0.212,4.71,8.84,7.05,0.91,0.320,2.11,1.10,1.21,0.686,0.00553,2.28,141.7028,5959.42,94710.8,136600.5,30.012,62.1580,174.129,314.569,0.971,0.313,19.2,17.538,106.027,873,2599.4,20.30,19.268,55.221,1867.0,41.797,0.136,2.00,7.0240,22287.0,0.8142,0.4986,15.70,1.505,0.566,0.6817,0.0000,0.640,0.272,0.566,0.0000,16.00,0.00,6,15,25,102
250000,3999,1.948,0.697,23.92,353164,321608,0,10295,20435,1992842,942521.8,2646994.0,0.056,0.822,0.083,0.039,18,20.39,13.38,0.77,1.16,1.67,2.54,0.16,1.64,9.57,7.46,1.14,1.34,0.074,0.087,2643,0.064,0.012,0.961,0.001,0.025,581422,443987,2,0.720,0.006,0.020,677591,0.077,1.673,0.048,25.37,291041,159,1.328,0.350,0.788,39042890,1.26,41.59,0.000,0.734,0.477,7.9,18.0,34.0,134.0,48666,0.186,0.00,0.0025,0.116,738,0.755,0.000,0.941,0.399,4.05,8.83,4.97,1.15,0.480,2.24,1.06,1.21,0.794,0.00633,5.14,253.3234,6458.62,91492.0,136600.5,74.675,110.5197,292.610,388.197,0.978,0.301,23.5,25.331,205.558,687,2012.1,27.96,18.862,110.807,2385.4,78.099,0.134,2.00,6.0620,24242.1,0.9603,0.6469,12.17,1.661,0.553,1.3183,0.0000,0.744,0.260,0.725,0.0000,16.00,0.00,5,10,22,88
