step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
10000,4163,1.982,0.809,19.22,549866,442653,1,73176,30468,3606744,1110003.2,3280354.0,0.094,0.690,0.121,0.095,27,20.93,13.01,0.28,1.28,1.66,3.58,0.13,1.43,11.06,9.32,0.00,0.00,0.082,0.119,2045,0.151,0.010,0.958,0.003,0.028,806411,648402,4,0.279,0.549,0.020,1985672,0.135,1.869,0.064,23.71,295788,97,0.910,0.411,0.789,35705419,1.08,42.89,0.000,0.464,0.000,10.0,16.1,36.1,141.9,54626,0.208,0.00,0.0024,0.070,320,0.778,0.001,0.946,0.324,3.77,8.82,3.77,0.01,0.001,1.20,1.15,1.06,0.833,0.00509,3.17,302.8150,7755.64,81011.5,136600.5,60.646,139.0954,339.451,583.488,0.967,0.273,12.6,21.179,207.743,981,3420.8,40.15,37.628,128.464,1565.7,87.984,0.135,2.00,7.7659,32329.3,1.0196,0.4926,13.12,1.700,0.358,1.3183,0.0000,0.779,0.253,0.776,0.0000,16.00,0.00,5,10,26,108
20000,3614,1.998,0.693,19.92,169704,159902,0,3292,7059,682733,589785.1,1207402.8,0.108,0.664,0.119,0.110,56,20.74,13.07,0.11,1.11,2.74,4.25,0.05,1.01,10.35,8.82,0.00,0.02,0.115,0.134,1915,0.146,0.018,0.954,0.002,0.026,211350,164635,2,0.540,0.010,0.008,404807,0.221,1.568,0.049,23.31,86649,133,1.768,0.413,0.731,13449863,1.03,40.17,0.000,0.458,0.001,7.7,18.0,33.4,126.0,47890,0.183,0.00,0.0016,0.065,415,0.741,0.000,0.937,0.235,4.32,8.29,8.30,0.00,0.001,1.02,1.03,1.06,0.774,0.00266,1.72,138.3248,6408.01,90738.5,136600.5,35.687,65.6441,152.182,240.584,0.951,0.303,10.4,9.607,106.289,914,2686.7,25.80,18.919,50.970,1636.3,37.612,0.134,2.00,7.1336,25780.9,0.9141,0.5450,13.25,1.625,0.422,0.6817,0.0000,0.675,0.337,0.542,0.0000,16.00,0.00,5,11,24,138
30000,5351,1.873,0.722,22.01,343071,308218,163,9920,23033,857227,885748.2,2390791.2,0.114,0.618,0.189,0.079,23,17.28,9.92,0.03,0.52,0.94,2.51,0.02,0.30,9.87,7.14,0.00,0.12,0.059,0.110,2222,0.067,0.009,0.958,0.001,0.032,573518,463248,3,0.589,0.031,0.004,217665,0.179,2.036,0.051,22.17,252637,151,2.789,0.422,0.860,35701993,1.01,44.34,0.000,0.353,0.000,8.0,15.2,28.0,116.9,58104,0.222,0.00,0.0017,0.045,402,0.876,0.000,0.972,0.410,3.59,5.67,6.53,0.00,0.000,1.02,1.01,1.01,0.895,0.00162,4.41,299.6469,8686.38,60003.6,136600.5,96.295,103.5295,295.490,235.219,0.904,0.198,8.3,8.685,203.667,632,1629.2,53.02,15.216,93.118,954.3,78.212,0.135,2.00,9.8851,52895.0,1.3519,0.8076,10.86,1.680,0.410,1.3183,0.0000,0.700,0.297,0.616,0.0000,16.00,0.00,5,9,20,104
40000,3033,2.241,0.673,19.80,187109,178043,17,3101,8266,587070,601906.8,1378207.2,0.165,0.571,0.164,0.100,48,24.49,13.95,0.06,0.65,2.36,3.83,0.04,0.81,13.20,8.64,0.01,0.16,0.076,0.109,1681,0.083,0.015,0.963,0.001,0.021,236173,165626,2,0.502,0.026,0.004,222215,0.232,1.656,0.048,21.44,106645,147,2.348,0.386,0.743,13936333,1.02,39.14,0.000,0.431,0.002,9.1,22.8,38.0,134.6,47521,0.181,0.00,0.0015,0.065,370,0.778,0.000,0.948,0.246,4.84,8.55,8.05,0.01,0.003,1.04,1.01,1.03,0.805,0.00303,2.43,163.3329,6520.96,89734.3,136600.5,35.369,67.6848,170.596,222.900,0.924,0.302,11.2,9.180,104.621,789,2155.7,34.62,15.556,52.449,1696.5,41.055,0.135,2.00,9.0835,27550.3,0.8907,0.5899,15.67,1.578,0.438,0.6817,0.0000,0.614,0.299,0.504,0.0000,16.00,0.00,7,16,23,134
50000,4039,2.185,0.754,24.79,262384,239123,265,4993,16997,622417,903789.5,2268907.2,0.117,0.659,0.142,0.082,23,22.41,11.96,0.06,0.95,1.03,2.78,0.04,0.68,11.67,6.94,0.00,0.02,0.043,0.084,1732,0.048,0.010,0.960,0.002,0.028,495892,342606,8,0.551,0.236,0.006,310496,0.180,2.459,0.050,21.23,241656,152,3.645,0.441,0.849,30064470,1.02,42.63,0.000,0.329,0.000,9.6,20.0,34.0,122.0,51709,0.197,0.00,0.0019,0.057,363,0.875,0.000,0.969,0.479,4.07,8.76,4.87,0.00,0.001,1.03,1.02,1.02,0.888,0.00236,4.40,288.2871,8548.54,57715.1,136600.5,97.856,101.0003,263.680,226.410,0.929,0.194,10.2,9.537,203.885,752,2024.6,82.37,14.133,92.509,1213.8,77.944,0.135,2.00,13.8355,55881.6,1.4477,0.7311,12.80,1.790,0.376,1.3183,0.0000,0.755,0.261,0.747,0.0000,16.00,0.00,6,12,20,95
60000,3096,2.046,0.655,19.59,168428,159440,44,2973,6914,664360,600100.9,1268759.5,0.090,0.706,0.110,0.093,46,22.49,12.48,0.12,1.45,2.43,3.63,0.13,2.28,12.66,8.82,0.00,0.00,0.094,0.115,1620,0.227,0.017,0.962,0.001,0.021,218395,139878,2,0.540,0.198,0.014,279860,0.200,1.643,0.046,22.26,105396,137,1.910,0.397,0.729,13912313,1.03,38.59,0.000,0.417,0.000,9.1,23.9,34.0,118.0,47501,0.181,0.00,0.0015,0.092,438,0.727,0.000,0.921,0.265,4.67,9.03,7.51,0.00,0.001,1.02,1.03,1.06,0.753,0.00375,2.07,150.3827,5959.49,92813.9,136600.5,35.313,66.2017,158.186,254.928,0.958,0.307,13.9,11.614,105.929,787,2393.1,27.76,16.978,52.047,1808.4,39.824,0.134,2.00,8.1783,25320.1,0.8553,0.5015,15.34,1.544,0.503,0.6817,0.0000,0.665,0.278,0.582,0.0000,16.00,0.00,7,12,25,131
70000,3748,2.260,0.702,23.85,267297,244768,254,5299,16324,734953,914111.6,2278613.0,0.047,0.749,0.122,0.082,23,23.89,13.29,0.10,0.91,0.95,2.58,0.08,1.08,13.06,7.63,0.00,0.02,0.039,0.079,1766,0.037,0.013,0.964,0.001,0.021,492972,339693,6,0.606,0.157,0.012,402473,0.164,2.002,0.048,22.07,246651,150,3.100,0.419,0.843,33049696,1.02,40.10,0.000,0.322,0.001,10.8,21.5,38.0,149.0,53171,0.203,0.00,0.0019,0.049,428,0.865,0.000,0.959,0.467,4.24,9.03,5.13,0.00,0.001,1.08,1.03,1.02,0.879,0.00288,4.98,284.8531,8178.31,57759.2,136600.5,95.769,100.9383,263.486,232.760,0.904,0.194,9.9,10.803,202.166,654,1637.7,36.64,14.354,93.177,1116.8,77.747,0.135,2.00,15.2247,57062.2,1.4276,0.6387,14.19,1.740,0.450,1.3183,0.0000,0.744,0.248,0.732,0.0000,16.00,0.00,7,13,23,100
80000,2818,2.301,0.630,19.87,182022,172615,74,2968,7295,673034,617951.9,1357201.9,0.083,0.717,0.123,0.078,47,26.90,17.30,0.04,0.85,2.02,3.60,0.07,0.87,15.35,7.89,0.00,0.06,0.062,0.096,1393,0.171,0.018,0.954,0.001,0.027,232856,146019,5,0.518,0.004,0.012,311517,0.183,1.782,0.043,22.78,109534,141,2.017,0.356,0.737,14537496,1.01,35.97,0.000,0.383,0.001,9.2,22.0,44.0,166.0,49268,0.188,0.00,0.0014,0.077,537,0.716,0.000,0.912,0.257,4.88,8.37,7.63,0.00,0.001,1.01,1.01,1.02,0.741,0.00458,2.68,160.4303,6389.97,86389.8,136600.5,33.902,65.0602,168.422,256.850,0.942,0.285,15.5,12.904,104.424,631,1716.4,33.19,16.325,52.316,1602.4,41.266,0.136,2.00,11.3107,31873.6,0.8798,0.4852,17.48,1.514,0.570,0.6817,0.0000,0.671,0.266,0.576,0.0000,16.00,0.00,8,18,25,115
90000,3001,2.609,0.763,24.02,213989,196244,316,4155,13091,698945,946950.1,2077710.0,0.064,0.766,0.119,0.051,27,30.56,17.19,0.07,0.98,2.03,4.04,0.03,0.48,15.24,7.61,0.00,0.00,0.058,0.110,1437,0.139,0.011,0.960,0.001,0.028,383867,292413,6,0.460,0.033,0.005,230258,0.180,2.220,0.052,23.46,196330,156,2.973,0.379,0.800,24519792,1.02,37.23,0.000,0.308,0.000,10.0,30.0,46.0,156.0,52142,0.199,0.00,0.0021,0.054,423,0.834,0.000,0.936,0.457,4.77,9.62,6.09,0.00,0.001,1.05,1.03,1.03,0.850,0.00443,5.94,263.9278,8479.42,64178.9,136600.5,92.221,102.3273,237.655,254.152,0.930,0.215,13.0,13.284,200.220,760,1996.3,41.96,14.984,94.371,1425.3,77.331,0.135,2.00,16.7431,50246.0,1.2293,0.5265,17.37,1.737,0.483,1.3183,0.0000,0.756,0.229,0.770,0.0000,16.00,0.00,8,18,25,78
100000,2766,2.387,0.628,20.21,166609,156844,40,3624,6336,782511,627820.4,1298686.2,0.085,0.708,0.102,0.106,52,28.28,16.75,0.08,1.24,2.47,3.90,0.06,1.78,15.92,8.44,0.00,0.00,0.073,0.103,1419,0.083,0.015,0.958,0.000,0.027,206938,146116,2,0.600,0.000,0.006,133594,0.163,1.736,0.045,23.03,94639,135,1.660,0.336,0.752,12044793,1.02,35.08,0.000,0.406,0.000,9.0,28.0,46.0,126.0,51271,0.196,0.00,0.0014,0.088,567,0.687,0.000,0.895,0.242,5.01,8.66,7.15,0.00,0.001,1.02,1.02,1.02,0.715,0.00542,2.31,150.0876,6101.67,88140.2,136600.5,32.614,64.1836,162.148,313.124,0.960,0.293,18.8,14.978,105.388,660,1921.9,39.65,17.538,53.736,1742.5,41.782,0.135,2.00,10.8392,29981.2,0.8369,0.4367,18.54,1.528,0.579,0.6817,0.0000,0.674,0.268,0.599,0.0000,16.00,0.00,8,18,27,125
