step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
110000,3676,2.264,0.706,26.13,207514,186996,527,2986,16235,430453,875631.1,1838436.9,0.015,0.881,0.037,0.067,24,23.04,9.30,0.00,0.18,0.97,2.36,0.11,1.02,10.83,4.57,0.00,0.00,0.037,0.080,1210,0.062,0.012,0.965,0.001,0.022,353713,247181,14,0.439,0.210,0.025,962950,0.113,2.347,0.046,19.59,216622,147,4.271,0.494,0.838,39671904,1.00,42.88,0.000,0.242,0.000,12.0,22.3,32.0,98.0,43799,0.167,0.00,0.0022,0.052,246,0.905,0.000,0.905,0.426,4.42,15.02,2.25,0.00,0.000,1.00,1.00,1.00,0.912,0.00234,3.98,247.0382,8391.35,44517.0,137183.6,104.063,95.4109,229.293,203.210,0.786,0.147,7.1,8.599,199.596,638,1545.7,49.86,13.108,88.367,927.6,75.288,0.135,2.00,19.3345,71073.5,1.9495,0.7185,11.91,1.950,0.144,1.3183,0.0000,0.837,0.161,0.965,0.0000,16.00,0.00,6,12,17,56
120000,2851,2.460,0.674,24.65,145453,135768,140,2651,7719,465798,591999.4,1100841.6,0.019,0.819,0.053,0.110,46,29.36,13.64,0.00,0.00,2.58,3.61,0.12,1.25,12.57,6.54,0.00,0.00,0.083,0.099,1395,0.169,0.013,0.965,0.001,0.021,170310,107269,3,0.550,0.018,0.021,697884,0.146,1.623,0.050,21.08,99815,134,2.363,0.409,0.673,17669626,1.00,39.29,0.000,0.364,0.000,13.6,30.0,46.0,114.0,43529,0.166,0.00,0.0017,0.088,325,0.785,0.000,0.864,0.193,4.78,14.56,2.43,0.00,0.000,1.00,1.00,1.00,0.800,0.00390,1.91,138.5327,5859.53,84323.4,137183.6,35.991,66.6528,146.101,212.537,0.917,0.258,11.5,11.110,103.944,958,2975.0,21.25,15.572,52.701,1537.4,39.909,0.135,2.00,11.6176,33121.8,1.0470,0.5725,15.27,1.919,0.187,0.6817,0.0000,0.828,0.156,0.967,0.0000,16.00,0.00,7,15,24,57
130000,3730,2.248,0.682,24.99,209151,186851,518,2786,18117,434388,879877.1,1832330.9,0.018,0.887,0.037,0.058,24,22.75,9.83,0.01,0.41,0.87,2.04,0.15,2.45,11.20,5.02,0.00,0.00,0.033,0.076,1243,0.050,0.008,0.967,0.001,0.024,352019,244715,15,0.503,0.169,0.025,830983,0.115,2.292,0.045,20.04,213063,133,4.218,0.500,0.844,38959905,1.00,42.12,0.000,0.252,0.000,12.0,22.0,32.0,108.0,45609,0.174,0.00,0.0021,0.043,321,0.903,0.000,0.886,0.419,4.45,14.88,2.15,0.00,0.000,1.00,1.01,1.00,0.910,0.00235,4.26,248.0628,8465.68,46050.5,137183.6,103.330,95.7953,229.330,202.679,0.723,0.150,7.9,8.778,199.304,451,1134.9,44.25,13.223,88.362,896.3,75.147,0.135,2.00,18.7323,69871.5,1.8671,0.6736,12.23,1.890,0.265,1.3183,0.0000,0.803,0.181,0.945,0.0000,16.00,0.00,6,12,17,126
140000,2998,2.386,0.666,24.09,161440,150386,132,2773,8881,519791,605590.0,1182290.2,0.016,0.800,0.079,0.104,46,27.34,12.44,0.00,0.11,2.23,2.89,0.21,2.79,12.42,6.32,0.00,0.00,0.078,0.093,1365,0.089,0.015,0.963,0.002,0.020,188553,119796,5,0.358,0.044,0.027,593634,0.148,1.698,0.048,21.25,102808,136,2.275,0.409,0.671,18476633,1.00,39.38,0.000,0.341,0.000,13.3,26.0,42.0,96.0,44547,0.170,0.00,0.0016,0.087,348,0.784,0.000,0.842,0.189,4.73,14.63,2.36,0.00,0.000,1.00,1.00,1.00,0.800,0.00361,2.34,147.2107,6252.49,82169.2,137183.6,35.130,66.9997,155.472,202.739,0.885,0.253,10.3,10.833,102.801,823,2453.6,31.25,14.749,52.975,1485.5,41.483,0.136,2.00,11.7741,35298.9,1.0591,0.5589,14.86,1.852,0.312,0.6817,0.0000,0.842,0.154,0.982,0.0000,16.00,0.00,8,14,22,108
150000,3822,2.251,0.677,25.38,219307,196742,530,2763,18448,447518,874701.4,1888751.8,0.024,0.840,0.050,0.085,24,22.97,10.26,0.00,0.17,0.98,2.20,0.11,1.04,11.09,4.95,0.00,0.00,0.037,0.077,1277,0.051,0.011,0.967,0.001,0.021,366064,252729,16,0.310,0.181,0.024,877055,0.127,2.285,0.045,19.27,216004,140,4.221,0.478,0.846,38169017,1.00,42.14,0.000,0.255,0.000,11.8,22.0,34.0,94.0,46580,0.178,0.00,0.0021,0.050,304,0.898,0.000,0.897,0.415,4.42,14.86,2.15,0.00,0.000,1.00,1.00,1.00,0.906,0.00216,4.90,254.1020,8276.43,46273.8,137183.6,103.297,95.9442,234.501,197.063,0.810,0.150,9.4,8.264,196.325,542,1221.7,74.02,11.953,88.525,890.4,75.772,0.134,2.00,18.1720,69453.3,1.8175,0.6774,12.19,1.900,0.263,1.3183,0.0000,0.836,0.184,0.951,0.0000,16.00,0.00,6,12,17,54
160000,3152,2.323,0.657,23.86,162432,150680,141,2880,9401,530875,602277.1,1186606.0,0.022,0.776,0.087,0.115,47,26.47,12.26,0.00,0.00,2.20,2.73,0.13,1.40,11.94,6.17,0.00,0.00,0.080,0.095,1403,0.120,0.012,0.964,0.003,0.022,190094,127852,4,0.406,0.012,0.022,585561,0.170,1.677,0.048,20.91,101363,131,2.235,0.426,0.716,17698195,1.00,39.56,0.000,0.371,0.000,12.0,26.0,42.0,124.0,44993,0.172,0.00,0.0016,0.087,352,0.775,0.000,0.856,0.190,4.62,14.50,2.17,0.00,0.000,1.00,1.00,1.00,0.792,0.00343,2.40,146.8006,6215.41,81708.4,137183.6,35.387,66.6348,155.164,204.755,0.868,0.250,12.3,10.805,102.275,831,2410.2,31.73,14.417,52.991,1480.9,41.493,0.134,2.00,11.3293,35709.8,1.0569,0.5548,14.27,1.856,0.307,0.6817,0.0000,0.892,0.163,0.986,0.0000,16.00,0.00,7,14,22,62
170000,3645,2.291,0.696,24.78,213344,189712,477,2831,19831,452546,884663.4,1857325.0,0.022,0.804,0.065,0.109,25,23.58,10.25,0.00,0.10,1.04,2.40,0.08,1.19,11.57,5.15,0.00,0.00,0.040,0.085,1267,0.038,0.010,0.964,0.000,0.026,359940,274073,13,0.413,0.102,0.021,865321,0.142,2.363,0.046,19.74,206381,133,4.104,0.484,0.826,34190649,1.00,40.99,0.000,0.273,0.000,12.0,22.0,34.0,96.1,46264,0.176,0.00,0.0021,0.053,321,0.891,0.000,0.915,0.422,4.46,14.79,2.12,0.00,0.000,1.00,1.00,1.00,0.899,0.00231,5.00,251.7521,8476.39,48378.0,137183.6,101.860,97.3660,229.832,199.040,0.773,0.157,8.0,8.436,196.499,490,1279.3,50.37,12.454,89.396,1006.2,75.914,0.136,2.00,18.4707,67325.6,1.7721,0.6523,12.69,1.880,0.287,1.3183,0.0000,0.884,0.172,0.974,0.0000,16.00,0.00,7,13,17,74
180000,2922,2.428,0.668,24.06,162499,150621,118,2869,9614,532456,607061.8,1172752.2,0.019,0.766,0.089,0.125,47,28.41,12.91,0.01,0.32,2.18,3.06,0.12,1.18,13.02,6.83,0.00,0.00,0.075,0.094,1336,0.177,0.012,0.967,0.000,0.021,188013,129783,3,0.523,0.013,0.021,569538,0.171,1.678,0.048,21.30,100447,131,2.203,0.418,0.684,16933655,1.00,38.57,0.000,0.339,0.000,14.0,28.0,46.0,121.9,44802,0.171,0.00,0.0016,0.088,340,0.766,0.000,0.865,0.181,4.76,14.78,2.30,0.00,0.000,1.01,1.01,1.00,0.783,0.00374,2.41,146.5080,6164.02,83548.4,137183.6,34.897,66.9552,154.839,205.962,0.903,0.254,10.6,10.938,102.558,852,2562.1,25.51,14.658,53.075,1570.7,41.576,0.134,2.00,11.6114,33928.4,1.0451,0.5382,15.33,1.863,0.302,0.6817,0.0000,0.888,0.153,0.985,0.0000,16.00,0.00,8,15,24,89
190000,3588,2.267,0.603,24.21,210479,186064,487,2807,20455,459719,888315.4,1839829.8,0.017,0.817,0.049,0.117,26,23.73,10.42,0.00,0.00,1.03,2.71,0.09,0.87,11.87,5.37,0.00,0.00,0.037,0.082,1173,0.098,0.008,0.969,0.000,0.023,356519,278380,7,0.708,0.064,0.021,802124,0.138,2.115,0.039,20.16,201927,132,4.002,0.499,0.849,34078241,1.00,40.80,0.000,0.237,0.000,12.0,22.0,32.0,94.0,46620,0.178,0.00,0.0021,0.043,313,0.889,0.000,0.916,0.424,4.51,14.76,2.09,0.00,0.000,1.00,1.00,1.00,0.897,0.00243,4.83,248.8442,7420.92,47396.1,137183.6,102.008,96.8131,227.918,201.354,0.753,0.153,8.5,8.721,197.307,395,1011.8,53.97,12.798,88.994,821.1,75.574,0.134,2.00,19.5265,70061.1,1.8334,0.6425,12.99,1.861,0.302,1.3183,0.0000,0.852,0.168,0.928,0.0000,16.00,0.00,6,13,17,80
200000,2895,2.370,0.657,23.18,161061,149431,132,2131,10060,468268,613398.1,1194910.4,0.021,0.733,0.072,0.174,50,28.03,12.70,0.00,0.12,2.17,2.98,0.15,1.46,13.02,6.16,0.00,0.00,0.070,0.087,1244,0.244,0.014,0.967,0.000,0.018,188761,133858,2,0.770,0.005,0.026,629219,0.181,1.690,0.048,21.15,100287,131,2.552,0.442,0.702,16297795,1.00,38.09,0.000,0.325,0.000,12.6,30.0,44.0,96.1,44451,0.170,0.00,0.0016,0.075,358,0.774,0.000,0.883,0.193,4.73,14.57,2.27,0.00,0.000,1.00,1.00,1.00,0.790,0.00358,2.72,152.8212,6680.94,81974.6,137183.6,34.733,67.3329,157.434,195.627,0.847,0.248,10.4,10.363,100.817,679,1943.0,29.12,14.044,53.086,1455.1,42.412,0.134,2.00,12.4158,35943.8,1.0682,0.5516,15.35,1.819,0.335,0.6817,0.0000,0.843,0.192,0.850,0.0000,16.00,0.00,8,16,23,91
210000,3577,2.344,0.638,24.26,210711,186973,487,2598,19971,445441,893370.9,1858398.9,0.018,0.797,0.036,0.149,27,24.96,10.89,0.00,0.14,1.09,2.31,0.11,1.14,12.39,5.94,0.00,0.00,0.039,0.080,1234,0.117,0.012,0.963,0.001,0.024,355683,283635,6,0.708,0.054,0.022,779705,0.144,2.341,0.042,19.66,201640,130,4.172,0.519,0.832,32567517,1.00,40.14,0.000,0.240,0.000,12.0,24.0,36.0,94.0,48608,0.185,0.00,0.0020,0.049,337,0.882,0.000,0.915,0.423,4.59,14.73,2.16,0.00,0.000,1.00,1.00,1.00,0.890,0.00243,5.53,252.4011,8016.87,48473.3,137183.6,100.301,98.1224,229.488,197.967,0.788,0.157,8.6,8.692,195.799,413,962.7,52.75,12.039,90.504,895.1,76.694,0.135,2.00,19.0330,68080.9,1.7054,0.6346,13.59,1.864,0.297,1.3183,0.0000,0.857,0.187,0.846,0.0000,16.00,0.00,7,14,19,73
220000,3014,2.396,0.659,23.32,166321,153996,114,2365,10409,510927,623091.1,1233076.4,0.021,0.727,0.056,0.197,50,27.85,12.91,0.00,0.09,2.28,2.83,0.10,0.89,12.80,6.16,0.00,0.00,0.077,0.089,1344,0.277,0.024,0.954,0.001,0.021,193569,137936,2,0.769,0.013,0.023,653868,0.165,1.735,0.050,21.17,101898,131,2.413,0.438,0.709,16188131,1.00,38.53,0.000,0.352,0.000,12.0,32.0,44.0,122.0,45739,0.174,0.00,0.0016,0.086,381,0.762,0.000,0.885,0.185,4.69,14.48,2.23,0.00,0.000,1.00,1.00,1.00,0.779,0.00364,2.82,155.0625,6720.87,81337.0,137183.6,33.593,67.5943,161.753,197.965,0.894,0.248,10.4,10.972,101.189,707,2061.7,35.93,13.986,54.115,1411.4,43.502,0.135,2.00,11.9899,36137.6,1.0645,0.5494,15.18,1.823,0.336,0.6817,0.0000,0.838,0.200,0.807,0.0000,16.00,0.00,7,16,22,62
230000,3576,2.277,0.614,23.38,214035,188722,507,2791,21453,461760,897940.1,1881570.0,0.022,0.787,0.037,0.153,27,24.20,10.93,0.00,0.21,1.01,2.12,0.12,1.16,12.37,5.88,0.00,0.00,0.038,0.079,1185,0.111,0.015,0.955,0.001,0.029,361290,282807,2,0.736,0.048,0.023,770659,0.140,2.213,0.040,19.83,205779,125,4.075,0.530,0.823,31983908,1.00,39.98,0.000,0.232,0.000,12.0,22.0,34.0,86.0,48285,0.184,0.00,0.0020,0.052,382,0.881,0.000,0.915,0.423,4.56,14.71,2.13,0.00,0.000,1.00,1.00,1.00,0.890,0.00245,5.56,254.0885,7560.69,48562.7,137183.6,99.954,98.4297,230.896,199.280,0.738,0.159,8.9,8.772,196.269,365,863.3,55.43,12.061,90.651,1039.0,76.975,0.134,2.01,19.2073,68685.2,1.7087,0.6358,13.50,1.820,0.343,1.3183,0.0000,0.830,0.198,0.810,0.0000,16.00,0.00,7,14,18,68
240000,3007,2.444,0.633,23.14,167572,155111,121,2337,10572,516526,626884.2,1233836.6,0.022,0.717,0.057,0.204,47,28.05,13.13,0.00,0.18,2.06,2.67,0.15,1.49,13.17,6.49,0.00,0.00,0.068,0.085,1256,0.277,0.013,0.965,0.001,0.021,194002,140215,2,0.776,0.002,0.026,593542,0.165,1.706,0.045,21.30,101087,127,2.389,0.442,0.712,15792561,1.00,38.12,0.000,0.334,0.000,12.0,32.0,44.0,106.0,46257,0.176,0.00,0.0016,0.083,417,0.758,0.000,0.882,0.183,4.74,14.63,2.21,0.00,0.000,1.00,1.00,1.00,0.776,0.00368,2.90,155.6591,6411.57,80333.5,137183.6,33.277,67.6288,162.232,195.265,0.899,0.246,11.1,11.064,101.109,656,1928.4,39.45,14.016,54.212,1419.5,43.747,0.134,2.00,12.4454,37423.4,1.0721,0.5368,15.38,1.815,0.348,0.6817,0.0000,0.842,0.194,0.853,0.0000,16.00,0.00,8,16,23,79
250000,3624,2.282,0.662,24.02,217602,191405,503,2892,22185,472153,895296.2,1866285.2,0.017,0.802,0.031,0.150,28,23.82,10.76,0.00,0.10,1.00,2.21,0.12,1.48,12.01,5.56,0.00,0.00,0.035,0.075,1184,0.111,0.012,0.965,0.001,0.022,360018,287108,10,0.724,0.061,0.022,774977,0.135,2.188,0.047,19.68,201643,124,3.953,0.521,0.837,33129451,1.00,40.52,0.000,0.244,0.000,12.0,22.0,34.0,86.0,47588,0.182,0.00,0.0021,0.049,408,0.882,0.000,0.908,0.411,4.54,14.68,2.11,0.00,0.000,1.00,1.00,1.00,0.891,0.00241,5.71,253.1401,8247.38,47012.7,137183.6,99.643,98.5827,231.319,198.968,0.794,0.153,9.2,8.726,195.789,399,971.0,49.60,11.929,90.963,998.8,77.084,0.135,2.00,19.1279,69319.6,1.7511,0.6276,13.13,1.843,0.334,1.3183,0.0000,0.837,0.181,0.929,0.0000,16.00,0.00,7,13,18,77
