step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1161,28.73,0.32,5.96,0.53,9.15,0.00,1.12,0.000,0.213,503453.4,1115431.2,4,90,3.34,1.13,1.16,108.0932,2295.57,88394.7,0.2022,4.7070,5462,7.2125,267,68.2002,433710.0
10000,1,1076,27.73,0.35,5.12,0.34,11.51,0.00,1.13,0.000,0.212,459984.2,1015049.6,2,107,3.46,1.09,1.16,98.2530,2316.14,16983.0,10.2108,6.3221,5461,7.2112,226,57.0718,373512.8
10000,2,548,27.67,0.20,4.54,0.60,13.71,0.00,1.05,0.000,0.120,249999.5,525407.9,2,107,3.78,1.03,1.08,58.6237,1352.17,1019.0,42.1188,9.7896,5461,7.2112,319,15.1538,119777.3
20000,0,1147,33.56,0.10,5.28,0.92,12.91,0.00,1.03,0.000,0.250,286740.4,569454.2,2,123,3.83,1.02,1.04,49.8830,2724.83,83884.0,0.0000,7.7464,5462,7.9203,192,29.2380,218002.5
20000,1,926,32.58,0.05,4.93,0.91,13.65,0.00,1.01,0.000,0.209,265431.6,511989.0,2,89,3.77,1.00,1.02,46.0099,2156.67,14760.5,3.8106,7.9130,5461,7.9189,223,25.0918,193704.6
20000,2,509,28.12,0.06,3.38,0.86,14.97,0.00,1.01,0.000,0.112,135369.6,248133.3,2,104,3.78,1.01,1.02,29.2409,1306.90,747.9,21.1036,8.0081,5461,7.9189,205,7.0701,56679.2
30000,0,2047,31.29,0.05,1.98,0.43,13.80,0.00,1.02,0.000,0.381,565103.0,1264413.9,8,125,3.76,1.02,1.02,158.6417,4565.02,67094.5,0.8514,4.1533,5462,6.9393,96,72.2210,581581.8
30000,1,1048,27.50,0.09,2.53,0.57,13.20,0.00,1.03,0.000,0.197,308790.4,666871.9,7,125,3.60,1.02,1.04,73.7360,2272.11,3988.5,29.3773,7.9427,5461,6.9380,157,30.5058,246429.3
30000,2,536,20.95,0.10,1.35,0.60,13.25,0.00,1.03,0.000,0.093,159744.1,302774.4,3,72,3.42,1.02,1.04,33.7781,1051.69,520.6,50.2334,9.6253,5461,6.9380,212,8.0864,67266.1
40000,0,1426,27.94,0.09,4.05,0.34,11.17,0.00,1.03,0.000,0.255,298597.1,664703.9,3,141,3.42,1.02,1.04,69.2828,2731.22,82261.4,0.0006,6.5936,5462,7.1844,132,30.8936,244308.0
40000,1,1260,26.99,0.14,3.52,0.43,11.58,0.00,1.05,0.000,0.227,250375.1,492577.8,3,145,3.35,1.04,1.06,48.6277,2205.25,13621.9,6.0732,7.3602,5461,7.1831,147,23.2731,183617.0
40000,2,504,21.30,0.14,2.24,0.29,11.96,0.00,1.05,0.000,0.084,130355.5,242719.1,3,88,3.12,1.04,1.06,29.5657,1206.78,726.2,21.1715,7.4957,5461,7.1831,247,6.9946,57248.9
50000,0,2439,28.05,0.01,1.45,0.28,12.99,0.00,1.01,0.000,0.412,578203.9,1393293.8,9,120,3.53,1.01,1.01,177.8491,5339.76,66602.1,1.2160,3.3895,5462,6.3833,85,74.2100,613993.3
50000,1,1040,22.77,0.07,2.02,0.42,10.86,0.00,1.02,0.000,0.159,285298.0,669131.9,5,106,3.18,1.01,1.03,72.3244,2115.33,3798.1,31.3006,7.7608,5461,6.3821,191,26.8555,223311.4
50000,2,562,18.15,0.28,1.52,0.43,10.70,0.00,1.09,0.000,0.083,153155.2,284547.0,4,54,3.01,1.07,1.13,31.7922,1159.35,515.4,51.2591,9.3230,5461,6.3821,146,7.6215,63054.6
60000,0,1530,25.31,0.08,3.16,0.43,11.02,0.00,1.03,0.000,0.258,307228.3,738299.9,5,147,3.36,1.03,1.04,78.3478,3146.69,82640.4,0.0031,6.0317,5462,6.9723,121,31.9686,260191.4
60000,1,1060,25.78,0.13,3.32,0.78,10.93,0.00,1.05,0.000,0.182,240926.8,473417.2,4,133,3.38,1.05,1.06,45.5842,2258.61,12874.0,7.1920,7.5996,5461,6.9711,192,21.2281,171726.8
60000,2,515,21.42,0.20,2.34,0.48,11.19,0.00,1.07,0.000,0.085,128931.8,239342.4,3,86,3.19,1.06,1.08,28.4191,1282.50,746.1,21.5358,7.5551,5461,6.9711,236,6.7247,55228.1
70000,0,2753,20.85,0.01,0.64,0.18,11.07,0.00,1.01,0.000,0.374,577043.4,1371895.4,10,74,3.54,1.00,1.01,187.8866,5115.21,59255.6,2.3794,2.9807,5462,5.5746,44,74.0212,624509.5
70000,1,978,18.63,0.03,0.94,0.15,11.54,0.00,1.01,0.000,0.142,255548.6,638394.3,7,78,3.21,1.01,1.01,69.7003,1864.59,2241.4,34.0929,7.2104,5461,5.5736,81,23.0312,196242.1
70000,2,522,15.71,0.21,0.58,0.13,11.75,0.00,1.06,0.000,0.076,146008.7,276467.2,3,56,2.84,1.05,1.07,32.1484,1106.49,274.4,52.8071,8.5811,5461,5.5736,77,7.4158,62688.9
80000,0,1704,24.39,0.06,2.45,0.27,11.28,0.00,1.02,0.000,0.276,311824.1,830094.4,5,112,3.65,1.02,1.03,91.5129,3256.83,78683.9,0.0368,5.2760,5462,5.8329,115,32.9182,276192.2
80000,1,1176,22.73,0.25,2.37,0.30,11.06,0.00,1.08,0.001,0.187,230980.1,502532.1,5,105,3.43,1.07,1.09,51.0628,1918.33,9608.9,8.5449,6.7157,5461,5.8318,148,20.7071,170923.5
80000,2,558,17.24,0.12,1.63,0.44,10.37,0.00,1.03,0.000,0.080,121730.7,229269.8,4,83,2.91,1.03,1.04,28.7220,1159.97,542.2,22.0636,7.0027,5461,5.8318,149,6.3750,53296.3
