step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1437,19.21,0.52,3.12,0.10,9.02,0.13,1.20,0.058,0.210,509555.0,1200506.8,3,88,2.90,1.20,1.17,106.9870,2913.78,96308.4,0.1126,4.7719,5462,8.4613,153,67.0030,439271.2
10000,1,1088,20.21,0.25,3.11,0.17,10.74,0.06,1.09,0.028,0.177,438813.1,1044894.3,2,89,2.99,1.07,1.08,90.6365,1996.04,11952.6,16.6882,7.4775,5461,8.4598,213,49.8728,339612.5
10000,2,448,22.98,0.11,3.37,0.13,13.91,0.01,1.03,0.004,0.090,263800.1,571104.6,1,43,3.36,1.04,1.03,54.9311,1048.55,542.1,40.5511,10.4026,5461,8.4598,237,16.8673,126293.0
20000,0,1397,25.05,0.08,3.69,0.03,11.45,0.01,1.03,0.003,0.244,287998.6,670784.4,9,107,3.22,1.02,1.03,55.6060,2850.65,90491.9,0.0000,6.9077,5462,6.9636,141,30.1576,227356.1
20000,1,882,24.37,0.01,3.51,0.12,11.79,0.00,1.00,0.001,0.155,231644.8,494360.5,8,104,3.29,1.00,1.00,41.7447,2209.30,9423.1,8.7549,8.0792,5461,6.9623,187,20.2082,156096.2
20000,2,446,21.62,0.01,2.30,0.30,14.28,0.00,1.00,0.000,0.087,126005.4,228385.2,6,53,3.34,1.00,1.00,25.2023,1122.54,584.7,22.1433,8.4212,5461,6.9623,203,5.3053,43196.5
30000,0,1770,27.07,0.07,3.16,0.02,11.54,0.00,1.03,0.003,0.300,574413.1,1315385.5,28,105,3.31,1.01,1.03,151.5849,4611.11,78858.0,0.1144,3.9847,5462,6.7215,110,75.4811,578943.1
30000,1,806,24.00,0.08,3.53,0.02,10.80,0.01,1.03,0.004,0.133,263838.5,596828.7,18,110,3.04,1.02,1.03,58.6308,1961.57,5583.1,32.3143,8.0694,5461,6.7203,210,24.5243,191624.4
30000,2,567,19.24,0.03,2.04,0.03,12.41,0.00,1.01,0.002,0.094,150435.2,306261.4,12,57,3.16,1.01,1.01,29.6612,1184.94,532.6,51.8070,9.7346,5461,6.7203,162,6.7414,56079.9
40000,0,1403,26.45,0.14,4.22,0.02,10.78,0.01,1.05,0.006,0.244,296058.1,719755.2,4,102,3.26,1.04,1.06,65.2465,2960.60,90658.6,0.0000,6.6578,5462,6.5866,213,31.3013,239809.8
40000,1,959,24.61,0.04,3.77,0.04,11.54,0.01,1.01,0.006,0.167,219388.5,478652.1,4,107,3.20,1.01,1.00,42.2267,2030.45,10292.8,9.3724,7.6727,5461,6.5854,207,19.1403,148099.5
40000,2,528,19.38,0.19,2.26,0.25,12.42,0.00,1.07,0.002,0.092,126689.2,243786.0,4,60,3.20,1.02,1.07,26.7154,1069.19,599.2,21.8278,8.0072,5461,6.5854,192,5.8671,48338.3
50000,0,1916,29.31,0.08,3.12,0.02,11.83,0.05,1.03,0.021,0.329,568469.0,1372789.8,29,118,3.29,1.02,1.02,156.1211,4610.26,81267.0,0.0383,5.2911,5462,6.9686,202,72.3362,565731.9
50000,1,1031,22.48,0.09,2.73,0.09,11.39,0.03,1.03,0.014,0.170,281482.9,655543.7,18,117,3.21,1.03,1.01,62.1713,1800.33,5766.0,32.5227,8.8086,5461,6.9673,172,26.1045,204437.7
50000,2,488,19.29,0.03,1.86,0.09,13.07,0.02,1.01,0.010,0.084,155937.8,317426.2,6,73,3.15,1.01,1.00,30.4222,966.36,491.8,50.6522,9.9529,5461,6.9673,164,7.2790,59859.7
60000,0,1305,25.43,0.13,4.49,0.11,10.59,0.00,1.04,0.001,0.229,292150.4,684311.2,7,103,3.20,1.04,1.03,61.6268,2895.92,92657.7,0.0000,7.0346,5462,6.6903,201,30.5432,230540.5
60000,1,914,24.36,0.07,4.07,0.08,11.13,0.00,1.04,0.000,0.161,221859.8,476147.6,7,88,3.19,1.04,1.03,41.3491,1829.85,11515.0,9.3647,7.7309,5461,6.6890,256,19.7332,150319.4
60000,2,497,20.28,0.03,2.81,0.08,11.46,0.00,1.01,0.002,0.082,125612.9,239728.5,6,61,3.00,1.01,1.01,26.3224,1128.20,644.0,21.7281,8.0485,5461,6.6890,214,5.7090,46979.0
70000,0,1726,30.71,0.01,3.16,0.01,12.63,0.00,1.00,0.000,0.312,556706.9,1312845.0,27,79,3.30,1.00,1.00,147.1683,4266.23,82234.1,0.0061,5.6407,5462,7.0797,162,70.1217,544619.3
70000,1,882,25.76,0.05,3.95,0.09,11.47,0.00,1.01,0.000,0.157,303584.5,684158.1,19,94,3.19,1.01,1.01,66.0077,2090.91,6480.9,31.2537,8.5738,5461,7.0784,263,29.8486,230273.1
70000,2,442,20.99,0.14,2.50,0.15,12.64,0.00,1.06,0.000,0.078,153156.5,301628.4,6,69,3.19,1.04,1.05,29.3869,1234.11,566.3,50.7640,9.8532,5461,7.0784,262,7.1046,57876.9
80000,0,1235,26.05,0.03,4.54,0.02,10.26,0.00,1.01,0.002,0.210,287218.9,620383.6,6,89,3.19,1.01,1.01,58.0921,2606.14,92935.7,0.0000,6.9950,5462,6.3948,191,30.7055,225292.6
80000,1,877,25.22,0.16,3.85,0.04,11.48,0.00,1.05,0.000,0.156,221669.8,447609.0,6,99,3.24,1.05,1.05,40.9184,2064.63,11012.9,9.3335,7.6395,5461,6.3936,253,19.8211,150303.8
80000,2,479,20.32,0.04,2.60,0.03,11.51,0.00,1.01,0.000,0.078,120823.2,216931.0,4,65,3.01,1.01,1.02,24.9071,1013.77,531.7,22.2471,7.8397,5461,6.3936,206,5.3153,43775.3
90000,0,1874,31.15,0.05,3.08,0.01,12.59,0.02,1.01,0.010,0.337,581356.5,1376087.1,37,114,3.41,1.02,1.01,165.4929,4489.18,78971.6,0.0768,4.2843,5462,7.0532,101,73.0299,594258.6
90000,1,855,26.96,0.07,3.44,0.09,11.76,0.01,1.03,0.005,0.151,276779.5,599570.0,21,105,3.23,1.02,1.03,61.2005,2215.84,5838.4,34.1125,8.5738,5461,7.0519,208,25.6495,201498.9
90000,2,534,20.84,0.10,2.37,0.03,12.77,0.01,1.04,0.002,0.093,151001.6,282137.1,9,67,3.19,1.02,1.05,28.3660,1064.10,554.4,50.7082,9.6298,5461,7.0519,193,7.1006,57746.3
100000,0,1256,29.40,0.05,4.64,0.03,11.27,0.00,1.01,0.000,0.230,286850.6,582619.2,9,79,3.32,1.01,1.01,59.4258,2706.87,91756.3,0.0000,6.6415,5462,6.1303,185,31.0082,228827.1
100000,1,876,25.98,0.09,4.13,0.00,11.20,0.00,1.05,0.001,0.154,217069.0,408352.8,8,78,3.30,1.04,1.04,39.0967,1909.17,10725.3,9.7645,7.5752,5461,6.1292,239,19.5275,146218.5
100000,2,487,19.50,0.08,2.56,0.05,11.20,0.00,1.04,0.000,0.077,119671.6,198311.7,7,60,3.06,1.03,1.04,23.6798,1022.64,578.3,22.3018,7.5990,5461,6.1292,204,5.6456,45164.7
110000,0,1928,31.76,0.03,2.81,0.01,13.03,0.00,1.01,0.001,0.351,581602.4,1369168.9,43,100,3.44,1.01,1.01,166.5535,4892.17,77106.6,0.0687,3.6256,5462,7.0930,69,73.1526,603571.7
110000,1,892,27.51,0.03,2.96,0.07,12.70,0.00,1.02,0.002,0.161,282888.9,594021.8,30,103,3.40,1.01,1.02,63.2556,2388.60,4854.2,33.7749,8.2173,5461,7.0917,199,26.6200,211705.6
