step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
110000,3837,1.874,0.725,9.55,371752,347428,21,16605,7734,2383708,987265.6,2371471.8,0.017,0.886,0.018,0.079,73,19.29,11.34,2.17,2.40,2.80,4.29,0.05,0.64,6.83,5.12,0.91,1.09,0.110,0.129,1773,0.163,0.023,0.940,0.001,0.036,576479,510245,4,0.820,0.006,0.015,811529,0.127,2.230,0.048,19.68,185774,166,0.995,0.311,0.737,33588698,2.03,15.06,0.001,0.536,0.462,6.2,18.0,28.7,190.1,45511,0.174,0.00,0.0038,0.097,627,0.740,0.000,0.813,0.370,3.01,4.62,3.47,0.92,0.465,2.40,1.30,2.24,0.767,0.00618,4.70,219.0460,7446.91,95300.3,139882.8,65.334,121.4567,258.602,316.724,0.964,0.294,22.8,23.701,203.385,423,1143.9,60.32,10.481,126.275,2741.4,86.139,0.135,2.00,6.2573,24009.4,1.0674,0.5397,11.86,1.369,0.123,1.3183,0.0000,0.486,0.071,0.263,0.0000,7.69,0.65,4,11,17,82
120000,3799,1.871,0.651,9.39,269388,254919,2,10770,3735,1814549,654078.3,1629736.0,0.012,0.856,0.028,0.104,106,20.12,10.60,2.18,2.15,2.97,4.36,0.08,0.87,7.31,5.58,0.97,1.12,0.117,0.133,1810,0.172,0.030,0.934,0.001,0.035,305722,237985,3,0.769,0.078,0.018,668633,0.138,1.734,0.042,22.77,104136,147,0.898,0.279,0.724,16626422,2.01,14.43,0.002,0.558,0.491,7.5,19.4,28.7,96.0,47600,0.182,0.00,0.0024,0.104,601,0.595,0.000,0.694,0.170,3.11,4.72,3.73,0.98,0.493,2.37,1.26,2.25,0.629,0.00602,2.94,133.5014,6213.09,103065.1,139882.8,25.680,60.9888,183.096,256.043,0.954,0.318,26.3,22.855,103.822,514,1358.5,26.75,14.978,60.299,2495.3,45.771,0.134,2.00,4.6034,17488.4,0.7449,0.4552,12.53,1.363,0.136,0.6817,0.0000,0.495,0.074,0.310,0.0000,7.67,0.61,5,12,18,68
130000,3971,1.839,0.687,9.61,370563,344708,27,17657,7999,2403496,990182.2,2367139.2,0.020,0.876,0.021,0.082,72,18.14,10.79,1.92,2.04,2.50,3.99,0.08,0.84,6.79,5.29,0.82,1.07,0.101,0.129,1734,0.151,0.024,0.937,0.001,0.039,575604,510009,7,0.826,0.030,0.018,554590,0.134,2.149,0.044,19.75,186223,166,0.985,0.309,0.735,32999649,1.93,15.54,0.000,0.508,0.418,5.3,16.6,28.7,115.5,44850,0.171,0.00,0.0037,0.090,598,0.739,0.000,0.821,0.371,2.91,4.57,3.31,0.82,0.420,2.30,1.25,2.13,0.767,0.00599,4.64,217.9279,7092.61,95569.2,139882.8,65.797,121.0333,257.831,317.903,0.965,0.293,22.1,23.769,203.446,428,1124.7,50.44,10.835,125.799,2500.2,86.093,0.135,2.00,6.1190,24298.6,1.1120,0.5386,11.29,1.368,0.135,1.3183,0.0000,0.492,0.082,0.294,0.0000,7.70,0.63,4,10,17,63
140000,3552,1.930,0.639,9.33,269690,255949,0,10829,3331,1842486,655283.1,1640375.0,0.011,0.865,0.025,0.100,103,20.80,11.00,2.20,2.40,3.12,4.44,0.06,0.67,7.64,5.53,0.98,1.12,0.121,0.138,1712,0.179,0.025,0.938,0.001,0.037,306688,243794,5,0.752,0.006,0.015,1002993,0.138,1.829,0.040,23.01,101967,145,0.890,0.285,0.727,16866612,2.00,14.12,0.003,0.542,0.492,8.0,20.5,28.7,125.4,46254,0.176,0.00,0.0024,0.089,656,0.599,0.000,0.705,0.170,3.14,4.74,3.83,0.99,0.495,2.36,1.28,2.21,0.633,0.00652,2.96,133.8027,5818.08,103594.7,139882.8,25.536,60.8373,184.074,255.588,0.945,0.324,23.6,23.157,103.764,520,1440.2,38.61,15.278,60.183,2605.2,45.688,0.134,2.00,4.9159,17461.3,0.7394,0.4523,13.02,1.357,0.132,0.6817,0.0000,0.495,0.074,0.320,0.0000,7.68,0.61,5,13,18,64
150000,3723,1.888,0.729,9.53,378839,352781,11,17968,7908,2451711,991421.2,2416544.5,0.021,0.867,0.026,0.086,70,19.29,10.49,2.08,2.16,2.64,3.86,0.08,0.85,7.22,5.39,0.87,1.08,0.106,0.128,1707,0.154,0.025,0.944,0.000,0.031,589277,527323,3,0.804,0.010,0.018,698058,0.145,2.204,0.048,19.81,179250,170,0.986,0.308,0.735,33141256,1.98,14.85,0.001,0.522,0.447,7.0,17.6,28.7,104.0,44725,0.171,0.00,0.0037,0.096,535,0.735,0.000,0.823,0.373,2.99,4.66,3.53,0.89,0.452,2.34,1.27,2.18,0.763,0.00646,4.89,222.1929,7441.64,96776.5,139882.8,65.339,121.0315,262.232,316.581,0.956,0.294,21.4,24.048,202.733,445,1207.0,50.85,10.536,125.949,2742.8,86.458,0.135,2.00,6.0885,22667.5,1.0018,0.5381,12.01,1.369,0.127,1.3183,0.0000,0.490,0.077,0.284,0.0000,7.69,0.62,4,11,17,67
160000,3633,1.919,0.641,9.30,272007,257170,0,11145,3782,1803038,651730.6,1633778.4,0.014,0.846,0.030,0.110,105,20.17,10.66,2.21,2.35,2.92,3.75,0.07,0.61,7.42,5.64,0.99,1.12,0.119,0.131,1789,0.149,0.028,0.939,0.000,0.033,305861,238934,2,0.748,0.026,0.020,578523,0.138,1.856,0.042,22.51,101965,144,0.906,0.285,0.739,16383583,2.02,14.34,0.001,0.560,0.497,7.4,19.6,28.7,109.0,45805,0.175,0.00,0.0024,0.104,604,0.590,0.000,0.680,0.165,3.12,4.71,3.77,0.99,0.498,2.39,1.28,2.24,0.624,0.00628,2.99,133.7560,6253.05,103439.7,139882.8,25.967,60.5705,183.755,261.022,0.947,0.320,23.4,22.831,103.823,429,1172.7,48.39,14.915,60.222,2493.8,45.728,0.134,2.00,4.8103,17475.8,0.7607,0.4573,12.61,1.357,0.130,0.6817,0.0000,0.494,0.077,0.309,0.0000,7.67,0.61,5,13,18,63
170000,3907,1.883,0.760,9.68,372550,348030,15,16812,7419,2408662,981871.4,2364519.2,0.020,0.873,0.024,0.083,71,19.08,10.48,2.15,2.05,2.72,3.79,0.03,0.46,6.75,5.07,0.94,1.10,0.110,0.126,1768,0.150,0.027,0.933,0.000,0.040,573152,498525,4,0.858,0.058,0.011,478185,0.136,2.205,0.052,19.57,188823,166,0.982,0.315,0.747,32793122,2.02,15.45,0.001,0.541,0.472,6.7,17.8,28.7,113.0,45518,0.174,0.00,0.0037,0.099,571,0.736,0.000,0.814,0.366,2.96,4.72,3.34,0.94,0.474,2.44,1.27,2.22,0.763,0.00609,4.78,217.5706,7801.10,96128.9,139882.8,65.656,121.0311,258.140,315.468,0.958,0.298,23.7,23.798,203.140,512,1429.7,47.82,10.371,125.990,2679.5,85.680,0.135,2.00,5.7408,22429.2,0.9862,0.5354,11.65,1.378,0.126,1.3183,0.0000,0.477,0.068,0.214,0.0000,7.76,0.63,4,11,17,76
180000,3682,1.895,0.663,9.44,273426,259890,0,10720,3041,1861244,657863.6,1663593.5,0.012,0.858,0.026,0.103,101,20.52,10.96,2.19,2.36,3.00,4.18,0.08,0.83,7.66,5.70,0.95,1.09,0.118,0.134,1815,0.168,0.028,0.936,0.001,0.036,311684,240653,3,0.765,0.044,0.018,685785,0.138,1.828,0.043,23.02,105955,148,0.894,0.270,0.733,17155766,2.00,14.11,0.002,0.561,0.481,7.7,19.7,28.7,127.5,47607,0.182,0.00,0.0023,0.107,569,0.600,0.000,0.695,0.172,3.12,4.74,3.84,0.96,0.485,2.37,1.27,2.22,0.634,0.00628,3.06,135.2633,6321.80,103090.7,139882.8,25.466,60.7517,186.293,254.122,0.962,0.320,24.8,23.110,103.684,512,1375.9,32.12,15.186,60.142,2586.9,46.035,0.134,2.00,4.7304,17417.2,0.7216,0.4554,12.93,1.352,0.136,0.6817,0.0000,0.489,0.073,0.285,0.0000,7.66,0.62,5,13,19,62
190000,3771,1.856,0.754,9.70,380941,354441,13,18523,7875,2528501,995433.0,2441076.0,0.017,0.877,0.024,0.082,71,18.80,10.66,2.12,2.25,2.66,3.85,0.05,0.60,6.71,5.17,0.90,1.10,0.109,0.129,1800,0.142,0.021,0.931,0.001,0.047,593215,530602,4,0.840,0.051,0.013,578007,0.125,2.215,0.048,20.01,183269,168,0.965,0.313,0.734,34112759,2.02,15.19,0.000,0.536,0.457,6.3,17.4,28.7,125.7,43560,0.166,0.00,0.0039,0.101,511,0.745,0.000,0.824,0.372,2.95,4.65,3.38,0.90,0.458,2.42,1.29,2.21,0.773,0.00634,4.81,223.6975,7448.24,96168.3,139882.8,65.065,121.5101,264.565,314.777,0.943,0.295,22.4,23.918,203.172,522,1516.3,64.28,11.205,126.108,2790.3,86.704,0.135,2.00,6.0781,22920.5,1.0665,0.5315,11.55,1.374,0.132,1.3183,0.0000,0.485,0.073,0.256,0.0000,7.69,0.64,4,11,17,59
200000,3834,1.886,0.617,9.42,264931,252102,1,9943,2822,1794269,652842.2,1619411.1,0.014,0.856,0.029,0.101,104,20.20,10.53,2.07,2.14,2.91,4.16,0.11,0.91,7.69,5.95,0.97,1.15,0.117,0.135,1977,0.121,0.026,0.936,0.001,0.038,300982,240057,2,0.737,0.017,0.030,843765,0.148,1.688,0.039,22.75,100201,149,0.903,0.271,0.745,16683245,1.97,14.11,0.002,0.548,0.472,7.9,19.5,29.4,97.6,48995,0.187,0.00,0.0022,0.095,641,0.603,0.000,0.695,0.171,3.18,4.73,3.89,0.97,0.473,2.33,1.27,2.18,0.636,0.00587,3.01,133.6532,5894.95,102401.5,139882.8,25.806,61.0044,182.722,254.366,0.937,0.311,24.0,22.487,103.542,462,1142.6,32.72,15.115,60.123,2479.1,45.616,0.135,2.00,4.8441,18572.3,0.7268,0.4527,12.78,1.356,0.138,0.6817,0.0000,0.490,0.078,0.307,0.0000,7.68,0.60,5,13,18,63
210000,3875,1.906,0.729,9.66,357926,333993,33,16610,7249,2272325,984697.4,2323113.0,0.022,0.868,0.020,0.089,74,19.19,10.51,2.05,2.10,2.79,4.17,0.05,0.76,6.94,5.37,0.92,1.13,0.113,0.133,1825,0.146,0.028,0.934,0.001,0.036,565706,506624,3,0.867,0.010,0.008,733007,0.144,2.118,0.048,19.18,173863,176,1.022,0.308,0.751,32312541,1.98,15.30,0.002,0.545,0.461,6.8,18.3,28.7,102.6,45846,0.175,0.00,0.0037,0.106,536,0.743,0.000,0.829,0.382,2.98,4.76,3.33,0.94,0.466,2.39,1.27,2.18,0.770,0.00590,4.59,216.2810,7291.03,95342.6,139882.8,64.904,122.9336,252.811,312.643,0.956,0.293,24.3,22.859,203.046,496,1363.5,36.09,10.360,127.320,2729.2,86.034,0.135,2.00,6.1169,23703.2,1.0469,0.5498,11.83,1.382,0.117,1.3183,0.0000,0.480,0.067,0.226,0.0000,7.74,0.61,4,11,18,73
220000,3619,1.872,0.649,9.29,270150,257076,1,10299,3030,1814244,654909.9,1640020.5,0.014,0.855,0.027,0.104,104,20.19,10.72,2.20,2.33,2.93,3.91,0.05,0.65,7.48,5.86,0.97,1.13,0.120,0.135,1760,0.165,0.031,0.928,0.001,0.041,306069,244927,3,0.743,0.050,0.009,657729,0.145,1.860,0.042,22.77,98629,148,0.904,0.276,0.723,16760163,2.01,14.21,0.001,0.544,0.488,7.3,19.5,28.7,122.4,45826,0.175,0.00,0.0024,0.090,617,0.598,0.000,0.683,0.169,3.10,4.65,3.88,0.97,0.491,2.36,1.28,2.24,0.632,0.00631,3.00,135.0506,6017.80,103914.0,139882.8,25.553,61.1505,184.681,256.399,0.950,0.318,23.5,22.846,103.813,447,1214.8,29.03,15.143,60.369,2819.1,45.846,0.136,2.00,4.7200,17081.5,0.7381,0.4541,12.66,1.353,0.132,0.6817,0.0000,0.496,0.077,0.307,0.0000,7.66,0.59,5,13,18,60
230000,4068,1.864,0.718,9.56,368648,344206,35,16579,7379,2330660,987002.1,2374808.8,0.021,0.866,0.026,0.088,73,18.12,10.04,1.90,2.09,2.42,3.74,0.04,0.56,6.96,5.30,0.84,1.09,0.103,0.131,1898,0.135,0.026,0.938,0.001,0.035,579425,522027,5,0.791,0.020,0.014,559103,0.144,2.332,0.048,19.51,175207,174,1.019,0.304,0.768,32850770,1.93,15.17,0.002,0.532,0.419,6.4,17.2,28.7,122.4,46093,0.176,0.00,0.0035,0.098,615,0.740,0.000,0.821,0.380,2.90,4.51,3.45,0.85,0.422,2.30,1.27,2.13,0.767,0.00574,4.95,221.6614,7620.21,94742.7,139882.8,66.209,120.5568,259.137,313.476,0.954,0.290,23.4,23.364,202.427,338,843.1,80.84,10.250,125.331,2821.0,86.234,0.135,2.00,5.9705,24288.1,1.0852,0.5451,11.33,1.371,0.140,1.3183,0.0000,0.495,0.081,0.313,0.0000,7.64,0.65,4,11,17,72
240000,3594,1.873,0.639,9.23,275196,261548,1,10958,3163,1825844,657979.6,1671347.5,0.014,0.853,0.028,0.106,105,20.11,11.48,2.16,2.48,2.86,4.43,0.13,1.12,7.55,5.80,0.91,1.14,0.112,0.132,1813,0.142,0.024,0.937,0.002,0.037,315645,253699,2,0.730,0.015,0.031,1029326,0.136,1.918,0.040,22.70,100319,148,0.915,0.272,0.718,16976292,1.99,14.04,0.001,0.552,0.452,7.2,19.5,28.7,183.4,45645,0.174,0.00,0.0024,0.095,581,0.595,0.000,0.712,0.178,3.13,4.65,3.89,0.92,0.454,2.35,1.29,2.19,0.629,0.00643,3.06,137.6174,5953.95,102821.7,139882.8,25.670,60.6405,187.365,257.914,0.922,0.315,24.1,23.123,103.552,460,1119.2,52.78,14.540,60.254,2804.7,46.362,0.134,2.00,5.1150,18383.4,0.7924,0.4567,12.70,1.349,0.137,0.6817,0.0000,0.497,0.078,0.324,0.0000,7.63,0.62,5,12,18,80
250000,3928,1.914,0.698,9.53,372902,346493,40,18159,7876,2346815,991610.4,2391019.2,0.020,0.865,0.021,0.093,73,18.85,10.11,2.01,2.05,2.65,3.88,0.07,0.73,6.97,5.17,0.87,1.11,0.108,0.131,1852,0.144,0.022,0.936,0.001,0.041,589077,528376,2,0.817,0.019,0.019,687501,0.136,2.156,0.045,19.43,175463,173,1.019,0.312,0.755,33024253,1.96,15.14,0.001,0.521,0.432,7.0,17.2,28.7,132.8,45956,0.175,0.00,0.0036,0.089,557,0.738,0.000,0.829,0.383,2.95,4.65,3.43,0.88,0.434,2.34,1.26,2.14,0.765,0.00598,4.80,223.1792,7328.60,93930.5,139882.8,65.569,121.2632,260.254,313.260,0.939,0.286,21.9,23.470,202.899,397,1005.8,58.91,10.017,126.193,2556.8,87.032,0.135,2.00,6.4890,25488.7,1.0739,0.5471,11.70,1.374,0.127,1.3183,0.0000,0.492,0.077,0.293,0.0000,7.70,0.65,4,11,17,79
