step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
10000,3930,1.739,0.751,10.04,443855,390357,0,35490,15495,2833692,1115262.0,2734625.2,0.083,0.757,0.079,0.081,53,16.53,10.49,1.55,2.11,1.88,3.11,0.09,1.03,8.39,7.79,0.94,1.43,0.104,0.150,2611,0.024,0.019,0.942,0.001,0.038,791711,597081,8,0.335,0.386,0.021,1982275,0.153,2.142,0.052,21.70,282868,152,0.965,0.351,0.739,33030241,1.65,14.79,0.002,0.574,0.370,5.4,15.4,27.8,101.7,46833,0.179,0.00,0.0034,0.094,524,0.734,0.000,0.847,0.447,3.14,5.57,3.21,0.95,0.372,2.58,1.20,1.60,0.775,0.00500,2.76,279.6831,7393.42,99056.0,139882.8,60.847,142.6260,292.559,511.423,0.981,0.306,20.9,19.666,209.564,621,1838.4,44.58,34.689,130.685,2594.7,89.328,0.135,2.00,5.1803,20358.7,0.9364,0.5066,11.92,1.237,0.133,1.3183,0.0000,0.544,0.101,0.676,0.0000,7.80,0.95,4,11,20,81
20000,4402,1.857,0.645,10.20,277760,263565,0,7737,5986,1639658,659962.9,1718678.6,0.031,0.788,0.040,0.141,99,18.65,10.74,1.57,2.06,2.03,3.25,0.08,0.77,8.84,6.29,0.88,1.15,0.093,0.121,2965,0.047,0.022,0.941,0.001,0.036,328550,224576,7,0.619,0.253,0.021,585894,0.136,1.688,0.042,23.23,118524,165,1.048,0.273,0.781,17364960,1.61,14.85,0.001,0.622,0.440,7.0,17.3,29.5,111.0,55076,0.210,0.00,0.0017,0.089,652,0.615,0.000,0.713,0.205,3.31,5.73,3.96,0.89,0.441,2.43,1.17,1.58,0.655,0.00444,2.48,153.1183,6698.25,97629.4,139882.8,27.246,62.2671,193.580,273.114,0.975,0.298,22.6,19.555,105.856,501,1402.4,38.25,17.499,58.738,1928.8,46.423,0.135,2.00,4.9630,21847.2,0.7892,0.4611,12.51,1.325,0.159,0.6817,0.0000,0.551,0.094,0.686,0.0000,8.13,0.92,5,12,20,77
30000,4873,1.653,0.704,12.14,486782,437555,2,28722,20032,2507047,963559.6,2670358.2,0.035,0.854,0.046,0.065,56,15.65,10.39,0.97,1.75,1.60,2.63,0.07,0.76,6.84,6.63,0.64,1.03,0.097,0.127,3123,0.039,0.020,0.941,0.004,0.036,715419,507054,7,0.522,0.093,0.018,612644,0.102,1.969,0.045,20.44,287289,148,1.065,0.406,0.771,41312125,1.44,20.99,0.001,0.612,0.331,5.6,13.6,27.8,97.6,46214,0.176,0.00,0.0029,0.103,744,0.729,0.000,0.811,0.332,2.83,5.31,3.11,0.64,0.331,2.22,1.16,1.40,0.765,0.00471,4.87,248.5190,7030.81,95139.6,139882.8,65.261,122.6659,294.912,331.728,0.980,0.290,22.9,22.947,205.272,461,1138.6,34.63,11.744,125.426,2850.3,85.699,0.135,2.00,4.8453,23611.4,1.1206,0.5943,9.48,1.584,0.332,1.3183,0.0000,0.653,0.153,0.792,0.0000,9.06,1.56,3,7,18,81
40000,3859,1.774,0.679,11.54,292461,272283,0,13407,7785,1881528,666559.3,1815835.4,0.049,0.818,0.040,0.094,90,17.92,10.71,1.05,1.81,2.75,3.84,0.06,0.70,7.52,6.61,0.64,1.30,0.136,0.148,2747,0.015,0.023,0.945,0.001,0.032,337643,209191,5,0.326,0.104,0.016,932300,0.125,1.876,0.043,22.96,131379,139,0.965,0.342,0.754,18803066,1.45,15.26,0.001,0.663,0.238,6.0,16.1,32.7,89.4,43906,0.167,0.00,0.0023,0.093,610,0.615,0.000,0.687,0.180,3.11,5.26,3.86,0.68,0.258,1.68,1.15,1.50,0.655,0.00567,2.91,150.7317,6314.83,102897.5,139882.8,25.523,62.1454,199.906,272.046,0.962,0.317,21.8,21.886,104.729,507,1358.4,33.14,15.952,60.293,2881.2,47.314,0.136,1.99,4.5620,17604.7,0.8325,0.4710,11.38,1.529,0.371,0.6817,0.0000,0.589,0.177,0.535,0.0000,7.89,1.25,4,10,20,81
50000,4342,1.735,0.666,11.08,409407,373959,3,22828,12134,2253044,967443.9,2408004.5,0.038,0.825,0.052,0.085,64,16.51,10.05,1.27,1.61,2.19,4.01,0.10,0.95,6.73,5.89,0.91,1.29,0.100,0.132,2531,0.039,0.024,0.925,0.002,0.049,609493,448848,8,0.612,0.158,0.024,878809,0.137,2.134,0.042,19.28,233286,196,1.069,0.262,0.733,33868088,1.64,16.92,0.000,0.558,0.401,5.5,15.6,26.6,120.8,44682,0.170,0.00,0.0033,0.091,769,0.712,0.000,0.796,0.346,2.81,4.35,3.62,0.92,0.403,2.21,1.21,1.64,0.744,0.00542,4.99,222.8971,6673.27,98219.8,139882.8,62.984,124.0130,268.074,318.725,0.961,0.299,25.8,23.535,203.491,359,875.2,64.76,9.883,128.737,2845.1,85.242,0.134,2.00,5.0095,21751.4,1.0300,0.5916,10.29,1.434,0.246,1.3183,0.0000,0.561,0.075,0.831,0.0000,7.99,1.04,4,10,17,71
60000,4201,1.753,0.663,11.83,302761,284722,3,11344,6833,1789422,667736.4,1779863.6,0.026,0.797,0.052,0.126,85,17.95,10.41,1.24,1.58,2.52,4.09,0.07,0.78,7.14,6.45,0.98,1.35,0.110,0.133,2657,0.026,0.025,0.923,0.003,0.050,333084,201513,8,0.582,0.164,0.022,1150650,0.143,1.916,0.041,22.64,140309,159,0.995,0.279,0.746,17550997,1.62,15.07,0.000,0.577,0.415,6.2,17.2,29.1,110.2,46133,0.176,0.00,0.0022,0.090,791,0.574,0.000,0.703,0.144,2.96,4.55,3.80,1.00,0.419,2.08,1.18,1.65,0.616,0.00568,3.38,147.2985,6421.53,102842.7,139882.8,24.805,60.1163,201.257,278.388,0.972,0.318,26.7,23.850,103.847,414,1021.1,40.80,14.352,60.864,2848.6,48.018,0.135,2.00,4.1125,17276.8,0.7891,0.4831,10.98,1.474,0.279,0.6817,0.0000,0.538,0.081,0.716,0.0000,7.68,1.04,4,10,19,61
70000,4353,1.744,0.641,11.04,442887,405517,2,24375,12841,2426425,962994.0,2442269.8,0.028,0.818,0.051,0.102,60,16.08,9.01,1.20,1.58,2.02,3.28,0.06,0.77,6.78,6.04,0.90,1.31,0.099,0.131,2537,0.018,0.023,0.933,0.001,0.043,617230,406926,9,0.575,0.127,0.018,673915,0.163,1.987,0.039,19.83,253487,190,1.007,0.253,0.717,33776028,1.61,16.55,0.001,0.541,0.383,5.4,15.7,26.2,118.2,43814,0.167,0.00,0.0033,0.087,712,0.690,0.000,0.803,0.301,2.79,4.44,3.49,0.91,0.386,2.11,1.19,1.63,0.724,0.00590,5.19,216.5360,6559.86,99370.3,139882.8,61.525,123.2392,274.907,335.804,0.967,0.301,24.3,25.690,204.223,360,885.1,40.38,10.483,129.446,2543.7,84.430,0.135,2.00,4.8236,20997.0,1.0266,0.5881,10.07,1.448,0.246,1.3183,0.0000,0.538,0.096,0.612,0.0000,7.87,0.98,3,9,17,62
80000,3792,1.867,0.625,9.11,302132,285007,0,12335,5351,1881757,665105.9,1762109.6,0.020,0.827,0.033,0.120,97,19.31,10.74,1.87,2.08,2.77,4.25,0.05,0.59,7.77,5.98,0.88,1.14,0.111,0.140,2008,0.100,0.032,0.931,0.001,0.036,333206,211444,4,0.653,0.108,0.013,723909,0.138,1.775,0.038,23.09,122231,153,0.936,0.267,0.717,17674289,1.87,13.93,0.001,0.531,0.427,6.5,18.6,28.7,115.2,47291,0.180,0.00,0.0023,0.108,602,0.575,0.000,0.692,0.146,3.07,4.47,3.97,0.89,0.429,2.19,1.24,2.05,0.614,0.00629,3.17,142.2281,5967.88,103545.8,139882.8,25.043,60.0591,197.375,282.010,0.948,0.316,26.8,23.837,104.089,513,1359.9,42.62,15.204,60.390,2332.9,47.086,0.136,2.00,4.6235,17532.4,0.7453,0.4700,12.47,1.337,0.150,0.6817,0.0000,0.510,0.081,0.413,0.0000,7.57,0.66,4,13,19,64
90000,4173,1.847,0.671,9.52,383194,353458,20,20695,8640,2418323,993892.2,2416172.2,0.023,0.858,0.031,0.088,72,18.23,10.82,1.93,2.17,2.47,3.93,0.07,0.78,6.93,5.27,0.80,1.08,0.102,0.132,1943,0.140,0.025,0.936,0.001,0.038,594595,528255,3,0.780,0.034,0.024,624008,0.138,2.025,0.044,19.85,186000,169,0.999,0.305,0.752,33588537,1.92,15.09,0.001,0.519,0.406,6.0,16.1,28.7,124.3,47577,0.181,0.00,0.0034,0.086,626,0.742,0.000,0.827,0.371,2.90,4.53,3.43,0.80,0.408,2.29,1.27,2.10,0.770,0.00561,4.48,223.9230,7198.71,94536.8,139882.8,66.344,120.8453,263.661,317.145,0.931,0.289,23.1,23.424,204.091,294,785.5,46.12,11.188,125.324,2470.5,86.882,0.134,2.00,6.0144,25098.0,1.0755,0.5458,11.40,1.363,0.130,1.3183,0.0000,0.491,0.077,0.304,0.0000,7.63,0.65,4,11,17,61
100000,3873,1.823,0.621,9.43,271869,256912,3,11639,3615,1802333,655017.9,1639639.0,0.014,0.856,0.027,0.104,101,19.60,10.78,2.10,2.13,2.98,4.17,0.12,0.85,7.00,5.46,0.97,1.14,0.123,0.134,1934,0.159,0.030,0.933,0.001,0.036,308693,246044,2,0.756,0.139,0.052,1435221,0.115,1.712,0.040,22.93,104028,144,0.910,0.280,0.729,16997544,1.99,14.71,0.001,0.553,0.489,6.9,18.7,28.7,102.4,47265,0.180,0.00,0.0024,0.105,615,0.600,0.000,0.703,0.171,3.02,4.73,3.65,0.98,0.490,2.38,1.27,2.19,0.633,0.00585,2.85,134.7287,5969.65,103288.9,139882.8,25.926,61.1196,184.377,256.301,0.973,0.317,24.8,22.665,104.037,435,1077.7,32.69,15.405,59.984,2565.4,45.699,0.136,2.00,4.6007,17818.4,0.7572,0.4600,12.20,1.366,0.134,0.6817,0.0000,0.497,0.076,0.333,0.0000,7.70,0.63,4,12,18,62
