step,event,lineage,other,size
5000,birth,1,0,6843
8000,split,44,1,1180
8000,split,46,1,281
8000,split,51,1,70
11000,split,105,46,12
11000,extinct,51,0,31
12000,split,118,1,1323
14000,extinct,1,0,10
14000,extinct,105,0,5
20000,extinct,44,0,40
25000,split,182,46,15
28000,split,204,46,23
29000,extinct,182,0,5
32000,extinct,204,0,26
35000,split,289,118,259
36000,extinct,118,0,9
42000,split,338,289,15
44000,split,341,46,19
44000,split,343,46,14
44000,extinct,338,0,5
45000,extinct,343,0,14
46000,split,351,289,44
46000,split,354,289,88
48000,split,373,289,26
48000,split,382,352,18
49000,split,389,289,80
51000,split,427,46,32
51000,split,428,46,133
51000,split,429,289,5
51000,extinct,341,0,10
52000,split,449,289,6
52000,extinct,373,0,14
52000,extinct,382,0,9
52000,extinct,429,0,5
53000,split,476,46,210
54000,split,494,289,6
54000,extinct,351,0,18
54000,extinct,354,0,30
54000,extinct,389,0,15
54000,extinct,449,0,12
55000,split,531,428,20
55000,extinct,427,0,15
55000,extinct,494,0,6
56000,extinct,476,0,240
57000,extinct,531,0,20
60000,extinct,428,0,31
61000,split,563,46,224
66000,split,570,289,56
66000,split,571,289,7
68000,split,588,289,8
68000,split,595,289,16
68000,extinct,571,0,7
69000,split,612,289,11
70000,extinct,588,0,8
71000,split,632,289,246
71000,split,636,289,7
71000,extinct,563,0,11
71000,extinct,595,0,7
72000,split,650,46,37
72000,extinct,570,0,13
73000,split,635,46,86
73000,extinct,612,0,5
73000,extinct,636,0,8
74000,extinct,632,0,13
75000,split,706,46,93
76000,extinct,650,0,25
77000,extinct,706,0,14
78000,split,743,289,10
78000,split,745,289,45
85000,split,756,289,224
88000,split,767,46,165
89000,merge,767,46,165
93000,extinct,635,0,12
95000,extinct,743,0,17
99000,extinct,745,0,29
100000,extinct,756,0,29
129000,split,938,289,35
131000,split,952,289,30
132000,split,955,289,6
132000,extinct,938,0,5
133000,extinct,955,0,6
134000,extinct,952,0,9
166000,split,1056,46,178
167000,merge,1056,46,178
186000,split,1108,46,251
187000,split,1109,289,52
187000,merge,1108,46,251
191000,extinct,1109,0,11
226000,split,1203,46,47
228000,merge,1203,46,187
260000,split,1287,289,10
261000,extinct,1287,0,10
269000,split,1319,46,21
271000,split,1340,289,7
271000,extinct,1319,0,21
272000,extinct,1340,0,7
276000,split,1365,289,110
280000,extinct,1365,0,14
298000,split,1427,289,312
300000,extinct,1427,0,312
304000,split,1440,289,2832
306000,split,1446,1440,194
309000,split,1458,289,12
310000,extinct,1458,0,12
313000,extinct,289,0,80
319000,split,1507,1440,25
321000,split,1512,1440,745
322000,extinct,1507,0,14
323000,extinct,1440,0,9
324000,split,1525,1440,52
326000,extinct,1446,0,39
326000,extinct,1525,0,10
367000,split,1638,46,54
369000,extinct,1638,0,42
375000,split,1668,1512,6
377000,extinct,1668,0,6
378000,split,1677,1512,9
379000,split,1684,1512,30
382000,split,1692,46,42
382000,extinct,1677,0,62
382000,extinct,1684,0,20
384000,extinct,1692,0,5
391000,split,1721,1512,28
393000,extinct,1721,0,22
399000,split,1750,1512,44
399000,split,1751,46,58
400000,split,1752,1512,1550
402000,extinct,1750,0,9
403000,extinct,1752,0,1701
406000,extinct,1751,0,11
432000,split,1845,1512,81
434000,extinct,1845,0,17
436000,split,1866,1845,383
457000,extinct,1512,0,14
488000,split,2031,1866,136
497000,extinct,2031,0,7
