step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
110000,3051,2.357,0.933,30.36,152221,139111,910,2877,8440,126109,657739.4,1509750.0,0.038,0.719,0.011,0.231,22,23.50,10.67,0.01,0.37,0.70,1.17,0.05,0.72,11.00,5.34,0.00,0.00,0.035,0.067,996,0.146,0.002,0.975,0.001,0.023,290806,274978,25,0.202,0.226,0.020,926004,0.155,2.458,0.084,8.67,187284,104,11.972,0.697,0.913,37929857,1.00,46.78,0.000,0.175,0.000,12.0,24.0,32.0,156.0,35882,0.137,0.00,0.0020,0.009,12,0.978,0.000,0.898,0.478,6.04,15.64,14.94,0.00,0.000,1.00,1.01,1.00,0.980,0.00048,1.45,213.9577,6278.56,28490.2,137121.5,135.759,73.5485,190.939,173.484,0.533,0.090,1.1,1.468,205.903,1868,7838.9,48.31,6.795,70.106,541.6,62.730,0.133,2.01,27.7671,84717.5,2.6636,1.4873,11.76,2.000,0.000,1.3183,0.0000,0.181,0.151,0.048,0.0000,16.00,0.00,6,12,16,78
120000,2243,2.704,0.866,29.63,77391,74261,405,174,3359,41703,410365.2,866273.3,0.041,0.768,0.006,0.185,39,31.95,14.15,0.04,0.50,0.62,1.50,0.15,1.16,15.21,7.18,0.00,0.00,0.025,0.062,1133,0.070,0.006,0.975,0.000,0.019,114584,108433,27,0.157,0.526,0.034,410398,0.168,2.038,0.083,8.13,75990,46,20.772,0.868,0.704,20043185,1.01,42.51,0.000,0.171,0.000,18.0,30.0,50.0,136.0,35916,0.137,0.00,0.0012,0.021,15,0.967,0.000,0.803,0.327,6.83,15.62,15.16,0.00,0.000,1.01,1.01,1.01,0.967,0.00065,0.75,126.5178,4428.24,65412.2,137121.5,59.000,54.1788,113.230,148.088,0.614,0.221,0.9,1.457,105.863,1769,8169.4,23.42,6.805,43.809,1018.3,33.714,0.136,1.99,22.2978,50014.0,1.6027,0.9667,16.01,2.000,0.004,0.6817,0.0000,0.156,0.154,0.046,0.0000,16.00,0.00,9,15,25,68
130000,2811,2.351,0.978,30.34,120822,111301,1173,751,7029,97044,640678.4,1432803.8,0.045,0.743,0.006,0.206,23,23.74,8.37,0.01,0.23,0.98,1.25,0.04,0.43,10.85,4.23,0.00,0.00,0.045,0.065,851,0.142,0.004,0.976,0.001,0.019,254236,242598,34,0.322,0.100,0.012,569233,0.174,2.426,0.089,8.36,166262,53,14.764,0.852,0.918,35609677,1.00,46.85,0.000,0.178,0.000,14.0,24.0,30.0,148.0,33392,0.127,0.00,0.0021,0.009,7,0.980,0.000,0.882,0.526,6.15,15.73,15.18,0.00,0.002,1.00,1.00,1.00,0.981,0.00051,1.41,204.1559,5198.98,27287.8,137121.5,138.863,70.4836,178.510,167.058,0.427,0.087,0.6,1.422,205.222,2334,9642.4,39.11,6.536,67.359,388.0,60.611,0.134,2.00,30.5465,85866.2,2.8272,1.2981,11.88,2.000,0.001,1.3183,0.0000,0.124,0.102,0.016,0.0000,16.00,0.00,7,12,15,75
140000,2313,2.696,0.890,29.27,77038,74098,441,216,2781,49773,408897.0,869524.6,0.037,0.769,0.005,0.189,37,31.35,14.09,0.07,0.69,0.65,1.72,0.16,1.07,14.80,7.09,0.00,0.06,0.024,0.057,1092,0.096,0.004,0.981,0.000,0.014,115834,110141,26,0.125,0.485,0.038,443842,0.178,2.062,0.082,7.86,77641,31,17.470,0.833,0.728,19858722,1.01,42.89,0.000,0.153,0.001,18.0,28.0,48.0,134.0,36278,0.138,0.00,0.0012,0.024,42,0.966,0.000,0.804,0.337,6.79,15.66,15.32,0.00,0.002,1.02,1.02,1.01,0.967,0.00062,0.77,126.1835,5196.98,64527.7,137121.5,59.560,53.6465,112.951,150.954,0.705,0.216,1.3,1.431,105.434,1719,7564.6,27.44,6.741,43.494,1126.9,33.622,0.135,2.00,21.7589,50328.4,1.6554,0.9224,15.68,2.000,0.000,0.6817,0.0000,0.175,0.178,0.082,0.0000,16.00,0.00,9,14,24,67
150000,2885,2.330,0.974,30.65,121124,113960,1227,501,4864,81285,647129.6,1444248.5,0.033,0.743,0.005,0.218,23,23.63,8.14,0.02,0.33,0.69,1.12,0.07,0.62,11.05,4.18,0.00,0.00,0.034,0.067,822,0.268,0.002,0.973,0.001,0.024,253699,242421,24,0.282,0.217,0.020,900295,0.176,2.461,0.084,8.93,165687,65,17.768,0.810,0.922,36108137,1.01,47.03,0.000,0.144,0.000,14.0,24.0,30.0,110.0,34120,0.130,0.00,0.0020,0.007,11,0.979,0.000,0.837,0.524,6.16,15.66,15.21,0.00,0.002,1.01,1.01,1.01,0.979,0.00053,1.53,208.2294,5401.43,24816.6,137121.5,138.057,70.8968,182.330,170.106,0.464,0.079,1.2,1.532,205.983,2302,9233.7,43.16,6.808,67.474,446.1,60.868,0.135,2.00,30.5927,88259.9,2.8099,1.2813,11.83,2.000,0.000,1.3183,0.0000,0.110,0.107,0.021,0.0000,16.00,0.00,7,12,15,58
160000,2477,2.662,0.882,29.87,77445,74888,516,142,2307,42136,398337.8,888379.6,0.022,0.772,0.004,0.202,38,29.88,13.00,0.08,0.66,0.73,1.35,0.12,1.59,14.00,6.47,0.00,0.00,0.031,0.063,1143,0.082,0.007,0.977,0.000,0.017,117451,111660,16,0.124,0.570,0.021,361166,0.174,2.128,0.081,7.36,78279,59,21.084,0.859,0.756,20548077,1.01,43.50,0.000,0.179,0.000,16.0,26.0,46.0,135.0,36952,0.141,0.00,0.0011,0.023,17,0.967,0.000,0.757,0.343,6.59,15.60,14.95,0.00,0.001,1.01,1.02,1.01,0.968,0.00056,0.74,127.8695,4680.85,64059.1,137121.5,60.077,53.3981,113.889,140.320,0.601,0.214,1.1,1.398,105.658,1823,8198.1,31.46,6.192,43.513,952.2,33.191,0.134,2.01,20.4003,50531.6,1.6252,0.9297,14.92,2.000,0.000,0.6817,0.0000,0.125,0.105,0.015,0.0000,16.00,0.00,8,13,23,93
170000,2769,2.428,1.096,30.26,113781,107434,1290,347,4418,77334,626125.3,1410109.5,0.023,0.743,0.004,0.231,24,24.16,8.63,0.04,0.43,0.52,1.10,0.05,0.73,11.46,4.27,0.00,0.00,0.025,0.058,748,0.285,0.002,0.975,0.000,0.023,244286,234849,27,0.139,0.234,0.010,497496,0.179,2.858,0.093,7.76,158335,22,18.234,0.879,0.921,35317509,1.01,46.75,0.000,0.127,0.000,14.0,24.0,32.0,136.0,33417,0.127,0.00,0.0020,0.011,22,0.980,0.000,0.818,0.535,6.29,15.71,15.24,0.00,0.001,1.01,1.01,1.01,0.981,0.00049,1.43,202.8863,6223.34,24877.5,137121.5,141.233,68.0574,176.179,160.279,0.459,0.079,0.6,1.354,205.059,2544,10285.4,69.38,5.879,65.571,445.7,59.423,0.134,2.00,31.1392,86224.4,2.8071,1.1299,12.07,2.000,0.000,1.3183,0.0000,0.106,0.088,0.008,0.0000,16.00,0.00,7,12,16,63
180000,2386,2.600,0.841,29.25,76965,74482,522,100,2244,35020,406359.4,908684.8,0.027,0.757,0.005,0.211,40,30.11,14.10,0.08,0.80,0.52,1.11,0.08,0.80,14.34,7.11,0.00,0.00,0.022,0.052,1033,0.176,0.007,0.976,0.000,0.017,119149,113295,28,0.152,0.392,0.021,326296,0.171,1.997,0.080,7.31,78351,43,25.948,0.800,0.737,20610144,1.01,43.78,0.000,0.150,0.000,16.0,26.0,48.0,130.0,35828,0.137,0.00,0.0012,0.021,10,0.968,0.000,0.732,0.356,6.72,15.73,15.28,0.00,0.001,1.02,1.01,1.01,0.968,0.00065,0.76,130.5392,4347.66,61390.4,137121.5,60.447,52.5850,116.378,145.218,0.596,0.206,1.3,1.549,105.652,1743,7987.1,22.69,6.205,43.168,812.3,33.963,0.135,2.00,22.7644,54315.9,1.7996,0.9880,15.02,2.000,0.001,0.6817,0.0000,0.135,0.117,0.019,0.0000,16.00,0.00,8,13,24,65
190000,2944,2.414,1.028,30.30,116820,110534,1289,457,3982,91163,625473.1,1464725.2,0.025,0.745,0.004,0.226,25,23.88,7.82,0.04,0.41,0.67,1.16,0.02,0.47,11.19,4.08,0.00,0.00,0.032,0.061,736,0.327,0.004,0.983,0.000,0.014,250156,240749,31,0.403,0.115,0.005,356783,0.177,2.681,0.092,7.74,158985,54,16.067,0.829,0.919,36178937,1.01,47.12,0.000,0.141,0.000,16.0,24.0,30.0,96.0,35079,0.134,0.00,0.0019,0.010,18,0.979,0.000,0.726,0.534,6.31,15.85,15.42,0.01,0.004,1.01,1.01,1.01,0.979,0.00051,1.53,207.0884,6774.15,25688.5,137121.5,141.242,68.1470,181.685,160.993,0.507,0.081,0.8,1.501,205.275,2193,8898.1,62.91,5.813,65.479,474.3,59.418,0.134,2.00,29.2356,86069.6,2.7085,1.2754,11.92,2.000,0.000,1.3183,0.0000,0.108,0.096,0.006,0.0000,16.00,0.00,8,12,15,48
200000,2468,2.601,0.912,30.01,77210,75130,493,143,1920,43530,392921.0,920630.0,0.019,0.718,0.004,0.259,39,29.35,13.58,0.10,0.97,0.64,1.27,0.06,0.94,13.80,6.65,0.00,0.00,0.027,0.061,1016,0.157,0.005,0.977,0.000,0.017,119232,113904,31,0.122,0.344,0.012,170617,0.188,2.136,0.086,6.82,77272,52,21.149,0.783,0.766,19643347,1.02,44.09,0.000,0.182,0.000,18.0,24.0,46.0,178.0,36037,0.137,0.00,0.0012,0.022,13,0.967,0.000,0.632,0.355,6.63,15.75,15.40,0.01,0.004,1.02,1.02,1.02,0.967,0.00055,0.78,129.6944,4177.98,60831.7,137121.5,61.489,51.5701,116.295,139.414,0.575,0.204,1.5,1.364,105.332,2015,9308.4,30.38,5.581,42.600,845.1,33.417,0.134,1.99,21.6680,53476.5,1.7511,1.0068,14.60,2.000,0.000,0.6817,0.0000,0.114,0.116,0.020,0.0000,16.00,0.00,9,12,23,89
210000,2806,2.437,1.083,31.07,113305,107280,1359,434,3894,84385,625445.3,1441241.1,0.017,0.749,0.004,0.231,25,23.84,7.29,0.05,0.52,0.56,1.25,0.01,0.27,11.25,3.65,0.00,0.00,0.026,0.055,575,0.381,0.001,0.986,0.001,0.012,245139,236438,25,0.135,0.107,0.004,212496,0.163,2.719,0.095,8.42,155085,65,17.079,0.763,0.941,36205938,1.02,47.29,0.000,0.097,0.000,16.0,24.0,30.0,154.0,33323,0.127,0.00,0.0020,0.010,15,0.979,0.000,0.715,0.539,6.37,15.90,15.54,0.00,0.001,1.02,1.02,1.01,0.979,0.00055,1.59,205.4358,6357.18,23674.9,137121.5,140.869,68.2862,180.035,163.001,0.440,0.074,1.4,1.533,205.013,2401,9910.3,60.07,6.356,65.116,453.9,58.771,0.134,2.00,31.1922,87525.3,2.8352,1.2233,11.88,2.000,0.000,1.3183,0.0000,0.099,0.083,0.004,0.0000,16.00,0.00,8,12,15,77
220000,2615,2.470,0.796,30.51,77185,74585,578,149,2064,43003,386862.2,925365.8,0.020,0.751,0.005,0.223,37,27.82,13.97,0.11,0.89,0.72,1.30,0.03,0.45,12.96,6.80,0.00,0.00,0.031,0.058,998,0.188,0.005,0.984,0.000,0.011,120999,115447,28,0.128,0.325,0.009,133368,0.183,1.993,0.073,6.32,78844,47,21.519,0.879,0.787,20768516,1.02,44.98,0.000,0.211,0.000,16.0,24.0,42.0,207.9,36123,0.138,0.00,0.0011,0.020,13,0.967,0.000,0.623,0.365,6.60,15.81,15.39,0.00,0.002,1.02,1.02,1.02,0.968,0.00055,0.76,129.4121,3790.11,59073.4,137121.5,61.962,51.0610,115.887,138.030,0.593,0.198,1.5,1.444,105.556,1743,7832.8,54.40,5.382,42.641,822.9,33.068,0.136,1.99,21.8312,57088.7,1.8694,0.9779,13.81,2.000,0.000,0.6817,0.0000,0.143,0.129,0.028,0.0000,16.00,0.00,8,12,21,82
230000,2966,2.383,0.871,31.31,118630,112235,1368,392,4284,78265,620640.8,1469185.0,0.012,0.773,0.004,0.211,25,23.84,9.25,0.04,0.50,0.38,0.91,0.02,0.33,11.45,4.61,0.00,0.00,0.019,0.053,624,0.433,0.001,0.983,0.001,0.016,245860,236689,34,0.107,0.111,0.003,123290,0.174,2.483,0.073,8.19,157687,46,18.772,0.827,0.932,38746976,1.01,47.27,0.000,0.101,0.000,16.0,24.0,30.0,150.7,35260,0.135,0.00,0.0018,0.010,22,0.977,0.000,0.670,0.519,6.36,15.79,15.45,0.00,0.002,1.01,1.01,1.01,0.977,0.00057,1.68,209.3063,5873.70,23001.1,137121.5,142.003,67.0117,184.680,157.280,0.516,0.071,2.6,1.686,205.484,1905,7268.9,63.94,6.080,64.119,395.3,58.380,0.135,2.00,30.8042,91365.2,2.8336,1.1679,11.89,2.000,0.002,1.3183,0.0000,0.172,0.158,0.056,0.0000,16.00,0.00,8,12,15,64
240000,2542,2.568,0.823,30.77,81079,78380,566,117,2440,37656,402432.5,979878.8,0.016,0.741,0.005,0.237,40,28.40,13.51,0.10,0.68,0.66,1.47,0.05,0.77,13.32,6.75,0.00,0.00,0.030,0.068,1004,0.175,0.005,0.980,0.002,0.013,125853,119408,32,0.130,0.451,0.012,116327,0.178,1.970,0.073,6.75,82140,57,26.022,0.735,0.787,21670205,1.02,44.49,0.000,0.180,0.000,16.0,24.0,44.0,284.7,35921,0.137,0.00,0.0012,0.018,13,0.968,0.000,0.647,0.358,6.62,15.78,15.44,0.00,0.002,1.02,1.02,1.02,0.968,0.00059,0.80,137.1821,4346.39,59118.6,137121.5,61.691,51.2952,122.365,141.477,0.646,0.200,1.8,1.511,105.727,1854,7717.0,44.42,5.431,42.440,803.0,34.561,0.136,1.99,22.2447,56546.0,1.8603,1.0232,14.13,2.000,0.000,0.6817,0.0000,0.198,0.172,0.069,0.0000,16.00,0.00,8,12,21,154
250000,2942,2.305,0.995,30.90,116676,109640,1367,386,4883,78729,613633.2,1447601.9,0.013,0.735,0.005,0.248,26,23.25,8.15,0.04,0.64,0.43,1.07,0.03,0.48,11.12,4.05,0.00,0.00,0.021,0.058,617,0.393,0.002,0.981,0.000,0.017,244884,236623,25,0.221,0.139,0.006,228912,0.171,2.674,0.087,7.65,154523,57,18.387,0.808,0.931,36208251,1.01,47.35,0.000,0.097,0.000,16.0,24.0,28.0,126.0,34138,0.130,0.00,0.0019,0.008,28,0.978,0.000,0.718,0.525,6.29,15.81,15.42,0.00,0.002,1.01,1.01,1.01,0.979,0.00050,1.57,206.1570,5835.00,22997.6,137121.5,142.809,66.5401,180.736,158.364,0.469,0.073,1.3,1.457,204.607,2165,9112.6,67.86,5.598,63.957,403.2,58.229,0.134,2.00,30.4821,89678.2,2.8467,1.1597,11.60,2.000,0.000,1.3183,0.0000,0.203,0.179,0.089,0.0000,16.00,0.00,8,12,14,63
