step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
10000,4456,1.906,0.757,23.18,561751,466890,0,50382,40655,2451798,1068799.6,2816787.5,0.087,0.612,0.075,0.225,20,18.18,9.91,0.22,0.84,1.16,2.24,0.07,0.62,10.04,7.62,0.01,0.20,0.065,0.111,1925,0.089,0.008,0.962,0.004,0.026,808882,664496,6,0.221,0.484,0.031,1487069,0.130,1.941,0.056,18.32,350074,100,1.149,0.454,0.838,37311300,1.06,44.26,0.000,0.348,0.001,8.0,16.0,30.0,100.0,51207,0.195,0.00,0.0024,0.042,273,0.805,0.001,0.933,0.310,4.02,12.75,3.85,0.01,0.001,1.07,1.11,1.05,0.849,0.00283,3.19,323.1321,8294.65,65564.3,137121.5,64.232,142.5136,335.284,532.291,0.902,0.214,7.2,12.609,208.497,786,2325.5,42.42,31.570,130.241,1227.7,91.219,0.136,2.00,11.0043,49035.1,1.4056,0.5321,11.49,1.675,0.461,1.3183,0.0000,0.619,0.184,0.713,0.0000,16.00,0.00,5,10,18,89
20000,2699,2.442,0.709,26.15,158728,149916,28,2579,7962,505956,586913.2,1093669.9,0.046,0.747,0.063,0.145,41,27.14,14.47,0.06,0.65,1.43,2.73,0.20,1.30,13.84,9.04,0.00,0.00,0.060,0.104,1388,0.031,0.011,0.967,0.003,0.019,193339,134556,10,0.258,0.226,0.064,1057653,0.114,1.696,0.052,20.09,103864,91,2.162,0.574,0.652,16709322,1.02,40.69,0.000,0.286,0.000,11.8,25.0,44.0,164.0,41913,0.160,0.00,0.0016,0.053,194,0.809,0.000,0.878,0.213,5.00,13.07,6.62,0.00,0.000,1.05,1.02,1.02,0.828,0.00288,1.49,138.3598,6097.50,84253.0,137121.5,36.168,68.1229,144.257,187.269,0.888,0.274,6.4,7.779,106.086,1095,3197.1,20.85,16.139,53.942,1661.6,40.363,0.134,2.00,12.2993,33195.8,1.0938,0.5282,15.53,1.811,0.371,0.6817,0.0000,0.711,0.215,0.881,0.0000,16.00,0.00,7,13,26,83
30000,3116,2.406,0.699,29.25,187403,173025,637,1260,12064,204892,827139.9,1688335.2,0.070,0.707,0.090,0.132,22,24.29,11.05,0.04,0.52,0.22,0.87,0.11,0.76,12.37,5.98,0.00,0.00,0.011,0.045,1189,0.041,0.005,0.970,0.001,0.023,342773,274471,35,0.137,0.259,0.044,1631272,0.155,2.285,0.050,16.05,206798,133,8.240,0.617,0.860,34665396,1.01,43.46,0.000,0.082,0.000,12.0,24.0,36.0,134.0,39727,0.152,0.00,0.0021,0.020,86,0.938,0.000,0.936,0.463,5.29,14.53,10.24,0.00,0.002,1.03,1.01,1.01,0.942,0.00130,3.03,246.1431,7635.02,39383.0,137121.5,111.869,92.5524,216.748,194.770,0.572,0.125,2.2,4.049,199.706,812,2347.8,61.34,11.431,85.036,749.8,73.671,0.135,2.00,24.7982,77271.1,2.2519,0.8341,12.75,1.938,0.230,1.3183,0.0000,0.543,0.316,0.596,0.0000,16.00,0.00,7,12,19,67
40000,2756,2.541,0.698,26.79,115807,109244,242,582,6099,163873,542790.3,1017444.8,0.049,0.721,0.096,0.134,43,28.22,12.99,0.21,1.16,1.35,2.08,0.20,1.32,13.55,7.05,0.00,0.00,0.050,0.081,1386,0.045,0.010,0.973,0.000,0.017,157645,125719,21,0.291,0.187,0.048,1092436,0.152,1.776,0.049,15.82,92866,109,6.209,0.598,0.688,18434263,1.05,39.60,0.000,0.247,0.000,14.0,28.0,42.0,140.0,42181,0.161,0.00,0.0015,0.039,187,0.900,0.000,0.895,0.291,5.38,14.03,8.11,0.01,0.009,1.07,1.04,1.05,0.906,0.00150,1.40,144.5758,6623.46,78191.6,137121.5,44.241,65.7920,135.106,180.462,0.790,0.255,5.5,4.131,102.949,868,2589.6,37.36,12.101,50.226,1503.3,39.742,0.135,2.00,14.1246,38927.3,1.2091,0.7933,15.31,1.857,0.334,0.6817,0.0000,0.601,0.285,0.728,0.0000,16.00,0.00,8,14,22,98
50000,2908,2.496,0.618,30.04,154095,142304,886,546,10207,96848,782681.8,1559965.5,0.051,0.752,0.057,0.140,24,25.44,10.53,0.02,0.45,0.14,0.69,0.12,0.87,12.78,5.64,0.00,0.00,0.007,0.036,893,0.087,0.002,0.973,0.000,0.025,297241,264308,24,0.175,0.096,0.037,1545112,0.154,1.975,0.044,14.55,186352,109,16.107,0.668,0.882,36863871,1.01,44.66,0.000,0.043,0.000,14.0,26.0,36.0,158.0,37966,0.145,0.00,0.0021,0.011,51,0.954,0.000,0.922,0.490,6.10,15.24,13.85,0.00,0.000,1.01,1.01,1.01,0.956,0.00096,2.87,233.4773,6230.19,30959.5,137121.5,118.916,86.6812,202.691,190.131,0.496,0.098,1.4,2.805,197.339,859,2493.5,35.56,10.380,79.660,626.6,70.102,0.135,2.00,30.0208,87300.5,2.4873,1.1080,13.06,1.970,0.163,1.3183,0.0000,0.408,0.287,0.389,0.0000,16.00,0.00,7,13,18,84
60000,2427,2.763,0.622,27.83,80868,77201,348,53,3747,18263,474567.8,878506.7,0.059,0.765,0.016,0.160,44,32.46,14.84,0.07,0.76,0.41,1.27,0.13,0.93,15.82,7.91,0.00,0.09,0.018,0.060,1200,0.037,0.006,0.973,0.001,0.020,120050,111035,26,0.105,0.494,0.035,651594,0.167,1.804,0.048,10.45,78849,19,48.103,0.925,0.698,19700085,1.01,41.87,0.000,0.116,0.001,16.0,30.0,50.0,136.0,39866,0.152,0.00,0.0012,0.019,28,0.964,0.000,0.866,0.336,6.90,15.62,14.87,0.00,0.002,1.01,1.01,1.01,0.964,0.00064,0.93,136.7744,5224.64,66360.6,137121.5,53.152,59.6050,119.630,163.567,0.616,0.225,0.8,1.544,103.993,1016,3202.6,43.22,8.196,47.155,964.5,37.899,0.134,2.01,21.5458,52291.6,1.5208,0.8682,16.43,1.987,0.109,0.6817,0.0000,0.333,0.224,0.254,0.0000,16.00,0.00,8,15,25,105
70000,3249,2.231,1.007,30.32,183989,167102,764,6726,8575,223250,703882.4,1629774.6,0.061,0.712,0.038,0.189,21,21.59,10.26,0.02,0.29,0.81,1.43,0.07,0.82,9.91,5.55,0.00,0.00,0.060,0.120,1124,0.116,0.003,0.958,0.001,0.038,331028,304940,32,0.385,0.140,0.016,766313,0.191,2.610,0.088,10.70,211040,126,7.300,0.626,0.903,39144708,1.01,47.33,0.000,0.207,0.000,8.0,24.0,32.0,124.0,35125,0.134,0.00,0.0022,0.010,9,0.965,0.000,0.909,0.446,5.51,15.17,13.09,0.00,0.001,1.00,1.01,1.01,0.969,0.00061,1.73,225.4002,7112.86,29713.5,137121.5,127.112,81.4929,206.060,193.740,0.497,0.094,1.3,1.996,204.149,2038,8059.2,47.82,7.878,76.455,586.4,66.916,0.135,2.00,25.3164,82252.9,2.5344,1.2281,10.81,2.000,0.000,1.3183,0.0000,0.247,0.243,0.180,0.0000,16.00,0.00,4,12,16,62
80000,2233,2.821,0.939,28.49,76070,73873,399,230,2584,47534,411696.2,826696.4,0.055,0.780,0.015,0.150,40,32.73,14.45,0.03,0.43,0.48,1.48,0.15,1.03,15.75,7.40,0.00,0.04,0.018,0.058,1100,0.062,0.006,0.975,0.000,0.018,112907,105309,24,0.057,0.702,0.042,535197,0.176,2.188,0.089,8.73,74628,64,17.392,0.826,0.654,19332163,1.01,41.94,0.000,0.134,0.000,18.0,30.0,50.0,125.9,36643,0.140,0.00,0.0012,0.025,4,0.965,0.000,0.869,0.331,6.91,15.52,14.98,0.00,0.003,1.00,1.00,1.01,0.966,0.00068,0.72,122.0480,4831.09,67385.1,137121.5,58.097,55.1156,109.275,160.007,0.595,0.229,1.4,1.523,105.722,2019,8986.6,45.36,7.303,44.136,919.5,33.209,0.135,2.00,20.8666,46595.2,1.4820,0.9788,16.41,2.000,0.003,0.6817,0.0000,0.213,0.230,0.129,0.0000,16.00,0.00,9,15,25,63
90000,2891,2.421,0.960,30.34,163466,146886,897,4790,10235,150153,672125.6,1539728.2,0.048,0.769,0.009,0.174,21,23.73,9.26,0.01,0.16,0.37,1.13,0.09,0.80,11.44,4.69,0.00,0.00,0.019,0.059,801,0.212,0.000,0.976,0.000,0.023,305653,288651,33,0.227,0.309,0.024,1070914,0.150,2.406,0.087,9.76,198099,111,10.254,0.702,0.915,40635745,1.00,46.66,0.000,0.104,0.000,14.0,24.0,32.0,138.0,34416,0.131,0.00,0.0020,0.013,21,0.974,0.000,0.906,0.466,6.15,15.59,15.10,0.00,0.000,1.00,1.00,1.00,0.976,0.00060,1.60,216.3666,5734.80,25108.2,137121.5,133.563,74.8745,193.617,181.504,0.497,0.078,1.3,1.722,205.793,2112,8858.5,35.13,7.750,71.063,483.1,63.110,0.134,2.00,30.4061,87904.0,2.7925,1.3286,11.90,2.000,0.003,1.3183,0.0000,0.064,0.087,0.005,0.0000,16.00,0.00,7,12,16,69
100000,2168,2.872,0.833,28.93,73358,70666,456,89,2870,25245,414376.2,843910.2,0.043,0.804,0.005,0.147,40,34.37,15.17,0.04,0.52,0.43,1.33,0.11,0.90,16.62,7.73,0.00,0.00,0.016,0.055,1061,0.054,0.005,0.979,0.000,0.016,112058,105086,26,0.091,0.487,0.027,485819,0.157,2.021,0.077,8.36,74558,43,33.429,0.876,0.704,20373768,1.01,41.27,0.000,0.119,0.000,20.0,32.0,52.0,176.0,37308,0.142,0.00,0.0011,0.022,4,0.969,0.000,0.861,0.349,7.07,15.65,15.30,0.00,0.000,1.01,1.01,1.01,0.970,0.00070,0.71,126.5141,4856.67,66107.1,137121.5,58.854,54.7004,111.187,158.345,0.590,0.224,1.2,1.524,106.007,1669,7278.4,24.02,7.167,43.766,887.6,33.649,0.134,2.00,22.9006,49648.6,1.5466,0.9242,17.21,1.999,0.012,0.6817,0.0000,0.115,0.127,0.030,0.0000,16.00,0.00,10,16,26,88
