step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
260000,2591,2.520,0.567,25.58,134113,121636,342,1102,11276,79199,541626.0,1038350.7,0.025,0.665,0.084,0.226,38,26.47,17.30,0.06,0.62,0.43,1.65,0.45,1.57,14.27,7.83,0.00,0.00,0.020,0.076,1028,0.122,0.020,0.944,0.000,0.036,183913,161833,15,0.364,0.081,0.237,5682239,0.139,1.840,0.042,12.33,105845,127,13.111,0.550,0.697,16234787,1.02,30.75,0.000,0.089,0.000,9.5,24.0,46.0,152.0,39392,0.150,0.00,0.0015,0.034,201,0.823,0.000,0.845,0.313,5.36,10.87,8.96,0.00,0.000,1.03,1.03,1.01,0.826,0.00142,1.67,153.3066,6615.43,72251.0,140196.6,46.185,63.7851,134.704,188.481,0.711,0.240,4.0,3.688,98.390,379,1023.6,43.49,8.254,51.495,1137.4,43.301,0.135,2.00,19.5900,50757.8,1.4203,0.8210,15.20,1.681,0.423,0.6817,0.0000,0.214,0.229,0.303,0.0000,12.78,3.16,7,13,24,76
270000,2570,2.611,0.545,33.74,147640,124647,1053,173,21788,20451,759806.5,1393406.4,0.024,0.632,0.054,0.290,23,25.80,11.89,0.01,0.35,0.15,0.82,0.30,1.25,13.05,5.93,0.00,0.00,0.010,0.058,906,0.070,0.008,0.947,0.000,0.044,294693,275095,19,0.298,0.095,0.130,4687306,0.149,2.197,0.037,10.35,188428,61,68.134,0.659,0.835,24329709,1.01,39.80,0.000,0.024,0.000,10.0,26.0,38.0,130.0,34736,0.133,0.00,0.0023,0.015,93,0.902,0.000,0.914,0.514,6.01,13.88,12.59,0.00,0.000,1.01,1.01,1.01,0.902,0.00094,2.81,218.8260,6753.14,39857.2,140196.6,123.182,84.3385,173.342,159.594,0.436,0.130,1.8,2.421,188.330,354,880.1,51.82,6.735,79.653,685.2,70.180,0.135,2.00,32.4394,83369.3,2.4818,0.6585,13.52,1.910,0.265,1.3183,0.0000,0.084,0.150,0.079,0.0000,14.84,2.22,7,13,19,65
280000,2791,2.433,0.573,23.05,120219,108637,346,129,10886,12113,531163.1,967719.1,0.020,0.631,0.088,0.261,44,24.74,17.21,0.05,0.76,0.11,0.77,0.60,1.86,13.96,7.75,0.00,0.08,0.006,0.045,847,0.201,0.019,0.945,0.000,0.035,167850,152353,13,0.452,0.089,0.340,6066064,0.142,2.168,0.041,11.20,91727,85,79.891,0.721,0.716,14415851,1.02,30.60,0.000,0.017,0.000,9.4,20.0,48.0,136.0,41069,0.157,0.00,0.0014,0.027,262,0.825,0.000,0.855,0.325,5.13,10.35,8.78,0.00,0.000,1.02,1.02,1.02,0.825,0.00111,1.47,149.9524,6998.96,68038.3,140196.6,48.128,61.7929,128.444,173.995,0.757,0.230,4.2,3.111,98.261,315,908.2,49.04,7.522,50.889,1018.5,43.213,0.134,2.00,19.5629,54600.1,1.4136,0.8428,14.71,1.606,0.435,0.6817,0.0000,0.250,0.237,0.379,0.0000,12.55,3.39,7,13,24,68
290000,2636,2.560,0.590,33.18,166657,141083,1024,797,23908,60498,766803.9,1521083.5,0.036,0.608,0.061,0.295,22,25.80,12.04,0.03,0.50,0.14,1.26,0.26,0.97,13.12,5.89,0.00,0.00,0.008,0.054,908,0.055,0.008,0.956,0.000,0.035,325085,302177,16,0.245,0.046,0.131,5008347,0.150,2.553,0.038,10.33,204752,114,25.143,0.688,0.841,25720204,1.01,40.01,0.000,0.031,0.000,10.7,26.0,38.0,98.0,35711,0.136,0.00,0.0022,0.017,118,0.899,0.000,0.910,0.502,6.00,13.82,12.80,0.00,0.000,1.01,1.01,1.01,0.901,0.00100,2.85,227.7063,7646.49,36037.2,140196.6,121.769,85.5427,185.862,166.075,0.485,0.118,2.1,2.627,189.664,333,828.3,63.76,6.554,81.036,566.9,71.501,0.134,2.00,32.7726,86388.6,2.5502,1.4959,13.55,1.903,0.275,1.3183,0.0000,0.087,0.153,0.093,0.0000,14.81,2.31,7,13,19,53
300000,2611,2.556,0.534,26.15,115048,103694,368,43,10968,7811,528272.8,953932.2,0.022,0.624,0.082,0.272,43,26.55,17.38,0.08,1.06,0.17,1.13,0.50,1.29,14.35,7.93,0.00,0.00,0.007,0.048,913,0.187,0.017,0.947,0.000,0.035,162736,146939,19,0.347,0.067,0.300,5515933,0.151,1.811,0.041,11.43,92007,64,122.127,0.628,0.708,14353093,1.03,33.12,0.000,0.023,0.000,9.5,26.0,48.0,132.0,39404,0.150,0.00,0.0014,0.021,173,0.841,0.000,0.858,0.333,5.51,11.48,9.95,0.00,0.000,1.03,1.03,1.03,0.841,0.00114,1.55,149.2555,6206.76,67893.1,140196.6,48.388,61.9694,127.192,169.213,0.688,0.230,3.1,2.964,96.904,395,1089.4,40.47,7.690,50.317,932.8,42.613,0.135,2.00,21.2530,55491.7,1.5126,0.4955,15.09,1.696,0.418,0.6817,0.0000,0.201,0.227,0.290,0.0000,13.29,3.26,8,14,25,66
310000,2585,2.635,0.580,33.10,142556,118619,1141,61,22761,10377,748751.7,1400989.0,0.031,0.577,0.055,0.336,24,26.01,11.97,0.02,0.50,0.09,0.82,0.23,1.00,13.30,5.86,0.00,0.00,0.005,0.044,821,0.051,0.004,0.961,0.000,0.034,291489,273756,25,0.185,0.158,0.110,4359667,0.151,2.518,0.037,9.87,184571,68,135.009,0.639,0.870,22062181,1.01,40.60,0.000,0.021,0.000,10.7,26.0,38.0,184.0,35264,0.135,0.00,0.0022,0.014,82,0.902,0.000,0.906,0.525,6.08,13.88,12.77,0.00,0.000,1.01,1.01,1.00,0.902,0.00086,2.76,219.1725,7578.18,35983.4,140196.6,125.314,82.5134,172.382,156.721,0.458,0.117,1.8,2.215,186.939,327,774.1,62.98,6.399,78.053,578.7,69.468,0.135,2.00,33.4818,86550.5,2.5409,0.6893,13.64,1.908,0.269,1.3183,0.0000,0.087,0.153,0.098,0.0000,14.96,2.14,7,14,19,92
320000,2627,2.503,0.496,24.99,118692,106842,401,44,11363,8013,530290.6,990123.4,0.028,0.585,0.092,0.295,46,25.63,16.62,0.02,0.26,0.16,1.15,0.50,1.37,13.99,7.44,0.00,0.00,0.008,0.060,780,0.208,0.021,0.945,0.000,0.035,167172,152350,19,0.371,0.056,0.311,5822811,0.141,1.678,0.036,11.13,90903,56,123.565,0.682,0.712,13308250,1.00,32.82,0.000,0.016,0.000,9.5,26.0,46.0,146.0,38508,0.147,0.00,0.0014,0.031,226,0.813,0.000,0.845,0.334,5.46,11.27,9.69,0.00,0.000,1.01,1.01,1.00,0.813,0.00119,1.58,152.9001,5683.52,68201.4,140196.6,48.604,61.5958,130.283,174.440,0.682,0.231,3.9,3.133,98.154,334,870.3,37.85,7.350,50.378,1053.9,43.208,0.135,1.99,21.2944,55940.5,1.5119,0.5865,14.66,1.678,0.420,0.6817,0.0000,0.224,0.226,0.321,0.0000,13.14,3.36,8,13,24,73
330000,2557,2.624,0.543,33.14,165509,136251,1013,944,27371,56630,751646.4,1520486.9,0.047,0.550,0.072,0.331,22,25.93,11.03,0.02,0.44,0.11,0.79,0.23,0.88,13.15,5.47,0.00,0.08,0.009,0.060,828,0.053,0.005,0.960,0.001,0.034,325864,305531,24,0.132,0.052,0.109,4354646,0.149,2.134,0.037,10.04,202790,139,26.849,0.660,0.864,22533370,1.01,41.07,0.000,0.043,0.000,11.5,28.0,36.0,104.0,34557,0.132,0.00,0.0022,0.011,62,0.895,0.000,0.908,0.506,6.10,14.13,12.85,0.00,0.000,1.01,1.01,1.00,0.897,0.00096,2.82,226.5075,6738.17,37835.2,140196.6,123.956,83.7292,183.529,166.815,0.441,0.124,1.5,2.453,189.022,350,895.8,41.41,6.342,79.176,613.4,70.341,0.135,2.00,33.4081,85424.4,2.6111,1.5413,13.51,1.921,0.252,1.3183,0.0000,0.085,0.140,0.083,0.0000,15.16,2.00,7,14,18,53
340000,2525,2.580,0.563,25.79,109174,96754,344,105,12003,10822,525202.0,935881.6,0.028,0.603,0.078,0.291,45,27.02,17.45,0.04,0.60,0.21,1.50,0.47,1.33,14.56,8.03,0.00,0.00,0.009,0.054,835,0.141,0.017,0.951,0.000,0.032,158587,144528,17,0.339,0.051,0.277,4814614,0.146,1.775,0.042,11.19,90322,124,86.480,0.429,0.703,13280003,1.01,33.03,0.000,0.036,0.000,9.0,26.0,48.0,154.0,38571,0.147,0.00,0.0014,0.029,165,0.843,0.000,0.865,0.346,5.63,11.59,10.15,0.00,0.000,1.02,1.02,1.01,0.844,0.00107,1.41,147.1912,6459.45,68990.5,140196.6,48.401,62.2889,124.365,179.862,0.675,0.232,2.9,2.708,97.539,396,1122.8,53.32,7.734,50.694,1102.7,42.421,0.135,1.99,21.4281,54105.9,1.4904,0.5779,15.28,1.704,0.414,0.6817,0.0000,0.202,0.224,0.279,0.0000,13.37,3.31,7,14,24,77
350000,2715,2.590,0.531,32.43,170692,140970,894,1450,27188,77187,769049.5,1556221.8,0.033,0.595,0.058,0.313,22,25.68,12.15,0.04,1.07,0.19,0.95,0.23,0.93,12.99,5.83,0.00,0.00,0.010,0.054,948,0.038,0.007,0.964,0.000,0.029,333026,308983,19,0.180,0.205,0.127,4156490,0.146,2.033,0.036,10.35,208763,157,20.162,0.654,0.863,25320899,1.01,40.29,0.000,0.059,0.000,10.0,26.0,38.0,122.0,36509,0.139,0.00,0.0022,0.011,124,0.908,0.000,0.911,0.500,5.99,13.87,12.77,0.00,0.000,1.01,1.01,1.01,0.910,0.00088,2.60,229.8739,6725.64,36830.6,140196.6,120.577,87.2077,188.311,176.719,0.537,0.119,2.0,2.389,191.993,294,745.6,45.21,6.844,82.460,701.5,72.321,0.135,2.00,31.7608,86230.5,2.5222,1.6077,13.45,1.897,0.282,1.3183,0.0000,0.096,0.157,0.105,0.0000,14.94,2.25,7,13,19,61
360000,2631,2.581,0.522,26.60,109278,97138,355,64,11805,11609,527934.6,945978.8,0.026,0.624,0.080,0.269,45,27.03,16.11,0.07,1.08,0.20,1.26,0.39,1.68,14.50,7.43,0.00,0.00,0.009,0.052,865,0.055,0.016,0.957,0.000,0.026,157479,142758,22,0.294,0.075,0.167,3657564,0.140,1.930,0.036,11.14,90604,70,81.487,0.719,0.721,14505564,1.02,34.23,0.000,0.031,0.000,9.5,26.0,46.0,188.0,39882,0.152,0.00,0.0014,0.022,151,0.857,0.000,0.845,0.341,5.77,12.00,11.06,0.00,0.000,1.02,1.03,1.02,0.857,0.00100,1.36,148.0472,6016.46,66673.9,140196.6,48.227,62.4504,126.002,162.074,0.668,0.224,3.1,2.631,98.713,370,962.5,61.86,7.815,50.953,1060.0,42.800,0.136,1.99,21.5720,56756.0,1.5831,0.7346,15.16,1.744,0.397,0.6817,0.0000,0.184,0.218,0.223,0.0000,13.63,3.28,7,14,24,94
370000,2723,2.552,0.610,31.73,149147,122120,1128,347,25460,27366,749451.0,1430875.6,0.033,0.603,0.066,0.298,26,25.19,11.82,0.03,0.81,0.31,1.73,0.23,1.02,12.55,5.68,0.00,0.00,0.016,0.066,849,0.127,0.008,0.954,0.000,0.038,292572,276429,24,0.350,0.042,0.116,3563677,0.145,2.574,0.039,9.93,178099,127,52.287,0.695,0.858,24841957,1.01,41.22,0.000,0.050,0.000,10.7,24.0,38.0,119.0,35727,0.136,0.00,0.0022,0.017,57,0.916,0.000,0.880,0.504,6.01,13.98,13.14,0.00,0.000,1.01,1.01,1.01,0.916,0.00079,2.53,221.7910,7839.32,35129.7,140196.6,124.512,83.6454,178.432,165.327,0.485,0.114,1.7,2.146,189.400,357,868.9,62.13,6.573,79.017,641.9,69.965,0.135,2.00,31.8597,86754.0,2.6013,1.2408,13.12,1.912,0.262,1.3183,0.0000,0.097,0.149,0.086,0.0000,15.00,2.15,7,12,19,62
380000,2429,2.632,0.470,27.56,116780,103998,392,130,12554,17185,528000.0,980728.6,0.026,0.602,0.094,0.278,48,28.56,17.47,0.07,0.91,0.21,1.35,0.39,1.48,14.95,7.98,0.00,0.00,0.008,0.053,771,0.142,0.017,0.955,0.000,0.028,162412,148965,15,0.267,0.041,0.220,4832807,0.137,1.674,0.033,11.18,88941,63,57.069,0.777,0.700,14282031,1.03,35.06,0.000,0.029,0.000,10.7,28.0,50.0,158.0,37946,0.145,0.00,0.0015,0.027,160,0.831,0.000,0.812,0.326,6.06,12.48,11.36,0.00,0.000,1.03,1.03,1.02,0.832,0.00124,1.59,150.6679,5135.66,67195.6,140196.6,48.570,61.7254,129.601,167.979,0.657,0.227,2.7,3.007,97.090,400,1117.5,37.84,7.376,50.349,946.3,42.865,0.134,2.00,23.6788,57515.9,1.6348,0.8558,15.62,1.778,0.381,0.6817,0.0000,0.173,0.202,0.212,0.0000,13.92,3.03,9,14,25,79
390000,2824,2.504,0.602,31.77,163682,134611,1110,922,26644,73596,754112.7,1521651.4,0.031,0.636,0.057,0.276,24,24.28,11.17,0.02,0.39,0.13,0.89,0.21,0.92,12.41,5.44,0.00,0.00,0.011,0.064,775,0.168,0.005,0.962,0.000,0.033,317081,296454,16,0.473,0.020,0.101,3875476,0.128,2.638,0.039,10.41,195115,113,20.676,0.698,0.857,27812674,1.01,41.10,0.000,0.032,0.000,10.7,24.0,34.0,108.0,36059,0.138,0.00,0.0022,0.013,112,0.911,0.000,0.871,0.498,5.97,13.75,13.02,0.00,0.000,1.01,1.01,1.01,0.913,0.00092,2.90,227.0463,7793.87,32475.2,140196.6,123.304,83.7319,186.291,173.761,0.509,0.104,2.4,2.585,188.416,344,924.7,68.83,6.675,79.381,546.5,70.552,0.134,2.00,31.6633,89417.2,2.6465,1.3105,12.77,1.903,0.275,1.3183,0.0000,0.111,0.153,0.104,0.0000,14.85,2.24,7,12,18,54
400000,2422,2.633,0.498,28.75,111419,98815,436,61,12509,11060,523449.8,971796.2,0.029,0.621,0.080,0.270,46,28.89,16.06,0.05,1.05,0.25,1.39,0.28,0.97,15.05,7.58,0.00,0.00,0.014,0.071,828,0.106,0.017,0.947,0.000,0.036,159502,146272,13,0.355,0.057,0.177,4369906,0.135,1.797,0.034,10.96,90129,57,87.866,0.770,0.694,15395907,1.02,36.18,0.000,0.035,0.000,10.7,28.0,48.0,148.0,37836,0.144,0.00,0.0014,0.028,108,0.859,0.000,0.814,0.339,6.19,12.75,11.84,0.00,0.000,1.02,1.02,1.02,0.859,0.00109,1.52,150.6684,5547.33,65711.8,140196.6,49.297,61.5628,128.346,166.552,0.598,0.223,2.8,2.631,96.328,404,1105.3,59.59,7.430,49.908,958.3,42.537,0.136,1.99,24.1713,58542.9,1.6664,0.5413,15.62,1.814,0.360,0.6817,0.0000,0.167,0.193,0.199,0.0000,14.22,2.83,9,15,25,82
410000,2843,2.500,0.504,31.81,144666,117611,1231,91,25312,12852,730458.6,1415196.4,0.033,0.580,0.063,0.324,26,24.61,10.71,0.02,0.49,0.14,0.86,0.15,0.70,12.49,5.14,0.00,0.00,0.012,0.067,707,0.217,0.007,0.960,0.000,0.033,283386,269299,14,0.476,0.042,0.085,2710475,0.138,1.983,0.033,9.31,175108,21,110.115,0.934,0.873,24800707,1.01,41.96,0.000,0.024,0.000,10.0,24.0,36.0,122.0,36390,0.139,0.00,0.0021,0.013,85,0.924,0.000,0.859,0.502,6.13,14.01,13.35,0.00,0.000,1.01,1.01,1.01,0.924,0.00066,2.49,220.1286,6275.04,31910.1,140196.6,127.669,80.5711,176.917,159.448,0.475,0.102,2.1,1.883,187.470,360,872.5,42.21,6.203,76.522,485.1,68.544,0.135,2.00,32.1935,91526.2,2.6321,0.6517,12.80,1.914,0.258,1.3183,0.0000,0.098,0.144,0.081,0.0000,15.04,2.16,7,12,19,61
420000,2466,2.776,0.509,29.61,106778,93328,435,52,13340,10121,515641.1,960879.4,0.029,0.603,0.076,0.291,45,29.28,16.87,0.02,0.52,0.30,1.44,0.26,1.08,14.91,7.91,0.00,0.00,0.013,0.063,913,0.078,0.016,0.946,0.000,0.038,154789,142860,11,0.340,0.165,0.143,3531528,0.138,1.746,0.037,10.36,90381,59,94.939,0.673,0.704,15002464,1.01,36.97,0.000,0.036,0.000,9.5,28.0,50.0,144.0,38168,0.146,0.00,0.0014,0.020,96,0.871,0.000,0.812,0.343,6.23,13.06,12.02,0.00,0.000,1.01,1.01,1.01,0.872,0.00095,1.43,149.3261,5705.36,65983.3,140196.6,50.077,61.2495,126.472,163.571,0.574,0.224,1.5,2.339,95.862,405,1139.1,36.28,7.115,49.825,936.3,42.320,0.134,2.00,23.3527,57587.7,1.6779,0.5373,15.48,1.848,0.329,0.6817,0.0000,0.143,0.177,0.145,0.0000,14.45,2.69,8,14,25,72
430000,2766,2.636,0.573,32.19,138848,110566,1203,92,26687,13797,735676.1,1403055.4,0.038,0.548,0.064,0.350,26,25.51,11.40,0.01,0.29,0.14,0.70,0.15,0.64,12.84,5.61,0.00,0.08,0.012,0.062,853,0.108,0.005,0.963,0.000,0.032,283668,269858,16,0.484,0.042,0.081,2409246,0.141,2.353,0.040,8.94,177755,35,101.693,0.837,0.864,22280542,1.00,41.79,0.000,0.043,0.000,10.0,26.0,38.0,138.0,36350,0.139,0.00,0.0021,0.014,74,0.926,0.000,0.879,0.520,6.19,14.02,13.40,0.00,0.000,1.00,1.00,1.00,0.927,0.00061,2.31,218.6858,7134.79,34224.2,140196.6,127.067,81.7615,172.411,164.412,0.448,0.110,1.6,1.679,185.923,392,1034.3,65.40,6.041,77.677,566.9,69.168,0.135,2.00,31.7714,87879.6,2.5198,0.8274,13.14,1.932,0.235,1.3183,0.0000,0.099,0.131,0.073,0.0000,15.14,1.92,7,13,19,69
440000,2233,2.829,0.524,29.91,98840,85863,388,66,13056,10710,508157.1,921596.1,0.037,0.564,0.076,0.323,47,31.15,17.28,0.06,0.81,0.14,0.91,0.25,1.22,15.95,8.25,0.00,0.00,0.008,0.051,795,0.046,0.014,0.958,0.000,0.028,148604,137253,12,0.326,0.170,0.119,2718280,0.146,1.597,0.038,10.09,89098,45,86.050,0.803,0.714,13249196,1.02,36.26,0.000,0.021,0.000,10.7,30.0,50.0,132.0,36610,0.140,0.00,0.0014,0.023,75,0.880,0.000,0.822,0.359,6.45,13.26,12.37,0.00,0.000,1.03,1.02,1.02,0.880,0.00090,1.29,144.5635,5383.73,66796.7,140196.6,50.470,61.1702,121.658,163.371,0.584,0.226,1.5,2.012,95.264,508,1451.1,29.88,7.174,49.837,1044.0,41.759,0.135,2.00,25.5724,57103.1,1.7121,0.6323,16.39,1.863,0.319,0.6817,0.0000,0.146,0.168,0.141,0.0000,14.50,2.52,9,15,25,66
450000,2655,2.662,0.582,32.97,137564,108528,1142,53,27419,10991,731209.6,1396449.9,0.042,0.530,0.068,0.360,26,26.81,11.59,0.01,0.22,0.16,1.23,0.11,0.57,13.38,5.84,0.00,0.00,0.010,0.061,711,0.203,0.003,0.966,0.000,0.030,279416,265313,16,0.490,0.113,0.045,1892201,0.157,2.271,0.039,8.62,173741,56,127.054,0.868,0.887,21677530,1.00,42.33,0.000,0.025,0.000,10.0,26.0,38.0,132.0,36263,0.138,0.00,0.0021,0.005,57,0.933,0.000,0.868,0.516,6.47,14.51,13.87,0.00,0.000,1.00,1.00,1.00,0.934,0.00056,2.12,218.0108,7107.60,32502.9,140196.6,127.680,81.2783,172.512,165.582,0.465,0.106,1.3,1.487,186.202,436,1165.4,52.01,5.986,77.578,587.0,69.019,0.135,2.00,33.7725,89666.1,2.6378,0.6646,13.66,1.959,0.184,1.3183,0.0000,0.086,0.110,0.044,0.0000,15.34,1.57,7,13,20,81
460000,2350,2.733,0.537,30.69,98456,84619,396,47,13699,10575,505581.9,927439.1,0.042,0.556,0.076,0.326,45,30.50,16.11,0.08,1.65,0.31,1.45,0.22,0.87,15.29,7.59,0.00,0.00,0.015,0.071,927,0.061,0.009,0.957,0.000,0.034,148178,136655,17,0.361,0.167,0.089,2137384,0.152,1.800,0.038,9.83,90224,60,87.701,0.723,0.705,13359399,1.02,36.72,0.000,0.055,0.000,9.0,30.0,48.0,140.4,37360,0.143,0.00,0.0014,0.017,62,0.890,0.000,0.805,0.357,6.51,13.24,12.38,0.00,0.000,1.03,1.03,1.02,0.890,0.00077,1.22,145.2124,5608.66,66096.4,140196.6,50.863,61.1669,122.214,162.405,0.576,0.224,1.7,1.799,94.110,490,1442.3,54.79,7.079,49.781,1036.2,41.774,0.135,2.00,24.4457,57447.5,1.6864,0.6555,15.90,1.883,0.296,0.6817,0.0000,0.134,0.160,0.118,0.0000,14.49,2.44,8,15,25,79
470000,2819,2.546,0.570,32.30,141038,110794,1203,159,28413,17712,726811.2,1416000.4,0.046,0.523,0.066,0.365,26,25.35,11.17,0.01,0.26,0.22,1.01,0.14,0.62,12.71,5.50,0.00,0.00,0.014,0.062,883,0.154,0.004,0.969,0.000,0.026,283071,268712,19,0.485,0.032,0.070,1616779,0.158,2.318,0.038,8.60,177565,19,79.946,0.906,0.879,22077265,1.00,41.57,0.000,0.066,0.000,10.0,24.0,36.0,140.0,36881,0.141,0.00,0.0020,0.010,57,0.931,0.000,0.874,0.510,6.23,14.07,13.58,0.00,0.000,1.00,1.00,1.00,0.932,0.00053,2.12,219.0475,7208.53,32705.3,140196.6,128.295,80.7359,174.998,166.618,0.471,0.105,1.9,1.503,183.954,354,943.3,46.63,5.972,76.973,577.9,68.757,0.134,2.00,31.7634,89541.1,2.5991,1.2200,13.08,1.931,0.238,1.3183,0.0000,0.112,0.133,0.071,0.0000,15.02,1.94,7,13,19,70
480000,2476,2.701,0.557,29.57,102460,88147,415,71,14170,10835,505534.5,941321.3,0.046,0.534,0.080,0.339,46,28.59,16.53,0.06,0.67,0.22,1.74,0.30,0.98,14.65,7.81,0.00,0.00,0.010,0.057,877,0.068,0.013,0.959,0.000,0.027,151353,139757,17,0.301,0.108,0.151,2446982,0.147,1.974,0.040,9.90,90817,66,86.878,0.873,0.706,13025932,1.02,35.63,0.000,0.030,0.000,9.0,28.0,48.0,254.0,37708,0.144,0.00,0.0014,0.028,96,0.873,0.000,0.824,0.349,6.28,12.79,11.86,0.00,0.000,1.03,1.02,1.02,0.873,0.00079,1.28,146.2184,6343.22,66452.1,140196.6,50.931,60.8936,123.669,166.735,0.584,0.227,2.2,1.956,95.560,409,1224.5,48.41,7.019,49.576,997.0,41.746,0.135,2.00,22.8270,56519.6,1.6659,0.9852,15.23,1.838,0.340,0.6817,0.0000,0.168,0.179,0.162,0.0000,14.10,2.66,8,14,24,127
490000,2905,2.480,0.540,31.85,146582,116948,1256,98,27851,12820,724561.4,1424292.1,0.048,0.525,0.074,0.354,26,24.64,11.11,0.03,0.72,0.13,0.86,0.20,0.82,12.48,5.30,0.00,0.00,0.010,0.062,789,0.223,0.007,0.964,0.000,0.029,283897,267147,18,0.448,0.057,0.106,2459656,0.141,2.135,0.037,8.83,176077,38,111.099,0.796,0.886,22648207,1.01,40.83,0.000,0.028,0.000,10.7,24.0,36.0,152.0,37310,0.142,0.00,0.0020,0.012,80,0.921,0.000,0.861,0.495,6.07,13.76,12.97,0.00,0.000,1.01,1.02,1.01,0.922,0.00060,2.41,220.5136,6749.91,31493.9,140196.6,128.350,79.9791,177.892,163.904,0.464,0.102,1.7,1.755,186.484,336,908.5,45.80,5.830,76.395,576.4,68.489,0.135,2.00,31.4028,91225.0,2.5877,0.9360,12.84,1.910,0.266,1.3183,0.0000,0.119,0.148,0.086,0.0000,14.76,2.16,8,12,18,76
500000,2332,2.817,0.524,31.04,107177,92961,466,47,14276,9044,514855.5,969286.8,0.047,0.530,0.087,0.336,46,30.64,16.16,0.01,0.19,0.26,1.38,0.28,1.10,15.59,7.72,0.00,0.00,0.012,0.065,909,0.057,0.014,0.954,0.000,0.031,155919,142359,14,0.285,0.081,0.133,3215205,0.142,1.732,0.038,10.23,92854,51,107.175,0.702,0.708,13174654,1.00,35.69,0.000,0.034,0.000,10.7,30.0,50.0,230.0,37655,0.144,0.00,0.0014,0.014,82,0.868,0.000,0.816,0.343,6.58,13.10,12.18,0.00,0.000,1.00,1.00,1.00,0.868,0.00092,1.38,150.1769,5637.23,65071.0,140196.6,50.307,61.2026,127.027,166.687,0.588,0.220,1.7,2.151,95.977,462,1376.7,39.14,7.122,49.768,988.5,42.433,0.136,2.00,25.1050,58544.8,1.7231,0.6273,16.15,1.874,0.307,0.6817,0.0000,0.164,0.169,0.133,0.0000,14.30,2.36,9,15,25,115
