step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,50.00,25,0,5,0,20,0,1.00,0,0.100,1489,3.25,84.28,129.51,2517,0,0,0,1.00,1.00,1.00,4,5,5,15.8,122.098,25,2.000,0.922,5
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,1361,1.76,67.54,70.01,2542,0,0,0,1.00,1.00,1.00,2,4,4,1.1,87.104,16,2.000,0.905,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1246,3.47,39.47,119.01,2517,1,0,0,1.00,1.00,1.00,4,4,4,37.0,79.744,16,2.000,0.935,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1156,1.83,42.16,96.14,2532,0,0,0,1.00,1.00,1.00,2,4,4,11.6,73.984,16,2.000,0.922,4
100000,50.00,25,0,8,0,17,0,1.00,0,0.160,1062,5.38,63.11,68.55,2486,1,0,0,1.00,1.00,1.00,4,5,5,32.1,87.084,25,2.000,0.916,5
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,1058,1.19,41.20,83.55,2566,0,0,0,1.00,1.00,1.00,4,4,4,22.2,67.712,16,2.000,0.933,4
100000,50.00,25,0,0,0,25,0,1.00,0,0.000,1052,4.24,73.81,75.10,2549,0,0,0,1.00,1.00,1.00,4,5,5,5.7,86.264,25,2.000,0.723,5
100000,48.00,25,0,11,0,13,0,1.00,0,0.229,959,4.20,41.77,138.53,2499,0,0,0,1.00,1.00,1.00,4,5,5,20.2,75.965,24,2.000,0.956,5
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,917,1.30,24.37,78.88,2562,0,0,0,1.00,1.00,1.00,2,4,4,6.2,58.688,16,2.000,0.953,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,908,3.47,53.71,57.74,2354,1,1,0,1.00,1.00,1.00,4,4,4,27.5,58.112,16,2.000,0.906,4
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,903,1.64,53.93,65.58,2577,0,0,0,1.00,1.00,1.00,4,4,4,20.5,57.792,16,2.000,0.874,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,863,3.41,28.84,112.49,2510,0,1,0,1.00,1.00,1.00,4,4,4,10.0,55.232,16,2.000,0.935,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,846,0.26,35.95,78.76,2510,0,0,0,1.00,1.00,1.00,4,4,4,4.0,54.144,16,2.000,0.929,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,843,5.15,32.56,96.79,2530,0,2,0,1.00,1.00,1.00,4,4,4,18.4,53.952,16,2.000,0.738,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,836,3.65,21.31,75.80,2354,0,0,0,1.00,1.00,1.00,4,4,4,19.9,53.504,16,2.000,0.911,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,832,4.57,31.61,150.94,2510,0,0,0,1.00,1.00,1.00,4,4,4,14.8,53.248,16,2.000,0.935,4
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,828,4.07,38.44,134.84,2486,0,1,0,1.00,1.00,1.00,4,5,5,22.4,67.896,25,2.000,0.921,5
100000,72.00,36,0,14,0,22,0,1.00,0,0.194,803,6.63,61.09,109.95,2486,0,0,0,1.00,1.00,1.00,6,6,6,19.1,83.512,36,2.000,0.965,6
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,798,0.65,33.13,64.89,2510,0,0,0,1.00,1.00,1.00,2,4,4,11.3,51.072,16,2.000,0.935,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,789,2.80,18.28,96.46,2562,0,0,0,1.00,1.00,1.00,4,4,4,12.8,50.496,16,2.000,0.963,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,787,4.56,23.39,95.68,2567,0,0,0,1.00,1.00,1.00,4,4,4,3.4,50.368,16,2.000,0.945,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,775,2.90,36.03,65.09,2485,0,0,0,1.00,1.00,1.00,4,4,4,20.0,49.600,16,2.000,0.964,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,763,1.99,28.85,66.91,2510,1,1,0,1.00,1.00,1.00,4,4,4,28.7,48.832,16,2.000,0.935,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,763,0.50,19.74,79.32,2532,0,0,0,1.00,1.00,1.00,4,4,4,16.0,48.832,16,2.000,0.940,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,751,2.14,25.80,72.88,2510,0,0,0,1.00,1.00,1.00,4,4,4,8.7,48.064,16,2.000,0.928,4
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,738,3.01,48.76,50.98,2486,0,0,0,1.00,1.00,1.00,4,5,5,20.0,60.516,25,2.000,0.921,5
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,737,5.03,16.79,128.70,2534,1,1,0,1.00,1.00,1.00,2,4,4,33.9,47.168,16,2.000,0.963,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,735,2.81,24.00,98.96,2532,0,1,0,1.00,1.00,1.00,2,4,4,22.3,47.040,16,2.000,0.953,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,729,0.66,18.38,42.63,2562,0,0,0,1.00,1.00,1.00,4,4,4,4.3,46.656,16,2.000,0.965,4
