step,event,lineage,other,size
5000,birth,3,0,19
5000,birth,1,0,126
6000,extinct,3,0,19
10000,split,7,1,6
24000,split,17,1,201
24000,extinct,1,0,58
27000,split,22,1,6
27000,extinct,7,0,5
30000,extinct,22,0,6
33000,split,26,17,9
38000,extinct,17,0,12
39000,split,31,17,150
39000,split,32,17,87
43000,extinct,32,0,5
44000,split,37,31,176
53000,extinct,26,0,5
56000,extinct,37,0,28
81000,split,49,31,41
89000,extinct,49,0,8
102000,split,56,31,36
107000,split,58,31,23
109000,split,59,31,129
110000,extinct,58,0,28
112000,extinct,31,0,32
120000,split,68,56,120
120000,split,67,59,69
121000,extinct,59,0,8
123000,extinct,67,0,17
127000,extinct,56,0,11
138000,split,74,68,11
145000,split,81,68,6
145000,split,80,79,13
146000,split,82,68,67
147000,extinct,80,0,8
149000,extinct,81,0,5
164000,split,83,68,24
167000,extinct,68,0,10
173000,extinct,83,0,6
181000,split,90,82,28
183000,split,93,82,97
191000,extinct,82,0,9
191000,extinct,90,0,13
202000,split,100,93,12
203000,split,101,93,41
205000,extinct,93,0,228
208000,split,102,93,139
208000,split,103,93,11
208000,extinct,101,0,228
209000,extinct,74,0,6
211000,extinct,100,0,15
211000,extinct,103,0,5
213000,split,106,102,5
214000,extinct,106,0,5
221000,split,110,108,24
223000,split,111,102,62
223000,extinct,110,0,24
233000,split,121,111,23
238000,merge,121,111,45
243000,split,129,102,109
244000,split,131,102,19
245000,split,132,111,7
245000,extinct,102,0,5
256000,extinct,131,0,33
263000,split,141,111,48
265000,extinct,111,0,6
281000,extinct,141,0,5
287000,split,150,129,18
289000,extinct,150,0,8
294000,split,154,129,39
294000,split,153,129,32
295000,merge,154,129,39
300000,split,158,129,29
304000,split,160,129,16
306000,merge,160,129,16
308000,extinct,153,0,23
317000,extinct,158,0,6
325000,split,173,129,11
327000,extinct,173,0,11
328000,split,177,174,12
330000,split,178,129,31
332000,extinct,177,0,11
334000,extinct,178,0,18
337000,split,185,178,38
344000,extinct,185,0,154
358000,split,202,129,25
359000,extinct,202,0,25
400000,split,246,129,99
402000,extinct,246,0,26
419000,split,256,129,31
420000,split,257,129,76
422000,merge,257,129,80
433000,split,264,129,101
434000,merge,129,264,62
436000,extinct,264,0,105
439000,split,270,264,9
439000,split,269,264,156
440000,merge,270,269,9
446000,split,273,269,21
452000,merge,273,269,74
457000,split,277,269,15
477000,split,288,277,33
479000,split,289,269,21
481000,extinct,288,0,15
490000,extinct,132,0,19
493000,extinct,256,0,18
495000,extinct,289,0,9
496000,split,298,289,36
532000,extinct,269,0,14
534000,split,312,269,30
554000,extinct,312,0,8
589000,split,345,277,19
592000,merge,345,277,9
603000,split,357,277,16
606000,split,360,277,9
612000,split,367,277,30
618000,extinct,367,0,75
621000,split,376,367,38
623000,extinct,376,0,9
626000,split,378,277,41
627000,extinct,298,0,36
628000,extinct,277,0,43
628000,extinct,357,0,10
629000,split,382,277,79
629000,extinct,378,0,7
633000,extinct,360,0,5
634000,split,388,383,23
636000,split,389,382,44
638000,extinct,388,0,44
639000,extinct,389,0,44
644000,split,392,382,84
644000,split,393,382,5
645000,extinct,392,0,84
646000,split,394,392,223
649000,extinct,393,0,57
656000,extinct,382,0,5
658000,split,403,382,83
667000,extinct,394,0,85
669000,split,410,403,16
670000,split,411,410,32
671000,split,412,403,20
672000,split,416,403,17
672000,extinct,410,0,16
674000,split,420,416,109
675000,extinct,416,0,13
679000,extinct,411,0,11
679000,extinct,412,0,6
681000,split,426,420,21
684000,extinct,426,0,9
687000,split,437,403,69
687000,extinct,403,0,13
689000,extinct,420,0,116
690000,split,440,420,6
708000,extinct,440,0,6
712000,split,453,437,41
716000,split,456,437,134
726000,extinct,453,0,80
727000,extinct,437,0,18
731000,split,466,456,31
739000,extinct,456,0,34
741000,split,476,466,118
759000,split,483,466,7
760000,extinct,483,0,7
768000,extinct,476,0,49
770000,split,491,466,264
776000,split,497,491,210
777000,extinct,491,0,46
795000,split,504,466,21
797000,extinct,504,0,7
801000,split,510,466,44
803000,extinct,510,0,44
806000,split,513,466,38
810000,extinct,497,0,147
812000,split,517,497,128
815000,split,518,513,50
820000,extinct,518,0,41
821000,split,519,517,114
822000,extinct,519,0,114
828000,extinct,517,0,92
831000,split,527,517,19
838000,split,528,527,41
841000,extinct,527,0,37
863000,extinct,513,0,13
889000,split,540,528,218
894000,extinct,540,0,62
930000,split,544,528,77
935000,extinct,544,0,101
951000,split,549,528,57
955000,extinct,549,0,31
967000,split,550,528,57
971000,extinct,550,0,186
