step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,126,28.0,7.6,0.1,14.7,6.6,43
5000,3,19,2.8,0.5,0.0,14.6,0.5,8
6000,1,164,34.0,0.3,0.2,18.0,0.3,66
7000,1,146,35.8,0.5,0.2,19.7,0.4,56
8000,1,102,34.5,0.4,0.2,18.9,0.3,28
9000,1,222,28.5,0.3,0.3,16.7,0.1,76
10000,1,266,30.4,0.9,0.2,18.0,0.9,82
10000,7,6,36.7,3.0,0.0,13.2,3.0,2
11000,1,258,30.2,1.8,0.1,16.3,1.7,72
11000,7,10,33.5,2.8,0.0,12.1,2.8,4
12000,1,301,26.6,1.0,0.1,15.1,1.0,86
13000,1,311,26.3,1.3,0.1,14.2,1.3,68
13000,7,5,35.8,3.0,0.0,14.0,3.0,2
14000,1,375,17.2,0.8,0.4,15.4,0.8,117
14000,7,5,37.8,4.6,0.0,11.8,4.6,3
15000,1,326,25.4,0.8,0.4,13.9,0.7,88
16000,1,235,35.5,1.3,0.4,18.2,1.3,67
16000,7,9,37.0,2.7,0.0,12.6,2.7,3
17000,1,204,31.7,0.0,0.1,15.4,0.0,43
17000,7,11,35.0,0.8,0.0,16.4,0.8,3
18000,1,198,32.0,0.0,0.0,14.3,0.0,38
18000,7,31,36.7,0.8,0.0,15.1,0.6,8
19000,1,335,17.6,1.3,0.0,13.1,1.0,100
19000,7,43,37.5,0.7,0.0,15.7,0.7,13
20000,1,116,32.4,0.0,0.0,14.4,0.0,28
20000,7,65,37.6,1.1,0.0,15.4,1.1,15
21000,1,92,32.5,0.0,0.0,13.6,0.0,18
21000,7,62,37.3,0.6,0.0,15.7,0.6,13
22000,1,105,31.5,4.0,0.1,15.5,4.0,17
22000,7,42,36.8,0.7,0.0,15.7,0.7,13
23000,1,58,30.8,15.8,0.0,16.9,15.6,6
23000,7,36,37.2,1.6,0.0,15.5,1.6,12
24000,17,201,16.8,2.0,0.9,14.9,1.5,89
24000,7,24,31.2,2.5,0.0,16.6,2.5,13
25000,17,169,26.8,1.2,0.5,18.5,1.1,59
25000,7,5,34.0,0.0,0.0,18.4,0.0,3
26000,17,199,23.7,1.4,0.4,20.1,1.4,66
27000,17,186,25.0,10.4,0.2,20.0,8.9,58
27000,22,6,19.2,4.7,0.3,26.5,0.0,5
28000,17,239,33.2,1.6,0.9,20.9,1.3,64
29000,17,274,16.0,0.4,0.2,15.7,0.2,103
30000,17,226,17.5,0.8,0.1,15.4,0.6,65
31000,17,197,33.0,0.5,0.3,17.3,0.4,56
32000,17,231,35.6,0.1,0.2,17.6,0.1,55
33000,17,274,25.5,1.2,0.3,15.4,0.6,117
33000,26,9,25.2,17.6,0.0,21.2,15.2,3
34000,17,325,22.6,0.5,0.6,14.3,0.4,118
34000,26,19,25.8,15.3,0.0,22.9,13.7,3
35000,17,177,0.6,0.1,0.2,9.1,0.0,68
35000,26,54,29.9,14.6,0.0,19.4,13.1,13
36000,26,52,29.5,15.8,0.1,18.1,14.7,10
36000,17,22,3.5,0.0,0.7,18.3,0.0,6
37000,26,27,27.2,17.0,0.0,19.6,15.6,8
37000,17,12,5.8,0.0,0.0,13.8,0.0,11
38000,26,42,26.8,18.2,0.0,18.9,16.8,6
39000,31,150,28.3,0.6,1.0,16.3,0.6,47
39000,32,87,35.9,0.0,0.1,18.2,0.0,21
39000,26,20,29.2,17.2,0.0,17.5,17.2,4
40000,31,119,27.1,0.2,0.0,13.4,0.1,28
40000,32,79,37.0,0.0,0.2,17.6,0.0,18
40000,26,40,28.4,17.5,0.0,18.1,17.2,5
41000,26,79,27.6,18.1,0.0,18.2,17.5,9
41000,32,31,40.0,0.0,0.0,17.3,0.0,10
41000,31,5,38.4,0.0,0.0,14.0,0.0,2
42000,26,27,25.9,19.4,0.1,18.3,18.4,5
42000,31,11,36.9,0.0,0.0,18.3,0.0,4
