step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
155000,10,303,23.7,3.5,0.8,16.1,3.3,54
156000,10,270,14.5,0.0,0.5,13.9,0.0,58
157000,10,157,28.0,0.0,0.4,17.4,0.0,38
158000,10,133,25.5,0.0,0.3,19.0,0.0,34
159000,10,296,6.5,0.0,0.1,11.4,0.0,50
160000,10,220,30.9,0.0,0.6,19.8,0.0,39
160000,31,30,26.2,21.9,0.0,15.9,20.7,3
161000,10,182,19.1,0.0,0.3,13.9,0.0,45
161000,31,85,25.5,22.3,0.2,16.1,21.2,6
162000,10,250,12.0,0.1,0.2,13.4,0.0,72
162000,31,80,26.1,22.1,0.1,15.7,20.3,9
163000,10,273,9.7,0.1,0.4,13.5,0.0,79
163000,31,78,28.5,20.1,0.0,15.4,18.7,9
164000,10,314,13.0,0.1,0.4,12.9,0.0,55
164000,31,66,28.5,20.0,0.2,15.3,19.8,7
165000,10,257,6.4,0.0,0.0,10.2,0.0,60
165000,31,116,29.5,18.4,0.0,15.7,17.8,15
166000,10,246,4.7,0.0,0.3,11.3,0.0,49
166000,31,120,28.2,20.6,0.0,15.3,20.2,10
167000,10,337,2.4,0.0,0.3,11.3,0.0,63
167000,31,116,28.7,19.1,0.0,16.2,19.1,11
168000,10,190,18.9,0.0,0.4,15.6,0.0,40
168000,31,88,37.5,11.4,0.0,15.1,10.8,20
169000,10,161,7.8,0.0,0.6,12.2,0.0,53
169000,31,117,31.5,17.4,0.1,14.9,17.1,14
170000,10,165,19.0,0.0,0.5,13.8,0.0,48
170000,31,99,28.6,19.6,0.0,15.8,19.6,6
171000,10,256,10.9,0.1,0.2,12.2,0.0,62
171000,31,82,28.4,19.3,0.3,15.8,18.9,7
172000,31,107,37.1,11.3,0.0,15.6,11.3,13
172000,10,100,1.7,0.2,0.1,9.5,0.0,37
173000,31,63,45.3,3.0,0.0,15.7,3.0,7
174000,31,29,45.9,3.1,0.0,15.1,3.1,6
175000,31,12,45.0,3.2,0.0,15.8,3.2,3
176000,34,214,9.0,0.0,0.4,12.8,0.0,47
176000,31,6,44.8,3.7,0.0,15.5,3.7,3
177000,34,326,11.5,0.0,0.3,13.8,0.0,70
177000,31,55,31.6,16.1,0.1,16.0,14.3,8
178000,34,132,1.2,0.1,1.0,9.5,0.0,34
178000,31,49,25.3,21.3,1.2,16.1,20.4,6
179000,34,62,3.7,0.0,0.5,9.0,0.0,25
179000,31,50,25.6,22.6,0.0,15.8,21.5,3
180000,34,66,1.6,0.0,0.3,11.6,0.0,33
180000,31,62,24.1,21.2,0.0,16.2,20.4,6
181000,31,77,26.3,21.6,0.0,16.1,21.6,2
182000,36,123,43.7,0.0,0.3,19.1,0.0,16
182000,31,44,25.9,22.3,0.0,15.8,21.0,3
182000,37,13,46.2,3.1,0.0,14.7,3.1,8
183000,36,105,37.8,0.0,0.0,21.2,0.0,15
183000,31,37,26.0,22.0,0.0,16.0,22.0,1
183000,37,33,45.7,3.4,0.0,14.9,3.4,6
184000,36,281,22.6,0.0,0.3,14.5,0.0,46
184000,31,37,26.4,21.6,0.4,15.7,21.2,5
185000,36,164,13.7,0.0,0.3,13.0,0.0,29
185000,31,72,25.7,22.3,0.0,16.0,21.8,3
185000,37,32,45.0,3.9,0.0,15.1,3.9,3
186000,36,212,38.6,0.0,1.2,19.2,0.0,32
186000,31,16,26.0,22.0,0.0,16.0,22.0,1
187000,36,272,17.1,0.0,1.2,11.9,0.0,65
187000,31,64,26.4,21.7,0.0,15.9,21.7,2
188000,36,221,7.2,0.0,1.6,10.8,0.0,55
188000,31,101,25.8,22.3,0.0,15.9,21.4,5
189000,36,334,1.1,0.1,1.9,8.7,0.0,113
189000,31,109,25.9,22.1,0.0,16.0,21.9,2
190000,36,167,2.9,0.0,0.7,10.8,0.0,61
190000,31,129,26.0,21.4,0.1,16.0,21.2,7
191000,31,135,31.1,17.1,0.0,15.7,17.1,12
191000,36,31,5.0,0.0,0.7,11.1,0.0,14
192000,31,162,40.4,7.7,0.0,15.8,7.7,18
192000,36,55,36.8,0.0,0.9,18.9,0.0,13
193000,36,232,24.1,0.0,1.1,17.2,0.0,63
193000,31,51,38.5,9.1,0.0,16.5,9.1,13
194000,36,169,24.2,0.0,0.8,14.1,0.0,42
194000,31,83,32.4,15.2,0.0,16.3,15.2,10
195000,36,175,19.9,0.0,0.4,13.3,0.0,43
195000,31,107,35.5,12.0,0.1,16.4,12.0,11
196000,36,207,10.4,0.5,1.7,16.1,0.0,69
196000,31,113,39.2,8.4,0.0,16.3,8.4,13
197000,31,122,37.2,10.5,0.0,16.4,10.5,15
197000,36,95,32.4,0.0,0.8,17.7,0.0,29
198000,31,107,35.6,11.5,0.3,16.5,11.2,15
198000,36,97,1.1,0.8,1.3,14.9,0.0,30
199000,31,40,36.7,10.2,0.2,16.9,8.5,12
200000,31,103,30.8,16.4,0.0,16.7,15.0,10
201000,31,109,36.5,10.9,0.0,16.6,10.6,14
202000,42,192,26.2,0.0,0.9,15.8,0.0,46
202000,31,75,37.8,9.6,0.0,16.6,9.6,10
203000,42,298,24.7,2.9,1.4,14.9,2.9,96
204000,42,166,17.2,0.0,0.5,14.5,0.0,66
205000,42,142,29.9,0.0,0.2,16.9,0.0,36
206000,42,192,23.8,0.0,0.6,17.1,0.0,70
207000,42,129,31.0,0.0,0.4,19.0,0.0,38
208000,42,190,31.3,0.0,0.0,17.8,0.0,46
208000,43,67,30.4,17.2,0.2,16.2,16.6,8
209000,42,226,13.9,0.0,0.1,14.0,0.0,55
209000,43,90,34.0,13.9,0.0,15.8,12.9,13
210000,42,149,41.5,0.0,0.9,19.5,0.0,31
210000,43,61,39.9,6.8,0.3,17.0,6.8,9
211000,42,213,28.5,0.0,0.6,16.5,0.0,61
211000,43,60,34.3,11.9,0.1,17.4,11.9,13
212000,42,144,18.9,0.4,1.5,13.6,0.4,59
212000,43,111,35.1,11.9,0.2,16.6,11.8,15
213000,42,155,27.2,0.1,0.9,18.9,0.0,61
213000,43,82,35.5,11.5,0.4,16.5,11.0,11
214000,42,163,22.3,0.0,0.3,14.9,0.0,50
214000,43,88,33.0,14.7,0.0,16.3,14.5,11
215000,43,148,35.8,10.7,0.4,16.7,10.4,22
215000,42,118,15.3,0.0,1.5,12.0,0.0,48
216000,42,132,38.0,0.0,0.2,18.0,0.0,27
216000,43,89,38.2,8.7,0.0,17.0,8.7,12
217000,42,137,23.9,0.0,0.1,16.2,0.0,35
217000,43,122,37.4,9.5,0.0,17.0,9.5,14
218000,42,170,4.9,0.1,1.2,15.0,0.1,94
218000,43,97,31.3,15.8,0.2,16.7,15.2,6
219000,43,99,34.7,11.0,1.1,17.0,10.9,12
219000,42,58,0.4,0.0,0.0,14.8,0.0,37
220000,42,123,2.7,0.0,0.4,15.0,0.0,45
220000,43,108,38.6,8.0,0.0,17.4,7.7,14
221000,42,148,3.1,0.3,0.3,14.8,0.0,57
221000,43,138,35.3,11.3,0.1,17.1,10.9,18
222000,43,100,34.6,11.8,0.0,16.8,11.8,10
222000,45,97,43.3,0.0,0.1,19.1,0.0,13
222000,42,20,5.9,0.0,0.0,13.6,0.0,8
223000,42,210,2.2,0.0,0.1,12.8,0.0,41
223000,45,76,43.6,0.0,0.6,19.0,0.0,10
223000,43,70,33.0,12.8,0.3,17.9,12.5,18
224000,42,106,15.5,0.9,0.2,17.4,0.6,38
224000,45,89,35.2,0.0,0.2,18.7,0.0,14
224000,43,68,31.0,16.4,0.1,16.6,16.4,9
225000,42,232,5.9,0.3,0.3,15.0,0.2,56
225000,45,63,42.1,0.0,0.1,18.8,0.0,14
225000,43,57,26.5,21.7,0.0,15.8,21.6,4
226000,42,208,17.0,0.5,0.2,18.4,0.5,41
226000,45,63,44.0,0.0,0.1,18.8,0.0,8
226000,43,29,26.1,21.8,0.0,16.0,21.8,2
227000,45,187,33.8,0.0,0.2,16.0,0.0,37
227000,43,28,25.5,22.2,0.6,15.7,21.5,2
227000,42,27,21.1,1.2,2.0,18.4,1.2,11
228000,45,193,27.6,0.0,0.4,15.1,0.0,48
228000,42,35,45.4,4.5,0.0,13.1,4.5,8
228000,43,28,27.5,20.1,0.1,16.3,20.0,5
229000,45,285,27.5,0.6,0.1,14.9,0.6,57
229000,43,16,26.0,22.0,0.0,16.0,22.0,1
230000,45,154,39.3,0.0,0.2,18.2,0.0,31
230000,43,23,27.9,18.4,0.0,17.7,18.4,3
231000,45,173,35.8,0.0,0.7,18.4,0.0,49
231000,43,26,28.8,18.2,0.0,17.1,18.2,2
232000,45,259,23.2,0.0,1.4,15.0,0.0,86
232000,43,14,26.9,21.1,0.0,16.0,18.9,3
233000,45,179,38.6,0.0,2.0,19.5,0.0,36
233000,43,9,25.3,21.7,0.0,17.0,21.7,2
234000,45,217,28.7,0.0,0.8,16.6,0.0,50
234000,43,32,23.9,21.5,0.0,18.6,18.8,7
234000,49,12,47.7,3.8,0.0,12.5,3.8,2
235000,45,211,24.9,0.0,0.5,16.4,0.0,66
235000,43,46,25.7,19.6,0.0,18.7,16.7,17
235000,49,6,48.0,4.0,0.0,12.0,4.0,1
236000,45,257,28.1,0.9,0.1,14.9,0.8,63
236000,43,17,24.1,21.2,0.0,18.6,21.2,3
237000,45,204,36.4,0.2,0.5,17.7,0.0,51
237000,43,18,24.5,22.5,0.0,17.0,21.7,2
238000,45,233,34.9,0.0,0.5,18.7,0.0,49
238000,43,12,25.0,22.0,0.0,17.0,22.0,1
239000,45,226,9.1,0.4,0.3,12.5,0.0,51
239000,43,85,25.4,21.7,0.0,16.9,21.5,6
240000,45,87,44.2,0.0,0.0,19.1,0.0,10
240000,43,70,24.9,22.1,0.0,17.0,21.9,3
241000,45,93,43.6,0.0,0.0,19.4,0.0,11
241000,43,80,25.3,21.8,0.0,16.9,21.7,4
242000,43,95,24.8,22.6,0.0,16.7,21.5,4
242000,45,38,44.0,0.0,0.0,19.2,0.0,5
243000,45,71,44.3,0.0,0.0,19.1,0.0,5
243000,43,69,25.1,22.2,0.0,16.8,22.0,2
244000,58,183,0.8,2.1,0.5,10.8,0.5,83
244000,43,117,25.0,22.1,0.0,16.7,21.6,6
245000,58,147,0.0,2.1,0.2,10.9,0.0,63
245000,43,117,26.1,21.0,0.0,16.9,21.0,5
245000,45,20,44.7,0.0,0.0,19.0,0.0,5
246000,58,237,0.0,1.4,0.5,7.5,0.0,80
246000,43,109,27.5,19.7,0.0,16.8,19.6,4
246000,45,30,42.8,0.0,1.2,20.0,0.0,3
247000,58,192,0.0,3.0,0.0,9.1,0.0,66
247000,43,108,33.2,14.4,0.0,16.4,14.4,13
247000,45,44,44.4,0.0,0.0,19.6,0.0,4
248000,45,163,43.9,0.0,0.5,19.4,0.0,17
248000,58,81,0.0,0.4,0.1,7.6,0.0,26
248000,43,39,36.9,10.4,0.0,16.7,10.4,7
249000,45,222,27.8,0.0,0.6,16.1,0.0,40
249000,58,79,0.3,1.9,0.3,7.0,0.0,35
249000,43,35,26.9,20.0,0.0,17.1,19.2,6
250000,43,150,34.1,13.6,0.0,16.2,13.5,21
250000,45,79,43.8,0.0,0.2,19.0,0.0,15
250000,58,21,0.0,0.7,0.5,9.3,0.0,10
251000,45,144,44.1,0.0,0.1,19.7,0.0,14
251000,43,56,29.2,18.2,0.0,16.7,18.2,5
252000,45,108,43.4,0.0,0.0,19.9,0.0,10
252000,43,65,30.9,16.5,0.0,16.6,16.5,5
253000,45,107,43.1,0.0,0.0,19.8,0.0,15
253000,43,46,25.4,21.2,0.0,17.4,21.2,3
254000,67,333,0.4,0.9,0.6,10.2,0.1,85
254000,43,73,25.1,21.2,0.0,16.1,19.9,12
254000,45,35,44.1,0.0,0.1,19.9,0.0,3
255000,43,133,26.0,20.7,0.0,17.3,19.3,14
255000,67,82,1.3,5.9,0.9,12.0,0.9,32
256000,67,163,1.4,1.7,0.5,10.6,0.0,48
256000,45,115,44.3,0.0,0.0,19.7,0.0,8
256000,43,56,26.8,19.4,0.0,17.8,17.9,7
257000,67,224,1.2,2.7,0.6,9.9,0.0,64
257000,43,81,25.5,20.1,0.0,18.5,18.7,8
257000,45,53,44.3,0.0,0.1,19.6,0.0,7
258000,67,220,0.8,1.8,0.6,12.0,0.0,80
258000,43,80,26.1,20.6,0.1,17.1,19.6,10
258000,45,49,44.1,0.0,0.0,19.9,0.0,4
259000,67,211,0.7,1.7,0.2,11.2,0.0,66
259000,43,98,26.4,20.5,0.0,17.0,20.5,6
259000,45,47,44.6,0.0,0.0,19.3,0.0,5
260000,67,224,0.7,0.8,0.4,9.7,0.0,72
260000,43,107,26.1,21.2,0.0,16.7,20.5,7
260000,45,26,44.0,0.0,0.0,20.0,0.0,3
261000,67,160,1.3,1.5,0.8,9.1,0.3,51
261000,43,117,24.6,22.0,0.0,17.5,21.7,3
261000,45,34,44.0,0.0,0.0,20.0,0.0,1
262000,67,227,1.9,2.2,0.5,9.5,0.2,72
262000,43,81,25.1,21.8,0.0,17.1,21.8,2
262000,45,39,44.1,0.0,0.0,19.9,0.0,4
263000,67,133,3.0,2.4,0.4,10.5,0.8,43
263000,43,107,24.9,22.0,0.0,17.1,21.5,8
263000,45,35,43.5,0.0,0.4,20.1,0.0,4
264000,45,104,44.1,0.0,0.3,19.6,0.0,8
264000,67,95,0.3,1.5,0.3,9.6,0.0,25
264000,43,69,24.6,22.2,0.2,16.9,21.7,2
265000,45,186,42.3,0.0,0.3,20.0,0.0,23
265000,43,33,25.0,22.0,0.0,17.0,22.0,1
266000,45,128,44.4,0.0,0.0,19.5,0.0,10
266000,43,61,25.0,22.0,0.0,17.0,22.0,1
266000,67,39,9.3,6.2,0.1,13.6,5.3,8
267000,45,195,39.8,0.0,0.6,18.5,0.0,23
267000,43,17,24.6,21.2,0.0,18.2,21.2,2
267000,67,9,0.9,0.2,0.0,22.4,0.2,3
268000,45,228,17.4,0.4,0.6,15.6,0.0,46
268000,43,85,25.0,21.9,0.0,17.1,21.3,4
269000,45,194,24.2,0.4,0.9,16.3,0.0,36
269000,43,64,24.8,22.2,0.0,17.0,21.8,2
270000,45,171,22.4,0.2,1.2,16.6,0.0,47
270000,43,86,25.0,22.0,0.0,17.0,21.8,3
271000,45,122,44.0,0.0,0.4,19.4,0.0,14
271000,43,61,25.0,22.0,0.0,17.0,22.0,1
272000,45,87,43.9,0.0,0.6,19.2,0.0,13
272000,43,83,25.0,22.0,0.0,17.0,22.0,2
273000,45,112,44.3,0.0,0.2,19.4,0.0,12
273000,43,77,24.7,22.5,0.0,16.8,21.2,7
274000,45,180,32.3,0.0,0.9,18.2,0.0,40
274000,43,39,25.4,21.7,0.0,16.7,21.7,2
275000,45,111,43.2,0.0,0.7,19.2,0.0,16
275000,70,94,1.2,0.0,1.4,15.2,0.0,37
275000,43,59,24.6,22.2,0.0,17.3,21.6,2
276000,45,140,44.4,0.0,0.3,19.2,0.0,13
276000,70,78,1.2,0.0,3.1,15.0,0.0,31
276000,43,51,25.0,22.0,0.0,17.0,22.0,1
277000,70,116,2.4,0.0,1.2,11.1,0.0,42
277000,43,113,25.2,21.9,0.0,16.6,21.5,4
277000,45,76,18.7,0.0,0.6,14.5,0.0,24
278000,70,169,2.9,0.6,0.5,13.0,0.4,51
278000,43,80,25.5,20.8,0.0,17.7,20.8,5
278000,45,60,44.2,0.0,0.7,19.0,0.0,9
279000,70,97,0.2,0.2,1.3,14.8,0.0,32
279000,43,87,24.5,22.5,0.0,17.0,21.4,4
279000,45,58,44.3,0.0,0.6,19.1,0.0,7
280000,70,268,0.7,0.0,1.5,10.6,0.0,74
280000,43,109,24.7,22.2,0.0,17.0,21.6,6
280000,45,11,44.0,0.0,0.9,19.1,0.0,2
281000,70,178,1.2,0.4,0.3,12.0,0.0,54
281000,43,111,24.4,21.2,0.1,18.0,20.2,12
282000,43,91,24.5,21.5,0.0,18.0,21.0,4
282000,70,39,2.6,0.0,0.0,23.1,0.0,11
282000,45,34,44.1,0.0,0.9,19.0,0.0,4
283000,70,159,6.4,0.3,0.3,15.3,0.2,70
283000,43,95,23.6,21.8,0.1,18.5,20.1,8
283000,45,19,44.1,0.0,0.9,19.0,0.0,3
284000,70,382,1.4,0.0,0.3,14.6,0.0,89
284000,45,59,44.0,0.0,0.9,19.0,0.0,6
284000,43,35,22.7,20.9,0.0,20.0,18.4,5
285000,70,190,2.4,0.4,0.3,14.4,0.1,59
285000,43,118,23.8,21.2,0.1,19.0,20.1,4
286000,70,151,20.7,0.6,0.0,16.3,0.4,43
286000,43,112,23.1,21.0,0.4,19.5,18.9,9
287000,70,170,40.6,0.7,0.2,18.5,0.4,32
287000,43,46,25.0,20.0,0.0,19.0,20.0,1
288000,70,142,37.5,0.7,0.6,19.4,0.5,30
288000,43,55,24.9,19.7,0.0,19.4,19.7,2
289000,70,205,25.0,1.3,0.4,19.6,0.1,60
289000,43,60,25.4,19.5,0.4,18.6,19.0,6
290000,70,160,40.7,0.9,0.2,19.2,0.8,44
290000,43,59,29.9,15.2,0.4,18.6,15.0,4
291000,70,145,37.1,1.2,0.3,19.8,0.9,45
291000,43,70,29.4,15.7,0.0,18.9,15.7,5
292000,70,181,33.9,4.0,0.4,20.5,3.6,54
292000,43,42,28.5,17.0,0.0,18.5,16.8,6
293000,70,178,36.0,4.2,0.1,22.8,4.2,38
293000,43,27,30.6,14.5,0.0,18.8,12.8,11
