step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,57,42,0,0,15,0,0.000,2932,5.38,572.63,0.00,53
100000,57,42,0,0,15,0,0.000,2902,5.09,567.29,0.00,53
100000,63,42,0,5,16,0,0.000,2857,2.97,568.26,0.00,53
100000,57,42,0,0,15,0,0.000,2793,2.22,530.26,0.00,53
100000,57,42,0,0,15,0,0.000,2493,3.71,492.10,0.00,53
100000,63,42,0,5,16,0,0.000,2488,2.83,514.91,0.00,53
100000,57,42,0,0,15,0,0.000,2461,2.07,469.44,0.00,53
100000,57,42,0,0,15,0,0.000,2322,4.69,440.52,0.00,53
100000,57,42,0,0,15,0,0.000,2118,2.92,400.05,0.00,53
100000,64,44,0,0,20,0,0.000,2110,4.92,448.26,0.00,53
100000,57,42,0,0,15,0,0.000,2102,5.48,407.68,0.00,53
100000,57,42,0,0,15,0,0.000,2090,5.92,398.11,0.00,53
100000,57,42,0,0,15,0,0.000,2018,3.54,395.23,0.00,53
100000,57,42,0,0,15,0,0.000,1999,1.94,386.29,0.00,53
100000,57,42,0,0,15,0,0.000,1978,2.59,406.70,0.00,53
100000,57,42,0,0,15,0,0.000,1935,6.56,364.63,0.00,53
100000,57,42,0,0,15,0,0.000,1889,5.07,359.23,0.00,53
100000,57,42,0,0,15,0,0.000,1802,4.07,354.95,0.00,53
100000,57,42,0,0,15,0,0.000,1756,5.84,325.47,0.00,53
100000,57,42,0,0,15,0,0.000,1700,6.73,328.49,0.00,53
100000,57,42,0,0,15,0,0.000,1692,4.78,321.20,0.00,53
100000,57,42,0,0,15,0,0.000,1610,6.02,308.48,0.00,53
100000,57,42,0,0,15,0,0.000,1592,6.75,302.21,0.00,53
100000,57,42,0,0,15,0,0.000,1438,4.05,269.33,0.00,53
100000,64,22,24,0,18,21,0.375,1292,5.28,253.10,94.44,63
100000,57,42,0,0,15,0,0.000,1280,4.01,246.18,0.00,53
100000,57,42,0,0,15,0,0.000,1264,5.64,237.24,0.00,53
100000,64,22,24,0,18,21,0.375,1203,7.07,233.81,54.98,63
100000,57,42,0,0,15,0,0.000,1202,7.27,232.16,0.00,53
100000,57,42,0,0,15,0,0.000,1201,3.59,224.49,0.00,53
100000,57,42,0,0,15,0,0.000,1173,2.68,234.24,0.00,53
100000,57,42,0,0,15,0,0.000,1169,0.20,215.59,0.00,53
100000,57,42,0,0,15,0,0.000,1146,6.13,213.72,0.00,53
100000,57,42,0,0,15,0,0.000,1145,2.46,213.71,0.00,53
100000,57,42,0,0,15,0,0.000,1135,5.79,215.46,0.00,53
100000,57,42,0,0,15,0,0.000,1095,7.31,213.91,0.00,53
100000,57,42,0,0,15,0,0.000,1088,3.42,216.58,0.00,53
100000,57,42,0,0,15,0,0.000,1066,3.14,200.96,0.00,53
100000,57,42,0,0,15,0,0.000,1007,6.69,178.88,0.00,53
100000,57,42,0,0,15,0,0.000,1006,3.06,182.78,0.00,53
100000,57,42,0,0,15,0,0.000,974,4.62,186.76,0.00,53
100000,57,42,0,0,15,0,0.000,952,3.97,178.37,0.00,53
100000,57,42,0,0,15,0,0.000,907,2.87,165.69,0.00,53
100000,64,22,24,0,18,21,0.375,886,4.12,167.88,61.30,63
100000,63,42,0,5,16,0,0.000,860,3.77,174.67,0.00,53
100000,57,42,0,0,15,0,0.000,828,7.20,168.20,0.00,53
100000,57,42,0,0,15,0,0.000,808,5.15,158.81,0.00,53
100000,64,22,24,0,18,21,0.375,787,4.07,156.72,46.76,63
100000,57,42,0,0,15,0,0.000,776,2.72,147.05,0.00,53
100000,57,42,0,0,15,0,0.000,760,3.06,152.41,0.00,53
100000,57,42,0,0,15,0,0.000,754,5.37,142.04,0.00,53
100000,57,42,0,0,15,0,0.000,740,3.59,153.46,0.00,53
100000,57,42,0,0,15,0,0.000,721,4.89,143.67,0.00,53
100000,57,42,0,0,15,0,0.000,712,3.19,128.83,0.00,53
100000,64,22,24,0,18,21,0.375,665,2.79,136.05,44.18,63
100000,57,42,0,0,15,0,0.000,661,4.04,132.63,0.00,53
100000,57,42,0,0,15,0,0.000,650,6.72,117.83,0.00,53
100000,64,22,24,0,18,21,0.375,604,3.66,120.24,24.06,63
100000,57,42,0,0,15,0,0.000,594,3.95,117.19,0.00,53
100000,57,42,0,0,15,0,0.000,582,5.14,120.19,0.00,53
100000,57,42,0,0,15,0,0.000,582,5.98,124.91,0.00,53
100000,57,42,0,0,15,0,0.000,581,2.49,117.29,0.00,53
100000,57,42,0,0,15,0,0.000,574,7.48,105.64,0.00,53
100000,57,42,0,0,15,0,0.000,569,7.53,112.60,0.00,53
100000,57,42,0,0,15,0,0.000,565,2.66,107.04,0.00,53
100000,63,43,0,0,20,0,0.000,557,1.13,123.49,0.00,53
100000,57,42,0,0,15,0,0.000,551,7.00,105.09,0.00,53
100000,56,44,0,0,12,0,0.000,548,4.73,92.90,0.00,53
100000,57,42,0,0,15,0,0.000,537,5.78,113.16,0.00,53
100000,61,46,0,0,15,0,0.000,536,7.02,105.32,0.00,53
100000,57,42,0,0,15,0,0.000,533,0.53,87.76,0.00,53
100000,57,42,0,0,15,0,0.000,530,5.54,96.15,0.00,53
100000,57,42,0,0,15,0,0.000,530,3.80,98.32,0.00,53
100000,57,42,0,0,15,0,0.000,524,3.19,92.74,0.00,53
100000,57,42,0,0,15,0,0.000,524,6.04,91.75,0.00,53
100000,57,42,0,0,15,0,0.000,522,7.33,96.63,0.00,53
100000,57,42,0,0,15,0,0.000,514,7.08,91.08,0.00,53
100000,57,42,0,0,15,0,0.000,512,6.46,97.87,0.00,53
100000,57,42,0,0,15,0,0.000,512,4.78,88.44,0.00,53
100000,57,42,0,0,15,0,0.000,487,4.14,91.28,0.00,53
100000,63,42,0,5,16,0,0.000,483,4.54,95.82,0.00,53
100000,55,42,0,0,13,0,0.000,480,1.16,80.38,0.00,53
100000,60,43,0,3,14,0,0.000,479,5.54,91.74,0.00,53
100000,57,42,0,0,15,0,0.000,473,4.06,96.55,0.00,53
100000,57,42,0,0,15,0,0.000,459,6.15,88.50,0.00,53
100000,57,42,0,0,15,0,0.000,446,5.46,85.61,0.00,53
