step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,167,25.2,8.8,0.5,23.8,7.8,43
6000,1,234,28.6,3.4,0.0,22.9,3.2,62
7000,1,300,22.4,1.8,0.1,17.7,1.5,105
8000,1,190,29.6,0.1,0.1,16.5,0.1,28
9000,1,196,28.3,0.2,0.3,15.6,0.2,32
10000,1,217,31.8,0.5,0.1,17.9,0.4,25
11000,1,198,31.0,0.8,0.1,17.5,0.7,26
12000,1,162,30.8,0.3,0.1,17.5,0.2,29
13000,1,272,28.6,0.5,0.2,15.8,0.3,50
13000,11,46,4.0,1.3,1.9,14.6,0.2,10
14000,1,240,31.4,0.0,0.5,15.3,0.0,51
15000,1,234,28.2,0.0,0.3,14.6,0.0,54
16000,1,235,23.5,0.0,0.0,13.4,0.0,52
17000,1,194,32.1,0.0,0.2,13.8,0.0,31
18000,1,215,31.8,0.0,0.2,14.2,0.0,43
18000,13,52,34.5,1.4,0.0,18.0,1.4,6
19000,1,227,32.1,0.0,0.3,13.8,0.0,39
19000,13,41,34.3,2.2,0.0,18.9,2.2,6
20000,1,271,29.3,0.1,0.2,13.7,0.1,57
20000,13,33,30.4,3.6,0.0,18.3,3.0,6
21000,1,320,24.9,0.3,0.2,13.7,0.3,68
21000,13,19,28.6,4.4,1.3,18.0,3.6,5
22000,1,286,27.8,0.7,0.1,14.3,0.7,58
22000,13,20,27.0,7.1,1.6,16.9,6.4,5
23000,1,342,21.7,0.7,0.2,14.4,0.6,81
23000,13,8,29.2,12.1,0.0,14.5,12.1,4
24000,1,274,26.7,0.9,0.1,14.4,0.8,53
24000,13,40,23.0,10.6,0.0,14.3,9.6,10
25000,1,249,28.5,0.2,0.2,14.7,0.2,61
25000,13,46,26.0,9.8,0.0,16.5,9.7,19
26000,1,295,23.7,0.3,0.3,13.9,0.3,84
26000,13,31,23.5,11.9,0.0,18.4,11.9,11
27000,1,266,27.3,0.0,0.3,15.0,0.0,63
27000,13,27,22.6,13.8,0.0,20.3,13.2,5
28000,1,263,26.9,0.1,0.3,15.0,0.1,54
28000,13,23,26.3,13.8,0.0,18.5,13.8,5
29000,1,230,27.9,0.1,0.1,14.3,0.0,42
29000,13,16,19.0,15.0,0.0,21.0,15.0,1
30000,1,163,29.7,0.0,0.2,15.3,0.0,30
30000,13,100,24.5,9.2,0.0,17.0,9.2,17
31000,1,267,30.1,0.0,0.2,15.3,0.0,47
31000,13,25,29.4,1.8,0.5,12.2,1.8,3
32000,1,258,26.8,0.0,0.1,14.9,0.0,49
32000,13,49,24.9,7.8,0.0,16.4,7.7,12
33000,13,151,23.6,14.9,0.0,17.2,14.8,17
33000,1,104,33.7,0.0,0.1,15.9,0.0,28
34000,1,99,38.4,0.0,0.4,16.5,0.0,21
34000,13,73,22.5,16.5,0.0,23.8,14.8,8
35000,1,221,30.4,0.0,0.6,14.3,0.0,51
35000,13,53,19.5,19.6,0.0,23.9,17.7,2
36000,1,219,31.6,0.0,0.3,15.2,0.0,33
36000,13,26,19.0,20.0,0.0,24.0,18.0,1
37000,1,260,30.4,0.0,0.3,14.2,0.0,36
37000,13,21,20.6,19.0,0.0,23.4,17.1,2
38000,1,280,27.2,0.0,0.3,13.3,0.0,50
38000,13,21,18.8,20.4,0.0,23.9,17.8,2
39000,1,151,35.0,0.0,0.2,14.7,0.0,14
39000,13,50,19.9,19.8,0.1,22.5,16.6,6
40000,1,143,35.4,0.0,0.2,15.1,0.0,11
40000,13,72,21.5,18.6,0.0,22.8,16.8,5
41000,1,137,36.6,0.0,0.1,14.7,0.0,20
41000,13,91,21.5,18.4,0.1,23.0,16.4,14
42000,1,205,32.0,0.0,0.1,14.4,0.0,24
42000,13,50,19.6,19.4,0.0,23.9,17.1,4
43000,1,205,35.2,0.0,0.1,14.6,0.0,16
43000,13,34,19.0,20.0,0.0,24.0,18.0,1
44000,1,206,35.6,0.0,0.2,14.9,0.0,16
44000,13,42,19.0,20.0,0.0,24.0,18.0,1
45000,1,189,35.6,0.0,0.2,14.5,0.0,18
45000,13,52,19.5,19.7,0.0,23.8,17.7,4
46000,1,149,34.1,0.0,0.2,14.4,0.0,11
46000,13,60,19.9,18.8,0.3,24.0,16.8,5
