step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,52,36,0,0,16,0,0.000,2976,4.55,532.30,0.00,187
100000,54,36,0,0,18,0,0.000,2870,5.70,555.28,0.00,229
100000,52,36,0,0,16,0,0.000,2740,5.11,507.53,0.00,187
100000,52,36,0,0,16,0,0.000,2660,3.35,463.36,0.00,187
100000,51,38,0,0,13,0,0.000,2653,5.07,456.12,0.00,187
100000,53,36,0,0,17,0,0.000,2636,2.73,486.73,0.00,247
100000,55,36,1,0,18,1,0.018,2522,4.37,455.37,9.99,237
100000,50,36,1,0,13,1,0.020,2368,3.00,365.83,31.80,174
100000,52,36,0,0,16,0,0.000,2338,4.02,414.57,0.00,247
100000,51,36,0,0,15,0,0.000,2304,0.92,402.15,0.00,247
100000,64,30,18,0,16,18,0.281,2246,5.49,382.43,162.94,181
100000,52,36,0,0,16,0,0.000,2162,4.69,406.20,0.00,247
100000,54,36,0,0,18,0,0.000,2160,6.61,392.05,0.00,229
100000,54,36,0,0,18,0,0.000,2027,4.02,357.71,0.00,252
100000,54,36,0,0,18,0,0.000,2004,2.70,349.11,0.00,252
100000,54,36,0,0,18,0,0.000,1986,4.22,373.15,0.00,229
100000,52,36,0,0,16,0,0.000,1743,4.78,301.15,0.00,187
100000,52,36,0,0,16,0,0.000,1714,1.56,303.73,0.00,187
100000,53,36,0,0,17,0,0.000,1680,4.58,292.80,0.00,247
100000,50,36,0,0,14,0,0.000,1605,5.74,269.14,0.00,247
100000,55,36,0,0,19,0,0.000,1603,5.96,326.14,0.00,248
100000,64,30,18,0,16,18,0.281,1548,4.56,265.55,110.18,181
100000,52,36,0,0,16,0,0.000,1548,3.80,273.06,0.00,187
100000,52,36,0,0,16,0,0.000,1506,4.27,267.26,0.00,187
100000,52,36,0,0,16,0,0.000,1478,3.86,262.72,0.00,187
100000,52,36,0,0,16,0,0.000,1474,4.36,255.01,0.00,187
100000,50,36,1,0,13,1,0.020,1302,6.73,202.84,14.95,174
100000,64,30,18,0,16,18,0.281,1300,5.17,213.34,107.91,181
100000,54,36,0,0,18,0,0.000,1299,7.09,268.93,0.00,229
100000,52,36,0,0,16,0,0.000,1253,3.53,223.26,0.00,247
100000,52,36,0,0,16,0,0.000,1216,5.50,212.46,0.00,247
100000,52,36,0,0,16,0,0.000,1161,5.91,193.00,0.00,187
100000,49,36,0,0,13,0,0.000,1136,1.43,168.23,0.00,247
100000,51,36,0,0,15,0,0.000,1061,4.11,179.77,0.00,187
100000,54,36,0,0,18,0,0.000,1024,0.96,177.79,0.00,229
100000,52,36,0,0,16,0,0.000,1014,5.32,176.87,0.00,247
100000,53,36,0,0,17,0,0.000,979,5.75,171.61,0.00,247
100000,52,36,0,0,16,0,0.000,948,5.88,160.17,0.00,187
100000,55,36,1,0,18,1,0.018,937,3.42,160.62,9.65,237
100000,55,36,1,0,18,1,0.018,902,3.76,167.97,4.34,237
100000,52,36,0,0,16,0,0.000,869,5.04,176.60,0.00,187
100000,54,36,0,0,18,0,0.000,863,4.71,151.70,0.00,229
100000,50,36,1,0,13,1,0.020,853,4.97,142.30,13.29,174
100000,52,36,0,0,16,0,0.000,815,4.03,156.30,0.00,247
100000,50,36,0,0,14,0,0.000,802,4.42,138.33,0.00,187
100000,52,36,0,0,16,0,0.000,795,4.88,139.25,0.00,247
100000,52,36,0,0,16,0,0.000,794,5.39,150.84,0.00,229
100000,54,36,0,0,18,0,0.000,791,6.72,153.21,0.00,229
100000,52,36,0,0,16,0,0.000,790,6.47,140.01,0.00,187
100000,52,36,0,0,16,0,0.000,787,5.15,130.87,0.00,187
100000,52,36,0,0,16,0,0.000,780,5.49,137.67,0.00,247
100000,52,36,0,0,16,0,0.000,778,4.62,151.04,0.00,187
100000,57,37,0,0,20,0,0.000,773,5.75,164.76,0.00,248
100000,53,36,0,0,17,0,0.000,772,6.69,143.72,0.00,247
100000,54,36,0,0,18,0,0.000,737,3.84,122.78,0.00,229
100000,54,36,0,0,18,0,0.000,721,6.01,130.01,0.00,229
100000,57,37,0,0,20,0,0.000,706,6.95,138.25,0.00,248
100000,53,36,0,0,17,0,0.000,699,6.44,120.67,0.00,247
100000,54,36,0,0,18,0,0.000,697,3.55,135.04,0.00,229
100000,52,36,0,0,16,0,0.000,688,3.99,114.50,0.00,187
100000,52,36,0,0,16,0,0.000,657,3.22,109.00,0.00,229
100000,52,36,0,0,16,0,0.000,654,5.46,114.11,0.00,187
100000,54,36,0,0,18,0,0.000,652,4.27,106.02,0.00,229
100000,64,30,18,0,16,18,0.281,647,5.28,100.63,54.48,181
100000,52,36,0,0,16,0,0.000,642,5.04,108.55,0.00,247
100000,52,36,0,0,16,0,0.000,627,4.80,109.55,0.00,187
100000,52,36,0,0,16,0,0.000,610,4.86,107.02,0.00,229
100000,64,30,18,0,16,18,0.281,602,5.85,100.71,36.58,181
100000,54,36,0,0,18,0,0.000,594,3.96,107.12,0.00,229
100000,54,36,0,0,18,0,0.000,586,5.24,103.73,0.00,229
100000,54,36,0,0,18,0,0.000,562,6.26,96.40,0.00,229
100000,53,36,0,0,17,0,0.000,560,1.14,100.85,0.00,247
100000,55,36,1,0,18,1,0.018,556,6.12,92.24,14.11,237
100000,54,36,0,0,18,0,0.000,549,2.26,90.85,0.00,229
100000,52,36,0,0,16,0,0.000,544,3.97,98.64,0.00,247
100000,52,36,0,0,16,0,0.000,538,5.81,111.28,0.00,252
100000,51,36,0,0,15,0,0.000,523,6.93,90.03,0.00,187
100000,55,36,1,0,18,1,0.018,500,5.12,85.60,6.92,237
100000,52,36,0,0,16,0,0.000,500,3.66,84.99,0.00,247
100000,64,30,18,0,16,18,0.281,492,5.65,83.84,39.42,181
100000,54,36,0,0,18,0,0.000,488,5.79,83.04,0.00,229
100000,52,36,0,0,16,0,0.000,484,3.97,86.52,0.00,187
100000,64,30,18,0,16,18,0.281,469,1.71,75.30,32.93,181
100000,55,36,1,0,18,1,0.018,465,2.54,76.84,10.94,237
100000,50,36,1,0,13,1,0.020,453,4.62,70.53,2.06,174
100000,52,36,0,0,16,0,0.000,446,6.11,74.98,0.00,247
100000,54,36,0,0,18,0,0.000,432,2.36,68.57,0.00,229
100000,52,36,0,0,16,0,0.000,425,1.46,63.77,0.00,247
100000,50,36,1,0,13,1,0.020,424,6.21,65.74,9.10,174
100000,57,37,0,0,20,0,0.000,421,6.47,74.37,0.00,248
100000,50,36,1,0,13,1,0.020,420,6.08,62.82,3.28,174
100000,55,36,1,0,18,1,0.018,417,5.98,74.22,4.88,237
100000,64,30,18,0,16,18,0.281,411,6.70,64.41,39.02,181
100000,52,36,0,0,16,0,0.000,408,3.16,66.55,0.00,187
100000,52,36,0,0,16,0,0.000,404,1.35,63.93,0.00,187
100000,54,36,0,0,18,0,0.000,389,7.20,66.46,0.00,229
100000,55,36,1,0,18,1,0.018,388,5.14,63.98,5.58,237
100000,54,36,0,0,18,0,0.000,380,5.23,66.68,0.00,252
100000,54,36,0,0,18,0,0.000,378,6.29,67.31,0.00,229
100000,57,37,0,0,20,0,0.000,367,6.33,68.72,0.00,248
100000,52,36,0,0,16,0,0.000,367,4.89,65.59,0.00,247
100000,52,36,0,0,16,0,0.000,366,4.32,64.76,0.00,187
100000,52,36,0,0,16,0,0.000,359,3.93,59.63,0.00,247
100000,64,30,18,0,16,18,0.281,354,6.01,52.83,28.69,181
100000,50,36,1,0,13,1,0.020,350,0.71,44.60,5.21,174
100000,55,36,1,0,18,1,0.018,345,5.39,55.81,2.54,237
100000,57,37,0,0,20,0,0.000,335,5.84,74.47,0.00,248
100000,50,36,0,0,14,0,0.000,332,5.50,55.28,0.00,247
100000,64,30,18,0,16,18,0.281,326,1.11,52.22,20.59,181
100000,64,30,18,0,16,18,0.281,325,4.00,52.91,24.56,181
100000,52,36,0,0,16,0,0.000,324,4.58,54.51,0.00,187
100000,55,36,1,0,18,1,0.018,322,3.63,58.98,1.92,237
100000,50,36,0,0,14,0,0.000,319,2.78,61.16,0.00,247
100000,51,36,0,0,15,0,0.000,316,5.68,53.76,0.00,187
100000,52,36,0,0,16,0,0.000,313,1.97,50.32,0.00,247
100000,54,36,0,0,18,0,0.000,309,6.24,60.03,0.00,252
100000,52,36,0,0,16,0,0.000,300,4.92,55.08,0.00,247
