step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,282,24.4,3.5,1.3,16.5,3.0,80
6000,1,346,21.5,2.1,0.1,14.8,1.6,92
7000,1,295,23.4,2.3,0.1,19.8,1.7,112
8000,1,255,30.3,1.6,0.2,19.4,1.2,68
9000,1,272,26.8,2.3,0.1,17.5,2.1,77
10000,1,272,30.0,1.8,0.1,18.8,1.4,64
11000,1,96,32.5,7.7,0.5,18.3,7.1,19
12000,1,190,36.5,0.6,0.2,22.5,0.5,50
13000,1,251,28.1,0.4,0.0,24.3,0.3,57
14000,1,320,12.3,5.2,0.2,18.6,3.0,82
15000,1,472,15.3,0.3,0.0,11.7,0.2,74
16000,1,278,26.6,3.7,0.0,15.9,3.7,33
17000,1,235,37.3,2.7,0.0,19.4,2.6,55
18000,1,249,23.0,6.6,0.1,12.9,4.7,93
19000,1,367,18.1,1.4,0.0,14.1,0.9,101
20000,1,308,22.1,1.1,0.0,15.4,0.9,72
21000,1,438,15.5,0.6,0.1,13.2,0.4,82
22000,1,391,17.5,2.1,0.1,12.8,2.0,83
23000,1,328,21.6,2.3,0.0,15.5,2.2,78
24000,1,285,26.6,0.1,0.0,16.0,0.1,64
25000,1,266,29.4,1.0,0.0,17.2,0.9,53
26000,1,237,31.9,0.0,0.2,18.5,0.0,49
27000,1,245,31.8,0.0,0.3,18.5,0.0,57
28000,1,261,28.7,0.3,0.1,18.7,0.1,76
28000,9,12,32.5,0.0,0.0,14.2,0.0,2
29000,1,218,31.9,0.1,0.1,18.2,0.1,67
29000,9,41,31.3,0.0,0.0,17.4,0.0,13
30000,1,387,11.5,0.8,0.2,14.8,0.6,134
30000,9,52,25.5,0.5,0.3,16.0,0.5,16
31000,1,173,15.6,0.0,0.2,12.8,0.0,65
31000,9,148,22.4,2.7,0.9,18.4,2.4,36
32000,9,165,29.0,11.2,0.2,16.1,9.8,25
32000,1,58,34.9,0.4,0.6,22.0,0.4,19
33000,1,137,35.2,0.0,0.1,16.2,0.0,27
33000,9,134,32.9,1.6,0.0,15.9,1.5,23
34000,9,161,30.5,1.3,0.2,16.8,1.3,36
34000,1,119,32.8,0.0,0.0,16.1,0.0,31
35000,9,179,30.7,6.5,0.5,16.2,5.4,43
35000,1,68,32.0,0.0,0.2,16.1,0.0,23
36000,9,138,34.1,0.6,0.2,16.2,0.6,26
36000,1,122,34.8,0.0,0.0,18.6,0.0,27
37000,9,163,27.4,14.6,0.0,17.9,12.1,34
37000,1,41,36.2,0.0,0.0,16.5,0.0,13
38000,9,125,37.7,3.2,0.3,19.5,2.6,18
38000,1,99,38.4,0.0,0.0,18.1,0.0,17
39000,1,173,38.1,0.0,0.0,17.7,0.0,33
39000,9,67,32.5,7.9,0.1,16.9,6.0,14
40000,1,181,38.0,0.0,0.0,18.2,0.0,29
40000,9,53,37.9,3.2,0.2,16.8,2.6,15
41000,1,160,35.3,0.0,0.1,17.5,0.0,37
41000,9,89,34.7,4.8,0.3,19.2,4.0,20
42000,1,184,21.7,0.3,0.1,14.0,0.0,54
42000,9,115,33.1,7.0,0.7,18.8,5.6,24
