step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,269,7.9,0.2,0.1,12.3,0.0,60
6000,1,180,22.0,0.0,0.0,17.1,0.0,33
7000,1,198,34.4,9.9,0.0,18.6,9.9,19
8000,1,278,27.1,4.3,0.0,16.1,4.3,31
9000,1,134,0.4,0.1,0.1,11.1,0.0,29
10000,1,172,1.6,0.4,0.2,9.6,0.3,32
11000,1,119,1.1,0.0,0.0,8.6,0.0,26
12000,1,88,4.1,0.6,0.4,15.3,0.1,28
13000,4,120,39.9,0.0,0.0,18.9,0.0,21
13000,5,70,35.0,10.0,0.0,19.0,10.0,12
13000,1,56,8.6,0.0,0.2,10.9,0.0,14
14000,5,104,37.5,7.0,0.0,19.5,7.0,13
14000,4,85,41.5,0.0,0.0,18.1,0.0,10
14000,1,66,7.0,0.0,0.0,9.5,0.0,16
15000,1,115,10.4,0.0,0.0,9.0,0.0,28
15000,4,104,36.2,0.1,0.0,18.4,0.0,14
15000,5,47,32.1,10.2,0.0,21.7,10.2,12
16000,5,76,31.6,11.2,0.0,21.2,11.2,16
16000,4,69,36.7,0.3,0.0,17.8,0.2,15
16000,1,65,0.1,0.0,0.0,13.5,0.0,14
17000,4,111,39.1,0.0,0.0,17.1,0.0,22
17000,5,91,37.0,7.2,0.0,19.8,7.2,18
17000,1,72,2.8,0.0,0.0,11.1,0.0,19
18000,4,133,33.5,0.0,0.0,16.8,0.0,24
18000,1,87,7.0,0.0,0.0,10.3,0.0,21
18000,5,84,36.8,5.6,0.1,21.2,5.3,20
19000,5,100,36.5,7.1,0.0,20.5,6.9,16
19000,4,89,34.7,0.0,0.0,19.1,0.0,18
19000,1,35,0.3,0.0,0.2,13.9,0.0,14
20000,4,116,36.2,0.0,0.0,18.2,0.0,23
20000,5,65,34.8,9.4,0.0,19.8,9.4,13
20000,1,30,7.5,0.5,0.0,11.8,0.2,11
21000,4,184,34.0,0.0,0.0,19.3,0.0,24
21000,5,27,34.2,9.9,0.0,19.9,9.9,8
21000,1,13,6.2,3.0,0.0,14.5,1.1,7
22000,5,186,39.0,6.0,0.0,19.0,5.7,22
22000,4,25,34.7,0.0,0.0,18.6,0.0,9
23000,4,134,35.1,0.0,0.0,17.2,0.0,22
23000,5,95,36.7,7.7,0.0,19.6,7.3,17
24000,4,187,39.1,0.0,0.1,15.9,0.0,21
24000,5,47,34.0,11.2,0.0,18.8,10.1,7
25000,4,229,27.0,0.0,0.0,14.6,0.0,36
