step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,2,80,33.0,0.8,0.0,25.0,0.8,20
6000,2,135,27.0,0.1,0.7,25.0,0.1,42
7000,2,141,26.9,0.0,0.9,22.1,0.0,37
8000,11,101,6.4,0.0,0.4,10.7,0.0,42
8000,2,42,26.1,0.0,0.0,24.6,0.0,2
9000,2,41,32.9,3.4,0.1,18.2,3.4,11
9000,11,31,31.5,0.0,0.0,19.9,0.0,6
9000,12,24,29.4,0.5,0.1,20.2,0.4,8
10000,2,21,33.2,3.1,0.0,17.7,3.1,6
10000,11,11,32.0,0.0,0.0,22.2,0.0,2
12000,19,31,31.8,14.9,0.0,17.2,13.9,7
12000,20,26,31.0,0.0,0.0,18.1,0.0,7
13000,19,12,33.8,15.2,0.0,14.4,14.7,5
13000,26,10,30.3,0.1,0.0,19.2,0.0,4
13000,20,10,32.7,0.0,0.0,18.2,0.0,3
14000,29,63,22.9,0.0,0.0,15.7,0.0,17
14000,19,47,32.4,14.2,0.0,16.6,14.1,9
15000,34,123,31.1,0.0,0.0,15.5,0.0,25
15000,29,34,14.0,0.0,1.9,13.2,0.0,11
15000,26,14,32.5,0.0,1.0,16.0,0.0,4
15000,19,13,33.0,14.0,0.6,16.4,13.5,4
16000,34,265,20.4,0.0,0.0,13.2,0.0,75
16000,29,32,31.4,0.0,0.0,13.7,0.0,8
16000,19,10,32.5,14.4,0.0,17.1,14.4,3
16000,26,5,33.0,0.0,0.8,16.0,0.0,2
17000,34,156,30.4,0.0,0.0,15.4,0.0,32
17000,29,42,31.4,0.0,0.0,13.1,0.0,7
17000,41,38,31.7,0.3,0.0,14.7,0.3,9
17000,19,25,32.4,14.7,0.0,16.9,14.6,5
18000,34,130,29.7,0.0,0.0,15.4,0.0,35
18000,29,46,18.7,0.0,0.0,12.5,0.0,11
18000,41,37,31.7,0.0,0.0,14.1,0.0,8
18000,19,35,33.4,13.4,0.1,17.1,12.9,8
19000,34,118,30.1,0.0,0.1,15.0,0.0,33
19000,41,41,31.7,0.1,0.0,14.7,0.1,12
19000,19,29,32.2,15.1,0.0,16.7,14.6,8
19000,29,24,31.3,0.0,0.0,13.9,0.0,6
20000,34,78,23.2,0.1,0.0,13.6,0.1,25
20000,19,37,33.1,14.4,0.3,16.3,14.4,5
20000,41,19,30.6,0.4,0.0,14.1,0.4,9
20000,29,12,31.1,0.0,0.0,13.1,0.0,4
21000,34,143,24.8,0.3,0.0,17.1,0.2,62
21000,41,16,31.8,0.0,0.0,14.2,0.0,6
21000,19,8,30.8,9.4,0.0,23.9,9.4,2
21000,29,7,31.9,0.0,0.0,12.7,0.0,2
22000,34,111,24.8,0.1,0.1,15.2,0.1,44
22000,41,61,31.6,0.9,0.0,14.9,0.1,18
22000,29,17,31.4,0.0,0.0,14.4,0.0,5
23000,41,105,31.8,0.7,0.0,14.3,0.4,23
23000,34,58,32.2,0.0,0.0,15.8,0.0,22
23000,59,15,30.7,17.5,0.0,15.7,14.3,5
23000,58,13,42.5,1.5,0.0,13.2,1.5,3
24000,41,100,31.8,0.2,0.0,13.2,0.1,23
24000,34,34,33.4,0.0,0.0,16.6,0.0,12
24000,58,29,38.1,4.7,0.0,14.3,4.7,8
24000,59,24,26.5,15.9,0.0,21.5,15.8,5
25000,41,100,32.0,0.9,0.0,15.6,0.3,23
25000,58,59,37.6,4.8,0.0,14.5,4.8,9
25000,34,30,27.9,0.6,0.0,20.2,0.0,11
25000,59,29,31.3,16.3,0.0,16.2,16.0,6
26000,34,69,30.6,0.2,0.0,18.1,0.2,14
26000,41,46,33.7,0.0,0.0,13.8,0.0,4
26000,59,34,25.6,16.0,0.0,22.4,15.9,3
26000,58,19,40.3,1.9,0.0,14.7,1.9,5
27000,34,60,33.5,0.0,0.0,18.4,0.0,11
27000,41,29,32.9,0.3,0.0,14.9,0.3,4
27000,59,23,25.0,16.0,0.0,23.0,16.0,1
27000,58,22,34.3,2.8,0.0,19.0,2.8,6
28000,34,67,22.4,10.0,0.1,12.2,8.3,18
28000,41,45,27.6,11.5,0.0,14.5,7.5,17
28000,71,31,20.8,0.0,0.0,13.2,0.0,11
28000,58,14,33.1,3.1,0.0,13.8,3.1,2
29000,71,29,26.4,0.0,0.0,12.4,0.0,9
29000,41,27,23.9,3.6,0.0,15.2,1.7,12
29000,58,26,28.4,5.2,0.7,12.7,4.6,13
30000,71,72,27.1,0.0,0.0,13.2,0.0,16
30000,41,19,31.6,0.8,0.0,13.1,0.5,8
30000,58,18,30.6,2.0,0.7,14.3,2.0,6
30000,72,6,26.8,3.7,0.0,10.8,3.7,6
31000,71,151,25.2,0.0,0.0,13.9,0.0,32
31000,58,27,13.4,0.0,0.0,13.8,0.0,11
31000,41,8,31.8,0.0,0.0,14.0,0.0,3
32000,71,172,22.4,0.0,0.0,13.8,0.0,44
32000,81,31,30.5,0.0,0.0,15.0,0.0,9
32000,58,20,20.1,0.0,0.8,14.2,0.0,5
32000,72,7,24.6,3.7,0.0,11.4,3.7,5
32000,79,6,27.0,1.8,0.0,18.7,1.8,2
33000,71,99,24.3,0.0,0.0,13.2,0.0,28
33000,58,15,21.3,0.0,0.0,10.1,0.0,7
33000,81,14,28.6,0.3,0.0,14.6,0.3,4
33000,73,13,26.5,11.5,0.0,16.9,11.0,3
33000,79,7,27.0,2.0,0.0,19.0,2.0,1
34000,71,154,16.5,0.0,0.1,14.8,0.0,29
34000,81,50,23.2,0.0,0.2,14.6,0.0,20
34000,73,19,24.7,14.4,0.1,16.3,11.4,6
34000,58,12,26.8,0.0,0.0,14.8,0.0,5
35000,71,80,7.6,0.0,0.0,11.6,0.0,25
35000,81,75,20.8,9.7,0.0,13.7,6.8,13
35000,89,45,26.2,4.6,0.0,12.4,4.3,16
35000,90,22,28.5,0.4,0.0,13.9,0.4,6
35000,73,15,26.9,15.4,0.0,13.3,12.9,3
35000,58,10,24.7,0.0,0.0,13.7,0.0,5
36000,81,40,24.8,0.4,0.0,10.6,0.4,12
36000,90,33,27.0,0.6,0.0,14.6,0.4,9
36000,89,33,28.6,4.0,0.1,13.5,4.0,8
37000,81,58,28.1,0.8,0.0,10.7,0.8,8
37000,89,48,28.5,3.8,0.0,13.8,3.8,11
