step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
850000,209,4.765,0.162,17.00,9377,5910,66,3441,8,61,409815.0,9836.2,0.000,0.067,0.339,0.277,0.317,10344,64.00,0.00,42.21,6.87,2.46,7.45,1.08,1.47,18.25,2.56,2.11,6.35,0.038,0.116,41,0.124,0.933,0.062,0.000,0.005,2332,1057,2,0.871,0.033
860000,207,4.599,0.167,17.59,11633,6012,73,5507,43,120,409748.2,13107.0,0.000,0.066,0.367,0.224,0.343,8593,63.82,1.61,41.57,7.62,3.32,8.64,0.50,1.35,18.42,2.33,2.78,7.15,0.052,0.135,36,0.213,0.865,0.126,0.000,0.010,3141,1515,3,0.763,0.000
870000,210,4.557,0.152,17.61,12908,6258,69,6344,234,183,409828.3,14781.4,0.000,0.059,0.360,0.235,0.346,7452,63.86,0.40,42.30,7.11,2.88,7.37,0.56,1.69,18.11,2.51,2.51,6.24,0.045,0.115,44,0.190,0.762,0.229,0.000,0.010,3683,1630,3,0.695,0.000
880000,200,4.332,0.174,17.91,9001,6282,79,2644,6,56,409931.8,8416.0,0.000,0.070,0.315,0.254,0.361,9839,63.94,0.51,43.33,5.13,1.17,5.05,0.98,1.60,18.47,2.02,1.03,4.36,0.018,0.079,50,0.240,0.950,0.050,0.000,0.000,2392,778,5,0.330,0.030
890000,225,4.393,0.142,17.32,8819,5248,143,3389,14,114,410944.9,9312.6,0.000,0.057,0.327,0.330,0.285,9908,63.38,4.44,40.34,9.06,4.36,9.29,1.61,1.73,17.07,2.32,3.72,7.87,0.069,0.145,47,0.173,0.836,0.160,0.000,0.004,2261,682,5,0.436,0.000
900000,211,4.663,0.155,17.13,12451,5162,154,7098,51,344,410535.6,15917.8,0.001,0.054,0.377,0.337,0.231,8127,62.27,9.33,38.10,11.83,6.28,10.87,1.51,1.70,16.37,3.78,5.27,9.14,0.102,0.173,46,0.223,0.668,0.308,0.000,0.024,3315,1465,5,0.422,0.076
910000,224,4.258,0.158,16.40,12425,5327,127,6880,78,223,410396.7,13864.2,0.002,0.059,0.410,0.298,0.231,7393,54.96,18.82,32.82,15.62,5.02,9.88,1.25,1.32,15.86,3.71,4.23,8.31,0.079,0.154,47,0.188,0.714,0.268,0.000,0.018,3677,1752,5,0.384,0.237
920000,263,3.793,0.151,16.87,12655,5125,115,7307,69,247,410056.3,17601.4,0.003,0.069,0.399,0.296,0.233,7744,49.11,24.02,28.24,19.83,5.59,10.48,1.08,1.15,14.20,4.83,4.49,8.84,0.095,0.178,60,0.350,0.749,0.194,0.000,0.057,3559,2002,3,0.471,0.281
930000,214,4.449,0.158,17.10,10429,5108,132,5195,43,132,409840.4,11913.2,0.003,0.067,0.417,0.261,0.252,8977,62.03,8.54,40.45,10.36,2.72,7.16,2.22,1.69,16.64,1.92,2.14,5.58,0.043,0.112,56,0.346,0.850,0.145,0.000,0.005,2893,1766,3,0.654,0.089
940000,214,4.524,0.150,17.11,11089,5033,163,5869,24,257,410588.2,13433.8,0.001,0.068,0.408,0.282,0.240,8440,63.12,4.25,40.97,8.47,2.47,6.80,2.24,1.86,17.44,1.73,1.76,4.88,0.039,0.107,57,0.257,0.902,0.098,0.000,0.000,2741,1271,3,0.682,0.023
950000,201,4.682,0.166,16.95,14998,5967,126,8806,112,117,410097.5,17011.7,0.000,0.070,0.493,0.214,0.223,6851,63.36,3.68,41.70,7.74,2.48,6.93,2.11,2.03,17.07,1.57,2.10,5.85,0.040,0.110,41,0.403,0.851,0.149,0.000,0.000,4969,2803,4,0.831,0.000
960000,238,4.209,0.163,16.09,11288,5590,87,5560,14,225,410554.3,14592.4,0.002,0.094,0.330,0.252,0.323,9005,55.36,18.79,37.88,16.23,1.77,5.67,1.28,1.83,14.44,3.60,1.77,5.67,0.029,0.089,58,0.193,0.853,0.126,0.000,0.021,2840,1278,2,0.458,0.223
970000,236,4.049,0.139,16.87,10091,5627,137,4307,22,189,409546.5,10530.3,0.001,0.091,0.367,0.262,0.279,10005,55.78,9.26,34.20,8.21,2.61,5.09,1.42,1.98,17.54,3.12,2.01,3.81,0.045,0.083,81,0.161,0.835,0.148,0.000,0.017,2721,1337,2,0.775,0.030
980000,229,4.043,0.149,17.27,9533,5924,121,3483,12,258,409267.8,9543.9,0.001,0.046,0.416,0.248,0.290,10152,59.07,6.06,36.17,6.67,2.93,5.36,2.03,2.53,17.93,3.07,2.55,4.43,0.047,0.084,73,0.179,0.821,0.170,0.000,0.009,2168,817,2,0.611,0.240
990000,256,3.797,0.138,15.64,11258,6525,103,4572,31,230,409491.2,12074.3,0.000,0.053,0.377,0.268,0.302,8196,52.90,12.14,33.77,10.02,2.09,4.99,0.41,2.32,16.62,4.25,1.93,4.55,0.035,0.080,91,0.195,0.852,0.121,0.000,0.027,2845,1213,2,0.477,0.062
1000000,244,4.159,0.140,16.15,12892,7325,93,5462,24,279,410552.8,12133.1,0.001,0.095,0.344,0.280,0.280,8301,55.95,3.76,37.66,4.64,1.47,4.40,0.08,0.45,16.74,3.64,1.26,3.66,0.025,0.070,93,0.135,0.926,0.053,0.000,0.020,3400,1302,3,0.684,0.033
