step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
770000,258,3.906,0.142,13.38,15078,7500,93,7217,274,69,410428.8,15114.2,0.003,0.006,0.402,0.171,0.418,8017,52.24,4.43,35.53,5.03,0.40,2.11,0.25,1.00,16.06,4.62,0.38,1.97,0.007,0.034,93,0.112,0.961,0.027,0.000,0.012,4464,2697,3,0.814,0.000
780000,239,3.969,0.148,10.92,14010,7704,52,6138,135,69,410247.8,15424.0,0.003,0.003,0.398,0.200,0.396,10042,55.42,3.99,37.36,4.46,1.79,5.66,0.15,0.81,16.13,3.79,1.60,5.09,0.028,0.088,76,0.100,0.912,0.067,0.000,0.021,3843,2296,2,0.912,0.000
790000,250,4.032,0.135,11.66,22953,8168,60,14061,653,168,410208.5,22866.5,0.003,0.004,0.462,0.220,0.312,6381,51.82,8.40,33.33,8.65,2.07,5.96,0.22,1.17,16.21,4.18,1.58,4.95,0.038,0.102,77,0.196,0.900,0.088,0.000,0.012,7721,5563,2,0.908,0.000
800000,284,3.649,0.136,11.49,23826,7692,25,15720,355,864,409893.7,31466.2,0.012,0.003,0.564,0.159,0.263,7014,45.00,15.41,24.31,13.62,3.08,6.82,0.15,1.08,17.46,5.45,2.77,6.31,0.052,0.113,94,0.120,0.778,0.201,0.000,0.021,8090,5732,2,0.366,0.504
810000,453,2.603,0.101,11.20,19769,8601,53,10700,246,162,411174.4,19581.0,0.006,0.009,0.533,0.199,0.253,8315,25.98,20.53,12.81,14.16,2.09,4.45,0.50,2.72,10.58,6.51,1.70,3.71,0.037,0.084,192,0.104,0.724,0.214,0.000,0.062,6425,4482,1,1.000,0.000
820000,296,3.384,0.148,12.47,20739,8746,23,11943,184,72,409994.0,22279.2,0.008,0.008,0.439,0.211,0.335,7327,46.33,6.66,29.85,6.66,1.08,3.92,0.22,0.87,15.19,6.18,1.02,3.66,0.018,0.063,124,0.179,0.922,0.051,0.000,0.027,6354,3974,2,0.929,0.000
830000,307,3.398,0.124,11.44,18540,8758,100,9397,274,227,410753.7,16239.7,0.008,0.007,0.362,0.317,0.306,7202,45.02,5.19,26.89,5.15,0.59,2.51,0.09,0.90,17.45,4.20,0.59,2.51,0.011,0.044,121,0.114,0.948,0.039,0.000,0.013,5958,3997,1,0.951,0.049
840000,305,3.499,0.131,12.50,22366,8752,91,13132,393,366,410630.4,22397.9,0.007,0.010,0.360,0.402,0.221,7031,42.96,10.91,27.03,9.41,1.77,4.03,0.19,0.69,13.98,5.47,1.50,3.56,0.043,0.086,107,0.118,0.839,0.134,0.000,0.026,7841,5446,2,0.954,0.000
850000,277,3.705,0.138,12.65,16298,8299,77,7792,158,266,409763.5,16383.7,0.001,0.004,0.376,0.387,0.231,8978,48.25,6.63,32.46,6.58,1.34,4.04,0.03,0.20,14.43,3.66,1.19,3.88,0.025,0.069,90,0.310,0.910,0.083,0.000,0.007,4785,3291,2,0.874,0.061
860000,268,3.551,0.132,13.30,18696,7963,95,10371,276,216,409680.0,19691.3,0.001,0.004,0.371,0.373,0.250,7884,47.28,13.10,31.47,11.01,1.07,4.02,0.09,0.50,14.65,3.79,0.92,3.74,0.027,0.089,52,0.306,0.922,0.067,0.000,0.011,5995,3719,2,0.955,0.000
870000,324,3.229,0.125,12.60,19534,7781,115,11164,418,735,410164.5,19281.6,0.002,0.003,0.371,0.338,0.286,7570,36.69,20.16,19.77,16.29,2.79,6.52,0.08,0.68,14.04,4.62,2.49,5.92,0.051,0.111,114,0.142,0.778,0.185,0.003,0.034,6080,3567,2,0.806,0.056
880000,247,3.906,0.148,12.51,19319,7925,114,11006,351,560,410235.9,19610.6,0.001,0.004,0.363,0.350,0.281,6855,51.65,9.39,31.74,8.99,5.09,8.32,0.04,0.30,14.79,3.66,4.70,7.77,0.088,0.142,44,0.243,0.761,0.227,0.000,0.012,6099,3617,2,0.684,0.053
890000,282,3.557,0.134,12.93,22832,7500,96,14825,376,284,410300.0,24349.3,0.004,0.007,0.344,0.378,0.267,5699,45.76,14.67,29.83,12.13,2.15,5.80,0.06,0.69,13.72,3.75,1.96,5.24,0.038,0.101,77,0.223,0.830,0.156,0.000,0.014,7770,4332,3,0.727,0.000
900000,342,3.170,0.115,14.04,19994,9805,45,9937,147,121,410701.8,18024.3,0.010,0.020,0.299,0.248,0.424,5907,38.67,11.07,23.61,7.59,2.04,4.19,0.15,1.10,12.87,4.13,1.68,3.31,0.039,0.072,154,0.064,0.798,0.196,0.000,0.006,6917,3951,2,0.772,0.167
910000,236,3.931,0.185,12.54,18915,10295,144,8359,223,188,410368.0,15204.3,0.011,0.006,0.294,0.168,0.521,5697,48.47,11.22,20.97,8.56,11.08,7.43,0.14,1.11,16.28,4.43,8.00,7.03,0.214,0.120,86,0.242,0.597,0.369,0.000,0.034,6599,3022,2,0.487,0.479
920000,228,4.141,0.163,12.50,20577,8660,14,11531,380,634,410611.3,24633.9,0.002,0.018,0.489,0.099,0.392,6396,55.53,5.60,35.05,3.85,3.43,6.15,0.00,0.00,17.04,4.17,3.37,6.00,0.055,0.096,87,0.123,0.759,0.237,0.000,0.004,6468,3887,2,0.605,0.000
930000,281,3.430,0.135,12.31,15253,8578,35,6317,270,106,410201.2,13563.1,0.003,0.008,0.428,0.124,0.437,9135,48.17,11.32,29.11,12.43,0.73,2.89,0.00,0.06,18.32,6.96,0.47,2.46,0.016,0.063,139,0.039,0.950,0.039,0.000,0.011,5010,3553,2,0.932,0.000
940000,267,3.644,0.129,11.48,18476,8020,72,10115,283,114,410060.0,19300.7,0.003,0.002,0.458,0.098,0.439,7456,48.49,13.59,28.58,10.71,4.34,6.49,0.12,0.63,15.45,4.56,4.25,6.36,0.071,0.101,99,0.165,0.625,0.345,0.000,0.030,5910,3335,3,0.558,0.094
950000,429,2.708,0.104,12.60,16564,9023,105,7084,190,120,410161.4,13091.9,0.003,0.002,0.438,0.107,0.450,8131,30.79,16.82,16.81,14.01,0.93,3.16,0.15,0.62,12.89,6.07,0.86,3.10,0.023,0.090,141,0.079,0.904,0.068,0.002,0.026,5320,2879,3,0.594,0.000
960000,277,3.557,0.140,13.42,22473,7729,73,14318,505,230,409369.8,25887.9,0.005,0.002,0.465,0.185,0.344,6173,47.26,13.49,31.30,11.40,1.33,3.93,0.00,0.00,14.63,4.54,1.17,3.44,0.030,0.076,98,0.260,0.823,0.155,0.000,0.022,7515,4533,2,0.650,0.159
970000,227,4.151,0.158,8.83,13581,6194,32,7355,50,303,409600.5,17198.6,0.007,0.002,0.533,0.182,0.277,13894,60.59,8.49,37.43,7.18,2.44,5.97,0.43,1.20,20.29,4.71,2.37,5.82,0.039,0.096,71,0.167,0.859,0.123,0.000,0.018,3387,2340,2,0.930,0.000
980000,232,4.120,0.171,9.41,12040,6788,63,5173,11,269,409661.0,14027.9,0.005,0.001,0.512,0.351,0.132,15215,59.59,9.87,38.61,8.84,1.13,4.61,0.01,0.20,19.84,4.46,1.08,4.37,0.020,0.076,55,0.366,0.944,0.039,0.000,0.017,2924,2173,1,1.000,0.000
990000,209,4.534,0.157,9.26,24551,7866,31,16213,464,868,410112.7,23124.3,0.007,0.003,0.621,0.129,0.240,8765,63.93,0.55,35.76,6.89,0.54,1.86,0.42,1.50,27.22,6.27,0.54,1.86,0.008,0.029,79,0.129,0.947,0.033,0.000,0.019,10647,9344,1,1.000,0.000
1000000,277,3.827,0.140,10.66,12089,7535,30,4372,84,184,410383.4,9978.1,0.003,0.002,0.590,0.260,0.145,14100,47.34,11.01,30.42,8.12,1.59,4.72,0.18,0.92,15.15,4.78,1.36,3.99,0.026,0.075,95,0.227,0.870,0.112,0.000,0.018,3116,2047,1,0.953,0.047
