step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1138,6.89,0.01,0.08,0.04,6.75,0.00,1.01,0.000,0.379,785527.2,245.2,7,4,1.59,1.01,1.01
10000,2,160,15.10,0.41,0.71,2.03,11.96,0.01,1.02,0.006,0.834,284579.5,176.7,3,14,1.73,1.01,1.03
10000,0,27,14.22,0.11,1.00,0.89,12.22,0.00,1.00,0.000,0.005,91472.7,179.2,3,27,2.22,1.00,1.00
20000,8,1163,6.23,0.01,0.03,0.01,6.18,0.00,1.00,0.000,0.404,757366.9,10.9,9,1,1.67,1.00,1.01
20000,2,182,7.32,0.03,0.29,0.00,6.99,0.03,1.00,0.005,0.799,216723.4,4.5,4,3,1.48,1.00,1.01
20000,0,24,10.58,0.00,0.42,0.00,10.17,0.00,1.00,0.000,0.004,1430.3,1.3,4,12,1.88,1.00,1.00
30000,8,1141,6.01,0.00,0.06,0.01,5.93,0.00,1.00,0.000,0.419,756104.1,21.3,9,2,1.76,1.00,1.00
30000,2,141,9.73,0.01,0.07,0.00,9.65,0.00,1.01,0.000,0.737,188833.4,0.1,3,0,1.77,1.00,1.02
30000,0,36,8.19,0.06,0.03,0.00,8.11,0.00,1.03,0.000,0.006,2034.9,0.0,4,30,1.92,1.00,1.07
40000,8,1128,5.80,0.00,0.12,0.06,5.62,0.00,1.00,0.000,0.425,732347.6,1.9,4,0,1.81,1.00,1.00
40000,2,183,8.02,0.00,0.08,0.09,7.85,0.00,1.00,0.000,0.811,202987.4,5.7,2,3,1.50,1.00,1.00
40000,0,35,8.66,0.03,0.00,0.00,8.63,0.00,1.01,0.000,0.007,1708.3,0.0,2,24,2.26,1.02,1.02
50000,8,1187,5.37,0.00,0.06,0.01,5.30,0.00,1.00,0.000,0.431,725963.3,1.6,7,2,1.74,1.00,1.00
50000,2,213,6.45,0.05,0.07,0.01,6.31,0.00,1.02,0.000,0.737,194657.4,0.0,3,0,1.17,1.02,1.03
50000,0,30,7.20,0.00,0.00,0.07,7.13,0.00,1.00,0.000,0.004,1736.5,0.0,4,16,1.67,1.00,1.00
60000,8,1206,5.71,0.01,0.18,0.10,5.41,0.00,1.00,0.000,0.435,713902.2,0.0,3,0,1.73,1.00,1.00
60000,2,202,6.35,0.11,0.00,0.00,6.24,0.00,1.02,0.000,0.787,207838.4,0.9,2,0,1.32,1.03,1.03
60000,0,47,5.36,0.00,0.02,0.00,5.34,0.00,1.00,0.000,0.007,1715.4,0.0,3,32,1.74,1.00,1.00
70000,8,1206,5.57,0.00,0.16,0.06,5.35,0.00,1.00,0.000,0.430,747828.2,0.0,5,0,1.71,1.00,1.00
70000,2,193,8.21,0.02,0.00,0.15,8.05,0.00,1.01,0.000,0.825,204673.0,0.0,2,0,1.45,1.02,1.00
70000,0,27,7.74,0.00,0.22,0.00,7.52,0.00,1.00,0.000,0.006,1893.1,1.3,3,20,2.41,1.00,1.00
80000,8,1260,5.15,0.00,0.08,0.04,5.03,0.00,1.00,0.000,0.432,749142.4,0.5,4,0,1.65,1.00,1.00
80000,2,209,5.98,0.00,0.00,0.01,5.96,0.00,1.00,0.000,0.790,191946.3,0.0,3,1,1.28,1.00,1.00
80000,0,34,6.53,0.00,0.09,0.00,6.44,0.00,1.00,0.000,0.006,1890.9,0.0,3,27,2.06,1.00,1.00
90000,8,1220,5.59,0.00,0.23,0.05,5.31,0.00,1.00,0.000,0.445,756494.7,0.4,6,0,1.75,1.00,1.00
90000,2,203,5.81,0.00,0.00,0.00,5.81,0.00,1.00,0.000,0.781,179977.5,0.0,3,1,1.30,1.00,1.00
90000,0,34,7.91,0.00,0.06,0.00,7.85,0.00,1.00,0.000,0.006,1905.8,0.0,3,20,2.00,1.00,1.00
100000,8,1168,5.39,0.00,0.17,0.08,5.14,0.00,1.00,0.000,0.444,747625.6,0.0,6,0,1.83,1.00,1.00
100000,2,203,5.00,0.07,0.00,0.00,4.93,0.00,1.02,0.000,0.808,172792.4,0.0,2,0,1.34,1.02,1.02
100000,0,35,5.60,0.00,0.00,0.00,5.60,0.00,1.00,0.000,0.006,2400.1,0.0,3,21,1.94,1.00,1.00
110000,8,1093,5.14,0.00,0.11,0.04,4.99,0.00,1.00,0.000,0.435,730865.3,0.1,4,0,1.91,1.00,1.00
110000,2,205,7.35,0.00,0.08,0.02,7.25,0.00,1.00,0.000,0.787,172920.0,0.2,2,0,1.30,1.00,1.00
110000,0,41,7.22,0.00,0.00,0.00,7.22,0.00,1.00,0.000,0.006,2034.3,0.0,3,26,1.71,1.00,1.00
120000,8,1237,5.00,0.00,0.15,0.03,4.82,0.00,1.00,0.000,0.443,733453.1,0.2,4,0,1.72,1.00,1.00
120000,2,228,5.09,0.04,0.22,0.25,4.58,0.00,1.01,0.000,0.802,198818.5,0.7,3,3,1.19,1.02,1.00
120000,0,40,5.95,0.03,0.40,0.00,5.53,0.00,1.02,0.000,0.007,2027.5,0.0,3,30,1.88,1.05,1.00
130000,8,1276,5.30,0.00,0.20,0.05,5.05,0.01,1.00,0.001,0.461,739536.4,0.5,6,6,1.69,1.00,1.00
130000,2,204,4.41,0.00,0.03,0.00,4.38,0.00,1.00,0.000,0.807,148121.0,0.0,3,10,1.31,1.00,1.00
130000,0,27,6.19,0.11,0.44,0.00,5.63,0.00,1.04,0.000,0.004,2019.2,0.0,3,19,1.81,1.15,1.00
140000,8,1166,5.17,0.00,0.14,0.01,5.03,0.00,1.00,0.000,0.441,725831.0,1.3,6,3,1.81,1.00,1.00
