step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,2,500,8.1,0.1,0.2,0.0,7.7,0.0,1.05,19.1,88,997,87.65,0.00,405,92,3,0.0,1.03,1.05,1.05,2.46,0.52,0.57
5000,1,488,8.7,0.1,0.7,0.3,7.6,0.0,1.01,19.4,74,994,99.13,0.02,327,160,1,0.0,1.02,1.00,1.02,2.36,0.46,0.62
5000,15,81,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.1,7,1139,98.09,0.00,0,81,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
5000,5,34,18.1,0.0,0.0,0.7,17.4,0.0,1.00,14.5,11,1510,199.97,0.00,34,0,0,0.0,1.00,1.00,1.00,1.85,0.21,0.44
5000,3,27,6.6,0.0,0.0,0.4,6.2,0.0,1.00,20.4,8,1579,111.63,0.00,27,0,0,0.0,1.00,1.00,1.00,2.11,0.93,0.19
5000,17,13,8.0,0.0,0.0,0.0,8.0,0.0,1.00,19.8,3,1396,98.52,0.00,13,0,0,0.0,1.00,1.00,1.00,1.38,0.08,0.31
5000,8,12,7.8,0.0,0.0,0.1,7.8,0.0,1.00,18.2,12,894,61.03,0.00,12,0,0,0.0,1.00,1.00,1.00,1.67,0.33,0.33
5000,13,7,57.7,0.0,0.3,24.6,32.9,0.0,1.00,0.3,7,1973,677.00,0.00,7,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,2,564,7.6,0.1,0.1,0.0,7.4,0.0,1.02,19.6,81,1168,97.32,0.00,453,95,16,0.0,1.01,1.02,1.02,2.34,0.43,0.59
6000,1,557,7.3,0.1,0.5,0.3,6.5,0.0,1.01,20.6,61,1195,114.49,0.02,355,202,0,0.0,1.02,1.00,1.01,2.26,0.41,0.58
6000,26,141,7.0,0.2,0.1,0.0,6.7,0.0,1.07,20.3,21,1513,188.12,0.00,0,141,0,0.0,1.08,1.06,1.07,1.21,0.12,0.08
6000,15,80,6.2,0.0,0.6,0.0,5.6,0.0,1.00,21.0,12,1087,96.62,0.00,0,80,0,0.1,1.00,1.00,1.00,1.08,0.03,0.05
6000,5,31,13.9,0.0,0.0,0.2,13.7,0.0,1.00,17.4,9,1237,163.79,0.00,31,0,0,0.0,1.00,1.00,1.00,1.65,0.16,0.32
6000,3,28,5.0,0.0,0.0,0.4,4.6,0.0,1.00,22.0,6,1358,82.55,0.00,28,0,0,0.0,1.00,1.00,1.00,2.00,0.93,0.07
6000,8,15,7.1,0.0,0.0,0.1,7.0,0.0,1.00,18.4,11,1624,109.52,0.00,15,0,0,0.0,1.00,1.00,1.00,1.60,0.33,0.27
6000,13,7,57.7,0.0,0.3,24.6,32.9,0.0,1.00,0.3,7,2973,1028.49,0.00,7,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,2,606,6.7,0.1,0.0,0.1,6.4,0.0,1.04,20.4,81,917,68.98,0.00,506,89,11,0.0,1.01,1.06,1.05,2.17,0.38,0.50
7000,1,589,6.0,0.1,0.0,0.2,5.8,0.0,1.02,21.4,46,1297,101.28,0.00,351,238,0,0.0,1.03,1.02,1.02,2.15,0.38,0.51
7000,26,140,6.3,0.1,0.0,0.0,6.2,0.0,1.02,21.1,11,814,76.30,0.00,0,140,0,0.0,1.02,1.01,1.02,1.08,0.04,0.04
7000,15,86,5.4,0.0,0.0,0.0,5.4,0.0,1.00,21.7,8,793,73.41,0.00,0,86,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
7000,5,53,3.9,0.0,0.0,0.0,3.9,0.0,1.00,22.2,4,625,37.32,0.00,53,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
7000,3,37,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.6,5,927,58.40,0.00,37,0,0,0.0,1.00,1.00,1.00,2.00,0.89,0.05
7000,8,12,6.9,0.0,0.0,0.0,6.9,0.0,1.00,17.8,7,1803,127.81,0.00,12,0,0,0.0,1.00,1.00,1.00,1.50,0.33,0.17
8000,2,627,6.2,0.0,0.1,0.1,6.0,0.0,1.01,20.7,85,948,69.30,0.00,496,106,25,0.0,1.01,1.01,1.01,2.04,0.33,0.46
8000,1,317,5.0,0.2,0.0,0.2,4.6,0.0,1.07,22.5,38,1119,79.53,0.00,315,0,2,0.0,1.08,1.08,1.06,2.95,0.76,0.70
8000,26,164,5.5,0.0,0.2,0.0,5.3,0.0,1.00,21.7,14,1135,107.62,0.00,0,163,1,0.0,1.00,1.00,1.00,1.10,0.08,0.02
8000,5,56,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.4,5,862,51.11,0.00,56,0,0,0.0,1.00,1.00,1.00,1.05,0.00,0.05
8000,15,36,5.9,0.0,0.0,0.0,5.9,0.0,1.00,21.3,7,1070,111.62,0.00,0,36,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
8000,3,23,5.1,0.0,0.0,0.0,5.1,0.0,1.00,22.6,4,1521,90.80,0.00,23,0,0,0.0,1.00,1.00,1.00,1.83,0.74,0.04
8000,8,10,4.2,0.0,0.0,0.0,4.2,0.0,1.00,19.0,3,1524,84.54,0.00,10,0,0,0.0,1.00,1.00,1.00,1.40,0.40,0.00
9000,1,706,6.2,0.1,0.1,0.2,5.8,0.0,1.02,21.1,83,1075,81.86,0.00,490,204,12,0.0,1.03,1.03,1.02,2.23,0.46,0.49
9000,2,572,6.1,0.1,0.0,0.1,6.0,0.0,1.03,20.8,84,1291,98.58,0.00,447,114,11,0.0,1.02,1.03,1.03,1.95,0.31,0.42
9000,26,159,5.7,0.0,0.1,0.0,5.7,0.0,1.00,21.4,13,1604,164.72,0.00,0,158,1,0.0,1.00,1.00,1.00,1.07,0.05,0.02
9000,5,56,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.1,5,1163,69.40,0.00,56,0,0,0.0,1.00,1.00,1.00,1.09,0.00,0.09
9000,15,48,5.6,0.0,0.0,0.0,5.6,0.0,1.00,21.5,9,1159,108.71,0.00,0,48,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
9000,3,30,3.7,0.0,0.0,0.0,3.7,0.0,1.00,23.9,5,795,41.04,0.00,30,0,0,0.0,1.00,1.00,1.00,1.47,0.47,0.00
