step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,361,8.5,0.0,0.0,0.2,8.3,0.0,1.00,17.4,44,1027,105.87,0.00,360,0,1,0.0,1.00,1.00,1.00,1.98,0.77,0.15
5000,9,79,9.8,0.2,0.0,0.2,9.4,0.0,1.05,14.0,30,241,16.27,0.00,76,0,3,0.0,1.07,1.03,1.10,1.89,0.03,0.86
5000,4,43,14.0,0.0,0.0,0.2,13.8,0.0,1.00,15.8,9,1802,218.89,0.00,43,0,0,0.0,1.00,1.00,1.00,1.56,0.05,0.47
5000,8,18,64.0,0.0,5.9,24.8,33.2,0.0,1.00,0.0,12,369,199.36,0.00,0,12,6,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,6,13,10.2,1.3,0.1,0.0,8.8,0.0,1.29,16.5,8,1464,172.29,0.00,13,0,0,0.1,1.00,1.44,1.37,1.54,0.38,0.08
5000,5,6,32.0,6.5,0.0,0.0,25.5,0.0,1.73,3.7,4,1852,483.50,0.00,6,0,0,0.0,1.00,3.12,1.41,3.50,0.83,0.83
5000,3,6,3.8,0.0,0.0,0.0,3.8,0.0,1.00,23.7,3,878,59.55,0.00,5,1,0,0.0,1.00,1.00,1.00,1.50,0.17,0.33
6000,1,551,9.7,0.5,0.0,0.1,9.1,0.0,1.21,17.1,69,1276,127.70,0.00,544,4,3,0.0,1.12,1.22,1.25,2.58,0.83,0.41
6000,15,143,4.6,0.0,0.0,0.0,4.6,0.0,1.00,21.0,16,1291,97.90,0.00,143,0,0,0.0,1.01,1.00,1.00,1.13,0.06,0.05
6000,4,71,8.3,0.0,0.0,0.1,8.2,0.0,1.00,20.0,13,1271,137.17,0.00,71,0,0,0.0,1.00,1.00,1.00,1.25,0.03,0.20
6000,9,59,9.2,0.0,0.1,0.0,9.1,0.0,1.00,15.4,17,241,16.07,0.00,57,0,2,0.0,1.00,1.00,1.00,1.90,0.07,0.83
6000,13,22,8.5,0.0,0.0,0.1,8.4,0.0,1.04,19.3,10,1063,122.97,0.00,21,1,0,0.0,1.03,1.03,1.05,3.27,0.73,1.00
6000,14,20,5.9,0.0,0.0,0.0,5.9,0.0,1.00,19.0,4,1093,73.52,0.00,20,0,0,0.0,1.00,1.00,1.00,1.90,0.90,0.00
6000,8,18,64.0,0.0,2.5,17.5,44.0,0.0,1.00,0.0,8,559,339.37,0.00,0,11,7,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,5,7,27.7,5.6,0.0,0.0,22.1,0.0,1.63,6.9,5,2568,601.18,0.00,7,0,0,0.0,1.00,2.82,1.35,3.14,0.71,0.71
7000,1,523,9.1,0.5,0.0,0.0,8.6,0.0,1.19,17.6,68,986,91.80,0.00,519,2,2,0.0,1.10,1.21,1.23,2.48,0.73,0.42
7000,15,173,4.4,0.0,0.0,0.0,4.3,0.0,1.00,21.4,15,1452,108.74,0.00,173,0,0,0.0,1.00,1.00,1.00,1.09,0.05,0.03
7000,9,108,7.4,0.1,0.0,0.0,7.4,0.0,1.02,16.4,32,268,17.74,0.00,101,0,7,0.0,1.00,1.03,1.03,1.82,0.04,0.79
7000,14,28,5.9,0.0,0.0,0.0,5.9,0.0,1.00,19.2,7,1364,104.26,0.00,28,0,0,0.0,1.00,1.00,1.00,1.75,0.75,0.00
7000,4,18,8.2,0.0,0.0,0.0,8.2,0.0,1.00,18.7,7,812,67.67,0.00,18,0,0,0.0,1.00,1.00,1.00,1.44,0.11,0.33
7000,8,17,64.0,0.0,0.0,20.9,43.1,0.0,1.00,0.0,9,457,327.88,0.00,0,11,6,0.0,1.00,1.00,1.00,4.00,1.00,1.00
