step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,2,636,7.5,0.0,0.8,0.1,6.6,0.0,1.02,19.5,123,941,72.34,0.00,622,13,1,0.0,1.02,1.01,1.02,2.18,0.16,0.88
5000,4,402,6.7,0.0,0.0,0.0,6.6,0.0,1.02,21.2,77,1239,102.15,0.00,395,3,4,0.0,1.02,1.03,1.01,3.03,0.81,0.65
5000,1,240,10.3,0.2,1.1,0.0,9.0,0.0,1.08,18.4,46,839,89.11,0.00,146,63,31,0.0,1.10,1.06,1.08,1.85,0.44,0.28
5000,7,176,7.9,0.1,0.0,0.0,7.8,0.0,1.03,19.1,30,1363,135.92,0.00,176,0,0,0.0,1.04,1.01,1.05,1.26,0.16,0.05
5000,5,153,4.7,0.0,0.0,0.0,4.7,0.0,1.00,21.7,20,1514,102.35,0.00,153,0,0,0.0,1.00,1.00,1.00,1.09,0.02,0.07
5000,6,146,9.2,0.1,0.0,0.5,8.6,0.0,1.01,15.6,26,621,51.01,0.00,143,0,3,0.0,1.01,1.00,1.02,3.00,0.95,0.75
5000,3,115,6.1,0.0,0.0,0.1,6.0,0.0,1.02,20.1,27,1132,85.69,0.00,115,0,0,0.0,1.02,1.02,1.02,1.22,0.16,0.05
5000,50,114,3.8,0.0,0.1,0.0,3.8,0.0,1.00,22.5,11,1111,73.97,0.00,114,0,0,0.0,1.00,1.00,1.00,1.04,0.00,0.04
5000,25,109,6.8,0.0,0.3,0.0,6.6,0.0,1.00,20.3,8,1263,114.92,0.00,109,0,0,0.0,1.00,1.00,1.00,1.27,0.17,0.06
5000,18,108,9.0,0.2,0.1,0.0,8.8,0.0,1.07,18.7,23,1168,106.77,0.00,95,13,0,0.0,1.07,1.06,1.07,1.14,0.01,0.12
5000,10,98,7.1,0.0,0.0,0.0,7.1,0.0,1.01,19.1,20,1114,82.88,0.00,98,0,0,0.0,1.01,1.00,1.01,2.04,0.61,0.21
5000,19,91,9.0,0.0,0.0,0.3,8.7,0.0,1.00,15.4,29,1200,112.48,0.00,89,0,2,0.0,1.00,1.00,1.00,2.20,0.22,0.96
5000,9,74,31.8,0.0,0.0,1.3,30.4,0.0,1.00,8.7,30,1630,353.78,0.00,74,0,0,0.0,1.00,1.00,1.00,2.95,0.84,0.55
5000,51,67,3.6,0.1,0.0,0.0,3.5,0.0,1.04,23.4,7,1303,70.81,0.00,67,0,0,0.0,1.00,1.08,1.04,1.03,0.00,0.03
5000,54,65,11.1,0.2,0.0,2.4,8.5,0.0,1.02,17.6,11,1381,158.02,0.02,65,0,0,0.0,1.04,1.00,1.02,1.32,0.17,0.11
5000,24,61,2.9,0.1,0.0,0.0,2.9,0.0,1.06,24.2,9,338,16.44,0.00,0,39,22,0.0,1.07,1.03,1.07,1.05,0.05,0.00
5000,21,59,11.2,0.0,1.9,0.0,9.2,0.0,1.00,17.5,18,1540,145.03,0.00,59,0,0,0.0,1.00,1.00,1.00,1.56,0.47,0.05
5000,8,48,7.0,0.0,1.5,0.0,5.5,0.0,1.00,18.2,9,1453,108.58,0.00,48,0,0,0.0,1.00,1.00,1.00,1.06,0.06,0.00
5000,15,43,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.5,16,1657,165.87,0.00,43,0,0,0.0,1.00,1.00,1.00,1.95,0.09,0.84
5000,26,42,6.9,2.0,0.0,0.0,5.0,0.0,1.91,20.3,6,812,63.67,0.01,42,0,0,0.0,2.57,2.57,1.54,2.86,1.00,0.43
5000,16,41,8.5,0.2,0.2,0.0,8.1,0.0,1.07,17.0,17,1425,118.86,0.00,41,0,0,0.0,1.13,1.11,1.04,1.61,0.32,0.29
5000,33,26,8.5,0.0,0.0,0.0,8.5,0.0,1.00,16.7,9,1564,141.80,0.00,26,0,0,0.0,1.00,1.00,1.00,1.27,0.23,0.04
5000,28,17,16.4,0.0,1.3,1.4,13.6,0.0,1.00,7.9,5,1096,133.04,0.00,17,0,0,0.0,1.00,1.00,1.00,2.29,1.00,0.29
5000,34,16,64.0,9.0,0.0,2.0,53.0,0.0,3.04,0.0,6,519,443.44,0.00,3,10,3,0.0,2.91,3.54,2.86,4.00,1.00,1.00
