step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,1139,9.4,0.3,0.2,0.1,8.7,0.0,1.10,17.6,132,1112,113.95,0.00,1070,57,12,0.0,1.12,1.10,1.10,1.63,0.23,0.34
5000,4,483,10.8,0.2,0.3,0.1,10.2,0.0,1.03,15.1,158,656,58.98,0.00,446,23,14,0.0,1.02,1.05,1.04,1.92,0.16,0.73
5000,11,337,4.7,0.0,0.0,0.2,4.4,0.0,1.01,21.0,24,732,47.48,0.00,336,0,1,0.0,1.01,1.01,1.03,1.98,0.00,0.98
5000,2,260,6.1,0.0,0.0,0.2,5.8,0.0,1.00,19.4,41,1225,110.62,0.00,260,0,0,0.0,1.00,1.00,1.00,1.30,0.01,0.28
5000,6,209,8.7,0.2,0.6,0.3,7.7,0.0,1.04,17.7,46,891,87.87,0.00,114,67,28,0.0,1.01,1.07,1.04,1.41,0.06,0.33
5000,3,162,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.3,15,1279,94.09,0.00,162,0,0,0.0,1.00,1.00,1.00,1.10,0.07,0.03
5000,7,120,8.4,0.0,0.0,0.0,8.4,0.0,1.00,19.7,22,1230,112.56,0.00,120,0,0,0.0,1.00,1.00,1.00,1.21,0.08,0.10
5000,18,102,5.7,0.0,0.0,0.0,5.6,0.0,1.00,21.1,17,1672,141.03,0.00,102,0,0,0.0,1.00,1.00,1.00,1.23,0.20,0.03
5000,8,87,5.7,0.0,0.0,0.0,5.6,0.0,1.01,20.1,25,991,74.76,0.00,87,0,0,0.0,1.00,1.03,1.01,2.17,0.59,0.59
5000,10,71,9.2,0.0,0.1,0.4,8.8,0.0,1.00,17.4,20,1568,164.92,0.00,71,0,0,0.0,1.00,1.00,1.00,1.25,0.20,0.06
5000,38,67,5.9,0.0,0.0,0.0,5.9,0.0,1.00,20.4,13,1062,109.62,0.00,67,0,0,0.0,1.00,1.00,1.00,1.13,0.13,0.00
5000,13,52,12.2,0.0,0.8,1.8,9.5,0.0,1.00,15.7,12,1342,168.20,0.00,52,0,0,0.0,1.00,1.00,1.00,1.37,0.00,0.37
5000,9,48,10.8,0.0,0.0,0.0,10.8,0.0,1.00,17.3,19,1324,119.11,0.00,48,0,0,0.0,1.00,1.00,1.00,1.50,0.19,0.31
5000,5,43,4.9,0.0,0.0,0.0,4.9,0.0,1.00,20.9,12,1591,95.06,0.00,41,2,0,0.0,1.00,1.00,1.00,1.26,0.09,0.21
5000,20,23,19.4,0.9,0.0,1.3,17.2,0.0,1.24,12.2,11,283,86.18,0.00,0,18,5,0.0,1.29,1.29,1.17,2.30,0.61,0.61
