step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,668,9.5,0.0,0.2,0.1,9.2,0.0,1.02,17.4,148,505,36.47,0.00,650,0,18,0.0,1.03,1.03,1.01,1.63,0.34,0.28
5000,12,151,6.9,0.0,0.0,0.0,6.9,0.0,1.00,17.6,19,1196,99.67,0.00,151,0,0,0.0,1.00,1.00,1.00,1.68,0.68,0.01
5000,8,41,10.9,0.0,0.1,0.9,9.9,0.0,1.00,19.4,8,814,108.37,0.00,41,0,0,0.0,1.00,1.00,1.00,1.73,0.59,0.07
5000,4,20,60.5,0.0,0.0,24.0,36.5,0.0,1.00,0.0,8,1768,603.72,0.00,20,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,2,16,64.0,0.0,0.0,0.0,64.0,0.0,1.00,0.0,1,385,387.73,0.00,0,10,6,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,7,10,25.1,6.4,0.0,0.6,18.1,0.0,2.44,11.4,6,1615,262.43,0.00,10,0,0,0.0,2.58,2.55,2.33,2.20,0.40,0.50
6000,1,638,10.4,0.0,0.0,0.1,10.3,0.0,1.01,15.5,172,538,40.68,0.00,619,4,15,0.0,1.02,1.02,1.01,1.84,0.50,0.33
6000,12,170,5.4,0.0,0.0,0.0,5.4,0.0,1.00,20.1,18,1276,89.84,0.00,170,0,0,0.0,1.00,1.00,1.00,1.48,0.48,0.00
6000,8,64,8.9,0.0,0.1,0.6,8.2,0.0,1.00,20.7,11,1222,140.49,0.00,64,0,0,0.0,1.00,1.00,1.00,1.55,0.45,0.05
6000,2,20,62.0,0.0,0.0,0.0,62.0,0.0,1.00,0.0,4,172,150.48,0.00,0,11,9,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,4,19,60.3,0.0,0.0,23.8,36.4,0.0,1.00,0.0,8,2708,932.19,0.00,19,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,7,10,25.1,6.4,0.0,0.6,18.1,0.0,2.44,11.4,6,2615,415.44,0.00,10,0,0,0.0,2.58,2.55,2.33,2.20,0.40,0.50
6000,16,6,55.3,9.3,10.7,1.0,34.3,0.0,2.27,1.3,2,2881,743.09,0.05,6,0,0,4.7,1.00,3.36,2.38,4.00,1.00,1.00
7000,1,673,9.2,0.1,0.0,0.0,9.0,0.0,1.03,16.3,135,740,55.06,0.00,656,1,16,0.0,1.04,1.05,1.03,1.87,0.55,0.31
7000,12,168,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.2,16,1100,75.86,0.00,168,0,0,0.0,1.00,1.00,1.00,1.38,0.38,0.00
7000,8,76,7.0,0.0,0.4,0.0,6.6,0.0,1.00,21.3,10,1584,117.63,0.00,76,0,0,0.0,1.00,1.00,1.00,1.38,0.38,0.00
7000,7,42,7.2,0.0,0.0,0.0,7.2,0.0,1.00,19.8,7,875,73.74,0.00,42,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
7000,2,18,64.0,1.2,1.1,0.0,61.8,0.0,1.20,0.0,2,425,413.92,0.00,0,11,7,0.2,1.00,1.40,1.20,4.00,1.00,1.00
7000,4,5,63.6,0.0,0.0,28.2,35.4,0.0,1.00,0.0,3,810,265.16,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
8000,1,743,7.5,0.0,0.0,0.0,7.4,0.0,1.01,18.0,126,775,54.93,0.00,733,1,9,0.0,1.02,1.02,1.01,1.75,0.62,0.12
8000,12,163,4.6,0.0,0.0,0.0,4.6,0.0,1.00,21.6,20,1470,95.48,0.00,163,0,0,0.0,1.00,1.00,1.00,1.27,0.27,0.00
8000,8,69,6.9,0.0,0.6,0.0,6.3,0.0,1.00,21.7,8,1579,111.34,0.00,69,0,0,0.0,1.00,1.00,1.00,1.23,0.23,0.00
8000,19,66,7.2,0.0,0.0,0.0,7.2,0.0,1.00,17.9,8,1603,133.97,0.00,66,0,0,0.0,1.00,1.00,1.00,1.06,0.02,0.05
8000,7,45,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.6,7,1621,130.51,0.00,45,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
8000,18,44,7.8,0.3,0.0,0.0,7.5,0.0,1.08,17.5,11,1561,117.16,0.00,44,0,0,0.0,1.07,1.07,1.11,1.30,0.00,0.30
8000,2,18,62.8,16.3,0.0,2.1,44.4,0.0,4.32,0.0,6,284,208.23,0.00,0,11,7,0.0,3.22,5.03,4.52,4.00,1.00,1.00
8000,20,12,64.0,0.0,0.0,0.0,64.0,0.0,1.00,0.0,1,476,425.10,0.00,1,8,3,0.0,1.00,1.00,1.00,4.00,1.00,1.00
8000,4,5,63.6,0.0,0.0,28.2,35.4,0.0,1.00,0.0,3,1810,590.47,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
9000,1,657,6.6,0.0,0.0,0.0,6.6,0.0,1.01,18.4,85,734,48.44,0.00,641,4,12,0.0,1.00,1.00,1.01,1.69,0.67,0.02
9000,12,128,4.5,0.0,0.0,0.0,4.5,0.0,1.00,21.8,16,1683,124.53,0.00,128,0,0,0.0,1.00,1.00,1.00,1.26,0.26,0.00
9000,19,66,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.4,7,2252,191.02,0.00,66,0,0,0.0,1.00,1.00,1.00,1.06,0.02,0.05
9000,8,55,7.0,0.0,0.9,0.0,6.1,0.0,1.00,21.6,4,1793,143.79,0.00,55,0,0,0.0,1.00,1.00,1.00,1.18,0.18,0.00
9000,7,47,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.7,7,2541,205.74,0.00,47,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
9000,18,37,8.0,0.4,0.0,0.0,7.6,0.0,1.13,16.8,13,2119,156.14,0.00,37,0,0,0.0,1.11,1.11,1.18,1.38,0.03,0.35
9000,2,19,61.8,17.2,0.2,7.3,37.2,0.0,3.30,0.0,8,181,108.30,0.00,0,11,8,0.2,1.26,3.16,4.39,4.00,1.00,1.00
9000,20,15,64.0,0.0,0.0,0.0,64.0,0.0,1.00,0.0,1,404,360.84,0.00,1,8,6,0.0,1.00,1.00,1.00,4.00,1.00,1.00
9000,4,5,63.6,0.0,0.0,28.2,35.4,0.0,1.00,0.0,3,2810,907.02,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
10000,1,717,6.7,0.0,0.0,0.0,6.7,0.0,1.00,18.2,84,842,56.83,0.00,698,2,17,0.0,1.00,1.01,1.00,1.73,0.70,0.02
10000,12,109,4.3,0.0,0.0,0.0,4.3,0.0,1.00,22.1,13,1093,75.04,0.00,109,0,0,0.0,1.00,1.00,1.00,1.19,0.19,0.00
10000,7,77,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.9,8,879,68.85,0.00,77,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
10000,8,51,6.1,0.0,1.1,0.0,5.0,0.0,1.00,22.2,6,1730,99.32,0.00,51,0,0,0.0,1.00,1.00,1.00,1.12,0.12,0.00
10000,19,41,6.2,0.0,0.2,0.0,6.0,0.0,1.00,19.4,8,896,59.85,0.00,41,0,0,0.0,1.00,1.00,1.00,1.02,0.02,0.00
10000,2,18,64.0,18.2,3.1,10.6,32.2,0.0,3.40,0.0,7,272,157.98,0.06,0,11,7,1.4,2.67,2.62,4.16,4.00,1.00,1.00
10000,20,15,62.3,0.0,1.1,0.0,61.2,0.0,1.00,0.0,4,185,134.05,0.00,2,10,3,0.0,1.00,1.00,1.00,4.00,1.00,1.00
10000,18,11,8.9,0.0,0.0,0.0,8.9,0.0,1.00,16.5,4,1294,95.88,0.00,11,0,0,0.0,1.00,1.00,1.00,1.27,0.00,0.27
11000,1,826,6.7,0.0,0.0,0.0,6.7,0.0,1.00,18.1,83,865,60.93,0.00,794,11,21,0.0,1.00,1.00,1.00,1.74,0.70,0.03
11000,7,91,6.7,0.0,0.0,0.1,6.6,0.0,1.00,20.3,12,1330,104.65,0.00,91,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
11000,12,41,4.9,0.0,0.0,0.0,4.9,0.0,1.00,20.7,9,1586,119.03,0.00,41,0,0,0.0,1.00,1.00,1.00,1.34,0.34,0.00
11000,8,39,7.3,0.0,1.7,0.0,5.6,0.0,1.00,20.9,7,1661,113.02,0.00,39,0,0,0.0,1.00,1.00,1.00,1.13,0.13,0.00
11000,19,21,6.4,0.0,0.3,0.0,6.1,0.0,1.00,19.0,7,1666,116.49,0.00,21,0,0,0.0,1.00,1.00,1.00,1.05,0.05,0.00
11000,2,19,61.5,17.5,0.5,6.3,37.2,0.0,2.89,0.1,8,442,276.30,0.00,0,10,9,0.4,1.38,2.45,3.85,4.00,1.00,1.00
11000,18,9,9.2,0.0,0.0,0.0,9.2,0.0,1.00,16.2,4,1436,91.05,0.00,9,0,0,0.0,1.00,1.00,1.00,1.33,0.00,0.33
11000,20,8,62.0,0.0,3.0,0.0,59.0,0.0,1.00,0.0,1,384,347.52,0.00,2,5,1,0.0,1.00,1.00,1.00,4.00,1.00,1.00
12000,1,807,6.7,0.0,0.0,0.0,6.6,0.0,1.00,18.3,83,761,55.48,0.00,767,23,17,0.0,1.00,1.01,1.00,1.71,0.68,0.02
12000,7,100,6.4,0.0,0.0,0.0,6.4,0.0,1.00,20.7,13,1771,139.21,0.00,100,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
12000,8,33,8.0,0.0,1.9,0.0,6.0,0.0,1.00,20.4,7,1990,152.38,0.00,33,0,0,0.0,1.00,1.00,1.00,1.12,0.12,0.00
12000,12,22,4.8,0.0,0.0,0.0,4.8,0.0,1.00,20.9,8,1999,146.11,0.00,22,0,0,0.0,1.00,1.00,1.00,1.36,0.36,0.00
12000,2,18,61.4,11.3,4.6,13.9,31.7,0.0,2.22,0.1,9,421,241.83,0.00,0,12,6,1.7,2.48,1.10,2.65,4.00,1.00,1.00
12000,19,12,6.7,0.0,0.6,0.0,6.1,0.0,1.00,18.8,6,2794,208.26,0.00,12,0,0,0.0,1.00,1.00,1.00,1.08,0.08,0.00
12000,18,11,8.8,0.0,0.0,0.0,8.8,0.0,1.00,16.5,4,2003,147.96,0.00,11,0,0,0.0,1.00,1.00,1.00,1.27,0.00,0.27
