step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,long,wide
100000,2,2,0,0,0,2,0,1.00,26,0.000,2987,1.06,119.48,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2983,0.93,221.78,0.00,131,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2966,1.79,324.28,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,0,6,0,1.00,16,0.000,2964,1.30,215.05,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,2,2,0,0,0,2,0,1.00,26,0.000,2959,1.67,118.04,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,11,11,0,0,1,10,0,1.00,8,0.000,2957,2.38,256.77,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,3,3,0,1.00,20,0.000,2955,1.98,175.59,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,24,0.000,2924,1.84,116.01,0.00,22,8,8,0,1.00,1.00,1.00,2,1,1
100000,2,2,0,0,0,2,0,1.00,26,0.000,2908,2.00,116.32,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2901,1.20,196.61,0.00,22,8,8,0,1.00,1.00,1.00,2,1,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2901,1.99,282.74,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2898,1.71,258.50,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2882,1.59,239.23,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,0,6,0,1.00,16,0.000,2882,1.94,220.09,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2881,1.37,227.92,0.00,22,8,8,0,1.00,1.00,1.00,2,1,0
100000,10,10,0,3,0,7,0,1.00,8,0.300,2877,2.33,259.34,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,0,6,0,1.00,16,0.000,2877,1.83,277.60,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2875,2.39,237.54,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2862,2.12,201.19,0.00,99,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2860,1.41,114.40,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,24,0.000,2858,1.49,114.31,0.00,22,8,8,0,1.00,1.00,1.00,2,1,1
100000,8,8,0,0,0,8,0,1.00,14,0.000,2847,2.13,431.58,0.00,77,2,2,0,1.00,1.00,1.00,2,1,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2845,1.69,113.80,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2843,0.53,237.34,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2837,1.32,214.47,0.00,22,8,8,0,1.00,1.00,1.00,2,1,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2836,2.22,241.30,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,12,12,0,0,0,12,0,1.00,16,0.000,2819,2.88,222.19,0.00,48,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2804,1.94,182.10,0.00,48,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2801,1.51,172.49,0.00,22,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,16,0.000,2767,1.39,233.27,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
100000,11,11,0,0,1,10,0,1.00,8,0.000,2766,3.07,229.21,0.00,22,8,8,0,1.00,1.00,1.00,3,1,1
