step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1580,1.682,0.600,8.70,36662,17995,2817,0,15917,3,1092029.2,0.8,0.048,0.293,0.228,0.431,523,4.98,2.86,0.02,0.36,0.01,0.38,0.07,0.57,4.87,2.61,0.00,0.00,0.001,0.017,124,0.220,0.997,0.000,0.000,0.003,326149,316610,7,0.316,0.004,0.039,294099,0.094,1.930,0.072,108.52,103039,0,0.252,0.000,0.000,2827334,1.01,22.11,0.000,0.000,0.000,2,4,8,37,3210,0.196,54.68,0.0142,0.018,7,0.887,0.000,0.582,0.888,2.03,0.377,0.350,0.00,0.000,1.01,1.01,1.01
120000,1638,1.757,0.514,8.65,34405,15620,2971,0,15756,9,1130482.2,1.3,0.054,0.355,0.251,0.340,547,5.08,2.66,0.02,0.30,0.03,0.59,0.08,0.35,4.95,2.40,0.00,0.00,0.002,0.023,136,0.183,0.998,0.001,0.000,0.001,341176,331935,8,0.289,0.000,0.071,1610354,0.035,1.800,0.062,112.12,102707,0,0.142,0.000,0.000,3838469,1.01,21.72,0.000,0.001,0.000,3,4,8,43,3062,0.187,51.08,0.0139,0.040,7,0.922,0.000,0.638,0.899,1.87,0.324,0.292,0.00,0.000,1.01,1.01,1.01
130000,1450,1.740,0.622,8.97,33430,15964,2476,0,15178,24,1057547.8,3.2,0.091,0.323,0.190,0.396,542,5.42,3.30,0.06,0.97,0.02,0.34,0.08,0.75,5.26,2.72,0.00,0.05,0.001,0.023,128,0.213,0.997,0.000,0.000,0.003,334424,326642,8,0.448,0.021,0.020,410816,0.055,2.005,0.075,104.86,102774,0,0.134,0.000,0.000,3145168,1.02,21.64,0.000,0.000,0.001,3,5,8,62,3288,0.201,58.34,0.0139,0.052,9,0.901,0.000,0.557,0.900,2.27,0.448,0.424,0.00,0.001,1.03,1.02,1.02
140000,1524,1.713,0.511,8.30,36011,16058,2912,0,16967,1,1101149.1,0.4,0.081,0.243,0.223,0.453,547,5.07,2.52,0.01,0.13,0.01,0.26,0.06,0.81,4.99,2.27,0.00,0.03,0.000,0.012,121,0.216,0.999,0.000,0.000,0.001,348809,341989,6,0.364,0.000,0.015,380715,0.095,1.785,0.060,109.47,102745,0,0.377,0.000,0.000,2244080,1.00,21.75,0.000,0.000,0.001,3,4,7,24,3060,0.187,53.73,0.0145,0.052,19,0.872,0.000,0.644,0.897,2.01,0.357,0.346,0.00,0.001,1.00,1.00,1.00
150000,1522,1.715,0.591,8.65,35162,16106,2981,0,16077,3,1111802.2,0.5,0.098,0.196,0.205,0.501,542,5.20,3.52,0.02,0.47,0.03,0.50,0.09,1.00,5.06,2.98,0.00,0.04,0.001,0.018,136,0.249,0.999,0.000,0.000,0.001,348301,340628,5,0.382,0.055,0.024,208335,0.112,1.937,0.070,110.71,104179,0,0.168,0.000,0.000,1600693,1.01,21.93,0.000,0.000,0.001,3,4,9,53,3192,0.195,52.49,0.0144,0.041,17,0.852,0.000,0.656,0.899,2.10,0.388,0.380,0.01,0.002,1.00,1.01,1.01
160000,1617,1.722,0.540,9.03,35268,15387,2889,0,16897,7,1130290.0,0.4,0.094,0.235,0.177,0.494,504,5.10,2.77,0.02,0.38,0.02,0.28,0.01,0.16,5.06,2.65,0.00,0.02,0.001,0.022,142,0.231,0.999,0.000,0.000,0.001,363782,357095,6,0.338,0.043,0.004,270360,0.081,1.843,0.063,112.68,114360,0,0.058,0.000,0.000,2054455,1.01,22.01,0.000,0.000,0.001,3,4,9,36,3192,0.195,50.52,0.0138,0.046,8,0.871,0.000,0.641,0.903,1.97,0.334,0.335,0.00,0.001,1.01,1.01,1.01
170000,1768,1.711,0.495,8.70,37611,16594,3395,0,17471,2,1198541.9,0.7,0.099,0.255,0.200,0.446,480,5.25,2.84,0.04,0.45,0.02,0.44,0.08,0.84,5.11,2.61,0.00,0.00,0.002,0.031,160,0.167,0.999,0.000,0.000,0.001,364844,353274,7,0.346,0.047,0.021,236871,0.126,1.740,0.057,120.91,109792,0,0.326,0.000,0.000,2491229,1.01,21.75,0.000,0.000,0.000,3,4,10,28,3379,0.206,42.29,0.0133,0.018,14,0.891,0.000,0.650,0.897,1.91,0.320,0.310,0.00,0.000,1.02,1.02,1.01
180000,1498,1.698,0.646,8.97,36371,16883,3131,0,16627,3,1136671.4,0.5,0.114,0.208,0.186,0.493,486,4.82,2.55,0.03,0.51,0.01,0.14,0.04,0.52,4.74,2.38,0.00,0.00,0.000,0.009,138,0.270,0.999,0.000,0.000,0.001,345730,335887,11,0.336,0.004,0.015,292295,0.113,2.033,0.078,113.58,110970,0,0.156,0.000,0.000,1833577,1.01,22.34,0.000,0.000,0.000,3,4,7,27,3304,0.202,49.62,0.0160,0.059,18,0.877,0.000,0.662,0.895,2.21,0.415,0.409,0.00,0.000,1.01,1.01,1.01
190000,1564,1.767,0.625,8.70,36498,16904,2787,0,16741,7,1084106.8,1.3,0.074,0.193,0.181,0.552,539,5.13,2.99,0.06,0.65,0.05,0.58,0.06,0.66,4.95,2.66,0.00,0.00,0.004,0.046,156,0.258,0.997,0.000,0.000,0.003,335625,326498,8,0.212,0.236,0.019,319484,0.085,2.000,0.075,107.69,102633,0,0.188,0.000,0.000,1523539,1.03,22.03,0.000,0.001,0.000,3,4,8,37,3171,0.194,55.51,0.0140,0.028,6,0.852,0.000,0.626,0.891,2.03,0.369,0.344,0.00,0.000,1.03,1.02,1.03
200000,1548,1.749,0.558,8.18,33920,13831,3162,0,16943,1,1136239.1,0.1,0.049,0.192,0.186,0.574,589,5.04,2.75,0.03,0.38,0.01,0.22,0.13,0.75,4.87,2.47,0.00,0.00,0.001,0.014,138,0.222,0.998,0.001,0.000,0.001,359937,353589,11,0.283,0.006,0.049,641395,0.092,1.901,0.068,113.18,96210,0,0.097,0.000,0.000,1778322,1.01,21.96,0.000,0.000,0.000,3,4,8,41,2933,0.179,50.02,0.0151,0.070,5,0.879,0.000,0.715,0.906,1.89,0.326,0.293,0.00,0.000,1.02,1.02,1.01
210000,1467,1.731,0.462,8.20,30583,13094,2927,0,14643,0,1052170.1,0.0,0.054,0.222,0.185,0.539,647,5.09,2.67,0.02,0.29,0.01,0.31,0.07,0.67,4.99,2.29,0.00,0.00,0.000,0.006,121,0.237,0.999,0.000,0.000,0.001,337172,329948,9,0.320,0.027,0.024,632112,0.058,1.724,0.055,104.97,90865,0,0.000,0.000,0.000,1915353,1.01,21.92,0.000,0.000,0.000,4,4,8,55,2918,0.178,58.23,0.0144,0.029,11,0.878,0.000,0.708,0.909,1.99,0.349,0.330,0.00,0.000,1.01,1.01,1.01
220000,1354,1.746,0.595,8.30,30954,13950,2915,0,14202,2,1085773.1,0.2,0.053,0.193,0.218,0.536,615,5.27,2.76,0.02,0.35,0.05,0.86,0.05,0.47,5.15,2.42,0.00,0.11,0.002,0.038,123,0.292,0.997,0.000,0.000,0.003,356383,347832,5,0.426,0.151,0.021,341100,0.068,1.972,0.071,108.72,96976,0,0.097,0.000,0.000,1603123,1.01,21.91,0.000,0.000,0.001,3,4,8,36,3013,0.184,54.48,0.0156,0.010,15,0.863,0.000,0.673,0.913,2.23,0.438,0.401,0.01,0.001,1.01,1.00,1.01
230000,1556,1.743,0.590,8.36,30901,14278,2763,0,13658,17,1075887.5,4.7,0.042,0.161,0.259,0.539,594,4.84,2.58,0.04,0.39,0.01,0.24,0.06,0.48,4.73,2.35,0.00,0.00,0.001,0.023,140,0.208,1.000,0.000,0.000,0.000,343936,336146,6,0.364,0.021,0.026,445912,0.057,1.925,0.070,107.74,96586,0,0.277,0.000,0.000,1278202,1.02,22.19,0.000,0.001,0.000,3,4,7,26,3032,0.185,55.46,0.0146,0.021,7,0.860,0.000,0.678,0.910,1.95,0.349,0.316,0.00,0.000,1.02,1.01,1.02
240000,1541,1.747,0.577,8.22,32080,14988,3085,0,14022,0,1084356.6,0.0,0.067,0.174,0.219,0.540,639,5.29,2.98,0.06,0.50,0.02,0.30,0.09,0.81,5.13,2.66,0.00,0.00,0.001,0.018,132,0.244,0.999,0.000,0.000,0.001,329688,324093,7,0.360,0.025,0.038,357306,0.047,1.918,0.070,107.63,89178,0,0.000,0.000,0.000,1538049,1.03,21.70,0.000,0.000,0.000,3,4,8,40,3190,0.195,55.57,0.0137,0.001,7,0.877,0.000,0.719,0.903,2.07,0.385,0.352,0.00,0.000,1.03,1.03,1.03
250000,1566,1.653,0.569,8.13,32479,15952,2960,0,13542,8,1073830.4,1.0,0.064,0.198,0.172,0.566,666,4.56,2.20,0.04,0.58,0.01,0.19,0.03,0.28,4.48,2.08,0.00,0.00,0.001,0.019,128,0.281,0.997,0.000,0.000,0.003,317116,312289,6,0.428,0.036,0.011,391984,0.070,1.903,0.067,106.39,76708,0,0.125,0.000,0.000,1749834,1.02,22.40,0.000,0.000,0.000,3,4,6,27,3316,0.202,56.81,0.0153,0.001,19,0.883,0.000,0.685,0.898,2.12,0.413,0.362,0.00,0.000,1.02,1.02,1.02
260000,1562,1.674,0.617,8.71,38487,17781,3080,0,17630,8,1138481.9,2.1,0.062,0.242,0.170,0.527,577,4.80,2.52,0.04,0.42,0.01,0.16,0.15,0.70,4.61,2.30,0.00,0.00,0.001,0.028,152,0.249,0.999,0.000,0.000,0.001,345193,340260,5,0.556,0.013,0.047,326983,0.096,1.965,0.074,113.74,91177,0,0.259,0.000,0.000,2380928,1.02,22.18,0.000,0.000,0.000,3,4,8,37,3299,0.201,49.46,0.0158,0.001,12,0.894,0.000,0.666,0.889,2.11,0.405,0.364,0.00,0.001,1.02,1.02,1.02
270000,1499,1.768,0.493,8.53,37194,16358,2721,0,18178,6,1098007.6,0.2,0.036,0.248,0.161,0.554,556,5.56,3.79,0.03,0.37,0.02,0.33,0.15,0.91,5.36,3.31,0.00,0.00,0.001,0.019,147,0.209,0.999,0.000,0.000,0.001,341094,335532,4,0.590,0.000,0.066,493018,0.095,1.765,0.058,107.82,97556,0,0.041,0.000,0.000,2364531,1.01,21.84,0.000,0.000,0.000,3,4,10,59,2851,0.174,55.38,0.0137,0.001,14,0.900,0.000,0.655,0.891,1.90,0.326,0.297,0.00,0.001,1.01,1.01,1.01
280000,1690,1.730,0.477,8.35,35597,14808,3049,1,17548,20,1148943.8,1.5,0.059,0.234,0.142,0.564,558,5.08,2.56,0.03,0.26,0.02,0.25,0.04,0.38,5.00,2.43,0.00,0.00,0.001,0.021,166,0.192,0.998,0.000,0.000,0.002,371340,363668,4,0.567,0.000,0.020,566475,0.074,1.728,0.056,113.74,104517,2242,0.075,0.000,0.000,2304019,1.01,22.13,0.000,0.000,0.000,3,4,8,33,3000,0.183,49.46,0.0136,0.004,10,0.905,0.000,0.682,0.904,1.78,0.284,0.253,0.01,0.004,1.01,1.01,1.01
290000,1556,1.684,0.550,9.79,39674,18256,3001,0,18551,15,1169147.9,1.4,0.056,0.229,0.133,0.581,508,5.22,3.05,0.04,0.46,0.03,0.41,0.01,0.24,5.14,2.95,0.00,0.00,0.002,0.032,166,0.258,0.999,0.001,0.000,0.001,349668,340505,5,0.654,0.018,0.004,137465,0.095,1.846,0.063,116.19,106443,0,0.094,0.000,0.000,2272351,1.02,21.92,0.000,0.001,0.000,3,4,9,33,3255,0.199,47.01,0.0146,0.006,19,0.898,0.000,0.698,0.887,2.09,0.416,0.348,0.01,0.003,1.02,1.02,1.01
300000,1500,1.771,0.475,9.43,37987,15997,2825,0,19221,13,1182520.0,3.0,0.030,0.262,0.111,0.597,464,5.51,3.03,0.02,0.32,0.01,0.27,0.04,0.49,5.43,2.92,0.00,0.00,0.001,0.017,171,0.191,0.997,0.000,0.000,0.003,371777,361817,7,0.556,0.061,0.013,130419,0.121,1.734,0.055,116.68,119803,0,0.233,0.000,0.000,2522803,1.01,21.66,0.000,0.000,0.000,3,4,10,25,2794,0.171,46.52,0.0145,0.021,15,0.917,0.000,0.696,0.898,1.86,0.325,0.279,0.00,0.001,1.01,1.01,1.01
310000,1541,1.728,0.520,9.80,35633,13939,3194,0,18459,4,1137123.9,1.1,0.039,0.273,0.122,0.566,497,5.44,3.34,0.01,0.13,0.02,0.39,0.03,0.44,5.38,3.16,0.00,0.03,0.001,0.021,154,0.202,0.998,0.000,0.000,0.002,355405,348452,7,0.309,0.049,0.010,148788,0.086,1.814,0.062,113.72,105411,0,0.272,0.000,0.000,2750283,1.00,21.88,0.000,0.000,0.001,3,4,10,50,3071,0.187,49.48,0.0137,0.008,12,0.926,0.000,0.718,0.900,1.99,0.389,0.320,0.00,0.001,1.00,1.00,1.00
320000,1754,1.699,0.497,9.08,40221,18423,2934,0,18651,2,1222651.9,0.6,0.047,0.279,0.153,0.521,486,5.34,2.82,0.02,0.44,0.00,0.00,0.05,0.69,5.27,2.63,0.00,0.00,0.000,0.000,153,0.207,0.996,0.000,0.000,0.004,380856,373645,7,0.409,0.407,0.014,246200,0.089,1.744,0.059,123.26,109995,0,0.292,0.000,0.000,2947504,1.01,21.93,0.000,0.000,0.000,3,4,9,35,3472,0.212,39.94,0.0132,0.014,8,0.899,0.000,0.644,0.895,1.98,0.375,0.308,0.00,0.000,1.01,1.01,1.01
330000,1551,1.760,0.553,8.93,40636,18528,2925,0,19386,5,1205709.8,0.7,0.049,0.267,0.124,0.560,519,5.60,3.54,0.00,0.08,0.02,0.38,0.05,0.69,5.52,3.42,0.00,0.00,0.002,0.040,149,0.277,0.997,0.000,0.000,0.003,374600,366140,6,0.489,0.142,0.012,282083,0.096,1.860,0.065,120.99,107391,0,0.147,0.000,0.000,2704803,1.00,22.01,0.000,0.000,0.000,3,4,9,51,3325,0.203,42.21,0.0141,0.000,9,0.885,0.000,0.630,0.892,2.14,0.422,0.377,0.00,0.000,1.00,1.00,1.00
340000,1602,1.706,0.596,8.81,40868,18152,2819,0,19846,0,1141475.6,0.0,0.058,0.264,0.115,0.563,533,5.04,2.89,0.01,0.15,0.01,0.28,0.05,0.75,4.98,2.73,0.00,0.00,0.001,0.019,153,0.313,0.999,0.000,0.000,0.001,341829,333542,5,0.395,0.374,0.008,177974,0.084,1.931,0.070,114.20,101250,0,0.000,0.000,0.000,2686972,1.00,22.28,0.000,0.000,0.000,3,4,8,36,3500,0.214,49.00,0.0143,0.001,15,0.883,0.000,0.632,0.881,2.18,0.427,0.386,0.00,0.000,1.00,1.00,1.00
350000,1707,1.691,0.616,8.64,40346,18193,2917,0,19131,0,1131631.4,0.0,0.055,0.254,0.118,0.574,532,4.77,2.80,0.02,0.35,0.00,0.00,0.04,0.56,4.71,2.65,0.00,0.00,0.000,0.000,141,0.269,0.998,0.000,0.000,0.002,354240,348412,6,0.297,0.149,0.009,129665,0.085,1.966,0.074,114.36,101176,0,0.000,0.000,0.000,2571052,1.01,22.50,0.000,0.000,0.000,3,4,8,37,3438,0.210,48.84,0.0141,0.000,7,0.880,0.000,0.624,0.886,2.01,0.367,0.335,0.00,0.000,1.01,1.00,1.01
360000,1527,1.693,0.587,8.78,39561,17845,2656,0,19240,0,1102141.2,0.0,0.059,0.242,0.123,0.576,536,4.90,3.23,0.01,0.22,0.02,0.39,0.02,0.54,4.86,3.07,0.00,0.11,0.001,0.021,138,0.296,0.999,0.000,0.000,0.001,333624,327015,6,0.397,0.033,0.002,101469,0.068,1.925,0.069,109.91,96417,0,0.000,0.000,0.000,2367114,1.00,22.49,0.000,0.000,0.001,3,4,10,35,3180,0.194,53.29,0.0149,0.037,15,0.881,0.000,0.617,0.882,2.08,0.377,0.367,0.01,0.001,1.00,1.00,1.00
370000,1514,1.752,0.664,8.48,36953,17294,2857,0,16815,13,1107391.1,1.4,0.066,0.252,0.134,0.549,607,5.24,4.64,0.05,0.70,0.05,0.71,0.10,1.22,5.05,3.98,0.00,0.00,0.002,0.030,137,0.317,0.999,0.000,0.000,0.001,329525,322356,8,0.383,0.002,0.015,186667,0.103,2.050,0.080,110.86,89780,0,0.111,0.000,0.000,2336187,1.01,22.26,0.000,0.000,0.000,3,4,11,51,3423,0.209,52.34,0.0145,0.019,25,0.889,0.000,0.610,0.888,2.26,0.431,0.429,0.00,0.001,1.02,1.02,1.01
380000,1416,1.739,0.662,9.03,35164,16861,2573,0,15828,7,1036932.9,1.0,0.054,0.264,0.173,0.509,660,5.86,4.81,0.04,0.55,0.02,0.51,0.08,0.95,5.72,4.42,0.00,0.00,0.001,0.015,154,0.338,0.998,0.000,0.000,0.002,301163,294849,7,0.489,0.020,0.020,402356,0.119,2.050,0.078,102.47,84197,0,0.145,0.000,0.000,2295522,1.02,21.79,0.000,0.000,0.000,3,4,12,46,3448,0.210,60.73,0.0128,0.004,15,0.883,0.000,0.541,0.883,2.44,0.504,0.501,0.01,0.002,1.01,1.02,1.02
390000,1679,1.724,0.572,8.94,37338,16545,2850,0,17680,6,1137199.2,0.4,0.036,0.276,0.285,0.403,618,4.88,3.03,0.02,0.35,0.02,0.34,0.04,0.62,4.80,2.75,0.00,0.00,0.002,0.022,143,0.236,0.999,0.000,0.000,0.001,334872,325714,6,0.336,0.032,0.005,220052,0.106,1.891,0.068,113.53,93239,0,0.068,0.000,0.000,2946720,1.01,22.44,0.000,0.000,0.000,3,4,7,41,3260,0.199,49.67,0.0141,0.002,6,0.907,0.000,0.657,0.889,1.94,0.338,0.322,0.00,0.000,1.01,1.01,1.01
400000,1554,1.683,0.578,9.83,40187,18271,2675,0,19366,1,1116696.0,0.2,0.026,0.276,0.249,0.448,534,5.09,3.80,0.01,0.15,0.02,0.28,0.09,1.11,4.97,3.38,0.00,0.00,0.002,0.024,159,0.284,0.998,0.000,0.000,0.002,340721,331463,12,0.458,0.010,0.015,165349,0.110,1.912,0.068,110.83,105916,0,0.177,0.000,0.000,2644654,1.01,22.56,0.000,0.000,0.000,3,4,8,53,3447,0.210,52.37,0.0145,0.008,20,0.893,0.000,0.628,0.882,2.22,0.450,0.405,0.00,0.000,1.01,1.01,1.01
410000,1594,1.687,0.602,9.94,40650,17615,3098,0,19897,8,1158524.1,0.4,0.013,0.243,0.223,0.521,537,5.02,3.21,0.01,0.14,0.03,0.39,0.07,0.70,4.91,2.97,0.00,0.00,0.004,0.048,143,0.301,0.997,0.000,0.000,0.003,358107,348468,7,0.565,0.006,0.022,204093,0.116,1.935,0.070,115.89,109428,0,0.055,0.000,0.000,2267472,1.00,22.70,0.000,0.000,0.000,3,4,8,44,3441,0.210,47.31,0.0148,0.005,15,0.870,0.000,0.685,0.887,2.16,0.423,0.386,0.00,0.001,1.00,1.00,1.00
420000,1660,1.766,0.593,9.92,40696,18470,2711,0,19449,7,1164516.5,0.6,0.010,0.246,0.207,0.538,541,5.64,3.90,0.02,0.56,0.09,0.62,0.07,0.49,5.45,3.42,0.00,0.00,0.011,0.067,164,0.284,0.999,0.000,0.000,0.001,355942,347509,9,0.488,0.022,0.051,467150,0.065,1.931,0.072,116.65,106730,0,0.089,0.000,0.000,2295538,1.01,22.06,0.001,0.000,0.000,3,4,13,64,3417,0.209,46.55,0.0129,0.000,7,0.875,0.000,0.672,0.886,2.06,0.377,0.358,0.00,0.000,1.01,1.01,1.01
430000,1656,1.697,0.557,9.98,39444,18262,3053,0,18133,12,1180977.2,0.7,0.011,0.259,0.233,0.496,524,5.24,3.10,0.01,0.18,0.09,0.71,0.04,0.27,5.11,2.93,0.00,0.00,0.011,0.070,150,0.261,0.998,0.000,0.000,0.002,356179,345282,8,0.218,0.003,0.029,670942,0.043,1.863,0.066,119.05,108942,0,0.059,0.000,0.000,2698806,1.00,22.27,0.000,0.000,0.000,3,4,9,38,3356,0.205,44.15,0.0140,0.000,25,0.886,0.000,0.696,0.889,2.03,0.363,0.360,0.00,0.001,1.00,1.00,1.00
