step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1225,1.666,0.401,11.30,28164,17744,2159,0,8335,214,791085.9,28.2,0.078,0.181,0.219,0.523,567,4.88,3.68,0.11,0.89,0.08,0.73,0.00,0.09,4.69,3.33,0.00,0.06,0.007,0.056,152,0.176,0.990,0.002,0.000,0.007,204195,193078,8,0.279,0.199,0.002,45395,0.087,1.551,0.045,78.13,86199,0,0.132,0.000,0.000,1067865,1.04,22.14,0.000,0.004,0.001,3,4,7,42,2478,0.151,85.31,0.0138,0.005,15,0.814,0.000,0.688,0.863,2.02,0.393,0.331,0.00,0.002,1.05,1.05,1.04
120000,1261,1.701,0.372,11.21,24016,13804,2100,0,8076,35,759408.0,5.5,0.115,0.212,0.160,0.514,559,4.68,2.82,0.15,0.96,0.09,0.90,0.05,0.55,4.40,2.07,0.00,0.06,0.008,0.062,143,0.166,0.996,0.001,0.000,0.003,201172,190592,8,0.254,0.159,0.010,87132,0.100,1.524,0.043,74.71,85250,0,0.158,0.000,0.000,1301284,1.08,22.25,0.000,0.001,0.001,2,4,7,34,2549,0.156,88.73,0.0137,0.008,14,0.844,0.000,0.618,0.881,2.02,0.369,0.350,0.01,0.002,1.08,1.08,1.07
130000,999,1.701,0.509,11.74,22738,13392,1930,0,7678,15,707264.1,1.8,0.117,0.226,0.162,0.495,556,4.94,2.91,0.11,0.98,0.12,0.82,0.00,0.04,4.71,2.36,0.00,0.00,0.012,0.061,131,0.260,0.993,0.000,0.000,0.007,187868,174977,8,0.263,0.221,0.002,66897,0.100,1.826,0.061,70.28,81233,0,0.120,0.000,0.000,1299004,1.04,22.31,0.000,0.000,0.000,3,4,8,36,2538,0.155,93.16,0.0150,0.016,20,0.831,0.000,0.554,0.879,2.54,0.557,0.516,0.01,0.004,1.03,1.05,1.05
140000,1158,1.701,0.367,11.67,26165,14243,2000,0,9763,23,732683.8,4.2,0.051,0.337,0.166,0.446,534,4.98,2.90,0.08,0.81,0.09,0.75,0.01,0.17,4.79,2.49,0.00,0.00,0.010,0.066,171,0.197,0.997,0.000,0.000,0.003,193529,181965,11,0.268,0.123,0.005,40792,0.093,1.501,0.042,72.22,82169,0,0.183,0.000,0.000,2119361,1.04,22.08,0.000,0.000,0.000,3,4,8,37,2560,0.156,91.22,0.0132,0.015,22,0.878,0.000,0.569,0.865,2.21,0.458,0.399,0.00,0.001,1.03,1.05,1.04
150000,1130,1.716,0.413,11.93,26800,14279,2187,0,10362,13,754939.6,0.9,0.052,0.306,0.188,0.453,548,4.83,2.70,0.05,0.56,0.07,0.62,0.02,0.34,4.69,2.45,0.00,0.00,0.008,0.052,159,0.190,0.993,0.000,0.000,0.007,191861,181271,11,0.309,0.102,0.005,56919,0.101,1.620,0.048,74.62,80498,0,0.066,0.000,0.000,2047736,1.02,22.30,0.000,0.000,0.000,2,4,8,25,2487,0.152,88.82,0.0142,0.017,19,0.868,0.000,0.638,0.861,2.20,0.510,0.373,0.00,0.000,1.03,1.02,1.02
160000,1184,1.678,0.352,12.82,28097,14107,1954,1,11981,367,739378.6,33.5,0.016,0.304,0.168,0.512,529,5.24,4.10,0.10,0.75,0.12,0.95,0.11,1.21,4.91,2.64,0.00,0.00,0.011,0.072,184,0.177,0.994,0.002,0.000,0.004,194257,181587,16,0.212,0.165,0.009,108957,0.264,1.478,0.041,73.10,86135,56,0.091,0.000,0.000,1832988,1.04,21.99,0.000,0.003,0.000,3,4,8,50,2558,0.156,90.34,0.0127,0.014,11,0.851,0.000,0.657,0.856,2.16,0.465,0.375,0.01,0.003,1.03,1.04,1.03
170000,1240,1.671,0.329,13.38,29728,15506,2409,0,11757,153,800307.7,15.3,0.009,0.215,0.152,0.624,441,4.92,3.07,0.10,0.78,0.10,0.55,0.02,0.30,4.69,2.85,0.00,0.00,0.016,0.074,185,0.182,0.991,0.001,0.000,0.008,207124,195508,15,0.290,0.080,0.012,159033,0.075,1.418,0.037,78.81,94536,0,0.100,0.000,0.000,1197718,1.05,22.01,0.000,0.000,0.000,3,4,8,31,2521,0.154,84.62,0.0138,0.000,24,0.803,0.000,0.736,0.857,2.03,0.419,0.325,0.00,0.001,1.05,1.06,1.05
180000,1063,1.655,0.457,13.19,27986,14151,2204,0,11808,45,766523.4,3.6,0.007,0.187,0.174,0.632,436,4.67,2.68,0.07,0.48,0.12,0.72,0.01,0.25,4.47,2.28,0.00,0.00,0.017,0.085,162,0.292,0.996,0.000,0.000,0.004,200792,187072,10,0.277,0.103,0.002,64678,0.066,1.726,0.054,76.03,94983,0,0.080,0.000,0.000,995236,1.03,22.44,0.000,0.000,0.000,2,4,7,34,2543,0.155,87.41,0.0161,0.011,28,0.789,0.000,0.705,0.861,2.39,0.533,0.443,0.00,0.002,1.03,1.04,1.03
190000,1199,1.701,0.372,13.67,27979,14228,2121,0,11494,40,753101.9,3.2,0.015,0.179,0.180,0.626,446,4.95,3.07,0.12,1.17,0.16,0.88,0.02,0.28,4.64,2.26,0.00,0.04,0.018,0.082,201,0.218,0.995,0.003,0.000,0.003,203303,190758,11,0.237,0.263,0.009,87721,0.076,1.528,0.044,74.27,94062,0,0.081,0.000,0.000,841116,1.05,21.98,0.000,0.002,0.002,3,4,7,31,2541,0.155,89.16,0.0135,0.010,10,0.767,0.000,0.678,0.863,2.12,0.427,0.365,0.01,0.004,1.04,1.05,1.05
200000,1281,1.680,0.371,13.91,27642,12942,2307,0,12311,2,754103.9,0.3,0.015,0.157,0.202,0.626,418,4.88,2.91,0.05,0.72,0.24,1.10,0.03,0.41,4.55,2.30,0.00,0.00,0.028,0.107,200,0.162,0.998,0.000,0.000,0.002,202722,189805,15,0.222,0.059,0.012,86974,0.040,1.509,0.044,74.41,97767,0,0.173,0.000,0.000,741256,1.02,22.08,0.000,0.000,0.000,3,4,8,39,2486,0.152,89.03,0.0129,0.029,2,0.761,0.000,0.707,0.864,1.94,0.375,0.304,0.00,0.001,1.02,1.02,1.02
210000,1158,1.709,0.387,13.53,27313,13416,2058,0,11962,25,759490.9,4.5,0.023,0.191,0.234,0.551,434,4.89,2.79,0.03,0.39,0.21,0.86,0.02,0.33,4.63,2.54,0.00,0.00,0.028,0.106,178,0.259,0.997,0.000,0.000,0.003,198367,186052,14,0.219,0.196,0.003,118720,0.059,1.571,0.046,75.16,93997,0,0.181,0.000,0.000,950868,1.02,22.30,0.000,0.000,0.000,3,4,8,39,2528,0.154,88.28,0.0142,0.020,20,0.789,0.000,0.710,0.863,2.18,0.455,0.383,0.00,0.000,1.02,1.02,1.02
220000,1072,1.713,0.428,13.43,26085,13304,2087,0,10780,14,726603.3,1.5,0.037,0.167,0.224,0.573,466,5.68,4.14,0.04,0.43,0.31,1.46,0.08,0.83,5.25,3.30,0.00,0.00,0.030,0.115,176,0.214,0.994,0.000,0.000,0.006,192943,182370,6,0.270,0.242,0.019,56921,0.115,1.663,0.052,72.13,89688,0,0.111,0.000,0.000,755112,1.02,21.49,0.000,0.000,0.000,3,4,9,48,2416,0.147,91.31,0.0129,0.001,19,0.774,0.000,0.655,0.865,2.25,0.480,0.404,0.00,0.000,1.02,1.02,1.02
230000,1160,1.732,0.339,13.29,26159,13670,2089,0,10312,11,811601.6,1.8,0.053,0.151,0.249,0.547,455,5.88,7.74,0.03,0.30,0.19,0.84,0.17,2.55,5.50,6.78,0.00,0.00,0.027,0.109,160,0.126,0.992,0.001,0.000,0.007,209162,197819,10,0.294,0.121,0.009,126203,0.134,1.441,0.039,80.05,93184,0,0.165,0.000,0.000,704172,1.01,21.70,0.016,0.001,0.000,2,4,8,64,2354,0.144,83.39,0.0127,0.007,11,0.781,0.000,0.713,0.875,2.03,0.391,0.340,0.00,0.001,1.01,1.01,1.01
240000,1191,1.749,0.338,13.02,28513,13253,2285,0,12944,44,816369.6,3.3,0.062,0.156,0.237,0.544,460,5.90,7.74,0.05,0.79,0.37,2.26,0.01,0.14,5.47,5.83,0.00,0.12,0.020,0.091,206,0.143,0.995,0.000,0.000,0.005,205751,194543,16,0.380,0.107,0.003,126362,0.122,1.468,0.040,80.76,93205,0,0.074,0.000,0.000,727362,1.02,21.73,0.014,0.000,0.001,3,4,9,64,2315,0.141,82.68,0.0125,0.000,19,0.776,0.000,0.744,0.862,1.94,0.337,0.339,0.01,0.002,1.02,1.02,1.02
250000,1271,1.728,0.315,12.66,31218,15037,2265,0,13836,39,800035.0,3.3,0.089,0.150,0.186,0.575,498,5.83,7.41,0.03,0.51,0.33,1.16,0.02,0.26,5.45,6.76,0.00,0.00,0.040,0.119,204,0.102,0.994,0.000,0.000,0.006,202737,192452,10,0.537,0.074,0.010,187341,0.135,1.390,0.036,78.51,88294,0,0.084,0.000,0.000,686013,1.01,21.80,0.013,0.001,0.000,3,4,8,64,2407,0.147,84.92,0.0115,0.000,26,0.749,0.000,0.722,0.847,1.89,0.323,0.312,0.00,0.002,1.01,1.02,1.02
260000,1127,1.695,0.378,11.94,37466,19762,2107,0,15741,16,867215.8,1.5,0.062,0.203,0.215,0.520,530,5.74,7.52,0.02,0.25,0.37,1.63,0.39,3.29,4.96,3.52,0.00,0.06,0.031,0.096,169,0.195,0.988,0.000,0.000,0.012,217299,207867,11,0.369,0.007,0.015,170958,0.106,1.548,0.044,85.88,87191,0,0.092,0.000,0.000,1300501,1.01,22.15,0.014,0.000,0.004,3,4,8,64,2361,0.144,77.56,0.0155,0.000,27,0.786,0.000,0.740,0.828,2.09,0.377,0.390,0.00,0.004,1.01,1.01,1.01
270000,1084,1.786,0.278,11.38,36429,17168,1927,0,17377,4,781108.8,0.7,0.033,0.196,0.170,0.601,547,6.47,7.49,0.02,0.43,0.94,4.88,0.02,0.32,5.47,3.40,0.00,0.00,0.063,0.128,162,0.165,0.987,0.001,0.000,0.012,216007,207116,11,0.315,0.056,0.010,164088,0.117,1.322,0.032,77.37,86602,0,0.179,0.000,0.000,1144230,1.01,21.03,0.014,0.001,0.000,4,4,9,64,2000,0.122,86.06,0.0132,0.000,27,0.801,0.000,0.717,0.832,1.85,0.286,0.302,0.00,0.001,1.00,1.01,1.01
280000,1286,1.755,0.277,11.40,37704,16239,2158,0,19105,4,785543.9,1.3,0.024,0.268,0.166,0.541,592,5.25,3.48,0.06,0.94,0.20,0.63,0.02,0.29,4.98,3.00,0.00,0.00,0.032,0.090,181,0.226,0.984,0.000,0.000,0.016,225441,216911,8,0.341,0.009,0.003,41505,0.143,1.334,0.032,78.36,81435,0,0.314,0.000,0.000,2213092,1.02,21.69,0.000,0.000,0.000,3,4,9,55,2178,0.133,85.08,0.0123,0.000,39,0.871,0.000,0.728,0.833,1.69,0.229,0.261,0.00,0.000,1.01,1.02,1.03
290000,1148,1.670,0.404,10.72,38212,19164,2295,0,16891,4,810274.5,0.4,0.045,0.260,0.156,0.539,624,5.12,3.74,0.13,1.12,0.20,1.16,0.04,0.42,4.75,3.29,0.00,0.00,0.036,0.099,179,0.219,0.986,0.000,0.000,0.014,207348,198500,6,0.353,0.104,0.010,52434,0.117,1.589,0.047,79.89,75846,0,0.099,0.000,0.000,2191516,1.06,22.09,0.000,0.000,0.000,3,4,8,38,2429,0.148,83.55,0.0148,0.000,28,0.854,0.000,0.739,0.816,2.12,0.417,0.377,0.00,0.001,1.05,1.07,1.06
300000,1201,1.696,0.298,10.67,36275,16845,2193,0,17184,14,795695.0,1.3,0.063,0.234,0.147,0.556,650,5.17,3.21,0.04,0.50,0.05,0.25,0.00,0.06,5.08,3.20,0.00,0.00,0.011,0.064,173,0.141,0.986,0.000,0.000,0.014,219178,212395,7,0.357,0.047,0.001,79151,0.110,1.392,0.035,77.95,76291,0,0.091,0.000,0.000,1770324,1.02,22.03,0.000,0.000,0.000,3,4,8,29,2128,0.130,85.49,0.0130,0.014,33,0.855,0.000,0.742,0.835,1.77,0.312,0.244,0.00,0.000,1.02,1.03,1.03
310000,1293,1.706,0.289,10.44,39245,17784,2542,0,18827,9,842024.9,0.9,0.062,0.237,0.180,0.521,614,5.39,3.32,0.02,0.27,0.07,0.37,0.00,0.00,5.30,3.13,0.00,0.00,0.011,0.055,203,0.155,0.986,0.000,0.000,0.014,230206,223060,5,0.295,0.131,0.000,27214,0.120,1.338,0.033,82.86,83482,0,0.095,0.000,0.000,1888369,1.01,21.73,0.001,0.000,0.000,3,5,9,64,2320,0.142,80.58,0.0123,0.000,31,0.871,0.000,0.776,0.830,1.79,0.286,0.279,0.00,0.000,1.00,1.01,1.01
320000,1266,1.669,0.307,10.83,41794,23728,2070,1,16022,19,832966.1,4.2,0.094,0.257,0.216,0.433,612,4.95,2.47,0.06,0.63,0.08,0.44,0.01,0.17,4.81,2.30,0.00,0.00,0.013,0.078,178,0.210,0.983,0.001,0.000,0.017,218043,208998,11,0.355,0.055,0.002,17667,0.177,1.396,0.036,82.10,79176,2601,0.220,0.000,0.000,1770612,1.03,22.25,0.000,0.000,0.000,3,4,7,26,2463,0.150,81.34,0.0137,0.000,40,0.822,0.000,0.695,0.809,1.95,0.354,0.324,0.00,0.001,1.02,1.03,1.03
330000,1252,1.706,0.289,10.24,38650,22094,2043,1,14526,36,818437.2,7.4,0.099,0.263,0.215,0.423,644,5.77,4.40,0.15,1.75,0.11,0.78,0.01,0.30,5.50,3.65,0.00,0.00,0.014,0.082,204,0.174,0.988,0.001,0.000,0.011,217374,209030,8,0.385,0.048,0.002,68092,0.107,1.313,0.032,80.66,76449,442,0.207,0.000,0.000,1591521,1.05,21.78,0.000,0.001,0.000,3,5,9,51,2562,0.156,82.77,0.0119,0.000,25,0.812,0.000,0.665,0.823,2.05,0.402,0.353,0.00,0.000,1.03,1.07,1.06
340000,1153,1.745,0.381,10.37,36080,19964,2052,0,14163,53,833044.5,6.4,0.145,0.259,0.201,0.395,647,5.95,5.90,0.02,0.32,0.02,0.20,0.31,2.84,5.59,3.94,0.00,0.00,0.005,0.052,178,0.254,0.991,0.000,0.000,0.009,219951,212324,9,0.393,0.101,0.022,186885,0.146,1.552,0.044,83.31,77014,0,0.120,0.000,0.000,1503471,1.01,21.76,0.000,0.000,0.000,3,4,9,59,2583,0.158,80.13,0.0129,0.000,24,0.802,0.000,0.636,0.837,2.24,0.521,0.370,0.00,0.000,1.01,1.01,1.01
350000,1213,1.728,0.285,10.29,34746,19063,1951,0,13672,10,825832.0,1.7,0.115,0.242,0.231,0.412,624,6.10,5.97,0.10,1.22,0.07,0.74,0.26,2.62,5.67,4.06,0.00,0.00,0.007,0.059,169,0.172,0.985,0.000,0.000,0.015,214720,207349,7,0.371,0.047,0.016,195662,0.186,1.329,0.032,81.77,75690,0,0.166,0.000,0.000,1419282,1.05,21.40,0.004,0.000,0.000,3,5,8,64,2510,0.153,81.67,0.0120,0.000,28,0.808,0.000,0.626,0.839,2.07,0.435,0.341,0.00,0.000,1.05,1.05,1.05
360000,1133,1.694,0.353,10.07,32225,17617,1930,0,12758,75,830093.6,7.6,0.131,0.228,0.263,0.377,650,5.50,3.58,0.05,0.67,0.05,0.60,0.00,0.00,5.40,3.35,0.00,0.03,0.005,0.050,170,0.219,0.991,0.000,0.000,0.009,214131,205075,6,0.406,0.017,0.000,132996,0.154,1.497,0.041,82.40,74341,0,0.101,0.000,0.000,1303775,1.02,21.82,0.000,0.000,0.001,3,4,9,58,2496,0.152,81.04,0.0136,0.011,14,0.791,0.000,0.633,0.850,2.20,0.532,0.346,0.00,0.001,1.01,1.02,1.02
370000,1211,1.721,0.375,10.36,31301,16097,2181,0,12945,29,796063.2,2.5,0.117,0.257,0.231,0.395,660,5.23,3.57,0.09,0.87,0.02,0.20,0.01,0.30,5.10,3.07,0.00,0.00,0.003,0.025,147,0.225,0.992,0.000,0.000,0.008,210931,203348,7,0.378,0.101,0.002,19242,0.144,1.543,0.044,79.37,75448,0,0.087,0.000,0.000,1685277,1.04,21.77,0.000,0.000,0.000,3,4,7,45,2645,0.161,84.07,0.0129,0.008,19,0.820,0.000,0.642,0.852,2.18,0.480,0.364,0.00,0.000,1.02,1.04,1.04
380000,1133,1.705,0.406,11.36,32297,18433,2194,0,11748,3,791288.9,0.1,0.100,0.222,0.257,0.420,627,5.10,3.37,0.13,1.02,0.07,1.02,0.01,0.07,4.90,2.74,0.00,0.00,0.005,0.057,132,0.256,0.989,0.000,0.000,0.011,214560,208386,8,0.391,0.056,0.005,30807,0.080,1.609,0.048,78.41,83477,0,0.039,0.000,0.000,1269214,1.05,21.91,0.000,0.000,0.000,3,4,7,45,2587,0.158,85.03,0.0143,0.000,23,0.785,0.000,0.678,0.850,2.28,0.479,0.424,0.00,0.002,1.04,1.06,1.05
390000,1307,1.712,0.329,10.83,31757,17196,2333,0,12054,6,828810.3,0.6,0.117,0.212,0.272,0.400,555,4.87,2.96,0.09,0.75,0.05,1.11,0.00,0.10,4.72,2.48,0.00,0.00,0.003,0.042,118,0.170,0.986,0.000,0.000,0.014,228451,219938,9,0.300,0.027,0.002,16978,0.120,1.436,0.039,81.89,96065,0,0.102,0.000,0.000,1261141,1.04,21.94,0.000,0.000,0.000,3,4,7,56,2477,0.151,81.55,0.0134,0.000,23,0.808,0.000,0.706,0.861,1.90,0.373,0.282,0.00,0.000,1.05,1.05,1.04
400000,1262,1.696,0.296,10.72,34795,21098,1969,0,11773,4,785546.8,0.2,0.085,0.192,0.306,0.417,587,5.46,3.18,0.10,0.93,0.08,0.88,0.00,0.14,5.27,2.70,0.00,0.00,0.007,0.064,151,0.192,0.984,0.000,0.000,0.016,226077,218400,9,0.380,0.000,0.001,25783,0.152,1.322,0.033,77.95,89716,0,0.047,0.000,0.000,950305,1.04,21.40,0.000,0.000,0.000,3,5,7,37,2536,0.155,85.49,0.0118,0.000,42,0.773,0.000,0.687,0.847,2.01,0.406,0.323,0.01,0.003,1.04,1.06,1.04
410000,1275,1.678,0.312,10.53,35792,21090,2296,1,12392,13,842654.1,0.3,0.058,0.210,0.393,0.339,610,5.07,2.51,0.07,0.75,0.01,0.20,0.00,0.00,4.99,2.34,0.00,0.00,0.001,0.016,117,0.223,0.986,0.000,0.000,0.014,236309,228949,6,0.319,0.064,0.000,28596,0.138,1.376,0.035,83.75,90080,290,0.023,0.000,0.000,1211044,1.03,21.71,0.000,0.000,0.000,3,4,7,33,2547,0.155,79.68,0.0132,0.000,38,0.779,0.000,0.725,0.849,2.00,0.390,0.322,0.00,0.000,1.03,1.04,1.03
420000,1235,1.733,0.354,10.15,35066,21330,1969,0,11807,10,812766.2,0.8,0.045,0.227,0.377,0.350,678,5.41,2.81,0.08,0.45,0.12,0.79,0.00,0.00,5.21,2.58,0.00,0.00,0.013,0.069,145,0.252,0.988,0.000,0.000,0.012,226175,220122,7,0.365,0.007,0.000,31812,0.170,1.497,0.042,80.77,83987,0,0.077,0.000,0.000,1334434,1.04,21.38,0.000,0.000,0.000,3,5,8,29,2604,0.159,82.67,0.0126,0.000,23,0.779,0.000,0.691,0.846,2.11,0.440,0.353,0.01,0.002,1.04,1.04,1.03
430000,1214,1.702,0.304,9.89,34435,20742,2310,0,11404,0,826452.6,0.0,0.067,0.227,0.317,0.388,697,5.27,2.53,0.06,0.71,0.08,0.62,0.01,0.43,5.12,2.26,0.00,0.00,0.008,0.059,141,0.145,0.988,0.000,0.000,0.012,227923,219228,9,0.308,0.080,0.001,17916,0.154,1.351,0.035,81.78,82694,0,0.000,0.000,0.000,1330601,1.02,21.63,0.000,0.000,0.000,3,5,8,30,2456,0.150,81.66,0.0133,0.000,36,0.791,0.000,0.712,0.849,2.02,0.417,0.321,0.00,0.001,1.02,1.02,1.02
440000,1214,1.688,0.381,10.24,34487,20983,2034,0,11470,0,803908.4,0.0,0.065,0.229,0.321,0.385,708,5.02,2.85,0.02,0.33,0.05,0.58,0.00,0.06,4.94,2.68,0.00,0.00,0.006,0.042,113,0.147,0.986,0.000,0.000,0.014,224182,212634,8,0.259,0.156,0.001,14348,0.191,1.528,0.045,79.93,81325,0,0.000,0.000,0.000,1262222,1.01,21.86,0.000,0.000,0.000,3,4,7,30,2534,0.155,83.51,0.0134,0.000,31,0.799,0.000,0.706,0.847,2.09,0.416,0.363,0.00,0.000,1.00,1.01,1.01
