step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1056,5.31,0.04,0.05,0.01,5.21,0.00,1.01,0.000,0.492,719306.4,171.7,10,26,2.10,1.01,1.01
10000,4,367,7.70,0.02,0.04,0.02,7.61,0.00,1.01,0.000,0.778,546816.8,80.6,8,15,2.38,1.01,1.01
10000,0,20,9.00,0.00,0.35,0.00,8.65,0.00,1.00,0.000,0.007,87071.2,298.7,3,20,3.90,1.00,1.00
20000,8,1166,5.25,0.04,0.01,0.05,5.16,0.00,1.01,0.000,0.532,674259.4,3.8,11,4,2.10,1.01,1.00
20000,4,281,7.72,0.17,0.23,0.07,7.24,0.00,1.08,0.000,0.755,422750.2,0.5,4,9,3.11,1.07,1.08
20000,0,16,5.19,0.00,0.00,0.00,5.19,0.00,1.00,0.000,0.006,1450.3,0.0,1,15,3.81,1.00,1.00
30000,8,1196,4.79,0.02,0.00,0.05,4.72,0.00,1.01,0.000,0.508,665536.9,0.0,8,2,2.04,1.01,1.01
30000,4,359,6.36,0.08,0.04,0.01,6.23,0.00,1.03,0.000,0.734,410591.0,0.6,6,1,1.79,1.03,1.03
30000,0,9,5.78,0.00,0.00,0.00,5.78,0.00,1.00,0.000,0.003,1485.8,0.0,2,8,3.78,1.00,1.00
40000,8,995,4.25,0.11,0.03,0.00,4.11,0.00,1.04,0.000,0.548,625786.3,0.0,7,7,2.41,1.04,1.03
40000,4,358,6.28,0.01,0.04,0.01,6.21,0.00,1.01,0.000,0.744,377668.2,0.0,6,7,2.53,1.01,1.01
40000,0,12,8.50,0.00,0.00,0.08,8.42,0.00,1.00,0.000,0.004,1614.8,0.0,2,9,4.00,1.00,1.00
50000,8,1052,4.75,0.00,0.02,0.01,4.73,0.00,1.00,0.000,0.530,625745.4,0.5,10,82,2.04,1.00,1.00
50000,4,406,6.10,0.04,0.00,0.06,6.00,0.00,1.02,0.000,0.851,474524.2,0.0,10,81,1.88,1.01,1.04
50000,0,11,5.18,0.00,0.00,0.09,5.09,0.00,1.00,0.000,0.004,1239.2,0.0,3,9,3.91,1.00,1.00
60000,8,1077,4.27,0.00,0.01,0.02,4.24,0.00,1.00,0.000,0.512,652527.8,0.0,9,27,2.02,1.00,1.00
60000,4,504,5.76,0.00,0.01,0.01,5.75,0.00,1.00,0.000,0.846,450407.5,0.0,7,159,1.56,1.00,1.00
60000,0,8,4.88,0.00,0.00,0.00,4.88,0.00,1.00,0.000,0.003,732.2,0.0,1,5,4.00,1.00,1.00
70000,8,975,4.35,0.03,0.00,0.02,4.30,0.00,1.01,0.000,0.527,637926.6,0.0,10,10,2.19,1.02,1.02
70000,4,484,5.01,0.01,0.00,0.00,5.00,0.00,1.00,0.000,0.835,403193.8,0.0,5,84,1.63,1.00,1.00
70000,0,12,5.75,0.00,0.00,0.00,5.75,0.00,1.00,0.000,0.004,780.6,0.0,2,10,3.50,1.00,1.00
80000,8,1029,4.62,0.02,0.03,0.02,4.55,0.00,1.01,0.000,0.517,656679.8,0.7,7,47,2.17,1.01,1.01
80000,4,429,5.24,0.00,0.01,0.03,5.19,0.00,1.00,0.000,0.761,347709.8,0.0,6,18,1.86,1.00,1.00
