step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,985,5.69,0.16,0.05,0.01,5.47,0.00,1.05,0.001,0.476,713884.8,123.3,4,20,2.26,1.06,1.04
10000,2,141,7.67,0.01,0.43,0.04,7.18,0.00,1.00,0.000,0.780,242884.6,13.1,3,14,1.61,1.00,1.00
10000,0,22,8.73,0.05,0.00,0.00,8.68,0.00,1.01,0.000,0.005,93609.1,200.9,2,15,2.50,1.01,1.01
20000,8,1155,4.32,0.02,0.01,0.00,4.29,0.00,1.01,0.000,0.555,656732.3,7.7,2,0,2.05,1.01,1.01
20000,2,192,4.65,0.00,0.00,0.00,4.65,0.00,1.00,0.000,0.837,151454.6,5.7,2,0,1.47,1.00,1.00
20000,0,17,4.53,0.12,0.00,0.00,4.41,0.00,1.06,0.000,0.003,2526.1,0.0,2,10,2.12,1.05,1.05
30000,8,1035,4.79,0.00,0.01,0.01,4.77,0.00,1.00,0.000,0.556,646249.1,1.7,2,0,1.96,1.00,1.00
30000,2,190,5.58,0.04,0.09,0.14,5.31,0.00,1.01,0.000,0.817,156098.7,0.0,2,0,1.45,1.01,1.01
30000,0,32,5.66,0.81,0.00,0.00,4.84,0.00,1.28,0.000,0.005,3528.8,0.3,3,21,1.97,1.37,1.37
40000,8,1094,5.59,0.03,0.01,0.01,5.54,0.00,1.01,0.000,0.561,663780.5,1.5,5,0,1.96,1.01,1.01
40000,2,153,5.33,0.01,0.00,0.00,5.31,0.00,1.01,0.000,0.760,147946.3,0.1,1,0,1.68,1.01,1.01
40000,0,31,5.45,0.06,0.00,0.00,5.39,0.00,1.03,0.000,0.005,2888.2,0.0,2,17,1.97,1.04,1.04
50000,8,1085,4.89,0.00,0.01,0.01,4.87,0.00,1.00,0.000,0.561,672634.6,2.9,7,1,2.09,1.00,1.00
50000,2,183,5.71,0.00,0.04,0.19,5.49,0.00,1.00,0.000,0.754,152288.1,5.1,2,0,1.39,1.00,1.00
50000,0,23,8.09,2.52,0.00,0.00,5.57,0.00,1.81,0.000,0.003,3213.5,4.7,2,12,1.74,1.70,1.90
60000,8,1128,4.28,0.02,0.02,0.05,4.19,0.00,1.01,0.000,0.562,684483.4,0.2,8,0,1.98,1.01,1.01
60000,2,173,4.99,0.01,0.00,0.05,4.93,0.00,1.00,0.000,0.757,161891.2,0.0,2,1,1.48,1.00,1.00
60000,0,37,4.89,0.00,0.00,0.00,4.89,0.00,1.00,0.000,0.006,2990.2,0.0,2,29,1.86,1.00,1.00
70000,8,1145,4.12,0.03,0.03,0.02,4.03,0.00,1.02,0.000,0.559,686959.6,0.0,6,0,1.98,1.03,1.02
70000,2,180,4.49,0.01,0.00,0.01,4.47,0.00,1.00,0.000,0.772,139552.0,0.0,2,0,1.45,1.01,1.00
70000,0,26,6.38,0.12,0.00,0.00,6.27,0.00,1.07,0.000,0.005,3867.6,0.0,3,14,2.12,1.13,1.13
80000,8,978,4.58,0.04,0.03,0.08,4.43,0.00,1.01,0.000,0.534,649103.2,0.0,7,0,2.31,1.02,1.02
80000,2,246,5.45,0.01,0.00,0.00,5.44,0.00,1.00,0.000,0.790,179854.5,0.0,3,1,1.09,1.00,1.00
80000,0,22,4.82,0.00,0.00,0.00,4.82,0.00,1.00,0.000,0.002,2480.3,0.3,2,9,1.00,1.00,1.00
90000,8,1108,4.36,0.05,0.07,0.00,4.24,0.00,1.03,0.000,0.554,673036.2,0.6,6,3,2.10,1.03,1.03
90000,2,227,4.42,0.01,0.00,0.00,4.41,0.00,1.01,0.000,0.794,173495.8,0.0,3,2,1.17,1.01,1.01
