step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1068,4.93,0.02,0.03,0.01,4.88,0.00,1.01,0.000,0.513,698911.1,119.0,6,40,2.13,1.01,1.01
10000,4,404,7.32,0.10,0.10,0.00,7.12,0.01,1.04,0.015,0.699,537490.3,49.4,3,19,1.81,1.05,1.03
10000,0,33,6.36,0.00,0.12,0.12,6.12,0.00,1.00,0.000,0.011,87807.5,186.9,1,30,3.58,1.00,1.00
20000,8,1109,4.62,0.00,0.01,0.00,4.61,0.00,1.00,0.000,0.531,678084.1,5.9,4,1,2.03,1.00,1.00
20000,4,386,6.31,0.00,0.04,0.02,6.24,0.00,1.00,0.000,0.707,418392.1,2.2,2,4,2.27,1.00,1.00
20000,0,28,7.61,0.00,0.21,0.00,7.39,0.00,1.00,0.000,0.010,1211.3,0.0,1,26,4.00,1.00,1.00
30000,8,1000,5.00,0.01,0.13,0.00,4.86,0.00,1.00,0.000,0.545,647437.2,12.5,3,1,1.98,1.00,1.01
30000,4,409,6.67,0.00,0.00,0.02,6.64,0.00,1.00,0.000,0.722,401526.3,1.9,5,0,2.21,1.00,1.00
30000,0,22,5.41,0.00,0.00,0.00,5.41,0.00,1.00,0.000,0.008,1699.5,0.2,2,15,4.00,1.00,1.00
40000,8,1076,5.06,0.00,0.02,0.03,5.02,0.00,1.00,0.000,0.546,665687.5,0.3,3,1,1.93,1.00,1.00
40000,4,457,6.27,0.02,0.05,0.01,6.20,0.00,1.01,0.000,0.723,440305.8,0.2,6,1,1.98,1.01,1.00
40000,0,30,5.50,0.00,0.07,0.00,5.43,0.00,1.00,0.000,0.010,1539.7,0.0,3,25,3.77,1.00,1.00
50000,8,1055,4.93,0.02,0.00,0.08,4.83,0.00,1.01,0.000,0.559,673205.6,14.4,5,0,2.14,1.01,1.01
50000,4,516,6.84,0.01,0.09,0.02,6.73,0.00,1.00,0.000,0.701,421713.2,1.8,6,3,1.70,1.00,1.01
50000,0,12,4.50,0.00,0.00,0.00,4.50,0.00,1.00,0.000,0.004,1366.4,0.0,2,10,3.83,1.00,1.00
60000,8,1062,4.47,0.04,0.01,0.03,4.39,0.00,1.01,0.000,0.550,690017.8,3.6,6,1,2.03,1.02,1.01
60000,4,460,6.86,0.04,0.15,0.00,6.67,0.00,1.01,0.000,0.711,443186.8,0.9,4,5,1.92,1.01,1.01
60000,0,19,5.47,0.00,0.00,0.00,5.47,0.00,1.00,0.000,0.007,1449.9,0.0,1,18,3.95,1.00,1.00
70000,8,1100,4.72,0.02,0.11,0.07,4.52,0.00,1.01,0.000,0.567,694099.6,96.3,6,1,2.08,1.01,1.01
70000,4,484,5.94,0.03,0.00,0.00,5.91,0.00,1.01,0.000,0.733,396239.0,1.3,5,3,1.89,1.02,1.02
70000,0,15,4.07,0.00,0.07,0.00,4.00,0.00,1.00,0.000,0.005,1699.1,0.0,3,13,4.00,1.00,1.00
80000,8,1004,5.17,0.11,0.28,0.00,4.77,0.00,1.03,0.000,0.563,656662.8,7.4,6,4,2.37,1.03,1.03
80000,4,463,5.79,0.00,0.03,0.00,5.76,0.00,1.00,0.000,0.730,423531.2,0.7,6,9,1.97,1.00,1.00
80000,0,17,4.29,0.00,0.00,0.00,4.29,0.00,1.00,0.000,0.006,1531.8,0.4,4,16,3.88,1.00,1.00
90000,8,1086,4.24,0.03,0.10,0.02,4.09,0.00,1.01,0.001,0.562,686328.4,8.7,8,2,2.10,1.02,1.01
90000,4,411,6.08,0.00,0.08,0.00,6.00,0.00,1.00,0.000,0.746,432290.7,0.6,7,13,2.19,1.00,1.00
90000,0,10,4.40,0.00,0.00,0.00,4.40,0.00,1.00,0.000,0.003,1351.5,0.0,5,9,3.60,1.00,1.00
100000,8,1083,4.27,0.00,0.11,0.00,4.16,0.00,1.00,0.000,0.519,682569.4,3.8,5,3,2.27,1.00,1.00
100000,4,351,5.56,0.14,0.28,0.02,5.12,0.00,1.05,0.000,0.724,351378.8,0.1,5,1,2.58,1.04,1.05
100000,0,14,7.79,0.00,0.86,0.00,6.93,0.00,1.00,0.000,0.005,1430.1,0.0,2,12,3.86,1.00,1.00
110000,8,1096,4.87,0.03,0.22,0.00,4.62,0.00,1.01,0.000,0.538,646366.9,4.6,6,4,2.25,1.01,1.01
110000,4,350,4.87,0.03,0.09,0.03,4.72,0.00,1.02,0.000,0.788,272466.6,0.6,3,2,2.51,1.01,1.01
110000,0,16,5.88,0.12,0.00,0.00,5.75,0.00,1.08,0.000,0.006,2100.4,0.0,2,10,3.88,1.06,1.06
120000,8,1132,4.16,0.00,0.13,0.00,4.03,0.00,1.00,0.000,0.522,670059.4,0.6,5,4,2.19,1.00,1.00
120000,4,413,4.37,0.11,0.00,0.01,4.25,0.00,1.04,0.000,0.763,303892.8,0.0,3,3,1.80,1.03,1.03
120000,0,14,5.29,0.00,0.00,0.00,5.29,0.00,1.00,0.000,0.005,1660.2,0.1,2,11,4.00,1.00,1.00
130000,8,1035,4.23,0.01,0.05,0.00,4.17,0.00,1.00,0.000,0.491,648056.6,0.7,2,1,2.28,1.01,1.00
130000,4,350,4.85,0.07,0.02,0.01,4.76,0.00,1.03,0.000,0.774,278172.5,0.0,3,2,1.99,1.04,1.02
130000,0,7,4.57,0.00,0.14,0.00,4.43,0.00,1.00,0.000,0.002,889.9,0.0,1,7,3.71,1.00,1.00
140000,8,1118,4.15,0.00,0.02,0.01,4.12,0.00,1.00,0.000,0.504,644503.9,5.1,4,4,2.16,1.00,1.00
140000,4,383,5.02,0.03,0.01,0.08,4.90,0.00,1.01,0.000,0.748,321957.6,3.3,3,7,2.21,1.01,1.01
140000,0,10,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.004,1109.2,0.0,1,8,4.00,1.00,1.00
150000,8,1126,4.29,0.02,0.02,0.00,4.25,0.00,1.01,0.000,0.499,621894.7,0.8,3,4,2.13,1.01,1.00
150000,4,397,5.20,0.10,0.06,0.00,5.04,0.01,1.03,0.003,0.702,359691.7,133.2,3,10,2.21,1.03,1.02
150000,0,21,6.10,0.00,0.00,0.10,6.00,0.00,1.00,0.000,0.007,1624.2,0.1,2,18,3.57,1.00,1.00
160000,8,1164,3.90,0.00,0.01,0.01,3.87,0.00,1.00,0.000,0.526,646855.9,11.2,5,15,2.04,1.00,1.00
160000,4,392,5.41,0.06,0.01,0.00,5.34,0.00,1.02,0.000,0.760,331106.4,3.7,2,11,2.23,1.02,1.01
160000,0,14,5.29,0.00,0.00,0.00,5.29,0.00,1.00,0.000,0.005,1462.7,0.0,1,10,3.86,1.00,1.00
170000,8,1221,3.88,0.00,0.00,0.02,3.86,0.00,1.00,0.000,0.526,670760.9,2.4,4,3,1.98,1.00,1.00
170000,4,505,6.63,0.00,0.04,0.02,6.58,0.00,1.00,0.000,0.714,409159.8,0.0,2,13,1.71,1.00,1.00
170000,0,14,6.71,2.14,0.00,0.00,4.57,0.00,1.80,0.000,0.005,1347.9,0.0,1,14,4.00,1.73,1.52
180000,8,1093,4.26,0.00,0.02,0.00,4.24,0.00,1.00,0.000,0.511,656972.8,0.0,3,8,2.20,1.00,1.00
180000,4,364,5.31,0.06,0.03,0.03,5.19,0.00,1.02,0.000,0.733,363532.5,3.3,2,10,2.47,1.01,1.02
180000,0,17,4.71,0.00,0.00,0.00,4.71,0.00,1.00,0.000,0.006,1754.7,0.0,2,14,3.82,1.00,1.00
190000,8,1150,3.99,0.02,0.01,0.00,3.96,0.00,1.01,0.000,0.511,642180.1,0.6,2,11,2.07,1.01,1.00
190000,4,347,5.39,0.00,0.00,0.08,5.30,0.00,1.00,0.000,0.741,338818.3,1.0,2,13,2.53,1.00,1.00
190000,0,12,5.33,0.00,0.00,0.00,5.33,0.00,1.00,0.000,0.005,1755.7,0.0,1,11,4.00,1.00,1.00
200000,8,1206,4.13,0.03,0.01,0.01,4.08,0.00,1.01,0.000,0.508,637256.5,1.1,2,2,2.02,1.01,1.01
200000,4,439,4.94,0.07,0.05,0.00,4.82,0.01,1.01,0.002,0.702,356193.9,31.0,3,4,2.00,1.02,1.00
200000,0,24,5.33,0.00,0.00,0.00,5.33,0.00,1.00,0.000,0.009,1599.4,0.5,1,18,3.71,1.00,1.00
210000,8,1135,3.93,0.03,0.01,0.01,3.89,0.00,1.01,0.000,0.525,660940.4,2.3,2,12,2.08,1.00,1.01
210000,4,328,4.82,0.01,0.00,0.02,4.79,0.00,1.00,0.000,0.711,364807.8,2.3,2,12,2.52,1.01,1.01
210000,0,24,4.04,0.00,0.00,0.00,4.04,0.00,1.00,0.000,0.007,1541.1,0.9,1,23,3.12,1.00,1.00
220000,8,1292,4.00,0.01,0.01,0.00,3.98,0.00,1.01,0.000,0.521,664124.1,1.6,3,33,1.84,1.01,1.01
220000,4,540,5.02,0.00,0.00,0.05,4.97,0.00,1.00,0.000,0.708,331532.5,0.0,1,7,1.48,1.00,1.00
220000,0,18,4.72,0.00,0.00,0.06,4.67,0.00,1.00,0.000,0.005,1210.1,0.0,1,15,3.00,1.00,1.00
230000,8,1143,3.91,0.01,0.00,0.01,3.89,0.00,1.00,0.000,0.507,652918.7,0.5,3,2,2.13,1.00,1.00
230000,4,446,5.12,0.02,0.00,0.01,5.09,0.00,1.01,0.000,0.715,406673.4,0.1,1,5,1.95,1.01,1.01
230000,0,19,5.74,0.26,0.26,0.05,5.16,0.00,1.05,0.000,0.007,966.0,0.0,1,16,3.74,1.00,1.12
240000,8,1057,4.64,0.05,0.01,0.01,4.57,0.00,1.01,0.000,0.494,638294.6,0.4,2,4,2.25,1.01,1.01
240000,4,412,4.95,0.01,0.00,0.00,4.94,0.00,1.01,0.000,0.725,413585.5,0.0,1,8,1.95,1.01,1.00
240000,0,24,4.92,0.00,0.00,0.00,4.92,0.00,1.00,0.000,0.009,1361.0,0.0,1,22,3.88,1.00,1.00
250000,8,1104,4.67,0.07,0.01,0.00,4.59,0.00,1.02,0.000,0.500,681217.6,0.3,1,1,2.13,1.02,1.02
250000,4,370,4.76,0.00,0.00,0.01,4.75,0.00,1.00,0.000,0.703,387126.1,0.0,1,2,1.54,1.00,1.00
250000,0,17,5.06,0.00,0.00,0.00,5.06,0.00,1.00,0.000,0.006,1129.4,0.0,1,15,3.82,1.00,1.00
