step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,4765,1.696,0.367,7.94,115829,56126,9347,6,50097,65,2266152.2,4.6,0.076,0.461,0.120,0.343,453,4.80,2.95,0.06,1.11,0.02,0.27,0.03,0.36,4.70,2.57,0.00,0.00,0.001,0.024,343,0.174,0.990,0.000,0.000,0.010,870123,850864,16,0.306,0.201,0.012,899752,0.101,1.529,0.043,311.99,237468,1018,0.070,0.167,0.000,13444995,1.02,22.61,0.000,0.000,0.000,3,4,7,48,9046,0.138,341.76,0.0101,0.003,92,0.939,0.000,0.806,0.867,1.90,0.324,0.298,0.00,0.000,1.03,1.01,1.02
120000,4490,1.720,0.386,8.34,116504,60072,8494,0,48213,66,2271565.5,5.2,0.082,0.437,0.142,0.339,460,5.33,3.98,0.06,0.91,0.02,0.46,0.08,0.58,5.17,3.42,0.00,0.00,0.002,0.031,398,0.212,0.990,0.000,0.000,0.010,870630,847402,17,0.319,0.209,0.031,1012933,0.106,1.567,0.045,307.77,239938,0,0.078,0.000,0.000,11851989,1.02,22.06,0.001,0.000,0.000,3,4,9,64,9476,0.145,345.99,0.0098,0.002,106,0.931,0.000,0.789,0.866,2.11,0.399,0.368,0.00,0.000,1.02,1.03,1.02
130000,4667,1.701,0.390,8.43,125996,68061,8458,1,49299,174,2244713.0,16.1,0.103,0.455,0.120,0.322,451,5.20,4.26,0.10,1.03,0.01,0.20,0.07,0.72,5.02,3.56,0.00,0.00,0.001,0.017,355,0.208,0.987,0.000,0.000,0.013,847171,819844,22,0.296,0.058,0.027,1694755,0.098,1.566,0.045,312.73,243317,62,0.092,0.000,0.000,12596711,1.03,22.20,0.002,0.000,0.000,3,4,8,64,9888,0.151,341.02,0.0096,0.000,143,0.930,0.000,0.762,0.852,2.12,0.406,0.374,0.00,0.000,1.02,1.04,1.03
140000,4787,1.695,0.426,8.04,125448,67660,8532,2,49134,31,2189058.2,2.9,0.080,0.476,0.107,0.336,453,4.86,3.75,0.03,0.62,0.01,0.27,0.08,1.08,4.74,3.23,0.00,0.00,0.001,0.021,332,0.246,0.991,0.000,0.000,0.009,805604,779832,20,0.342,0.003,0.029,1170271,0.077,1.642,0.050,306.22,225929,100,0.093,0.000,0.000,13580037,1.01,22.50,0.000,0.000,0.000,3,4,7,64,10257,0.157,347.53,0.0097,0.002,99,0.935,0.000,0.758,0.845,2.14,0.412,0.379,0.00,0.000,1.01,1.01,1.01
150000,4670,1.684,0.433,8.33,115059,59814,8665,0,46697,17,2178641.8,5.2,0.087,0.493,0.086,0.335,426,4.65,2.88,0.04,0.68,0.01,0.20,0.08,0.55,4.52,2.44,0.00,0.00,0.001,0.020,302,0.263,0.993,0.000,0.000,0.007,789728,763244,20,0.436,0.026,0.048,1475993,0.094,1.659,0.051,304.91,218882,0,0.307,0.000,0.000,14451944,1.01,22.51,0.000,0.000,0.000,3,4,6,64,10048,0.153,348.84,0.0103,0.014,73,0.939,0.000,0.731,0.855,2.15,0.423,0.380,0.00,0.000,1.01,1.01,1.01
160000,4807,1.676,0.423,8.20,108197,53540,8725,3,45792,73,2149873.2,4.6,0.073,0.498,0.081,0.349,456,4.46,3.07,0.03,0.31,0.01,0.24,0.05,0.52,4.37,2.89,0.00,0.00,0.001,0.018,320,0.256,0.995,0.000,0.000,0.005,762283,741497,12,0.395,0.079,0.023,1462822,0.094,1.623,0.050,295.40,213915,206,0.063,0.000,0.000,15261933,1.01,22.78,0.000,0.000,0.000,3,4,6,64,10089,0.154,358.35,0.0102,0.007,73,0.945,0.000,0.727,0.858,2.10,0.393,0.368,0.00,0.000,1.02,1.00,1.01
170000,4695,1.679,0.414,8.15,107870,51081,9076,1,47824,23,2152861.5,5.6,0.084,0.459,0.108,0.349,453,4.52,2.52,0.06,0.37,0.02,0.25,0.07,0.68,4.37,2.28,0.00,0.00,0.002,0.030,320,0.251,0.996,0.000,0.000,0.004,783425,759823,12,0.426,0.074,0.035,1230555,0.115,1.614,0.049,300.60,216902,646,0.245,0.000,0.000,13925509,1.03,22.54,0.000,0.000,0.000,3,4,6,56,10070,0.154,353.16,0.0105,0.004,66,0.942,0.000,0.752,0.863,2.14,0.425,0.375,0.00,0.000,1.07,1.00,1.03
180000,4778,1.695,0.394,8.34,111646,52175,8515,1,50872,16,2161415.5,3.3,0.081,0.432,0.119,0.368,461,4.76,2.94,0.04,0.32,0.01,0.16,0.12,1.18,4.59,2.55,0.00,0.00,0.001,0.031,350,0.239,0.992,0.000,0.000,0.008,789768,765267,11,0.484,0.018,0.042,1832047,0.099,1.576,0.047,295.83,217929,267,0.205,0.000,0.000,12253185,1.02,22.28,0.000,0.000,0.000,3,4,7,64,9965,0.152,357.93,0.0099,0.002,93,0.933,0.000,0.741,0.859,2.09,0.396,0.355,0.00,0.000,1.03,1.01,1.02
190000,4758,1.702,0.386,8.17,112877,54387,8762,2,49746,15,2179521.0,1.0,0.080,0.398,0.129,0.393,447,4.70,3.53,0.01,0.25,0.00,0.11,0.09,0.75,4.59,3.22,0.00,0.00,0.001,0.013,303,0.249,0.993,0.000,0.000,0.007,802930,780912,15,0.293,0.278,0.037,1909851,0.093,1.578,0.046,304.43,219456,1190,0.068,0.000,0.000,11908323,1.00,22.42,0.000,0.000,0.000,3,4,7,45,9828,0.150,349.33,0.0100,0.003,104,0.930,0.000,0.735,0.860,2.07,0.386,0.357,0.00,0.000,1.00,1.00,1.00
200000,4749,1.675,0.370,8.17,111363,53257,8866,0,49249,22,2202040.2,1.2,0.077,0.397,0.126,0.400,427,4.71,3.45,0.03,0.38,0.01,0.42,0.13,1.21,4.55,2.90,0.00,0.00,0.000,0.013,315,0.195,0.991,0.000,0.000,0.009,800345,778674,14,0.453,0.112,0.035,1379470,0.094,1.521,0.043,300.54,215856,0,0.055,0.000,0.000,11728318,1.01,22.42,0.000,0.000,0.000,3,4,7,64,9419,0.144,353.22,0.0102,0.000,107,0.931,0.000,0.748,0.861,1.98,0.372,0.318,0.00,0.000,1.02,1.01,1.01
210000,5087,1.675,0.362,8.26,113469,52849,9191,0,51091,61,2164326.8,4.6,0.101,0.397,0.113,0.389,447,4.56,4.24,0.01,0.23,0.01,0.23,0.14,1.27,4.40,3.58,0.00,0.00,0.001,0.024,309,0.217,0.995,0.000,0.000,0.005,801185,782938,16,0.555,0.016,0.037,1751563,0.115,1.503,0.042,308.93,224043,0,0.076,0.000,0.000,12025150,1.00,22.70,0.001,0.000,0.000,3,4,6,64,10100,0.154,344.82,0.0097,0.003,80,0.933,0.000,0.754,0.859,1.99,0.368,0.322,0.00,0.000,1.00,1.00,1.00
220000,4799,1.684,0.415,8.25,114856,56535,8826,5,49778,147,2163373.8,16.7,0.101,0.419,0.115,0.365,446,4.58,2.92,0.02,0.26,0.00,0.09,0.07,0.70,4.49,2.77,0.00,0.00,0.001,0.022,318,0.269,0.991,0.000,0.000,0.009,779992,759291,14,0.407,0.128,0.026,1723588,0.090,1.622,0.049,304.43,221310,20,0.113,1.000,0.000,12559756,1.01,22.72,0.000,0.000,0.000,3,4,6,52,10196,0.156,349.33,0.0100,0.006,91,0.929,0.000,0.717,0.853,2.12,0.407,0.369,0.00,0.000,1.02,1.01,1.01
230000,4898,1.650,0.402,8.25,120316,59658,8792,15,51752,260,2169696.2,36.3,0.121,0.409,0.104,0.366,458,4.60,3.53,0.03,0.50,0.01,0.31,0.10,0.81,4.45,3.04,0.00,0.06,0.001,0.013,312,0.268,0.994,0.000,0.000,0.006,792142,764854,13,0.531,0.280,0.043,2285606,0.109,1.587,0.047,306.82,211998,397,0.140,0.600,0.000,12099726,1.01,22.62,0.000,0.001,0.000,3,4,6,64,10246,0.156,346.93,0.0099,0.005,91,0.928,0.000,0.724,0.848,2.09,0.401,0.362,0.00,0.000,1.01,1.01,1.01
240000,4676,1.664,0.413,8.25,117590,56830,9157,9,51816,162,2184474.2,20.7,0.119,0.398,0.093,0.390,450,4.65,4.21,0.04,0.77,0.01,0.26,0.08,0.85,4.52,3.58,0.00,0.04,0.000,0.012,284,0.238,0.994,0.000,0.000,0.006,798191,771855,13,0.528,0.013,0.020,1775442,0.099,1.631,0.049,308.25,216973,171,0.128,0.444,0.000,11962295,1.01,22.67,0.000,0.000,0.000,3,4,6,58,9457,0.144,345.51,0.0103,0.013,84,0.930,0.000,0.736,0.853,2.02,0.375,0.343,0.00,0.000,1.02,1.01,1.01
250000,4987,1.665,0.379,7.94,118402,56226,9174,2,52689,42,2147868.5,11.0,0.115,0.430,0.074,0.381,431,4.38,2.58,0.01,0.22,0.02,0.40,0.08,0.66,4.28,2.32,0.00,0.00,0.001,0.021,313,0.209,0.993,0.000,0.000,0.007,804815,779832,16,0.375,0.103,0.041,1440896,0.088,1.561,0.045,306.88,205396,456,0.262,0.500,0.000,13061384,1.00,22.83,0.000,0.000,0.000,3,4,6,36,9580,0.146,346.87,0.0101,0.003,67,0.942,0.000,0.743,0.853,1.92,0.342,0.303,0.00,0.000,1.00,1.00,1.00
260000,4594,1.652,0.399,7.84,123975,58897,9506,1,55964,132,2167783.5,5.2,0.110,0.465,0.069,0.355,470,4.38,2.57,0.01,0.19,0.01,0.18,0.08,0.65,4.28,2.28,0.00,0.00,0.002,0.031,300,0.229,0.992,0.000,0.000,0.008,823369,797947,17,0.314,0.012,0.036,1844988,0.084,1.603,0.048,308.23,211696,247,0.039,0.000,0.000,14153784,1.01,22.88,0.000,0.000,0.000,3,4,6,64,9003,0.137,345.53,0.0110,0.009,87,0.947,0.000,0.756,0.850,1.96,0.354,0.315,0.00,0.000,1.00,1.00,1.01
270000,4899,1.676,0.376,7.98,123639,57358,8635,0,57341,405,2177499.0,32.1,0.080,0.507,0.072,0.341,485,4.48,2.94,0.04,0.85,0.02,0.31,0.04,0.44,4.37,2.58,0.00,0.06,0.002,0.023,338,0.185,0.988,0.002,0.000,0.010,816775,790066,20,0.463,0.029,0.018,1064964,0.090,1.549,0.045,300.02,208033,0,0.079,0.000,0.000,14758514,1.01,22.77,0.000,0.001,0.002,3,4,7,64,9109,0.139,353.73,0.0102,0.009,94,0.951,0.000,0.753,0.849,1.86,0.326,0.279,0.00,0.003,1.02,1.01,1.01
280000,4939,1.651,0.388,8.02,125636,59542,9188,2,56864,465,2170168.8,34.6,0.070,0.447,0.087,0.396,465,4.44,3.15,0.02,0.34,0.06,1.34,0.05,0.52,4.31,2.46,0.00,0.00,0.002,0.039,325,0.194,0.992,0.000,0.000,0.008,816189,788573,17,0.289,0.122,0.016,626756,0.096,1.574,0.046,306.76,212691,20,0.074,1.000,0.000,13667401,1.01,22.84,0.000,0.000,0.000,3,4,6,56,9631,0.147,346.99,0.0102,0.013,96,0.943,0.000,0.782,0.846,1.95,0.363,0.310,0.00,0.001,1.00,1.01,1.01
290000,4928,1.664,0.392,7.94,126101,60906,8873,1,56332,127,2165367.8,12.8,0.076,0.453,0.080,0.391,459,4.55,3.28,0.01,0.22,0.02,0.61,0.04,0.61,4.47,3.05,0.00,0.00,0.002,0.032,318,0.249,0.989,0.000,0.000,0.011,802600,777846,23,0.224,0.088,0.015,678563,0.092,1.590,0.046,306.99,209199,0,0.101,1.000,0.000,13816484,1.00,22.83,0.000,0.000,0.000,3,4,6,64,10240,0.156,346.76,0.0098,0.003,117,0.940,0.000,0.771,0.843,2.08,0.396,0.352,0.00,0.000,1.00,1.00,1.00
300000,4908,1.682,0.385,7.95,132503,63855,9113,0,59555,26,2200418.5,5.2,0.095,0.450,0.069,0.387,423,4.43,2.79,0.01,0.20,0.02,0.47,0.03,0.43,4.37,2.64,0.00,0.00,0.001,0.029,324,0.198,0.990,0.000,0.000,0.010,841987,814906,20,0.182,0.155,0.013,733842,0.098,1.560,0.045,315.39,215017,0,0.198,0.000,0.000,13561284,1.00,22.88,0.000,0.000,0.000,3,4,6,64,9237,0.141,338.37,0.0103,0.008,82,0.937,0.000,0.771,0.843,1.88,0.333,0.287,0.00,0.000,1.00,1.00,1.00
310000,4852,1.650,0.411,8.19,134809,64608,9247,0,61010,4,2157234.2,0.5,0.087,0.476,0.075,0.361,451,4.36,2.38,0.01,0.14,0.02,0.26,0.04,0.61,4.29,2.24,0.00,0.00,0.002,0.028,319,0.234,0.991,0.000,0.000,0.009,823833,800598,17,0.301,0.141,0.013,686316,0.085,1.612,0.048,311.11,215675,0,0.135,0.000,0.000,14603144,1.00,22.96,0.000,0.000,0.000,3,4,6,45,9861,0.150,342.64,0.0104,0.006,100,0.945,0.000,0.778,0.837,2.03,0.393,0.334,0.00,0.000,1.00,1.00,1.00
320000,4773,1.654,0.396,8.39,131960,65285,9018,0,57736,14,2161381.5,1.6,0.091,0.485,0.082,0.342,452,4.45,2.82,0.02,0.55,0.01,0.23,0.04,0.70,4.38,2.49,0.00,0.00,0.001,0.024,287,0.261,0.988,0.000,0.000,0.012,812145,787600,15,0.256,0.256,0.010,615539,0.101,1.589,0.046,306.11,212482,0,0.113,0.000,0.000,14418967,1.01,22.91,0.000,0.000,0.000,3,4,6,55,9979,0.152,347.65,0.0103,0.008,108,0.944,0.000,0.738,0.838,2.09,0.407,0.351,0.00,0.000,1.01,1.01,1.01
330000,4919,1.660,0.400,8.00,130649,65131,8963,4,56405,72,2166838.5,3.4,0.107,0.474,0.085,0.334,455,4.53,3.79,0.01,0.27,0.04,0.76,0.05,0.67,4.43,2.85,0.00,0.01,0.002,0.025,258,0.245,0.990,0.000,0.000,0.010,802500,773588,18,0.182,0.012,0.010,510616,0.121,1.600,0.048,310.05,206829,128,0.048,0.250,0.000,13838274,1.00,22.94,0.003,0.000,0.000,3,4,6,64,10238,0.156,343.71,0.0099,0.005,101,0.938,0.000,0.727,0.838,2.08,0.396,0.355,0.00,0.000,1.00,1.00,1.00
340000,4910,1.659,0.413,8.31,127568,62022,9046,0,56509,138,2160246.2,9.5,0.121,0.491,0.077,0.311,460,4.49,4.26,0.01,0.28,0.01,0.19,0.10,1.53,4.37,3.21,0.00,0.00,0.002,0.037,279,0.226,0.990,0.000,0.000,0.010,793491,765294,16,0.203,0.191,0.009,546190,0.126,1.631,0.049,308.75,204771,0,0.069,0.000,0.000,14225090,1.00,22.96,0.004,0.000,0.000,3,4,6,64,9995,0.153,345.01,0.0101,0.005,94,0.942,0.000,0.730,0.840,2.04,0.380,0.345,0.00,0.000,1.00,1.00,1.00
350000,4827,1.659,0.432,8.24,122397,59625,8872,0,53983,21,2157369.8,1.5,0.107,0.520,0.065,0.307,429,4.41,2.99,0.02,0.32,0.01,0.30,0.02,0.38,4.35,2.83,0.00,0.00,0.002,0.025,302,0.239,0.993,0.000,0.000,0.007,772750,743188,15,0.247,0.112,0.008,506105,0.127,1.662,0.051,303.81,202540,0,0.071,0.000,0.000,15010163,1.01,23.04,0.000,0.000,0.000,3,4,6,64,10247,0.156,349.94,0.0103,0.012,83,0.945,0.000,0.708,0.842,2.12,0.408,0.371,0.00,0.000,1.01,1.01,1.01
360000,4838,1.638,0.425,8.00,123133,63620,8635,0,50867,18,2162103.5,0.7,0.094,0.518,0.077,0.311,468,4.47,3.03,0.01,0.14,0.01,0.31,0.07,0.99,4.39,2.61,0.00,0.00,0.001,0.015,295,0.233,0.988,0.000,0.000,0.012,759245,729374,19,0.251,0.107,0.013,340745,0.113,1.639,0.050,302.61,194041,0,0.041,0.000,0.000,14847417,1.00,22.92,0.000,0.000,0.000,3,4,7,50,10212,0.156,351.15,0.0102,0.001,116,0.945,0.000,0.714,0.838,2.11,0.393,0.386,0.00,0.000,1.00,1.00,1.00
370000,4888,1.660,0.380,7.78,124239,65216,8764,1,50208,30,2202672.5,7.6,0.100,0.525,0.062,0.313,476,4.44,3.72,0.01,0.33,0.02,0.67,0.04,0.72,4.37,3.32,0.00,0.00,0.001,0.028,281,0.191,0.989,0.000,0.000,0.011,800020,769234,22,0.150,0.196,0.011,450883,0.125,1.566,0.045,302.61,206098,37,0.253,1.000,0.000,14916731,1.00,22.90,0.000,0.000,0.000,3,4,6,64,9295,0.142,351.15,0.0103,0.003,92,0.947,0.000,0.722,0.845,1.90,0.321,0.305,0.00,0.000,1.01,1.00,1.00
380000,4659,1.679,0.402,7.81,118151,59177,8800,0,50403,17,2203155.5,1.5,0.114,0.502,0.074,0.311,490,4.74,4.33,0.01,0.49,0.01,0.23,0.07,1.10,4.64,3.72,0.00,0.00,0.001,0.016,285,0.237,0.994,0.000,0.000,0.006,788888,766241,18,0.289,0.074,0.009,454075,0.121,1.616,0.048,300.95,192167,0,0.086,0.000,0.000,14653234,1.00,22.67,0.000,0.000,0.000,3,4,7,64,9257,0.141,352.80,0.0102,0.013,84,0.946,0.000,0.728,0.850,1.99,0.351,0.336,0.00,0.000,1.01,1.00,1.00
390000,4390,1.681,0.381,7.75,116307,53943,9022,0,53611,20,2183987.2,1.0,0.112,0.487,0.086,0.316,498,4.56,2.87,0.01,0.19,0.03,0.38,0.03,0.59,4.49,2.67,0.00,0.00,0.005,0.042,290,0.242,0.991,0.000,0.000,0.009,812274,794345,16,0.177,0.136,0.006,258683,0.110,1.583,0.046,296.69,194267,0,0.050,0.000,0.000,14308847,1.00,22.59,0.000,0.000,0.000,3,4,6,50,8731,0.133,357.06,0.0111,0.015,83,0.948,0.000,0.765,0.857,1.99,0.342,0.341,0.00,0.000,1.00,1.00,1.00
400000,4746,1.664,0.369,8.13,117740,55796,8301,0,53287,20,2180456.8,1.2,0.106,0.498,0.076,0.320,455,4.55,2.87,0.02,0.58,0.00,0.08,0.02,0.40,4.51,2.69,0.00,0.00,0.000,0.012,305,0.210,0.987,0.000,0.000,0.013,817093,795316,18,0.261,0.076,0.005,235634,0.115,1.536,0.043,294.03,204384,0,0.060,0.000,0.000,14360968,1.01,22.42,0.000,0.000,0.000,3,4,7,45,9061,0.138,359.72,0.0102,0.004,112,0.945,0.000,0.750,0.856,1.91,0.320,0.315,0.00,0.000,1.01,1.01,1.01
410000,4812,1.671,0.393,8.33,138611,69949,9570,0,59026,5,2218617.8,1.7,0.109,0.469,0.065,0.357,439,4.80,3.67,0.01,0.36,0.05,0.63,0.02,0.44,4.71,3.37,0.00,0.00,0.003,0.038,338,0.238,0.987,0.000,0.000,0.013,852337,825952,14,0.772,0.012,0.005,294953,0.098,1.574,0.046,318.83,216061,0,0.346,0.000,0.000,15110671,1.00,22.30,0.000,0.000,0.000,3,4,7,64,9731,0.148,334.92,0.0098,0.000,135,0.937,0.000,0.790,0.838,2.02,0.356,0.354,0.00,0.000,1.00,1.00,1.01
420000,5055,1.685,0.364,8.27,138979,70825,8631,1,59279,84,2193452.8,4.5,0.099,0.483,0.061,0.358,438,4.62,2.75,0.03,0.42,0.01,0.41,0.06,0.70,4.52,2.57,0.00,0.00,0.001,0.027,343,0.223,0.988,0.000,0.000,0.012,837341,804602,14,0.435,0.064,0.017,525727,0.102,1.521,0.043,311.35,216960,333,0.054,0.000,0.000,14967276,1.01,22.35,0.000,0.000,0.000,3,4,7,49,9870,0.151,342.41,0.0096,0.003,117,0.937,0.000,0.776,0.834,1.95,0.342,0.323,0.00,0.000,1.01,1.01,1.01
430000,4851,1.678,0.371,8.45,138825,70278,8761,0,59990,36,2215599.0,3.5,0.112,0.461,0.082,0.345,440,4.70,2.71,0.00,0.11,0.02,0.35,0.03,0.43,4.65,2.58,0.00,0.00,0.002,0.037,342,0.235,0.991,0.000,0.000,0.009,847143,816735,15,0.429,0.093,0.008,636530,0.075,1.527,0.044,315.66,217939,0,0.096,0.000,0.000,13874264,1.00,22.34,0.000,0.000,0.000,3,4,7,42,9724,0.148,338.10,0.0098,0.003,121,0.931,0.000,0.781,0.837,2.00,0.369,0.337,0.00,0.000,1.00,1.00,1.00
