step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1443,1.749,0.507,9.01,43638,27342,1541,15,14826,7104,1323220.1,551.0,0.216,0.393,0.069,0.322,721,5.97,4.29,0.03,0.55,0.05,0.81,0.01,0.21,5.87,4.00,0.00,0.00,0.003,0.047,208,0.067,0.999,0.000,0.000,0.001,314649,305374,12,0.220,0.145,0.003,971017,0.143,1.767,0.058,125.60,92462,193,0.078,0.667,0.000,3884951,1.01,21.16,0.000,0.001,0.000,3,5,9,56,3167,0.193,37.60,0.0156,0.028,20,0.940,0.000,0.670,0.862,2.19,0.421,0.421,0.00,0.001,1.01,1.01,1.01
20000,1463,1.753,0.553,9.95,38720,16728,2559,0,19413,22,1137037.2,4.3,0.119,0.407,0.079,0.395,535,5.72,3.70,0.06,0.57,0.05,0.73,0.05,0.73,5.56,3.17,0.00,0.00,0.003,0.038,163,0.132,0.999,0.000,0.000,0.001,335117,323006,13,0.352,0.105,0.016,102166,0.145,1.869,0.064,113.27,110194,0,0.195,0.000,0.000,3937333,1.02,21.32,0.000,0.000,0.000,2,5,9,60,3383,0.206,49.93,0.0140,0.009,16,0.941,0.000,0.716,0.885,2.31,0.483,0.455,0.00,0.000,1.02,1.02,1.04
30000,1564,1.756,0.515,10.32,36010,14848,2933,1,18127,22,1118390.2,0.6,0.063,0.359,0.073,0.505,477,5.16,2.88,0.04,0.39,0.01,0.20,0.04,0.31,5.07,2.75,0.00,0.00,0.001,0.020,162,0.132,0.999,0.000,0.000,0.001,326215,315630,12,0.293,0.027,0.023,242650,0.138,1.786,0.060,111.30,110899,2979,0.026,0.000,0.000,3550487,1.02,21.78,0.000,0.000,0.000,3,5,8,50,3110,0.190,51.90,0.0141,0.002,9,0.938,0.000,0.746,0.890,1.99,0.370,0.332,0.00,0.000,1.02,1.02,1.02
40000,1365,1.659,0.707,9.96,36288,15936,2719,2,17830,8,1045996.4,0.0,0.061,0.382,0.089,0.469,483,4.82,3.55,0.08,1.63,0.03,0.50,0.01,0.10,4.70,2.91,0.00,0.00,0.002,0.033,144,0.262,0.998,0.000,0.000,0.002,303341,293256,11,0.358,0.092,0.004,133554,0.102,2.112,0.085,103.71,103594,95,0.000,0.500,0.000,3365091,1.03,22.65,0.000,0.000,0.000,3,4,8,52,3352,0.205,59.49,0.0163,0.010,12,0.942,0.000,0.686,0.880,2.46,0.529,0.489,0.00,0.001,1.03,1.03,1.03
50000,1469,1.752,0.586,9.35,38038,13859,2618,0,21457,4,1111897.1,0.5,0.088,0.334,0.137,0.441,472,5.13,3.20,0.01,0.14,0.01,0.20,0.03,0.27,5.08,3.16,0.00,0.00,0.001,0.022,149,0.232,0.997,0.000,0.000,0.003,349600,338237,12,0.253,0.107,0.016,152651,0.136,1.964,0.071,111.04,112185,0,0.114,0.000,0.000,3039410,1.01,22.19,0.000,0.000,0.000,3,4,10,29,2948,0.180,52.16,0.0149,0.111,11,0.937,0.000,0.685,0.891,2.01,0.363,0.344,0.00,0.000,1.00,1.01,1.01
60000,1589,1.746,0.566,9.00,36237,12035,3260,0,20822,0,1115711.9,0.0,0.104,0.264,0.203,0.430,471,4.75,2.59,0.00,0.10,0.01,0.15,0.02,0.33,4.72,2.57,0.00,0.00,0.001,0.020,130,0.252,0.998,0.000,0.000,0.002,343091,332667,11,0.269,0.052,0.006,117159,0.122,1.898,0.069,111.88,112205,0,0.000,0.000,0.000,2388606,1.00,22.34,0.000,0.000,0.000,3,4,8,36,2996,0.183,51.32,0.0149,0.117,8,0.932,0.000,0.774,0.894,1.89,0.310,0.303,0.00,0.000,1.00,1.00,1.00
70000,1471,1.676,0.650,9.32,36752,13203,3028,0,20639,0,1080319.5,0.0,0.110,0.292,0.241,0.357,500,4.58,2.55,0.02,0.53,0.00,0.04,0.01,0.33,4.54,2.49,0.00,0.00,0.000,0.005,129,0.199,0.997,0.000,0.000,0.003,322430,311986,12,0.272,0.050,0.003,125574,0.100,2.058,0.079,106.24,104971,0,0.000,0.000,0.000,2793039,1.01,22.69,0.000,0.000,0.000,3,4,7,35,2969,0.181,56.96,0.0162,0.064,12,0.941,0.000,0.726,0.886,2.02,0.376,0.337,0.00,0.000,1.01,1.01,1.01
80000,1472,1.689,0.590,9.29,37357,14457,2855,1,20043,16,1041860.9,0.7,0.115,0.303,0.245,0.337,527,4.82,2.52,0.01,0.30,0.03,0.30,0.02,0.36,4.76,2.42,0.00,0.00,0.003,0.036,146,0.173,0.998,0.000,0.000,0.002,305333,295995,9,0.266,0.132,0.008,96533,0.098,1.933,0.070,102.99,98783,1678,0.041,0.000,0.000,2893971,1.01,22.24,0.000,0.000,0.000,3,4,7,26,3091,0.189,60.21,0.0149,0.044,14,0.933,0.000,0.716,0.878,2.10,0.382,0.381,0.00,0.000,1.01,1.01,1.01
90000,1415,1.722,0.641,9.96,35409,14807,2444,0,18215,13,994169.8,3.1,0.099,0.325,0.169,0.407,518,4.86,3.24,0.01,0.23,0.02,0.27,0.04,0.67,4.78,3.03,0.00,0.00,0.003,0.039,133,0.267,0.998,0.000,0.000,0.002,291976,280364,8,0.342,0.132,0.010,155398,0.139,2.037,0.076,98.69,96165,0,0.242,0.000,0.000,2819875,1.00,22.52,0.000,0.000,0.000,3,4,7,56,3250,0.198,64.51,0.0147,0.037,12,0.929,0.000,0.610,0.879,2.30,0.459,0.429,0.00,0.000,1.00,1.01,1.00
100000,1511,1.694,0.626,9.81,37041,13993,2812,0,20140,0,1055929.1,0.0,0.086,0.340,0.152,0.421,488,4.56,2.67,0.04,0.57,0.03,0.55,0.03,0.26,4.47,2.30,0.00,0.00,0.003,0.032,136,0.281,0.996,0.000,0.000,0.004,303159,292688,11,0.338,0.107,0.013,143821,0.111,1.987,0.074,103.69,100430,0,0.000,0.000,0.000,3198611,1.01,22.69,0.000,0.000,0.000,3,4,7,39,3459,0.211,59.51,0.0156,0.016,11,0.936,0.000,0.655,0.878,2.29,0.447,0.432,0.00,0.000,1.01,1.01,1.02
110000,1709,1.702,0.591,9.08,37727,14118,3073,0,20338,6,1083931.0,0.4,0.060,0.336,0.106,0.499,465,4.52,2.09,0.01,0.16,0.02,0.36,0.02,0.37,4.47,2.01,0.00,0.00,0.002,0.030,119,0.238,0.999,0.000,0.000,0.001,321250,309231,13,0.211,0.105,0.004,112124,0.114,1.925,0.071,107.46,110227,0,0.075,0.000,0.000,3326238,1.00,22.44,0.000,0.000,0.000,3,4,8,22,3338,0.204,55.74,0.0142,0.018,7,0.935,0.000,0.664,0.883,1.95,0.327,0.329,0.00,0.001,1.00,1.00,1.01
120000,1481,1.660,0.673,9.32,37515,15944,3055,0,18744,7,1084950.8,0.6,0.049,0.343,0.094,0.515,499,4.54,2.48,0.04,0.69,0.02,0.51,0.02,0.20,4.46,2.25,0.00,0.00,0.002,0.033,109,0.322,0.998,0.000,0.000,0.002,317282,305073,11,0.220,0.181,0.007,107643,0.137,2.038,0.080,107.86,102209,0,0.082,0.000,0.000,3541879,1.01,22.72,0.000,0.000,0.000,3,4,8,31,3427,0.209,55.34,0.0164,0.007,12,0.939,0.000,0.681,0.882,2.31,0.472,0.428,0.00,0.001,1.01,1.02,1.02
130000,1648,1.715,0.626,8.23,37641,14914,3019,0,19541,2,1109019.2,0.0,0.080,0.314,0.098,0.509,537,4.65,2.66,0.03,0.33,0.01,0.10,0.02,0.21,4.60,2.56,0.00,0.00,0.001,0.015,130,0.246,0.998,0.000,0.000,0.002,333496,323402,10,0.243,0.043,0.010,82887,0.152,1.999,0.076,111.18,90453,0,0.000,0.000,0.000,3056555,1.01,22.50,0.000,0.000,0.000,3,4,8,24,3306,0.202,52.02,0.0146,0.008,5,0.935,0.000,0.678,0.887,2.01,0.354,0.334,0.00,0.000,1.01,1.02,1.01
140000,1555,1.757,0.645,8.95,37952,14599,2792,0,20654,0,1109632.9,0.0,0.111,0.329,0.065,0.495,552,5.13,2.91,0.01,0.10,0.08,0.88,0.01,0.13,5.03,2.72,0.00,0.00,0.007,0.062,159,0.195,0.998,0.000,0.000,0.002,343306,332728,7,0.236,0.081,0.007,131869,0.104,2.003,0.078,110.15,91622,0,0.000,0.000,0.000,3102987,1.00,21.82,0.000,0.000,0.000,3,4,9,26,3080,0.188,53.05,0.0142,0.022,8,0.945,0.000,0.666,0.889,1.98,0.350,0.331,0.00,0.000,1.00,1.00,1.00
150000,1546,1.694,0.603,8.63,35531,13401,3091,1,19047,20,1089501.9,4.4,0.058,0.357,0.053,0.532,548,4.94,3.09,0.03,0.53,0.05,0.72,0.01,0.25,4.85,2.80,0.00,0.08,0.003,0.040,138,0.237,0.997,0.000,0.000,0.003,329276,317733,14,0.382,0.034,0.005,94253,0.092,1.948,0.072,107.99,84993,686,0.219,0.000,0.000,3431397,1.01,22.11,0.000,0.000,0.001,3,4,8,38,3314,0.202,55.21,0.0145,0.013,15,0.953,0.000,0.730,0.892,2.14,0.425,0.378,0.00,0.001,1.00,1.01,1.01
160000,1477,1.679,0.649,8.51,36589,15700,2821,0,18137,6,1038446.0,0.0,0.040,0.447,0.047,0.466,566,4.30,2.35,0.01,0.16,0.03,0.43,0.05,0.56,4.21,2.10,0.00,0.00,0.003,0.036,122,0.275,0.999,0.000,0.000,0.001,305182,293719,10,0.466,0.074,0.014,152288,0.127,2.029,0.077,104.36,81822,0,0.000,0.000,0.000,4359967,1.00,22.88,0.000,0.000,0.000,3,4,6,34,3409,0.208,58.84,0.0167,0.004,19,0.942,0.000,0.643,0.880,2.31,0.519,0.406,0.00,0.000,1.00,1.00,1.00
170000,1513,1.712,0.646,8.43,34150,13945,2908,0,17261,5,1008221.4,0.9,0.027,0.433,0.048,0.492,520,4.66,3.11,0.03,0.77,0.04,0.62,0.05,0.41,4.54,2.73,0.00,0.00,0.003,0.036,162,0.209,0.998,0.000,0.000,0.002,288113,278056,14,0.484,0.093,0.019,245379,0.092,2.002,0.078,99.87,87100,0,0.173,0.000,0.000,3782365,1.01,22.47,0.000,0.000,0.000,3,4,8,41,3095,0.189,63.33,0.0147,0.004,10,0.952,0.000,0.615,0.882,2.05,0.420,0.332,0.00,0.000,1.01,1.01,1.01
180000,1465,1.743,0.626,8.19,40226,13429,3066,0,23779,1,1071159.6,0.1,0.019,0.459,0.081,0.442,485,4.82,2.85,0.00,0.16,0.03,0.62,0.01,0.27,4.78,2.74,0.00,0.00,0.003,0.040,128,0.322,0.998,0.000,0.000,0.002,322807,314962,8,0.506,0.034,0.003,156659,0.117,2.001,0.077,105.69,96243,0,0.148,0.000,0.000,4426342,1.00,22.22,0.000,0.000,0.000,3,4,9,38,2824,0.172,57.51,0.0153,0.010,24,0.964,0.000,0.722,0.875,1.93,0.351,0.302,0.00,0.000,1.00,1.00,1.00
190000,1532,1.751,0.611,8.27,37840,11809,2692,0,23272,1,1049141.1,0.0,0.027,0.426,0.121,0.426,526,4.76,2.75,0.01,0.35,0.02,0.49,0.01,0.19,4.72,2.58,0.00,0.00,0.001,0.026,111,0.360,0.999,0.000,0.000,0.001,322683,313470,7,0.506,0.016,0.004,63087,0.092,2.003,0.074,102.53,91910,0,0.036,0.000,0.000,3841518,1.01,22.14,0.000,0.000,0.000,3,4,8,44,2890,0.176,60.67,0.0145,0.038,13,0.965,0.000,0.667,0.883,1.89,0.311,0.301,0.00,0.000,1.01,1.01,1.00
200000,1453,1.785,0.462,10.89,51865,11559,2926,0,37459,0,1162957.4,0.0,0.026,0.409,0.137,0.427,377,5.83,3.26,0.03,0.95,0.00,0.04,0.03,0.32,5.77,2.99,0.00,0.00,0.000,0.008,115,0.207,0.999,0.000,0.000,0.001,389126,380102,9,0.400,0.071,0.011,107528,0.097,1.736,0.055,116.07,115761,0,0.000,0.000,0.000,3858560,1.01,21.16,0.000,0.000,0.000,3,5,10,55,2655,0.162,47.13,0.0139,0.174,8,0.952,0.000,0.722,0.867,1.83,0.287,0.283,0.00,0.000,1.01,1.01,1.01
210000,1522,1.797,0.447,11.03,55531,10920,3193,0,41349,0,1213355.4,0.0,0.022,0.332,0.167,0.479,291,5.73,2.99,0.00,0.13,0.02,0.36,0.02,0.22,5.69,2.95,0.00,0.00,0.002,0.028,133,0.183,0.997,0.000,0.000,0.003,408463,400599,8,0.422,0.073,0.011,101963,0.108,1.684,0.053,122.26,148962,0,0.000,0.000,0.000,3301360,1.00,21.16,0.000,0.000,0.000,3,5,10,25,2721,0.166,40.94,0.0140,0.110,12,0.945,0.000,0.769,0.864,1.79,0.277,0.269,0.00,0.000,1.00,1.00,1.00
220000,1468,1.725,0.612,11.13,52830,13484,3096,0,36304,7,1166950.1,1.5,0.022,0.349,0.184,0.444,310,5.01,2.93,0.02,0.36,0.01,0.16,0.03,0.32,4.95,2.85,0.00,0.00,0.001,0.017,139,0.217,0.999,0.000,0.000,0.001,366247,354833,8,0.375,0.029,0.016,184787,0.124,1.982,0.074,118.23,139952,0,0.214,0.000,0.000,3512534,1.01,22.11,0.000,0.000,0.000,3,4,9,58,3082,0.188,44.97,0.0161,0.037,12,0.949,0.000,0.740,0.856,2.10,0.382,0.367,0.00,0.000,1.01,1.01,1.01
230000,1571,1.693,0.445,8.34,39357,12958,3035,0,23261,16,1071876.4,1.0,0.050,0.418,0.147,0.385,461,4.57,2.47,0.02,0.33,0.02,0.56,0.00,0.11,4.53,2.36,0.00,0.00,0.001,0.022,117,0.278,0.997,0.000,0.000,0.003,315007,305090,7,0.500,0.064,0.003,178286,0.078,1.678,0.052,105.99,97512,0,0.064,0.000,0.000,4214205,1.01,22.38,0.000,0.000,0.000,3,4,6,43,2871,0.175,57.21,0.0151,0.002,8,0.964,0.000,0.670,0.875,1.83,0.295,0.274,0.00,0.000,1.01,1.01,1.01
240000,1699,1.677,0.539,7.76,35583,12847,3086,0,19522,0,1056360.5,0.0,0.088,0.439,0.122,0.351,539,4.34,2.62,0.03,0.70,0.03,0.70,0.01,0.19,4.27,2.23,0.00,0.00,0.003,0.042,107,0.298,0.998,0.000,0.000,0.002,306906,298473,8,0.549,0.121,0.008,136630,0.136,1.845,0.064,103.56,82206,0,0.000,0.000,0.000,4355634,1.01,22.54,0.000,0.000,0.000,3,4,6,44,3052,0.186,59.64,0.0146,0.000,5,0.964,0.000,0.705,0.884,1.80,0.286,0.267,0.00,0.000,1.01,1.01,1.01
