step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
170000,5916,1.668,0.293,6.39,146466,85522,9869,2,51117,20,2287014.8,1.9,0.104,0.304,0.359,0.233,167,4.76,2.41,0.02,0.24,0.01,0.14,0.01,0.31,4.72,2.31,0.00,0.00,0.001,0.028,305,0.168,0.996,0.000,0.000,0.004,1019104,1004331,9,0.609,0.234,0.003,197154,0.187,1.352,0.034,370.96,251288,802,0.097,0.000,0.000,12547675,1.00,21.67,0.000,0.000,0.000,3,4,7,39,8730,0.133,282.31,0.0082,0.022,83,0.909,0.000,0.771,0.856,1.48,0.093,0.317,0.00,0.000,1.00,1.01,1.00
180000,6040,1.651,0.299,6.30,147921,89760,9496,7,48534,88,2320388.2,18.2,0.101,0.292,0.363,0.244,161,4.72,2.60,0.02,0.38,0.01,0.27,0.02,0.44,4.67,2.45,0.00,0.04,0.001,0.031,288,0.193,0.995,0.000,0.000,0.005,997693,983484,7,0.654,0.203,0.006,249062,0.187,1.379,0.035,372.33,252265,297,0.206,0.000,0.000,12427524,1.01,21.65,0.000,0.000,0.000,3,4,7,34,9041,0.138,280.93,0.0082,0.031,92,0.890,0.000,0.768,0.852,1.50,0.069,0.381,0.00,0.000,1.00,1.01,1.01
190000,5576,1.675,0.336,6.14,146488,90523,9121,0,47308,30,2297367.5,2.8,0.095,0.301,0.366,0.239,168,4.91,3.47,0.03,0.72,0.02,0.39,0.01,0.27,4.85,3.19,0.00,0.00,0.002,0.030,297,0.158,0.996,0.000,0.000,0.004,996496,985636,8,0.828,0.000,0.005,356431,0.169,1.460,0.039,374.04,238516,0,0.095,0.000,0.000,12759154,1.01,21.62,0.000,0.000,0.000,3,4,7,62,8791,0.134,279.22,0.0085,0.028,61,0.884,0.000,0.762,0.853,1.58,0.114,0.376,0.00,0.000,1.01,1.01,1.01
200000,5960,1.634,0.347,6.12,151951,89048,9529,4,52986,193,2359808.2,23.0,0.108,0.308,0.333,0.251,151,4.62,2.71,0.01,0.19,0.02,0.53,0.02,0.71,4.57,2.40,0.00,0.00,0.001,0.021,302,0.154,0.995,0.000,0.000,0.005,1018956,1004360,5,0.819,0.004,0.004,249807,0.160,1.490,0.041,376.18,235778,406,0.119,0.250,0.000,13106512,1.00,21.81,0.000,0.000,0.000,3,4,7,64,9208,0.141,277.08,0.0087,0.007,95,0.890,0.000,0.762,0.851,1.54,0.117,0.341,0.00,0.000,1.00,1.00,1.01
210000,5916,1.645,0.328,6.28,164688,98830,9662,5,56235,98,2315114.2,18.3,0.112,0.310,0.354,0.223,166,4.61,2.68,0.02,0.60,0.02,0.70,0.03,0.69,4.54,2.37,0.00,0.03,0.001,0.022,271,0.172,0.993,0.000,0.000,0.007,1064752,1048199,5,0.762,0.093,0.006,262255,0.162,1.459,0.038,379.28,252738,126,0.187,0.400,0.000,13508193,1.01,21.82,0.000,0.000,0.000,3,4,6,64,8983,0.137,273.99,0.0086,0.008,109,0.892,0.000,0.759,0.845,1.52,0.102,0.336,0.00,0.000,1.00,1.01,1.01
220000,5676,1.626,0.349,6.31,155890,94441,9668,1,52020,36,2310122.8,7.0,0.116,0.302,0.343,0.239,168,4.76,3.19,0.05,0.75,0.02,0.46,0.03,0.84,4.66,2.70,0.00,0.04,0.002,0.029,289,0.179,0.993,0.000,0.000,0.007,1031190,1016679,7,0.795,0.019,0.005,234060,0.155,1.501,0.041,373.11,251300,24,0.195,1.000,0.000,12984432,1.01,21.67,0.000,0.000,0.000,3,4,7,55,8843,0.135,280.16,0.0087,0.005,104,0.900,0.000,0.764,0.849,1.56,0.121,0.354,0.00,0.001,1.01,1.02,1.02
230000,5632,1.649,0.358,6.39,151695,92893,9083,13,49750,85,2366346.8,24.3,0.114,0.308,0.329,0.249,165,4.75,2.70,0.02,0.53,0.01,0.32,0.01,0.21,4.71,2.58,0.00,0.00,0.001,0.022,279,0.192,0.995,0.000,0.000,0.005,1017359,1003213,6,0.780,0.028,0.006,350528,0.158,1.525,0.042,367.58,260977,774,0.286,0.077,0.000,12598663,1.01,21.79,0.000,0.000,0.000,3,4,7,44,9153,0.140,285.68,0.0089,0.013,104,0.893,0.000,0.751,0.851,1.63,0.134,0.385,0.00,0.000,1.01,1.01,1.01
240000,5843,1.627,0.390,6.22,147992,89783,9739,2,48257,39,2213691.5,8.3,0.124,0.300,0.358,0.219,175,4.35,2.60,0.02,0.55,0.01,0.41,0.02,0.42,4.30,2.34,0.00,0.00,0.001,0.023,257,0.181,0.996,0.000,0.000,0.004,965313,952019,7,0.844,0.008,0.005,342539,0.155,1.595,0.046,360.93,237990,137,0.213,0.500,0.000,11991567,1.01,22.15,0.000,0.000,0.000,3,4,6,54,9286,0.142,292.33,0.0088,0.021,104,0.893,0.000,0.769,0.847,1.59,0.133,0.361,0.00,0.000,1.00,1.01,1.01
250000,5890,1.658,0.341,6.23,148096,90370,9728,3,47948,63,2199792.2,8.2,0.109,0.326,0.355,0.210,156,4.52,2.88,0.03,0.58,0.02,0.39,0.03,0.66,4.45,2.51,0.00,0.02,0.001,0.030,241,0.173,0.994,0.000,0.000,0.006,945333,930675,9,0.795,0.004,0.006,228007,0.183,1.473,0.040,354.68,234078,71,0.130,0.333,0.000,12927779,1.01,21.92,0.000,0.000,0.001,3,4,6,64,9068,0.138,298.58,0.0084,0.023,88,0.892,0.000,0.757,0.844,1.54,0.115,0.342,0.00,0.001,1.00,1.01,1.01
260000,5408,1.688,0.343,6.23,142343,86033,8993,7,47792,45,2280527.8,14.1,0.119,0.325,0.353,0.202,186,4.76,2.60,0.02,0.44,0.01,0.34,0.03,0.55,4.70,2.31,0.00,0.00,0.002,0.035,243,0.162,0.994,0.000,0.000,0.006,994300,978470,5,0.846,0.006,0.005,225468,0.176,1.484,0.040,349.77,234930,195,0.314,0.714,0.000,12517437,1.01,21.58,0.000,0.000,0.000,3,4,7,62,8650,0.132,303.50,0.0090,0.017,88,0.898,0.000,0.768,0.857,1.60,0.129,0.363,0.00,0.000,1.00,1.01,1.01
270000,5803,1.659,0.330,6.27,145193,86123,9475,1,49199,44,2307000.0,8.5,0.107,0.287,0.386,0.220,177,4.66,2.66,0.01,0.14,0.00,0.12,0.02,0.74,4.63,2.52,0.00,0.00,0.000,0.019,238,0.161,0.995,0.000,0.000,0.005,1012383,996121,4,0.772,0.072,0.002,207536,0.197,1.455,0.038,366.54,241884,74,0.192,0.000,0.000,11579360,1.00,21.79,0.000,0.000,0.000,3,4,7,61,9335,0.142,286.72,0.0086,0.030,78,0.893,0.000,0.789,0.857,1.61,0.130,0.372,0.00,0.000,1.00,1.00,1.00
280000,5572,1.657,0.363,6.21,144689,88352,9733,2,46833,53,2244496.2,8.2,0.096,0.320,0.360,0.224,179,4.69,2.75,0.02,0.65,0.02,0.53,0.01,0.41,4.63,2.48,0.00,0.01,0.002,0.037,259,0.189,0.994,0.000,0.000,0.006,960874,944734,6,0.735,0.058,0.003,197643,0.148,1.533,0.043,358.52,230092,250,0.155,0.500,0.000,13065129,1.01,21.74,0.000,0.000,0.000,3,4,7,60,9442,0.144,294.75,0.0087,0.010,102,0.894,0.000,0.776,0.850,1.69,0.158,0.412,0.00,0.000,1.01,1.01,1.01
290000,5822,1.668,0.356,6.13,153485,94085,9181,0,49969,32,2241149.2,8.3,0.119,0.316,0.327,0.237,178,4.81,2.63,0.02,0.52,0.01,0.27,0.01,0.44,4.77,2.43,0.00,0.00,0.001,0.019,232,0.158,0.993,0.000,0.000,0.007,998486,981652,8,0.785,0.008,0.002,181067,0.156,1.508,0.042,366.47,237467,0,0.258,0.000,0.000,13142548,1.01,21.74,0.000,0.000,0.000,3,4,6,50,9927,0.151,286.79,0.0081,0.003,133,0.897,0.000,0.759,0.846,1.71,0.176,0.377,0.00,0.000,1.00,1.01,1.01
300000,5942,1.674,0.340,6.16,156005,96362,9088,1,50434,37,2314367.5,7.5,0.112,0.305,0.344,0.239,156,4.70,2.66,0.02,0.35,0.01,0.26,0.01,0.38,4.66,2.51,0.00,0.00,0.000,0.011,227,0.156,0.997,0.000,0.000,0.003,1033704,1017004,4,0.805,0.059,0.003,161670,0.181,1.479,0.040,374.78,239266,22,0.202,1.000,0.000,12746142,1.01,21.86,0.000,0.000,0.000,3,4,7,64,9720,0.148,278.48,0.0084,0.009,82,0.897,0.000,0.754,0.849,1.64,0.146,0.366,0.00,0.000,1.00,1.01,1.01
310000,5793,1.662,0.347,6.09,147862,88311,9538,0,50162,27,2284761.5,2.2,0.123,0.316,0.329,0.232,179,4.66,2.53,0.03,0.71,0.02,0.28,0.01,0.33,4.60,2.25,0.00,0.00,0.002,0.029,248,0.144,0.997,0.000,0.000,0.003,1020716,1004337,5,0.801,0.021,0.003,177706,0.160,1.476,0.041,366.35,241486,0,0.083,0.000,0.000,12965192,1.01,21.83,0.000,0.000,0.000,3,4,6,52,9386,0.143,286.91,0.0086,0.019,101,0.903,0.000,0.756,0.855,1.62,0.149,0.346,0.00,0.000,1.01,1.01,1.01
320000,5756,1.660,0.361,6.38,146823,87914,9416,22,49508,162,2274653.8,39.1,0.115,0.310,0.347,0.228,176,4.79,2.73,0.02,0.49,0.01,0.21,0.02,0.59,4.74,2.49,0.00,0.04,0.001,0.025,269,0.153,0.996,0.000,0.000,0.004,987403,969732,5,0.707,0.092,0.003,159231,0.205,1.521,0.043,363.37,236151,28,0.241,0.818,0.000,12602106,1.01,21.82,0.000,0.000,0.000,3,4,7,46,9586,0.146,289.89,0.0083,0.028,97,0.897,0.000,0.749,0.851,1.67,0.163,0.364,0.00,0.000,1.00,1.01,1.01
330000,5773,1.651,0.346,6.35,154421,95225,9351,0,49828,35,2249512.8,4.1,0.111,0.314,0.349,0.226,170,4.64,2.43,0.02,0.38,0.01,0.35,0.02,0.55,4.59,2.21,0.00,0.00,0.001,0.019,246,0.135,0.994,0.000,0.000,0.006,993882,974642,11,0.620,0.129,0.002,151916,0.190,1.484,0.040,366.85,241556,0,0.116,0.000,0.000,13229185,1.01,21.93,0.000,0.000,0.000,3,4,7,53,9753,0.149,286.41,0.0085,0.010,109,0.900,0.000,0.729,0.845,1.69,0.181,0.355,0.00,0.000,1.01,1.01,1.01
340000,5876,1.657,0.340,6.16,150364,91003,9295,2,49961,24,2294049.8,4.5,0.126,0.316,0.342,0.217,168,4.67,2.77,0.02,0.84,0.01,0.40,0.02,0.34,4.62,2.42,0.00,0.00,0.001,0.019,260,0.145,0.994,0.000,0.000,0.006,1002554,983956,11,0.741,0.060,0.005,177800,0.183,1.449,0.039,365.97,245576,1168,0.189,0.000,0.000,12845716,1.01,21.93,0.000,0.000,0.000,3,4,7,64,9785,0.149,287.30,0.0085,0.015,106,0.895,0.000,0.710,0.850,1.67,0.174,0.350,0.00,0.000,1.00,1.01,1.01
350000,5654,1.640,0.363,6.22,147164,89836,9379,0,48171,10,2318063.8,2.0,0.111,0.314,0.344,0.232,153,4.62,2.51,0.03,0.66,0.01,0.24,0.02,0.71,4.55,2.10,0.00,0.00,0.001,0.015,257,0.133,0.995,0.000,0.000,0.005,996400,978493,7,0.723,0.103,0.004,193291,0.175,1.521,0.042,362.54,239909,0,0.204,0.000,0.000,12752841,1.01,21.95,0.000,0.000,0.000,3,4,7,59,9612,0.147,290.72,0.0090,0.013,66,0.902,0.000,0.720,0.852,1.70,0.183,0.360,0.00,0.000,1.01,1.02,1.01
360000,5813,1.649,0.366,6.30,147786,91315,8818,0,47494,23,2250381.8,4.6,0.118,0.319,0.352,0.212,173,4.67,2.93,0.03,0.67,0.02,0.35,0.01,0.30,4.62,2.67,0.00,0.00,0.002,0.034,289,0.136,0.993,0.000,0.000,0.007,957872,940350,10,0.741,0.035,0.004,208799,0.182,1.516,0.043,354.50,231934,0,0.198,0.000,0.000,12927454,1.01,21.92,0.000,0.000,0.000,3,4,7,63,9703,0.148,298.76,0.0084,0.022,112,0.892,0.000,0.677,0.846,1.67,0.184,0.352,0.00,0.000,1.01,1.01,1.01
370000,5658,1.658,0.363,6.23,148516,89619,9362,2,49688,87,2277985.8,16.8,0.104,0.312,0.352,0.232,171,4.69,2.89,0.02,0.64,0.01,0.34,0.07,0.66,4.58,2.56,0.00,0.00,0.001,0.021,287,0.134,0.996,0.000,0.000,0.003,1002867,987053,8,0.700,0.042,0.017,605970,0.109,1.518,0.042,366.84,237436,170,0.193,0.000,0.000,13180181,1.01,21.91,0.000,0.000,0.000,3,4,7,64,9521,0.145,286.42,0.0088,0.026,87,0.892,0.000,0.718,0.852,1.68,0.185,0.355,0.00,0.000,1.00,1.01,1.01
380000,5717,1.640,0.357,6.20,144625,85210,9181,2,50173,46,2237495.5,3.6,0.105,0.320,0.335,0.240,175,4.60,3.05,0.02,0.41,0.02,0.50,0.03,0.66,4.54,2.64,0.00,0.00,0.001,0.018,275,0.140,0.996,0.000,0.000,0.004,969419,955421,6,0.656,0.186,0.004,443553,0.110,1.508,0.041,360.48,229430,1250,0.078,0.000,0.000,12927522,1.01,21.92,0.000,0.000,0.000,3,4,6,58,9803,0.150,292.78,0.0086,0.019,100,0.893,0.000,0.710,0.851,1.71,0.190,0.380,0.00,0.000,1.00,1.01,1.01
390000,5538,1.650,0.373,6.17,144583,83390,9254,1,52117,9,2235438.8,2.5,0.114,0.328,0.313,0.245,178,4.53,2.58,0.02,0.59,0.00,0.17,0.02,0.57,4.48,2.35,0.00,0.00,0.001,0.018,279,0.133,0.995,0.000,0.000,0.005,932943,917836,9,0.651,0.124,0.004,223890,0.159,1.555,0.044,350.55,224208,1166,0.274,0.000,0.000,13017844,1.01,21.86,0.000,0.000,0.000,3,4,6,48,9556,0.146,302.71,0.0090,0.022,86,0.890,0.000,0.684,0.845,1.73,0.188,0.408,0.00,0.000,1.00,1.01,1.01
400000,5694,1.664,0.368,6.03,145832,87480,9339,0,48857,24,2337245.0,3.5,0.094,0.340,0.330,0.237,156,4.66,2.75,0.03,0.64,0.01,0.29,0.02,0.35,4.60,2.45,0.00,0.00,0.001,0.026,270,0.133,0.996,0.000,0.000,0.004,963821,950098,6,0.761,0.042,0.005,247791,0.141,1.530,0.043,360.42,228789,0,0.144,0.000,0.000,14016576,1.01,21.81,0.000,0.000,0.000,3,4,7,46,9667,0.148,292.84,0.0089,0.024,104,0.894,0.000,0.697,0.849,1.70,0.194,0.361,0.00,0.000,1.00,1.01,1.01
410000,5661,1.642,0.367,6.00,150329,90192,9414,1,50755,45,2341316.2,7.8,0.094,0.322,0.331,0.253,177,4.60,2.41,0.02,0.44,0.01,0.39,0.02,0.47,4.55,2.18,0.00,0.00,0.001,0.019,255,0.143,0.995,0.000,0.000,0.005,987334,974496,8,0.699,0.075,0.004,158253,0.206,1.545,0.043,362.67,227093,43,0.174,1.000,0.000,13439935,1.01,21.82,0.000,0.000,0.000,3,4,7,37,9548,0.146,290.59,0.0091,0.029,106,0.896,0.000,0.699,0.848,1.69,0.182,0.367,0.00,0.000,1.00,1.01,1.01
420000,5739,1.655,0.375,6.05,144128,85038,9422,3,49587,161,2363792.0,11.3,0.094,0.321,0.328,0.258,177,4.60,2.65,0.02,0.46,0.01,0.47,0.02,0.38,4.56,2.38,0.00,0.00,0.001,0.020,247,0.199,0.995,0.000,0.000,0.005,1012708,997412,7,0.767,0.004,0.004,286413,0.129,1.551,0.044,362.85,236064,401,0.070,0.000,0.000,13604226,1.01,21.92,0.000,0.000,0.000,3,4,7,57,10021,0.153,290.41,0.0090,0.019,78,0.911,0.000,0.715,0.858,1.75,0.207,0.370,0.00,0.000,1.00,1.01,1.01
430000,5823,1.652,0.370,5.98,143510,83591,10026,1,49808,15,2294895.0,3.4,0.111,0.325,0.319,0.245,173,4.47,2.61,0.04,0.72,0.01,0.32,0.02,0.52,4.41,2.21,0.00,0.00,0.000,0.015,241,0.202,0.995,0.000,0.000,0.005,1017610,1003781,5,0.715,0.106,0.004,306443,0.152,1.529,0.044,367.23,246714,531,0.229,0.000,0.000,13947978,1.01,22.01,0.000,0.000,0.000,3,4,6,64,9288,0.142,286.03,0.0089,0.012,112,0.918,0.000,0.733,0.859,1.60,0.160,0.316,0.00,0.000,1.01,1.01,1.01
