step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1139,1.833,0.539,7.34,37352,26830,1158,21,9733,7479,1084104.9,539.6,0.222,0.431,0.083,0.264,1021,7.54,11.08,0.15,1.19,0.12,0.89,0.75,4.34,6.52,7.50,0.00,0.00,0.012,0.079,181,0.144,0.988,0.004,0.000,0.009,233928,229088,9,0.233,0.012,0.040,753884,0.180,1.717,0.056,95.52,66619,41,0.072,0.619,0.000,3460443,1.05,20.36,0.031,0.004,0.000,3,4,11,64,2512,0.153,67.79,0.0146,0.008,12,0.963,0.000,0.539,0.842,2.21,0.500,0.381,0.01,0.004,1.05,1.08,1.05
20000,1271,1.760,0.542,7.45,35745,21045,1983,0,12585,127,975994.4,12.1,0.164,0.434,0.100,0.302,1017,6.24,10.39,0.04,0.28,0.12,1.51,0.41,2.62,5.67,7.96,0.00,0.00,0.005,0.047,132,0.143,0.996,0.002,0.000,0.002,241794,238064,9,0.344,0.093,0.027,386317,0.183,1.722,0.057,97.14,66366,0,0.095,0.000,0.000,3756966,1.02,21.93,0.026,0.002,0.000,2,4,7,64,2640,0.161,66.18,0.0135,0.006,10,0.977,0.000,0.636,0.853,2.08,0.454,0.329,0.02,0.006,1.02,1.02,1.02
30000,1438,1.650,0.467,7.44,38513,20828,2318,0,15200,15,1018691.9,1.5,0.216,0.345,0.104,0.335,929,4.90,3.74,0.04,0.47,0.04,0.65,0.01,0.21,4.81,3.55,0.00,0.00,0.004,0.050,152,0.223,0.994,0.000,0.000,0.006,260719,257233,10,0.281,0.172,0.001,314999,0.288,1.596,0.048,100.70,69345,0,0.103,0.000,0.000,2888936,1.02,22.32,0.001,0.000,0.000,3,4,8,64,2528,0.154,62.61,0.0147,0.001,14,0.962,0.000,0.650,0.853,1.76,0.273,0.283,0.00,0.001,1.02,1.01,1.02
40000,1230,1.694,0.505,8.47,46196,25076,1918,1,19409,18,922293.8,4.8,0.173,0.297,0.081,0.448,886,5.80,5.13,0.13,0.84,0.01,0.25,0.00,0.14,5.66,4.66,0.00,0.00,0.001,0.024,153,0.173,0.993,0.000,0.000,0.007,265939,261482,10,0.280,0.105,0.001,34898,0.210,1.743,0.056,91.68,68058,57,0.269,0.000,0.000,2509631,1.03,21.76,0.002,0.000,0.000,3,4,9,64,2684,0.164,71.63,0.0132,0.001,11,0.939,0.000,0.630,0.827,2.18,0.407,0.454,0.00,0.000,1.04,1.03,1.03
50000,1273,1.708,0.425,8.14,40948,19117,2047,0,19741,3,864572.8,0.5,0.106,0.325,0.059,0.510,841,5.01,4.01,0.17,2.24,0.05,1.42,0.01,0.31,4.79,2.48,0.00,0.00,0.002,0.038,109,0.229,0.997,0.000,0.000,0.003,243381,237565,6,0.336,0.005,0.002,52487,0.112,1.630,0.050,86.36,66205,0,0.151,0.000,0.000,2731158,1.05,22.22,0.002,0.000,0.000,3,4,7,64,2570,0.157,76.96,0.0142,0.078,3,0.927,0.000,0.670,0.833,2.02,0.375,0.328,0.00,0.000,1.06,1.06,1.05
60000,1320,1.676,0.445,7.93,36735,14217,2602,0,19869,0,865850.9,0.0,0.119,0.287,0.054,0.540,902,4.67,3.20,0.10,1.83,0.02,0.33,0.00,0.14,4.55,2.41,0.00,0.00,0.002,0.041,91,0.220,0.995,0.000,0.000,0.005,245671,241934,7,0.352,0.009,0.001,21604,0.095,1.666,0.051,86.24,62359,0,0.000,0.000,0.000,2584033,1.03,22.69,0.001,0.000,0.000,3,4,7,64,2626,0.160,77.07,0.0144,0.077,9,0.926,0.000,0.662,0.851,1.99,0.382,0.319,0.00,0.000,1.04,1.04,1.03
70000,1135,1.683,0.507,8.36,34321,14196,2259,0,18051,3,834691.6,1.1,0.098,0.279,0.055,0.568,958,4.55,2.61,0.12,1.40,0.01,0.28,0.02,0.58,4.40,2.01,0.00,0.00,0.001,0.029,84,0.259,0.996,0.000,0.000,0.004,237141,233236,7,0.464,0.026,0.004,39749,0.093,1.806,0.060,82.31,60659,0,0.376,0.000,0.000,2404833,1.05,22.81,0.000,0.000,0.000,3,4,7,36,2623,0.160,81.01,0.0167,0.042,10,0.927,0.000,0.613,0.856,2.31,0.510,0.414,0.00,0.000,1.05,1.05,1.05
80000,1201,1.681,0.478,8.11,35232,15638,2233,0,17295,2,847871.1,0.8,0.131,0.206,0.069,0.594,939,4.99,2.99,0.11,0.89,0.01,0.23,0.05,0.88,4.83,2.58,0.00,0.00,0.001,0.020,90,0.233,0.998,0.000,0.000,0.002,246472,241389,7,0.276,0.131,0.007,38197,0.133,1.697,0.054,83.80,59613,0,0.398,0.000,0.000,1654614,1.05,22.47,0.000,0.000,0.000,3,4,8,34,2618,0.160,79.51,0.0146,0.036,5,0.903,0.000,0.610,0.858,2.18,0.429,0.390,0.00,0.001,1.06,1.06,1.05
90000,1215,1.671,0.490,8.37,30508,15237,1850,0,13407,17,783212.0,1.9,0.138,0.222,0.069,0.571,888,4.76,2.73,0.11,0.99,0.01,0.28,0.02,0.22,4.62,2.28,0.00,0.00,0.001,0.014,77,0.229,0.997,0.000,0.000,0.003,219573,215482,9,0.268,0.011,0.007,97299,0.152,1.783,0.058,77.56,60564,0,0.109,0.000,0.000,1566993,1.05,22.16,0.000,0.000,0.000,3,4,7,32,2795,0.171,85.76,0.0139,0.016,19,0.891,0.000,0.510,0.862,2.30,0.490,0.421,0.00,0.000,1.06,1.06,1.04
100000,1305,1.661,0.464,8.60,31459,14312,2279,0,14778,27,861835.9,2.0,0.134,0.268,0.081,0.518,839,4.75,2.62,0.08,0.69,0.00,0.03,0.11,0.78,4.57,2.20,0.00,0.00,0.000,0.005,100,0.205,0.995,0.000,0.000,0.005,228798,224086,9,0.289,0.043,0.028,280322,0.175,1.690,0.053,84.41,65028,0,0.075,0.000,0.000,2335537,1.04,22.26,0.000,0.000,0.000,3,4,8,37,2686,0.164,78.90,0.0145,0.002,18,0.911,0.000,0.594,0.863,2.06,0.382,0.373,0.00,0.000,1.05,1.05,1.03
