step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1572,1.759,0.602,7.52,43979,29059,1705,9,13188,7161,1262964.6,629.6,0.148,0.439,0.131,0.282,882,5.98,4.75,0.01,0.27,0.07,0.40,0.09,0.71,5.81,4.58,0.00,0.00,0.006,0.033,171,0.088,0.999,0.000,0.000,0.001,282206,274937,7,0.330,0.139,0.022,1035950,0.142,1.896,0.066,119.66,74220,27,0.088,0.889,0.000,4815009,1.01,21.09,0.001,0.000,0.000,2,4,11,64,2986,0.182,43.54,0.0138,0.022,13,0.946,0.000,0.810,0.845,1.90,0.335,0.349,0.00,0.000,1.01,1.01,1.01
20000,1691,1.743,0.592,6.76,45068,21126,2984,13,20826,199,1211078.4,45.9,0.135,0.439,0.139,0.286,792,5.42,4.26,0.01,0.22,0.11,1.11,0.04,0.71,5.26,3.82,0.00,0.10,0.009,0.069,148,0.174,0.998,0.001,0.000,0.002,348771,343399,7,0.538,0.064,0.005,157067,0.172,1.840,0.067,120.43,83874,1000,0.230,0.154,0.000,5192349,1.00,22.00,0.000,0.000,0.001,3,4,10,53,3309,0.202,42.77,0.0136,0.006,9,0.962,0.000,0.799,0.871,1.96,0.356,0.332,0.00,0.001,1.00,1.00,1.01
30000,1577,1.733,0.608,6.36,41633,21162,2728,587,17270,4146,1185846.2,1208.8,0.193,0.375,0.150,0.282,827,5.53,4.26,0.02,0.44,0.10,1.74,0.03,0.30,5.38,3.53,0.00,0.13,0.003,0.037,140,0.192,0.998,0.001,0.000,0.001,357628,352906,6,0.570,0.044,0.012,94979,0.126,1.929,0.071,118.63,78385,614,0.292,0.472,0.001,4236390,1.01,21.90,0.000,0.010,0.001,3,4,9,62,3376,0.206,44.57,0.0140,0.001,16,0.951,0.000,0.693,0.884,2.14,0.410,0.398,0.00,0.001,1.01,1.01,1.01
40000,1581,1.718,0.609,5.71,42427,22453,2694,36,17240,161,1186716.0,48.2,0.164,0.344,0.151,0.341,903,5.39,3.57,0.00,0.00,0.03,0.60,0.03,0.48,5.33,3.45,0.00,0.00,0.003,0.031,135,0.246,0.996,0.000,0.000,0.004,360721,357733,6,0.810,0.000,0.008,152945,0.110,1.900,0.068,118.44,73993,118,0.299,0.917,0.000,3867128,1.00,21.92,0.000,0.000,0.000,3,4,10,51,3241,0.198,44.76,0.0141,0.001,18,0.941,0.000,0.691,0.883,2.05,0.408,0.357,0.00,0.000,1.00,1.00,1.00
50000,1728,1.707,0.594,5.01,43810,22294,2720,2,18647,30,1175577.6,7.3,0.162,0.331,0.109,0.398,1002,5.00,3.39,0.00,0.03,0.04,0.64,0.00,0.11,4.95,3.24,0.00,0.00,0.003,0.041,133,0.186,0.999,0.000,0.000,0.001,348574,347574,2,0.905,0.000,0.002,108916,0.186,1.880,0.067,117.29,67423,124,0.243,0.000,0.000,3524827,1.00,22.38,0.000,0.001,0.000,2,4,8,57,3356,0.205,45.91,0.0137,0.001,21,0.940,0.000,0.711,0.875,1.94,0.367,0.332,0.00,0.000,1.00,1.00,1.00
60000,1689,1.714,0.550,4.77,40602,22583,2453,2,15603,64,1107050.8,9.5,0.137,0.321,0.101,0.441,1104,5.40,3.41,0.00,0.05,0.05,0.54,0.02,0.56,5.33,3.22,0.00,0.00,0.004,0.037,122,0.204,0.996,0.000,0.000,0.004,321050,319894,1,0.996,0.004,0.002,27498,0.204,1.811,0.062,109.65,61016,1033,0.148,0.500,0.000,3150394,1.00,21.98,0.000,0.000,0.000,2,4,9,48,3347,0.204,53.55,0.0123,0.001,35,0.937,0.000,0.691,0.874,1.98,0.384,0.325,0.00,0.000,1.00,1.00,1.00
70000,1655,1.660,0.643,4.79,42999,23467,2938,5,16623,23,1150733.8,7.2,0.144,0.330,0.119,0.408,1075,4.49,2.62,0.00,0.02,0.02,0.61,0.01,0.25,4.45,2.41,0.00,0.00,0.001,0.023,96,0.234,1.000,0.000,0.000,0.000,331253,330015,1,0.963,0.037,0.004,61439,0.137,1.981,0.074,115.56,65584,1541,0.315,0.200,0.000,3634552,1.00,22.71,0.000,0.000,0.000,3,4,6,41,3333,0.203,47.64,0.0156,0.001,25,0.942,0.000,0.738,0.871,2.01,0.379,0.343,0.00,0.000,1.00,1.00,1.00
80000,1712,1.671,0.598,4.81,42082,22326,2926,8,16765,49,1130930.9,17.2,0.183,0.346,0.113,0.357,1084,4.84,2.74,0.01,0.22,0.03,0.57,0.03,0.44,4.77,2.63,0.00,0.00,0.003,0.038,109,0.228,0.999,0.000,0.000,0.001,335921,334693,1,1.000,0.000,0.006,59366,0.188,1.909,0.069,112.53,63656,93,0.351,0.625,0.000,3489865,1.00,22.44,0.000,0.000,0.000,3,4,7,29,3330,0.203,50.67,0.0138,0.002,17,0.943,0.000,0.685,0.875,1.95,0.350,0.313,0.00,0.000,1.00,1.00,1.00
90000,1719,1.703,0.644,4.81,42101,21356,3066,1,17671,13,1172083.2,2.6,0.195,0.341,0.111,0.353,1064,4.76,3.35,0.00,0.00,0.06,1.04,0.01,0.20,4.70,3.07,0.00,0.00,0.003,0.039,117,0.223,0.997,0.000,0.000,0.003,349561,348405,2,0.912,0.000,0.002,35871,0.162,1.957,0.073,117.30,67101,673,0.199,0.000,0.000,3743214,1.00,22.59,0.000,0.000,0.000,3,4,7,48,3360,0.205,45.90,0.0145,0.001,17,0.948,0.000,0.699,0.880,1.95,0.361,0.319,0.00,0.000,1.00,1.00,1.00
100000,1590,1.689,0.728,4.81,42024,21640,3103,9,17401,30,1164153.1,17.6,0.233,0.316,0.100,0.351,985,4.53,2.66,0.00,0.00,0.03,0.54,0.01,0.20,4.49,2.58,0.00,0.00,0.002,0.031,107,0.269,0.999,0.000,0.000,0.001,357025,355678,2,0.889,0.000,0.005,46915,0.130,2.086,0.085,117.51,71223,840,0.587,0.111,0.000,3357392,1.00,22.71,0.000,0.000,0.000,3,4,7,48,3353,0.205,45.69,0.0163,0.002,31,0.940,0.000,0.662,0.883,2.11,0.404,0.377,0.00,0.000,1.00,1.00,1.00
110000,1519,1.683,0.653,5.00,41898,22282,2868,6,16813,25,1160114.2,10.4,0.248,0.288,0.109,0.354,987,5.25,3.55,0.00,0.00,0.10,1.11,0.05,0.32,5.10,3.25,0.00,0.00,0.007,0.063,115,0.285,0.997,0.000,0.000,0.003,364646,363483,2,0.896,0.000,0.042,292789,0.062,1.992,0.074,116.46,72082,785,0.417,0.333,0.000,2859104,1.00,22.09,0.000,0.000,0.000,3,4,10,48,3246,0.198,46.74,0.0150,0.000,20,0.932,0.000,0.654,0.886,2.14,0.417,0.377,0.00,0.000,1.00,1.00,1.00
120000,1655,1.699,0.644,4.98,36633,21422,2627,6,12442,56,1107888.5,11.6,0.132,0.364,0.102,0.403,988,5.22,3.71,0.05,0.51,0.06,0.94,0.08,0.45,5.03,3.35,0.00,0.02,0.004,0.046,132,0.302,0.998,0.000,0.000,0.002,321411,320326,2,0.943,0.000,0.056,1108983,0.076,1.971,0.075,110.47,63627,527,0.207,0.167,0.000,3660980,1.02,22.08,0.000,0.001,0.001,3,4,9,58,3503,0.214,52.73,0.0133,0.004,22,0.946,0.000,0.660,0.887,2.12,0.404,0.371,0.00,0.001,1.03,1.03,1.01
130000,1724,1.751,0.616,4.80,36754,19869,2908,47,13861,563,1182626.0,116.2,0.141,0.388,0.100,0.372,980,5.39,4.08,0.02,0.36,0.06,1.03,0.15,0.86,5.16,3.61,0.00,0.00,0.004,0.046,107,0.223,0.998,0.000,0.000,0.002,358040,356756,2,0.845,0.076,0.079,1227026,0.091,1.910,0.072,120.52,68759,762,0.206,0.234,0.000,4350097,1.01,21.94,0.000,0.000,0.000,2,4,10,60,3369,0.206,42.68,0.0133,0.011,12,0.957,0.000,0.703,0.898,1.95,0.353,0.320,0.00,0.000,1.01,1.01,1.01
140000,1622,1.741,0.687,4.79,37376,20510,2895,11,14062,70,1197491.2,22.1,0.150,0.371,0.111,0.367,1010,5.06,3.35,0.02,0.34,0.03,0.70,0.09,0.39,4.91,3.12,0.00,0.00,0.003,0.044,122,0.298,0.998,0.000,0.000,0.002,366486,364703,3,0.837,0.000,0.065,1340366,0.104,2.041,0.081,121.31,72630,150,0.315,0.455,0.000,4192604,1.01,22.23,0.001,0.000,0.000,3,4,10,64,3514,0.214,41.89,0.0150,0.014,28,0.956,0.000,0.698,0.898,2.17,0.413,0.406,0.00,0.000,1.01,1.02,1.01
150000,1525,1.699,0.700,4.57,39225,20757,2876,0,15689,12,1140884.0,1.1,0.130,0.351,0.102,0.416,1030,4.92,4.43,0.00,0.07,0.07,0.97,0.03,0.51,4.81,3.88,0.00,0.00,0.004,0.042,125,0.228,0.997,0.000,0.000,0.003,338204,336834,1,1.000,0.000,0.006,221902,0.155,2.067,0.082,113.95,63381,0,0.096,0.000,0.000,3728066,1.00,22.30,0.001,0.000,0.000,3,4,8,64,3442,0.210,49.25,0.0156,0.003,18,0.949,0.000,0.705,0.885,2.26,0.462,0.422,0.00,0.000,1.00,1.00,1.00
