step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,529,10.7,0.0,0.1,0.6,10.0,0.0,1.00,18.2,53,835,87.20,0.00,472,35,22,0.0,1.00,1.00,1.00,3.09,0.81,0.64
5000,4,128,6.1,0.0,0.0,0.1,5.9,0.0,1.00,19.9,25,864,63.94,0.00,128,0,0,0.0,1.00,1.00,1.00,1.46,0.05,0.38
5000,2,40,21.5,0.2,4.1,0.0,17.2,0.0,1.13,15.1,21,1295,231.18,0.03,40,0,0,0.0,1.12,1.12,1.16,2.22,0.25,0.73
5000,7,16,52.2,17.6,15.8,3.9,14.9,3.1,3.99,0.0,6,262,61.97,0.00,0,8,8,3.6,4.91,3.12,3.96,4.00,1.00,1.00
5000,6,9,64.0,2.1,9.6,0.0,52.3,0.0,1.51,0.0,5,1975,633.66,0.00,9,0,0,0.0,1.00,1.68,1.69,4.00,1.00,1.00
5000,3,7,8.6,0.0,0.0,0.0,8.6,0.0,1.00,18.0,5,1109,86.45,0.00,7,0,0,0.0,1.00,1.00,1.00,1.86,0.86,0.00
5000,9,5,64.0,0.0,0.6,10.2,53.2,0.0,1.00,0.0,4,1952,638.22,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,1,475,11.7,0.0,0.0,0.6,11.1,0.0,1.01,17.5,48,835,99.01,0.00,470,1,4,0.0,1.01,1.01,1.02,3.29,0.92,0.70
6000,4,87,6.4,0.0,0.1,0.1,6.3,0.0,1.00,19.7,19,1446,114.65,0.00,87,0,0,0.0,1.00,1.00,1.00,1.48,0.05,0.40
6000,2,42,19.3,0.1,3.6,0.0,15.5,0.0,1.09,16.0,22,2121,348.21,0.03,42,0,0,0.0,1.08,1.08,1.12,2.10,0.21,0.67
6000,7,17,53.1,14.0,22.7,3.7,12.7,4.3,3.01,0.0,6,365,97.36,0.00,0,12,5,4.9,2.62,2.84,3.30,4.00,1.00,1.00
6000,6,9,64.0,2.1,9.6,0.0,52.3,0.0,1.51,0.0,5,2975,971.56,0.00,9,0,0,0.0,1.00,1.68,1.69,4.00,1.00,1.00
6000,9,5,64.0,0.0,0.6,10.2,53.2,0.0,1.00,0.0,4,2952,900.37,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,1,641,10.0,0.1,0.1,0.2,9.6,0.0,1.02,18.4,72,912,90.48,0.00,597,40,4,0.0,1.01,1.02,1.02,2.96,0.76,0.61
7000,4,93,5.3,0.0,0.0,0.0,5.2,0.0,1.00,21.0,19,1297,92.07,0.00,93,0,0,0.0,1.00,1.00,1.00,1.38,0.04,0.30
7000,2,51,7.2,0.1,0.5,0.0,6.6,0.0,1.05,20.7,17,1317,108.12,0.00,51,0,0,0.0,1.04,1.04,1.07,1.29,0.00,0.29
7000,7,16,48.1,13.2,18.7,3.6,12.6,4.4,2.80,0.0,3,462,111.14,0.00,0,9,7,4.4,2.42,2.61,3.09,4.00,1.00,1.00
8000,1,643,7.6,0.1,0.0,0.1,7.4,0.0,1.03,20.2,71,890,77.81,0.00,635,0,8,0.0,1.03,1.03,1.03,2.82,0.68,0.59
8000,17,133,6.4,0.0,0.0,0.0,6.4,0.0,1.00,21.2,12,1288,102.26,0.00,133,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
8000,4,103,5.0,0.0,0.0,0.0,5.0,0.0,1.00,21.4,16,1267,90.60,0.00,103,0,0,0.0,1.00,1.00,1.00,1.24,0.00,0.24
8000,2,62,6.4,0.0,0.1,0.0,6.2,0.0,1.00,21.5,14,1330,113.95,0.00,62,0,0,0.0,1.00,1.00,1.00,1.16,0.00,0.16
8000,7,16,56.1,23.4,13.9,2.9,15.8,3.9,4.67,0.0,2,473,119.09,0.00,0,9,7,4.4,5.86,3.38,4.71,4.00,1.00,1.00
9000,1,687,6.7,0.0,0.0,0.1,6.6,0.0,1.00,20.8,68,1043,85.21,0.00,680,3,4,0.0,1.00,1.00,1.00,2.80,0.66,0.60
9000,17,121,6.3,0.0,0.0,0.0,6.3,0.0,1.00,21.3,10,1946,153.51,0.00,121,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
9000,4,86,4.8,0.0,0.0,0.0,4.8,0.0,1.00,22.0,16,1547,114.89,0.00,86,0,0,0.0,1.00,1.00,1.00,1.21,0.00,0.21
9000,2,46,4.6,0.0,0.2,0.0,4.4,0.0,1.00,22.7,11,1716,129.15,0.00,46,0,0,0.0,1.00,1.00,1.00,1.11,0.00,0.11
9000,7,15,58.8,32.4,8.6,1.7,16.1,2.6,7.36,0.0,8,260,80.44,0.00,0,8,7,3.3,9.84,4.67,7.47,4.00,1.00,1.00
10000,1,645,6.5,0.1,0.0,0.1,6.4,0.0,1.02,21.1,69,1062,88.01,0.00,631,8,6,0.0,1.02,1.02,1.03,3.11,0.75,0.71
10000,17,105,6.0,0.0,0.0,0.0,6.0,0.0,1.00,21.4,11,1766,127.27,0.00,105,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
10000,4,56,4.9,0.0,0.1,0.0,4.8,0.0,1.00,22.3,9,1259,87.03,0.00,56,0,0,0.0,1.00,1.00,1.00,1.25,0.04,0.20
10000,2,48,3.3,0.0,0.0,0.0,3.3,0.0,1.00,23.9,4,1121,64.98,0.00,48,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
10000,7,15,56.0,23.3,10.9,2.2,19.6,2.4,4.90,0.0,7,424,136.24,0.12,0,11,4,3.8,6.65,3.37,4.80,4.00,1.00,1.00
11000,1,521,6.5,0.2,0.0,0.0,6.2,0.0,1.08,21.3,64,941,80.29,0.00,504,11,6,0.0,1.08,1.09,1.07,3.31,0.80,0.80
11000,17,140,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.9,17,932,70.81,0.00,140,0,0,0.0,1.00,1.00,1.00,1.04,0.00,0.04
11000,4,62,4.7,0.0,0.0,0.0,4.6,0.0,1.00,22.4,11,1117,74.06,0.00,62,0,0,0.0,1.00,1.00,1.00,1.19,0.03,0.15
11000,2,34,3.4,0.0,0.0,0.0,3.4,0.0,1.00,23.6,3,784,46.18,0.00,34,0,0,0.0,1.00,1.00,1.00,1.03,0.00,0.03
