step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1148,1.744,0.443,7.04,42294,31310,1081,1,10224,4945,1082660.5,337.3,0.190,0.462,0.284,0.064,1131,5.99,4.68,0.14,1.78,0.10,0.87,0.01,0.21,5.75,3.82,0.00,0.12,0.005,0.049,144,0.204,0.994,0.000,0.000,0.006,244137,236967,4,0.490,0.017,0.002,621194,0.162,1.649,0.049,96.80,60273,778,0.068,0.000,0.000,3729514,1.04,21.18,0.001,0.000,0.001,3,5,10,64,2508,0.153,66.52,0.0164,0.030,22,0.933,0.000,0.642,0.828,2.18,0.463,0.394,0.00,0.001,1.06,1.03,1.04
20000,1364,1.656,0.529,6.70,36343,21317,2117,6,12687,110,847435.8,13.4,0.122,0.503,0.309,0.066,1197,4.37,2.92,0.02,0.47,0.01,0.14,0.00,0.00,4.34,2.80,0.00,0.00,0.002,0.039,96,0.332,0.996,0.000,0.000,0.004,232832,226186,2,0.528,0.055,0.000,33476,0.112,1.795,0.060,83.91,53760,1116,0.122,0.000,0.000,4198406,1.01,22.84,0.000,0.001,0.000,3,4,7,30,2690,0.164,79.41,0.0143,0.000,17,0.960,0.000,0.764,0.845,1.97,0.360,0.340,0.00,0.000,1.01,1.01,1.01
30000,1257,1.694,0.496,7.62,37511,21675,2157,0,13786,33,841744.9,2.0,0.128,0.458,0.338,0.077,1124,4.93,3.33,0.03,0.75,0.02,0.56,0.03,0.76,4.85,2.91,0.00,0.00,0.001,0.027,129,0.268,0.994,0.000,0.000,0.006,234635,228269,3,0.364,0.430,0.003,21425,0.127,1.758,0.056,83.51,52088,0,0.061,0.000,0.000,3892792,1.01,22.38,0.000,0.000,0.000,3,4,9,43,2363,0.144,79.80,0.0138,0.000,32,0.966,0.000,0.751,0.841,1.88,0.309,0.337,0.00,0.000,1.01,1.01,1.01
40000,1278,1.768,0.403,8.47,36449,17725,2219,0,16484,20,848079.3,1.6,0.097,0.403,0.400,0.101,1013,5.55,2.60,0.03,0.46,0.01,0.20,0.01,0.18,5.51,2.49,0.00,0.00,0.001,0.032,144,0.189,0.994,0.001,0.000,0.005,240379,234030,6,0.448,0.128,0.003,55181,0.108,1.564,0.044,83.88,59982,0,0.078,0.000,0.000,3462478,1.01,21.44,0.000,0.000,0.000,3,5,9,30,2458,0.150,79.44,0.0120,0.000,31,0.976,0.000,0.814,0.849,1.92,0.319,0.354,0.00,0.000,1.01,1.01,1.01
50000,1291,1.684,0.475,8.09,37633,18527,2407,0,16686,93,873948.6,12.7,0.102,0.383,0.397,0.118,980,5.06,3.53,0.04,1.61,0.01,0.22,0.04,0.63,4.97,2.88,0.00,0.00,0.001,0.013,136,0.112,0.998,0.000,0.000,0.002,232585,226927,8,0.271,0.037,0.005,52592,0.099,1.755,0.057,86.80,58138,0,0.137,0.000,0.000,3511913,1.01,21.92,0.000,0.000,0.000,3,4,8,61,2565,0.157,76.51,0.0136,0.001,23,0.963,0.000,0.780,0.839,1.99,0.404,0.321,0.00,0.000,1.01,1.02,1.01
60000,1338,1.650,0.474,8.34,38081,18922,2515,2,16595,11,891349.1,0.2,0.178,0.403,0.313,0.105,867,4.39,2.25,0.02,0.66,0.02,0.27,0.05,1.07,4.31,1.90,0.00,0.00,0.002,0.030,117,0.217,0.993,0.000,0.000,0.007,239684,231916,9,0.284,0.114,0.007,61716,0.127,1.737,0.056,88.42,63090,106,0.020,0.000,0.000,3755973,1.01,22.57,0.000,0.000,0.000,3,4,7,36,2563,0.156,74.89,0.0155,0.001,37,0.940,0.000,0.763,0.841,1.92,0.374,0.312,0.00,0.000,1.01,1.01,1.01
70000,1351,1.617,0.477,8.16,33972,16335,2708,0,14916,0,872419.2,0.0,0.208,0.372,0.335,0.084,906,4.21,2.24,0.03,0.48,0.02,0.48,0.02,0.30,4.14,2.00,0.00,0.00,0.001,0.026,126,0.228,0.992,0.000,0.000,0.008,232637,225831,8,0.278,0.033,0.009,128318,0.124,1.710,0.056,85.98,61970,0,0.000,0.000,0.000,3578429,1.01,22.85,0.000,0.000,0.000,3,4,7,30,2587,0.158,77.34,0.0156,0.000,26,0.945,0.000,0.799,0.854,1.91,0.346,0.317,0.00,0.000,1.03,1.02,1.01
80000,1246,1.696,0.540,8.04,36007,19417,2330,4,14361,27,872932.9,0.3,0.191,0.320,0.367,0.123,960,4.75,3.35,0.03,0.60,0.02,0.64,0.06,1.14,4.63,2.62,0.00,0.00,0.001,0.025,110,0.177,0.992,0.000,0.000,0.008,241377,236094,9,0.315,0.106,0.009,98663,0.123,1.859,0.064,86.87,60738,365,0.010,0.250,0.000,2800334,1.01,22.38,0.001,0.000,0.000,3,4,7,64,2548,0.156,76.45,0.0151,0.001,22,0.925,0.000,0.769,0.851,2.04,0.474,0.299,0.00,0.000,1.01,1.01,1.01
90000,1353,1.633,0.467,7.91,37447,19452,2485,0,15403,3,888599.6,0.6,0.221,0.262,0.413,0.105,873,4.36,2.49,0.04,0.57,0.06,0.86,0.00,0.05,4.26,2.10,0.00,0.00,0.003,0.041,110,0.202,0.994,0.000,0.000,0.006,253389,247923,7,0.259,0.103,0.001,69878,0.108,1.693,0.055,87.72,65905,0,0.209,0.000,0.000,2164461,1.02,22.76,0.000,0.000,0.000,3,4,7,32,2625,0.160,75.59,0.0154,0.004,18,0.911,0.000,0.771,0.852,1.94,0.397,0.280,0.00,0.001,1.03,1.03,1.02
100000,1288,1.635,0.517,7.68,34883,16949,2488,0,15511,11,867839.9,1.9,0.256,0.255,0.346,0.142,902,4.22,2.28,0.01,0.21,0.06,0.66,0.02,0.27,4.13,2.05,0.00,0.00,0.005,0.050,96,0.253,0.995,0.000,0.000,0.005,242020,235448,7,0.480,0.014,0.007,70865,0.132,1.796,0.061,85.87,63639,0,0.173,0.000,0.000,1979289,1.01,23.18,0.000,0.000,0.000,3,4,6,28,2782,0.170,77.45,0.0163,0.001,15,0.915,0.000,0.765,0.856,2.16,0.497,0.334,0.00,0.000,1.01,1.01,1.00
