step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
270000,5120,1.655,0.395,8.94,118339,59813,8962,2,49080,106,2180197.8,17.1,0.058,0.358,0.203,0.381,414,4.41,2.98,0.09,1.21,0.07,0.75,0.01,0.27,4.25,2.30,0.00,0.00,0.007,0.063,343,0.241,0.992,0.000,0.000,0.008,822895,802318,10,0.476,0.003,0.002,132417,0.120,1.582,0.046,313.55,241764,177,0.161,0.000,0.000,10615586,1.04,22.56,0.000,0.000,0.000,2,4,6,63,10134,0.155,340.20,0.0100,0.018,79,0.929,0.000,0.802,0.856,1.98,0.334,0.356,0.01,0.002,1.04,1.04,1.04
280000,4923,1.650,0.431,8.99,115786,60050,9504,0,46429,53,2155859.0,5.4,0.057,0.361,0.212,0.370,402,4.39,2.87,0.15,1.24,0.08,0.95,0.01,0.33,4.15,2.09,0.00,0.00,0.007,0.060,374,0.244,0.991,0.000,0.000,0.009,776413,756490,11,0.461,0.037,0.001,98630,0.121,1.667,0.052,303.10,239278,0,0.102,0.000,0.000,10873913,1.07,22.51,0.000,0.000,0.000,3,4,6,61,10046,0.153,350.65,0.0105,0.006,85,0.925,0.000,0.796,0.851,2.04,0.352,0.391,0.01,0.002,1.07,1.07,1.08
290000,5053,1.659,0.422,9.15,120479,66467,8897,0,44985,148,2169840.2,10.0,0.055,0.370,0.212,0.362,400,4.42,3.02,0.13,1.20,0.06,0.76,0.03,0.48,4.19,2.31,0.00,0.00,0.005,0.052,331,0.265,0.991,0.000,0.000,0.009,779258,758849,15,0.481,0.010,0.014,335073,0.090,1.637,0.050,302.35,242719,0,0.068,0.000,0.000,11226488,1.06,22.58,0.000,0.000,0.000,3,4,6,61,10329,0.158,351.41,0.0102,0.001,101,0.922,0.000,0.780,0.846,2.04,0.341,0.391,0.00,0.001,1.05,1.06,1.06
300000,5001,1.670,0.408,9.14,117452,64632,8867,0,44005,61,2153573.0,4.2,0.052,0.367,0.214,0.367,376,4.40,2.80,0.05,0.75,0.06,0.56,0.02,0.40,4.27,2.42,0.00,0.00,0.007,0.053,315,0.254,0.993,0.000,0.000,0.007,785741,764752,11,0.436,0.019,0.013,724512,0.085,1.619,0.048,301.33,242385,0,0.069,0.000,0.000,10736644,1.02,22.61,0.000,0.000,0.000,3,4,6,57,10151,0.155,352.43,0.0101,0.004,72,0.921,0.000,0.790,0.851,2.03,0.331,0.390,0.00,0.001,1.02,1.02,1.02
310000,4956,1.660,0.389,9.09,116732,62169,9451,0,45157,71,2171296.0,5.2,0.054,0.342,0.237,0.366,398,4.61,2.72,0.06,0.87,0.08,0.75,0.02,0.25,4.45,2.30,0.00,0.00,0.008,0.059,326,0.247,0.991,0.000,0.000,0.009,820896,799662,10,0.404,0.120,0.008,339736,0.098,1.561,0.045,306.92,253009,0,0.074,0.000,0.000,10112602,1.03,22.33,0.000,0.000,0.000,3,4,7,47,9863,0.150,346.84,0.0098,0.008,92,0.921,0.000,0.803,0.858,1.99,0.323,0.367,0.00,0.002,1.02,1.03,1.03
320000,4921,1.678,0.391,9.21,109284,57863,8832,1,42623,52,2159161.0,5.5,0.049,0.334,0.259,0.359,404,4.77,3.24,0.07,1.01,0.05,0.63,0.02,0.40,4.63,2.72,0.00,0.00,0.005,0.050,365,0.269,0.992,0.000,0.000,0.008,791878,771089,16,0.498,0.037,0.006,425560,0.109,1.576,0.046,303.53,248742,2,0.106,1.000,0.000,9753137,1.03,22.29,0.000,0.000,0.000,3,4,7,64,10177,0.155,350.23,0.0095,0.018,87,0.914,0.000,0.793,0.862,2.07,0.352,0.390,0.01,0.002,1.03,1.04,1.03
330000,4881,1.666,0.401,9.03,109406,58834,8886,2,41724,132,2163451.8,9.2,0.060,0.360,0.209,0.372,411,4.51,2.90,0.10,0.73,0.07,0.68,0.01,0.54,4.33,2.35,0.00,0.00,0.007,0.055,366,0.264,0.994,0.000,0.000,0.005,785429,764332,15,0.497,0.012,0.002,324202,0.139,1.593,0.047,303.57,242198,900,0.070,0.000,0.000,10670884,1.05,22.48,0.000,0.000,0.000,3,4,6,64,10294,0.157,350.19,0.0102,0.008,87,0.916,0.000,0.777,0.861,2.11,0.365,0.409,0.00,0.001,1.03,1.05,1.05
340000,5083,1.662,0.353,9.33,108966,58328,8933,2,41501,111,2182767.8,11.9,0.072,0.363,0.190,0.375,398,4.74,2.99,0.11,0.75,0.06,0.68,0.02,0.37,4.55,2.49,0.00,0.00,0.005,0.048,373,0.251,0.993,0.000,0.000,0.007,792826,769844,16,0.459,0.137,0.004,263004,0.133,1.478,0.041,306.81,253065,1372,0.107,0.000,0.000,11014180,1.05,22.24,0.000,0.000,0.000,3,4,7,48,10361,0.158,346.95,0.0094,0.007,86,0.920,0.000,0.764,0.863,2.04,0.348,0.378,0.00,0.001,1.04,1.06,1.06
350000,4642,1.662,0.415,9.37,107316,58502,8878,0,40377,89,2153789.0,9.1,0.064,0.367,0.193,0.376,376,4.69,3.65,0.10,1.01,0.09,0.95,0.08,1.28,4.43,2.56,0.00,0.00,0.008,0.061,363,0.281,0.996,0.000,0.000,0.004,788622,770473,14,0.518,0.066,0.006,265825,0.099,1.618,0.048,304.18,250267,0,0.102,0.000,0.000,11196200,1.04,22.41,0.000,0.000,0.000,3,4,7,57,9979,0.152,349.58,0.0105,0.007,70,0.923,0.000,0.766,0.864,2.15,0.385,0.418,0.00,0.001,1.04,1.05,1.04
360000,4943,1.673,0.378,9.45,106624,55584,8512,0,42227,93,2164751.5,7.1,0.056,0.401,0.158,0.385,402,4.74,3.30,0.06,0.71,0.06,0.66,0.01,0.19,4.62,2.94,0.00,0.00,0.005,0.046,359,0.280,0.993,0.000,0.000,0.006,765267,747049,15,0.427,0.014,0.003,123293,0.122,1.536,0.044,298.63,248235,0,0.076,0.000,0.000,11904278,1.02,22.31,0.000,0.000,0.000,3,4,6,64,10513,0.160,355.13,0.0095,0.010,85,0.924,0.000,0.740,0.861,2.13,0.376,0.411,0.01,0.001,1.02,1.03,1.03
370000,4886,1.663,0.381,9.33,112322,57241,8903,0,46235,89,2163185.5,10.7,0.056,0.397,0.159,0.388,383,4.49,2.72,0.07,1.00,0.05,0.51,0.00,0.09,4.36,2.29,0.00,0.03,0.007,0.052,327,0.269,0.996,0.000,0.000,0.003,801197,781034,15,0.412,0.085,0.002,135067,0.121,1.550,0.044,306.73,261086,0,0.120,0.000,0.000,12380675,1.03,22.45,0.000,0.000,0.000,3,4,6,61,10234,0.156,347.02,0.0102,0.015,58,0.922,0.000,0.752,0.860,2.09,0.358,0.407,0.00,0.001,1.02,1.03,1.03
380000,4850,1.661,0.394,9.31,112973,55922,9025,3,48059,309,2162157.0,28.7,0.054,0.393,0.159,0.394,386,4.52,3.38,0.08,1.02,0.12,1.07,0.02,0.42,4.30,2.44,0.00,0.09,0.011,0.068,320,0.266,0.996,0.001,0.000,0.004,797849,777444,15,0.398,0.087,0.006,149219,0.093,1.582,0.046,307.40,254570,803,0.093,0.000,0.000,12478541,1.03,22.45,0.000,0.001,0.000,3,4,6,61,10406,0.159,346.35,0.0104,0.007,74,0.924,0.000,0.763,0.859,2.15,0.372,0.428,0.01,0.003,1.02,1.03,1.03
390000,4691,1.673,0.418,9.41,111059,55797,9080,0,46341,143,2168534.2,13.7,0.046,0.404,0.175,0.375,392,4.61,3.29,0.10,1.06,0.10,1.00,0.02,0.47,4.41,2.49,0.00,0.00,0.008,0.061,350,0.280,0.995,0.001,0.000,0.005,784775,764816,17,0.421,0.003,0.005,112052,0.111,1.634,0.049,304.06,250409,0,0.096,0.000,0.000,12538660,1.04,22.42,0.000,0.000,0.000,3,4,6,61,10252,0.156,349.70,0.0105,0.009,60,0.926,0.000,0.755,0.859,2.19,0.390,0.434,0.00,0.001,1.03,1.04,1.04
400000,4872,1.661,0.381,9.34,110902,55958,9039,0,45724,123,2158366.0,10.9,0.063,0.396,0.180,0.361,368,4.64,3.25,0.06,0.82,0.06,0.67,0.02,0.33,4.50,2.81,0.00,0.00,0.007,0.056,328,0.265,0.994,0.000,0.000,0.006,781704,759159,14,0.419,0.028,0.005,167348,0.141,1.556,0.045,303.36,258178,0,0.089,0.000,0.000,12033799,1.03,22.40,0.000,0.000,0.000,3,4,6,48,10397,0.159,350.39,0.0099,0.011,81,0.922,0.000,0.759,0.858,2.13,0.380,0.412,0.00,0.001,1.02,1.03,1.03
410000,4904,1.660,0.377,9.49,110071,55783,9046,1,45209,83,2146256.2,7.3,0.057,0.373,0.202,0.368,392,4.62,2.56,0.04,0.57,0.10,1.10,0.01,0.28,4.47,2.07,0.00,0.00,0.010,0.068,373,0.241,0.993,0.000,0.000,0.007,774848,754985,17,0.423,0.003,0.004,192631,0.129,1.546,0.044,301.91,259686,245,0.088,0.000,0.000,11038543,1.02,22.37,0.000,0.000,0.000,3,4,7,60,10253,0.156,351.85,0.0098,0.010,99,0.918,0.000,0.778,0.858,2.09,0.356,0.410,0.00,0.002,1.02,1.02,1.02
420000,5036,1.665,0.390,9.22,110455,55551,9054,4,45714,103,2146715.2,11.5,0.051,0.392,0.182,0.374,399,4.55,3.11,0.08,0.95,0.10,1.04,0.02,0.38,4.35,2.41,0.00,0.01,0.010,0.063,392,0.214,0.993,0.000,0.000,0.007,764377,744770,20,0.381,0.070,0.004,178344,0.106,1.576,0.046,299.10,254088,462,0.111,0.000,0.000,11446227,1.03,22.44,0.000,0.000,0.000,3,4,7,64,10145,0.155,354.65,0.0098,0.012,82,0.925,0.000,0.786,0.856,2.01,0.339,0.379,0.00,0.002,1.03,1.04,1.03
430000,5004,1.657,0.389,9.20,112230,55286,9553,1,47422,531,2146181.5,41.6,0.059,0.377,0.180,0.383,394,4.34,2.72,0.06,0.73,0.06,1.02,0.01,0.29,4.20,2.15,0.00,0.00,0.005,0.048,334,0.200,0.995,0.000,0.000,0.005,783273,764425,18,0.360,0.094,0.004,189194,0.131,1.571,0.046,306.92,253232,723,0.078,0.000,0.000,11588745,1.03,22.66,0.000,0.000,0.000,3,4,6,60,9712,0.148,346.83,0.0102,0.005,92,0.923,0.000,0.810,0.857,1.94,0.310,0.355,0.00,0.001,1.03,1.03,1.02
