step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,826,8.31,0.48,0.04,0.23,7.55,0.00,1.15,0.000,0.478,742516.2,140.3,8,1,1.55,1.05,1.23
10000,2,236,5.80,0.12,0.07,0.00,5.61,0.00,1.04,0.000,0.770,252838.9,4.6,2,2,1.09,1.01,1.09
10000,0,37,6.03,0.00,0.00,0.00,6.03,0.00,1.00,0.000,0.003,102296.3,240.2,2,25,1.05,1.00,1.00
20000,8,1146,5.87,0.09,0.01,0.00,5.77,0.00,1.03,0.000,0.487,708572.6,1.2,5,4,1.46,1.03,1.04
20000,2,254,4.98,0.04,0.00,0.00,4.94,0.00,1.01,0.000,0.875,208241.1,0.7,1,23,1.11,1.02,1.02
20000,0,5,4.60,0.00,0.00,0.00,4.60,0.00,1.00,0.000,0.000,778.4,0.0,1,4,1.00,1.00,1.00
30000,8,1079,5.52,0.05,0.02,0.00,5.46,0.00,1.02,0.000,0.456,739795.0,3.3,5,3,1.41,1.01,1.02
30000,2,193,5.38,0.06,0.06,0.00,5.26,0.01,1.02,0.005,0.792,176585.5,0.0,1,9,1.38,1.01,1.02
30000,0,33,6.09,0.00,0.00,0.00,6.09,0.00,1.00,0.000,0.004,1889.7,0.0,1,16,1.67,1.00,1.00
40000,8,1163,5.86,0.06,0.03,0.02,5.75,0.00,1.02,0.000,0.394,738667.4,4.1,1,1,1.61,1.01,1.03
40000,2,182,5.21,0.05,0.00,0.00,5.16,0.00,1.03,0.000,0.730,167625.5,0.8,1,2,1.35,1.00,1.05
40000,0,26,7.42,1.23,0.15,0.00,6.04,0.00,1.32,0.000,0.004,1748.3,0.0,1,16,1.69,1.18,1.39
50000,8,1257,5.45,0.04,0.01,0.00,5.40,0.00,1.02,0.001,0.403,753061.5,1.3,1,2,1.50,1.02,1.01
50000,2,191,6.47,0.03,0.00,0.00,6.45,0.00,1.01,0.000,0.768,175946.3,0.0,1,10,1.34,1.00,1.01
50000,0,20,9.50,2.30,0.00,0.00,7.20,0.00,1.51,0.000,0.003,1726.5,0.0,1,11,1.45,1.00,1.81
60000,8,1314,5.14,0.02,0.02,0.00,5.09,0.00,1.01,0.000,0.408,746059.6,1.3,1,0,1.49,1.00,1.01
60000,2,202,5.37,0.00,0.10,0.01,5.26,0.00,1.00,0.000,0.820,178367.5,0.0,1,1,1.37,1.00,1.00
60000,0,33,7.03,0.33,0.00,0.00,6.70,0.00,1.12,0.000,0.005,1629.3,0.0,1,19,1.58,1.18,1.03
70000,8,1314,5.12,0.01,0.01,0.02,5.08,0.00,1.00,0.001,0.415,756227.1,0.8,1,13,1.47,1.00,1.00
70000,2,187,7.01,0.01,0.00,0.00,7.00,0.00,1.01,0.000,0.835,168315.7,0.0,1,7,1.43,1.01,1.01
70000,0,21,7.38,0.00,0.00,0.00,7.38,0.00,1.00,0.000,0.003,1423.4,0.0,1,10,1.62,1.00,1.00
80000,8,1289,4.94,0.08,0.00,0.00,4.86,0.00,1.03,0.000,0.402,752085.0,0.0,1,5,1.50,1.03,1.03
80000,2,162,9.10,0.07,0.18,0.02,8.83,0.00,1.01,0.000,0.831,193590.8,0.0,1,1,1.73,1.00,1.02
80000,0,17,6.59,0.00,0.00,0.00,6.59,0.00,1.00,0.000,0.003,1674.1,0.1,1,9,1.71,1.00,1.00
90000,8,1203,5.13,0.07,0.02,0.02,5.02,0.00,1.02,0.000,0.393,737832.1,1.9,1,0,1.57,1.01,1.03
90000,2,195,6.45,0.02,0.00,0.00,6.43,0.00,1.00,0.000,0.796,197301.7,0.0,1,0,1.38,1.01,1.00
90000,0,35,7.89,0.97,0.09,0.09,6.74,0.03,1.31,0.029,0.005,2112.1,0.4,1,18,1.51,1.29,1.31
100000,8,1255,5.74,0.10,0.00,0.01,5.63,0.00,1.03,0.000,0.395,747455.6,0.2,1,0,1.51,1.02,1.03
100000,2,251,4.90,0.04,0.02,0.00,4.84,0.00,1.02,0.000,0.790,220468.2,2.4,1,0,1.06,1.01,1.03
100000,0,26,5.27,0.00,0.00,0.23,5.04,0.00,1.00,0.000,0.003,1978.1,0.5,1,19,1.12,1.00,1.00
