step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
180000,1474,1.686,0.649,6.65,41830,16821,2822,0,22453,22,1058470.1,3.3,0.063,0.405,0.355,0.177,881,4.53,2.52,0.02,0.44,0.02,0.62,0.01,0.21,4.48,2.11,0.00,0.00,0.001,0.022,93,0.343,0.999,0.000,0.000,0.001,316428,313666,4,0.756,0.000,0.003,42866,0.264,2.027,0.077,106.74,75103,0,0.151,0.000,0.000,3615380,1.01,22.93,0.000,0.000,0.000,3,4,7,38,3371,0.206,56.46,0.0160,0.012,17,0.915,0.000,0.805,0.868,2.29,0.495,0.408,0.00,0.000,1.00,1.01,1.01
190000,1509,1.666,0.670,6.97,40719,16310,2725,1,21648,17,1026340.1,1.5,0.073,0.430,0.358,0.139,911,4.32,2.16,0.01,0.47,0.01,0.29,0.02,0.40,4.28,2.03,0.00,0.00,0.001,0.021,95,0.296,0.997,0.000,0.000,0.003,299331,297128,3,0.708,0.036,0.003,16050,0.101,2.046,0.080,102.05,70284,1102,0.091,0.000,0.000,3584837,1.00,22.95,0.000,0.000,0.000,3,4,6,30,3309,0.202,61.15,0.0159,0.016,12,0.923,0.000,0.770,0.864,2.19,0.456,0.380,0.00,0.000,1.00,1.00,1.01
200000,1669,1.669,0.629,6.89,40963,16595,2751,13,21444,127,1027625.2,32.5,0.101,0.457,0.307,0.135,804,4.36,2.73,0.04,0.79,0.02,0.60,0.01,0.25,4.29,2.20,0.00,0.07,0.001,0.021,100,0.252,0.998,0.001,0.000,0.001,302596,299013,4,0.758,0.000,0.002,28844,0.167,1.986,0.075,103.21,74239,479,0.256,0.308,0.000,3886322,1.01,23.08,0.001,0.001,0.001,3,4,6,64,3405,0.208,59.99,0.0144,0.004,24,0.927,0.000,0.734,0.865,2.04,0.362,0.359,0.00,0.001,1.01,1.01,1.02
210000,1487,1.637,0.693,6.71,42981,17354,3048,0,22761,19,1070552.2,5.4,0.082,0.443,0.327,0.148,823,4.13,2.21,0.02,0.78,0.01,0.23,0.01,0.14,4.09,1.99,0.00,0.00,0.001,0.018,97,0.298,0.999,0.000,0.000,0.001,307559,303812,3,0.860,0.017,0.005,41450,0.075,2.121,0.084,106.66,76810,0,0.286,0.000,0.000,3968414,1.01,23.47,0.000,0.000,0.000,2,4,5,38,3258,0.199,56.54,0.0176,0.016,24,0.925,0.000,0.783,0.861,2.19,0.441,0.413,0.00,0.000,1.00,1.01,1.01
220000,1850,1.663,0.529,6.88,44079,15686,3223,1,24806,8,1031398.2,1.6,0.040,0.500,0.301,0.159,871,4.31,2.07,0.01,0.24,0.01,0.33,0.02,0.14,4.27,2.01,0.00,0.00,0.001,0.023,123,0.254,0.998,0.000,0.000,0.002,284924,282965,3,0.879,0.000,0.017,110922,0.067,1.830,0.063,101.81,69698,1,0.195,1.000,0.000,4640733,1.00,23.31,0.000,0.000,0.000,2,4,6,24,3224,0.197,61.39,0.0130,0.022,18,0.937,0.000,0.801,0.846,1.74,0.265,0.255,0.00,0.000,1.01,1.01,1.00
230000,1608,1.660,0.663,7.01,46925,17934,3238,2,25993,33,1096251.0,0.6,0.039,0.504,0.312,0.145,797,4.26,2.27,0.01,0.27,0.00,0.12,0.01,0.25,4.24,2.16,0.00,0.00,0.000,0.005,120,0.294,0.999,0.000,0.000,0.001,311485,308848,3,0.647,0.164,0.002,95563,0.099,2.067,0.079,110.32,77936,254,0.019,0.000,0.000,4813179,1.00,23.25,0.000,0.000,0.000,2,4,6,42,3376,0.206,52.88,0.0161,0.004,19,0.936,0.000,0.784,0.850,2.10,0.374,0.382,0.00,0.001,1.00,1.00,1.00
240000,1493,1.698,0.617,6.39,46229,18388,2621,0,25335,2,1081088.8,0.4,0.025,0.551,0.319,0.105,840,4.73,2.91,0.04,1.25,0.01,0.12,0.01,0.13,4.68,2.45,0.00,0.00,0.001,0.010,113,0.302,0.999,0.000,0.000,0.001,315135,312829,2,0.999,0.000,0.005,26494,0.082,1.971,0.074,108.09,74404,0,0.188,0.000,0.000,5014232,1.01,23.17,0.001,0.000,0.000,3,4,7,64,3269,0.200,55.11,0.0155,0.008,24,0.938,0.000,0.741,0.854,2.19,0.445,0.398,0.00,0.001,1.01,1.01,1.01
250000,1491,1.679,0.515,6.43,46952,17843,3117,0,25994,5,1112409.9,0.3,0.018,0.568,0.346,0.068,875,4.70,2.48,0.05,1.50,0.01,0.15,0.01,0.12,4.63,1.78,0.00,0.00,0.001,0.016,108,0.287,0.996,0.000,0.000,0.004,322123,318682,1,0.549,0.451,0.003,175282,0.092,1.802,0.061,110.78,74052,0,0.050,0.000,0.000,5464299,1.02,23.01,0.001,0.000,0.000,4,4,7,64,2988,0.182,52.42,0.0161,0.002,17,0.941,0.000,0.737,0.855,2.00,0.348,0.349,0.00,0.000,1.01,1.01,1.02
260000,1639,1.665,0.396,6.43,43361,17029,2905,0,23279,4,1067054.6,0.1,0.017,0.521,0.390,0.071,936,4.82,2.27,0.00,0.09,0.00,0.14,0.01,0.30,4.80,2.22,0.00,0.00,0.000,0.009,113,0.184,0.998,0.000,0.000,0.002,296090,291654,2,0.993,0.000,0.002,42407,0.122,1.568,0.046,104.85,66443,0,0.024,0.000,0.000,4749779,1.00,22.76,0.000,0.000,0.000,3,4,7,28,2924,0.178,58.35,0.0136,0.001,11,0.932,0.000,0.766,0.854,1.78,0.314,0.245,0.00,0.000,1.00,1.00,1.00
270000,1686,1.689,0.503,6.40,48091,18130,3153,0,26761,1,1202897.6,0.0,0.021,0.507,0.405,0.067,815,4.76,2.58,0.00,0.08,0.01,0.54,0.01,0.15,4.73,2.45,0.00,0.00,0.001,0.017,113,0.225,0.998,0.000,0.000,0.002,344197,340887,1,1.000,0.000,0.002,44359,0.068,1.809,0.061,118.01,78034,0,0.000,0.000,0.000,5418802,1.00,22.84,0.000,0.000,0.000,3,4,7,34,3096,0.189,45.19,0.0151,0.001,21,0.936,0.000,0.773,0.861,1.84,0.326,0.269,0.00,0.000,1.00,1.00,1.00
280000,1752,1.686,0.513,6.61,46684,18450,2960,10,25198,92,1116779.4,31.2,0.016,0.551,0.382,0.050,830,5.17,3.25,0.01,0.36,0.01,0.19,0.01,0.11,5.14,3.18,0.00,0.00,0.001,0.024,119,0.223,0.997,0.000,0.000,0.003,322382,319424,2,0.654,0.054,0.003,44292,0.103,1.791,0.060,110.89,78222,666,0.339,0.100,0.000,5379139,1.01,22.63,0.000,0.000,0.000,3,4,8,35,3247,0.198,52.31,0.0124,0.005,16,0.938,0.000,0.738,0.856,1.85,0.345,0.267,0.00,0.000,1.00,1.00,1.01
290000,1711,1.693,0.522,6.50,47667,18268,3073,1,26366,11,1168772.0,2.4,0.020,0.557,0.373,0.050,799,4.32,1.99,0.00,0.08,0.01,0.25,0.01,0.08,4.31,1.94,0.00,0.00,0.001,0.019,117,0.229,0.999,0.000,0.000,0.001,336933,334374,4,0.745,0.000,0.005,40873,0.071,1.807,0.062,116.38,79257,27,0.218,1.000,0.000,5774137,1.00,23.44,0.000,0.000,0.000,3,4,6,33,3075,0.188,46.82,0.0159,0.002,7,0.941,0.000,0.753,0.859,1.80,0.292,0.262,0.00,0.001,1.00,1.00,1.00
300000,1654,1.675,0.566,6.47,46085,16649,3265,0,26228,9,1136928.6,1.2,0.014,0.556,0.376,0.055,788,4.60,2.50,0.02,0.26,0.00,0.00,0.00,0.00,4.57,2.46,0.00,0.00,0.000,0.000,119,0.305,0.997,0.000,0.000,0.003,328329,325399,2,0.807,0.179,0.000,35857,0.065,1.884,0.066,114.04,80526,0,0.131,0.000,0.000,5773197,1.01,23.16,0.000,0.000,0.000,3,4,8,35,3418,0.209,49.16,0.0150,0.002,24,0.943,0.000,0.762,0.860,2.07,0.383,0.356,0.00,0.000,1.01,1.01,1.01
310000,1651,1.675,0.551,6.45,45540,16789,2957,3,25794,46,1146797.5,8.3,0.013,0.568,0.357,0.062,832,4.72,2.70,0.04,0.42,0.01,0.30,0.01,0.29,4.67,2.48,0.00,0.00,0.000,0.009,120,0.295,0.999,0.000,0.000,0.001,335924,333634,3,0.354,0.499,0.003,37073,0.138,1.852,0.065,115.17,76879,55,0.181,0.667,0.000,5796024,1.02,22.98,0.000,0.000,0.000,3,4,9,39,3373,0.206,48.03,0.0149,0.012,17,0.944,0.000,0.729,0.865,2.04,0.371,0.351,0.00,0.000,1.02,1.01,1.02
320000,1668,1.696,0.622,6.23,39229,15166,2995,5,21046,29,1023139.9,5.9,0.013,0.585,0.333,0.070,974,4.42,2.90,0.01,0.37,0.04,0.80,0.01,0.18,4.36,2.53,0.00,0.00,0.001,0.025,115,0.242,0.999,0.000,0.000,0.001,277317,275864,2,0.875,0.000,0.001,56036,0.098,1.978,0.074,101.80,62776,337,0.204,0.200,0.000,5578379,1.00,23.26,0.000,0.000,0.000,2,4,7,49,3214,0.196,61.40,0.0141,0.028,13,0.949,0.000,0.748,0.859,1.93,0.332,0.309,0.00,0.001,1.00,1.00,1.01
330000,1662,1.681,0.543,6.56,41628,14952,3103,1,23578,14,1067186.8,3.9,0.018,0.582,0.357,0.042,1001,4.62,2.33,0.01,0.37,0.02,0.73,0.00,0.00,4.59,2.18,0.00,0.00,0.001,0.029,106,0.248,0.999,0.000,0.000,0.001,311605,309415,3,0.416,0.221,0.000,39361,0.150,1.848,0.065,107.65,62633,130,0.282,0.000,0.000,5703061,1.01,22.76,0.000,0.000,0.000,3,4,7,34,3141,0.192,55.55,0.0140,0.036,10,0.951,0.000,0.778,0.867,1.89,0.309,0.303,0.00,0.000,1.01,1.01,1.01
340000,1496,1.685,0.652,6.43,40203,14868,2826,0,22675,2,1044840.2,0.3,0.040,0.552,0.361,0.046,939,4.60,2.73,0.02,0.42,0.03,0.71,0.02,0.33,4.53,2.41,0.00,0.00,0.001,0.025,122,0.246,0.999,0.000,0.000,0.001,301228,298751,3,0.843,0.000,0.006,41734,0.140,2.046,0.079,104.47,68588,0,0.131,0.000,0.000,5137928,1.01,22.94,0.000,0.000,0.000,3,4,7,34,3091,0.189,58.73,0.0154,0.053,17,0.949,0.000,0.771,0.867,2.07,0.379,0.386,0.00,0.001,1.01,1.01,1.01
350000,1588,1.702,0.609,6.36,38644,14575,2807,1,21169,8,1028740.8,3.7,0.043,0.559,0.348,0.050,971,4.40,2.92,0.04,0.89,0.00,0.06,0.03,0.64,4.32,2.39,0.00,0.00,0.000,0.006,105,0.239,1.000,0.000,0.000,0.000,290899,286745,2,0.724,0.000,0.003,45413,0.082,1.977,0.073,102.61,62409,383,0.460,0.000,0.000,5345604,1.01,22.88,0.001,0.000,0.000,3,4,6,64,3025,0.185,60.59,0.0150,0.042,18,0.952,0.000,0.768,0.867,1.90,0.302,0.333,0.00,0.000,1.01,1.01,1.01
360000,1722,1.700,0.609,6.29,37634,13345,3446,1,20708,7,1086324.2,1.8,0.042,0.557,0.348,0.053,957,4.25,2.35,0.01,0.25,0.01,0.18,0.02,0.40,4.21,2.19,0.00,0.00,0.001,0.017,108,0.221,0.998,0.000,0.000,0.002,304316,301298,3,0.425,0.250,0.006,58269,0.106,1.975,0.073,108.05,64772,107,0.264,0.000,0.000,6122230,1.00,22.88,0.000,0.000,0.000,3,4,6,32,3158,0.193,55.15,0.0150,0.024,14,0.961,0.000,0.816,0.877,1.83,0.293,0.288,0.00,0.000,1.00,1.00,1.00
370000,1656,1.679,0.621,6.14,38726,15092,3109,6,20585,42,1097222.8,14.9,0.042,0.526,0.374,0.058,896,4.30,2.14,0.00,0.06,0.00,0.06,0.02,0.46,4.28,2.07,0.00,0.00,0.001,0.027,119,0.208,0.996,0.000,0.000,0.004,305049,302945,2,0.749,0.040,0.002,50818,0.103,1.960,0.074,107.77,67387,335,0.355,0.000,0.000,5567246,1.00,23.08,0.000,0.000,0.000,2,4,6,27,3222,0.197,55.43,0.0155,0.015,12,0.955,0.000,0.819,0.873,1.95,0.328,0.349,0.00,0.000,1.00,1.00,1.00
380000,1641,1.727,0.607,6.15,37867,14131,3047,0,20704,0,1073544.1,0.0,0.035,0.523,0.381,0.061,974,4.59,2.85,0.04,0.85,0.09,0.77,0.01,0.12,4.45,2.54,0.00,0.00,0.010,0.063,131,0.152,0.999,0.000,0.000,0.001,295255,291729,2,0.812,0.030,0.003,55001,0.060,1.969,0.073,105.05,68157,0,0.000,0.000,0.000,5291573,1.01,22.75,0.000,0.000,0.000,2,4,8,41,2961,0.181,58.15,0.0147,0.017,8,0.956,0.000,0.841,0.872,1.80,0.266,0.334,0.00,0.000,1.02,1.01,1.01
390000,1674,1.674,0.550,6.21,41190,15176,3243,0,22738,12,1106525.9,3.1,0.037,0.483,0.421,0.059,937,4.66,2.31,0.05,0.47,0.02,0.44,0.00,0.05,4.59,2.19,0.00,0.00,0.003,0.034,132,0.165,0.998,0.000,0.000,0.002,309026,304176,3,0.796,0.006,0.001,52105,0.064,1.877,0.066,109.44,70099,0,0.260,0.000,0.000,5048945,1.02,22.65,0.000,0.000,0.000,3,4,7,23,3150,0.192,53.76,0.0144,0.011,13,0.952,0.000,0.842,0.867,1.88,0.296,0.355,0.00,0.001,1.03,1.01,1.03
400000,1714,1.720,0.517,6.29,41358,16757,3179,0,21382,0,1127613.4,0.0,0.025,0.487,0.421,0.067,873,4.59,2.22,0.03,0.35,0.00,0.14,0.01,0.39,4.54,2.01,0.00,0.00,0.000,0.006,112,0.205,0.998,0.000,0.000,0.002,312288,307702,3,0.684,0.109,0.001,20887,0.179,1.794,0.061,112.05,69961,0,0.000,0.000,0.000,5118885,1.01,22.78,0.000,0.000,0.000,3,4,6,36,3279,0.200,51.15,0.0145,0.008,13,0.942,0.000,0.808,0.868,1.91,0.301,0.357,0.00,0.000,1.02,1.00,1.01
410000,1736,1.715,0.535,6.22,39536,15871,3127,1,20515,21,1129792.4,6.5,0.026,0.468,0.432,0.074,863,4.55,2.02,0.02,0.38,0.02,0.63,0.01,0.18,4.51,1.75,0.00,0.00,0.001,0.017,133,0.184,0.999,0.000,0.000,0.001,331777,325748,2,0.772,0.122,0.002,69649,0.084,1.838,0.064,112.12,73514,59,0.309,0.000,0.000,4828945,1.01,22.78,0.000,0.000,0.000,3,4,6,41,3203,0.195,51.08,0.0144,0.023,7,0.950,0.000,0.820,0.881,1.85,0.304,0.317,0.00,0.000,1.01,1.01,1.01
420000,1428,1.685,0.600,6.11,36159,16002,2757,2,17706,39,1050592.8,8.2,0.048,0.459,0.415,0.079,915,4.97,2.81,0.01,0.23,0.03,0.49,0.01,0.28,4.91,2.64,0.00,0.00,0.003,0.044,125,0.258,0.998,0.000,0.000,0.002,303974,301057,2,0.686,0.152,0.004,79617,0.083,1.974,0.071,104.30,72067,418,0.210,0.000,0.000,4400785,1.01,22.43,0.000,0.000,0.000,2,4,8,38,3152,0.192,58.90,0.0150,0.048,8,0.941,0.000,0.794,0.881,2.21,0.412,0.441,0.00,0.000,1.01,1.00,1.01
430000,1515,1.666,0.591,6.25,39381,17363,2819,0,19112,7,1058285.8,0.2,0.050,0.444,0.400,0.107,883,4.69,2.43,0.01,0.14,0.03,0.39,0.03,0.39,4.61,2.26,0.00,0.00,0.003,0.027,154,0.218,1.000,0.000,0.000,0.000,292671,289278,3,0.690,0.073,0.013,69587,0.069,1.915,0.069,104.62,72127,0,0.024,0.000,0.000,4329085,1.00,22.62,0.000,0.000,0.000,2,4,7,25,3240,0.198,58.58,0.0151,0.007,15,0.927,0.000,0.788,0.866,2.14,0.397,0.410,0.00,0.000,1.00,1.00,1.00
