step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,4532,1.701,0.363,9.10,148485,104857,4850,14,40198,23150,2501311.5,1677.7,0.206,0.367,0.214,0.213,446,5.57,3.86,0.03,0.30,0.10,1.03,0.08,0.90,5.35,3.40,0.00,0.03,0.009,0.062,484,0.101,0.993,0.000,0.000,0.007,766684,736905,36,0.120,0.191,0.031,2702284,0.138,1.498,0.041,318.12,246508,64,0.072,0.857,0.000,11248726,1.01,21.43,0.000,0.000,0.000,3,5,9,52,9146,0.140,335.63,0.0103,0.004,112,0.897,0.000,0.640,0.808,2.02,0.340,0.421,0.00,0.001,1.02,1.02,1.01
20000,4654,1.712,0.377,8.75,125253,64209,8436,1,52485,126,2174114.2,13.1,0.119,0.423,0.236,0.222,433,4.99,3.34,0.01,0.15,0.07,0.59,0.04,0.36,4.87,3.18,0.00,0.00,0.007,0.056,366,0.138,0.995,0.000,0.000,0.005,784281,763354,32,0.112,0.148,0.020,1412211,0.098,1.539,0.043,305.06,244508,343,0.104,0.000,0.000,12966257,1.01,22.03,0.000,0.000,0.000,3,4,8,44,9135,0.139,348.69,0.0096,0.009,50,0.926,0.000,0.806,0.841,1.96,0.329,0.369,0.00,0.000,1.00,1.01,1.01
30000,4632,1.698,0.339,8.25,124748,58583,8425,1,57761,342,2212917.0,26.8,0.109,0.421,0.211,0.259,444,5.13,4.82,0.04,0.66,0.16,2.15,0.03,0.47,4.90,3.29,0.00,0.10,0.005,0.049,360,0.146,0.995,0.000,0.000,0.005,820367,802898,25,0.173,0.020,0.008,478652,0.084,1.450,0.039,304.42,254736,2018,0.078,0.000,0.000,12204713,1.01,21.91,0.003,0.000,0.001,3,4,7,64,8918,0.136,349.33,0.0098,0.008,67,0.916,0.000,0.799,0.848,1.93,0.326,0.357,0.00,0.001,1.01,1.01,1.01
40000,4779,1.707,0.345,8.43,120445,54762,8674,4,56858,655,2208353.8,55.4,0.125,0.411,0.149,0.315,445,5.07,4.71,0.02,0.38,0.12,1.54,0.03,0.37,4.90,3.55,0.00,0.00,0.006,0.048,360,0.139,0.995,0.000,0.000,0.005,844437,825407,19,0.176,0.074,0.011,469662,0.116,1.471,0.040,310.30,257753,483,0.085,0.250,0.000,11972811,1.01,21.85,0.004,0.000,0.000,3,4,7,64,8830,0.135,343.46,0.0094,0.016,68,0.917,0.000,0.803,0.858,1.85,0.295,0.337,0.00,0.000,1.01,1.01,1.01
50000,4468,1.701,0.345,8.42,119900,56711,8431,0,55069,512,2237438.2,34.2,0.164,0.401,0.097,0.338,426,5.09,3.68,0.07,0.87,0.04,0.60,0.03,0.57,4.94,3.01,0.00,0.00,0.003,0.041,323,0.149,0.994,0.001,0.000,0.006,831173,812564,20,0.183,0.032,0.007,403623,0.103,1.496,0.041,304.42,257061,0,0.067,0.000,0.000,11188336,1.02,21.77,0.000,0.000,0.000,3,4,7,61,8394,0.128,349.33,0.0101,0.015,79,0.914,0.000,0.779,0.856,1.88,0.289,0.361,0.00,0.000,1.03,1.02,1.02
60000,4191,1.705,0.342,8.50,123999,61349,8420,3,54504,981,2265945.2,88.5,0.166,0.366,0.101,0.367,457,5.05,4.91,0.03,0.43,0.04,0.55,0.14,2.05,4.84,3.28,0.00,0.02,0.004,0.046,290,0.156,0.989,0.000,0.000,0.011,867782,848288,21,0.182,0.070,0.008,446524,0.145,1.496,0.040,305.63,266536,72,0.090,0.667,0.000,9941189,1.01,22.00,0.004,0.000,0.000,3,4,7,64,7907,0.121,348.12,0.0112,0.009,95,0.900,0.000,0.785,0.857,1.89,0.289,0.368,0.00,0.000,1.01,1.01,1.01
70000,4487,1.682,0.320,8.34,117807,56394,8778,4,52335,444,2252048.5,33.1,0.155,0.344,0.125,0.376,445,4.90,2.92,0.01,0.21,0.05,0.85,0.01,0.24,4.83,2.69,0.00,0.00,0.005,0.052,275,0.150,0.992,0.000,0.000,0.008,898964,875613,22,0.224,0.088,0.003,379562,0.141,1.423,0.037,309.92,275754,900,0.074,0.000,0.000,9439376,1.00,21.94,0.000,0.000,0.000,3,4,7,55,8420,0.128,343.84,0.0104,0.010,79,0.902,0.000,0.791,0.869,1.88,0.296,0.339,0.00,0.000,1.01,1.01,1.00
80000,4570,1.686,0.338,8.34,120035,57789,8554,0,53609,52,2222717.2,6.6,0.159,0.338,0.106,0.396,444,4.93,2.77,0.01,0.21,0.05,0.74,0.03,0.29,4.84,2.57,0.00,0.00,0.005,0.049,304,0.118,0.990,0.000,0.000,0.010,881892,859188,20,0.163,0.009,0.015,252131,0.072,1.469,0.040,306.53,273676,0,0.127,0.000,0.000,9211237,1.01,21.97,0.000,0.000,0.000,3,4,7,64,8797,0.134,347.23,0.0101,0.005,82,0.896,0.000,0.789,0.864,1.92,0.343,0.339,0.00,0.000,1.01,1.01,1.01
90000,4645,1.664,0.369,8.12,122432,57643,8512,0,56202,14,2157378.0,1.7,0.139,0.365,0.097,0.399,455,4.70,2.54,0.01,0.13,0.04,0.59,0.03,0.34,4.62,2.35,0.00,0.00,0.005,0.047,313,0.143,0.995,0.000,0.000,0.005,828956,806897,20,0.247,0.049,0.017,674253,0.072,1.545,0.044,304.05,249374,0,0.125,0.000,0.000,9445236,1.00,22.24,0.000,0.000,0.000,3,4,7,43,9162,0.140,349.71,0.0100,0.022,82,0.896,0.000,0.784,0.853,1.97,0.347,0.363,0.00,0.000,1.00,1.00,1.00
100000,4692,1.685,0.338,7.91,119485,54277,8638,1,56522,16,2183092.5,3.1,0.107,0.376,0.074,0.443,434,4.77,2.47,0.00,0.11,0.06,0.76,0.02,0.29,4.69,2.25,0.00,0.00,0.006,0.047,302,0.182,0.995,0.000,0.000,0.005,830411,810764,19,0.349,0.043,0.010,525857,0.090,1.457,0.039,304.10,243622,91,0.191,0.000,0.000,9647811,1.00,22.29,0.000,0.000,0.000,3,4,7,40,9303,0.142,349.66,0.0099,0.013,73,0.893,0.000,0.800,0.857,1.98,0.374,0.346,0.00,0.000,1.00,1.00,1.00
110000,4723,1.701,0.332,8.13,126232,59697,8195,0,58309,22,2230698.8,2.3,0.073,0.387,0.062,0.478,465,4.87,2.92,0.01,0.11,0.04,0.55,0.01,0.41,4.81,2.72,0.00,0.00,0.006,0.049,273,0.147,0.992,0.000,0.000,0.008,836172,814844,19,0.234,0.136,0.004,293320,0.111,1.452,0.039,304.12,238031,0,0.105,0.000,0.000,9888357,1.00,22.11,0.000,0.000,0.000,3,4,7,64,9205,0.140,349.63,0.0098,0.009,99,0.886,0.000,0.783,0.850,1.95,0.376,0.320,0.00,0.000,1.00,1.00,1.00
120000,4872,1.677,0.324,8.05,128251,61079,8993,0,58030,44,2246388.5,2.5,0.075,0.400,0.059,0.466,453,4.76,2.54,0.00,0.07,0.04,0.49,0.01,0.20,4.71,2.47,0.00,0.00,0.005,0.050,299,0.168,0.993,0.000,0.000,0.007,856839,834362,16,0.297,0.012,0.002,127417,0.120,1.417,0.038,314.60,247377,0,0.056,0.000,0.000,10814991,1.00,22.16,0.000,0.000,0.000,3,4,7,43,9307,0.142,339.16,0.0098,0.012,95,0.892,0.000,0.790,0.851,1.91,0.367,0.295,0.00,0.000,1.00,1.00,1.00
130000,4522,1.689,0.376,8.10,124162,59158,8692,0,56662,47,2278669.8,1.6,0.081,0.423,0.073,0.422,458,4.84,3.34,0.01,0.37,0.07,0.76,0.01,0.24,4.75,3.07,0.00,0.00,0.007,0.057,286,0.190,0.993,0.000,0.000,0.007,870266,845683,18,0.254,0.137,0.003,87871,0.127,1.542,0.044,309.61,258353,0,0.034,0.000,0.000,11197646,1.00,22.27,0.000,0.000,0.000,3,4,7,42,9107,0.139,344.15,0.0106,0.001,98,0.909,0.000,0.783,0.858,2.01,0.390,0.340,0.00,0.000,1.00,1.00,1.00
140000,4621,1.682,0.382,7.97,130482,64482,8659,0,57242,31,2211418.8,5.8,0.083,0.404,0.078,0.436,452,4.75,3.05,0.01,0.36,0.07,0.86,0.01,0.25,4.67,2.84,0.00,0.00,0.007,0.056,282,0.153,0.990,0.000,0.000,0.010,840344,818513,19,0.260,0.172,0.003,128225,0.121,1.563,0.045,308.98,251661,0,0.187,0.000,0.000,10266422,1.00,22.27,0.000,0.000,0.000,3,4,7,64,9083,0.139,344.77,0.0103,0.013,97,0.900,0.000,0.782,0.845,1.97,0.373,0.327,0.00,0.000,1.00,1.01,1.00
150000,4382,1.696,0.321,7.98,130986,63413,8699,0,59113,11,2213255.2,1.4,0.096,0.382,0.074,0.448,442,4.84,2.76,0.02,0.65,0.05,0.67,0.01,0.22,4.76,2.54,0.00,0.00,0.006,0.055,271,0.125,0.988,0.000,0.000,0.012,851307,833226,14,0.303,0.086,0.001,88097,0.148,1.441,0.038,300.65,251699,0,0.127,0.000,0.000,9614355,1.01,22.12,0.000,0.000,0.000,3,4,7,38,7969,0.122,353.11,0.0106,0.006,106,0.900,0.000,0.802,0.847,1.82,0.316,0.273,0.00,0.000,1.01,1.01,1.01
160000,4358,1.709,0.314,8.01,125118,51360,8745,0,65037,10,2269293.8,1.1,0.090,0.382,0.065,0.463,479,4.88,2.75,0.01,0.23,0.03,0.39,0.01,0.50,4.82,2.51,0.00,0.00,0.005,0.047,255,0.147,0.993,0.000,0.000,0.007,907620,888890,16,0.300,0.014,0.002,85350,0.105,1.420,0.037,304.90,254605,0,0.112,0.000,0.000,9938902,1.00,22.02,0.000,0.000,0.000,3,4,8,64,8115,0.124,348.85,0.0108,0.011,78,0.909,0.000,0.836,0.863,1.86,0.341,0.289,0.00,0.000,1.00,1.00,1.00
