step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1083,1.641,0.470,7.52,35232,21853,1875,0,11560,2,747288.8,0.4,0.050,0.278,0.378,0.294,1034,4.92,3.01,0.05,0.61,0.00,0.03,0.00,0.03,4.87,2.92,0.00,0.00,0.000,0.010,85,0.366,0.980,0.000,0.000,0.020,216160,212448,6,0.511,0.000,0.001,35239,0.165,1.735,0.055,74.66,60044,0,0.183,0.000,0.000,1791358,1.02,22.37,0.000,0.000,0.000,3,4,8,52,2536,0.155,88.78,0.0142,0.000,53,0.880,0.000,0.691,0.837,2.34,0.470,0.449,0.00,0.000,1.03,1.02,1.02
120000,1282,1.670,0.363,7.52,34425,21111,1869,0,11246,11,762281.1,0.7,0.068,0.299,0.381,0.251,1016,5.11,3.47,0.06,0.64,0.01,0.12,0.06,0.72,4.99,3.02,0.00,0.00,0.000,0.007,104,0.267,0.988,0.000,0.000,0.012,216199,212837,5,0.438,0.006,0.008,89272,0.107,1.508,0.043,75.64,63193,0,0.064,0.000,0.000,1881055,1.02,22.00,0.000,0.000,0.000,3,4,8,48,2630,0.161,87.80,0.0119,0.001,47,0.880,0.000,0.656,0.841,2.05,0.366,0.373,0.00,0.000,1.03,1.02,1.03
130000,1300,1.672,0.337,7.35,34527,19495,2254,0,12760,28,809323.1,1.9,0.079,0.298,0.373,0.249,978,4.95,3.08,0.02,0.22,0.01,0.21,0.01,0.14,4.91,3.03,0.00,0.00,0.002,0.035,85,0.291,0.988,0.000,0.000,0.012,227893,225604,5,0.408,0.001,0.003,19738,0.215,1.428,0.039,80.96,64757,0,0.068,0.000,0.000,2167653,1.01,22.00,0.000,0.000,0.000,3,4,7,43,2664,0.163,82.48,0.0127,0.006,37,0.900,0.000,0.730,0.849,2.05,0.383,0.352,0.01,0.004,1.01,1.00,1.01
140000,1135,1.709,0.417,7.31,34189,19693,1914,0,12747,3,762405.2,0.3,0.067,0.285,0.370,0.279,990,5.13,4.03,0.03,0.34,0.01,0.09,0.02,0.56,5.08,3.96,0.00,0.00,0.002,0.022,86,0.326,0.981,0.000,0.000,0.019,218360,217008,6,0.444,0.000,0.001,18126,0.160,1.621,0.049,75.92,60961,0,0.090,0.000,0.000,1799138,1.03,22.14,0.001,0.000,0.000,3,4,7,64,2582,0.158,87.52,0.0132,0.002,41,0.883,0.000,0.664,0.844,2.27,0.461,0.431,0.00,0.000,1.03,1.02,1.03
150000,1171,1.722,0.424,7.45,35073,20432,2123,0,12482,5,789027.0,0.0,0.109,0.297,0.336,0.258,943,4.72,3.06,0.04,0.83,0.00,0.07,0.02,0.45,4.66,2.82,0.00,0.00,0.001,0.016,90,0.331,0.987,0.000,0.000,0.013,214791,211632,5,0.386,0.026,0.003,42343,0.222,1.625,0.049,78.86,64204,0,0.000,0.000,0.000,2024311,1.02,22.45,0.000,0.000,0.000,3,4,7,35,2601,0.159,84.58,0.0145,0.000,40,0.899,0.000,0.686,0.837,2.22,0.447,0.401,0.00,0.000,1.02,1.02,1.01
160000,1159,1.684,0.389,7.24,30644,16250,1908,0,12498,3,723207.4,0.0,0.095,0.368,0.326,0.211,1101,5.13,3.93,0.06,0.90,0.02,0.44,0.04,0.70,5.01,3.68,0.00,0.00,0.001,0.030,86,0.323,0.992,0.000,0.000,0.008,199152,196524,5,0.437,0.000,0.005,26678,0.140,1.527,0.043,71.78,57301,0,0.000,0.000,0.000,2452231,1.03,22.18,0.000,0.000,0.000,3,4,8,47,2672,0.163,91.66,0.0125,0.002,34,0.904,0.000,0.546,0.847,2.31,0.473,0.436,0.00,0.000,1.02,1.03,1.03
170000,1042,1.651,0.447,7.24,31854,17583,2046,2,12340,64,767477.2,2.3,0.115,0.357,0.307,0.221,1006,4.88,2.85,0.08,1.15,0.00,0.00,0.02,0.28,4.79,2.64,0.00,0.00,0.000,0.000,88,0.413,0.988,0.000,0.000,0.012,210985,208289,5,0.520,0.000,0.005,20576,0.307,1.684,0.052,76.48,61896,170,0.036,0.500,0.000,2469852,1.03,22.50,0.000,0.000,0.000,3,4,7,38,2716,0.166,86.96,0.0154,0.002,35,0.904,0.000,0.611,0.849,2.61,0.586,0.522,0.00,0.000,1.03,1.02,1.03
180000,1137,1.663,0.388,7.65,30778,15774,2025,0,12884,2,758364.8,0.0,0.126,0.364,0.304,0.206,953,5.05,3.78,0.07,1.66,0.00,0.07,0.01,0.20,4.96,3.27,0.00,0.00,0.001,0.018,101,0.331,0.992,0.000,0.000,0.008,207221,205403,5,0.441,0.000,0.004,35540,0.155,1.561,0.044,75.57,63171,0,0.000,0.000,0.000,2576646,1.03,22.21,0.000,0.000,0.000,3,4,7,59,2616,0.160,87.86,0.0135,0.004,19,0.911,0.000,0.561,0.852,2.30,0.474,0.428,0.00,0.000,1.03,1.01,1.03
190000,1125,1.697,0.367,7.43,28437,15207,1921,0,11321,1,725631.2,0.1,0.088,0.318,0.322,0.272,1061,5.46,3.69,0.10,0.87,0.02,0.36,0.07,0.96,5.27,3.19,0.00,0.00,0.003,0.031,101,0.304,0.996,0.000,0.000,0.004,194513,189465,7,0.495,0.000,0.008,103720,0.121,1.542,0.042,71.98,57948,0,0.084,0.000,0.000,1990225,1.05,21.77,0.000,0.000,0.000,3,4,9,42,2556,0.156,91.45,0.0122,0.014,21,0.890,0.000,0.616,0.854,2.27,0.460,0.420,0.00,0.000,1.06,1.03,1.05
200000,1138,1.693,0.342,8.01,29096,14985,1724,0,12374,1,724868.8,0.0,0.102,0.280,0.296,0.322,929,5.84,4.37,0.04,0.47,0.01,0.23,0.00,0.11,5.78,4.32,0.00,0.00,0.001,0.025,145,0.288,0.996,0.000,0.000,0.004,197836,190940,5,0.562,0.009,0.002,52050,0.166,1.460,0.039,71.74,60562,0,0.000,0.000,0.000,1743937,1.01,21.70,0.000,0.000,0.000,3,4,10,48,2658,0.162,91.70,0.0110,0.006,25,0.893,0.000,0.584,0.853,2.34,0.479,0.463,0.00,0.000,1.02,1.00,1.01
210000,1092,1.669,0.418,8.25,30143,13862,2093,0,14234,0,764227.2,0.0,0.109,0.217,0.307,0.367,916,4.99,3.66,0.05,0.55,0.00,0.00,0.06,0.44,4.89,3.32,0.00,0.00,0.000,0.000,87,0.269,0.995,0.000,0.000,0.005,206142,201771,5,0.477,0.000,0.023,118494,0.146,1.622,0.049,75.95,63189,0,0.000,0.000,0.000,1365227,1.02,22.44,0.001,0.000,0.000,3,4,8,64,2605,0.159,87.49,0.0143,0.008,16,0.886,0.000,0.672,0.854,2.39,0.516,0.451,0.00,0.000,1.03,1.03,1.02
220000,1150,1.703,0.365,8.35,31832,15993,1887,0,13894,2,759768.2,0.2,0.150,0.190,0.307,0.353,925,5.60,4.14,0.07,0.68,0.02,0.33,0.02,0.23,5.50,3.98,0.00,0.00,0.001,0.016,117,0.201,0.993,0.000,0.000,0.007,203820,199719,5,0.445,0.009,0.006,150569,0.157,1.516,0.042,74.78,62904,0,0.080,0.000,0.000,1089423,1.03,21.80,0.000,0.000,0.000,2,4,9,47,2596,0.158,88.66,0.0120,0.000,14,0.856,0.000,0.656,0.844,2.26,0.444,0.437,0.00,0.000,1.02,1.04,1.04
230000,1147,1.701,0.334,8.09,33415,16484,1967,2,14965,102,789139.9,14.7,0.164,0.200,0.247,0.390,913,5.73,4.44,0.06,0.76,0.04,0.79,0.14,2.13,5.49,3.24,0.00,0.00,0.002,0.029,116,0.195,0.989,0.000,0.000,0.011,216330,214025,5,0.485,0.000,0.012,109456,0.147,1.455,0.039,78.49,66400,134,0.144,0.000,0.000,1256521,1.02,21.57,0.001,0.000,0.000,3,5,8,64,2532,0.155,84.94,0.0125,0.000,26,0.865,0.000,0.719,0.846,2.21,0.452,0.396,0.00,0.000,1.01,1.02,1.02
240000,1150,1.717,0.406,8.01,34661,16833,2070,0,15755,2,776881.1,0.3,0.161,0.218,0.272,0.349,948,5.24,3.29,0.01,0.14,0.00,0.00,0.15,0.70,5.09,3.01,0.00,0.00,0.000,0.000,111,0.301,0.990,0.000,0.000,0.010,213658,209771,6,0.480,0.017,0.048,185951,0.183,1.605,0.048,77.47,60365,0,0.149,0.000,0.000,1298063,1.00,22.19,0.000,0.000,0.000,3,4,9,27,2643,0.161,85.97,0.0133,0.000,18,0.880,0.000,0.733,0.838,2.30,0.487,0.437,0.00,0.000,1.00,1.01,1.00
250000,1245,1.729,0.326,7.53,33096,16075,2111,0,14815,3,799581.8,0.3,0.173,0.212,0.296,0.319,990,5.61,4.41,0.03,0.37,0.04,0.78,0.13,1.69,5.42,3.52,0.00,0.00,0.001,0.026,128,0.240,0.990,0.000,0.000,0.010,213973,210604,6,0.488,0.000,0.014,219125,0.120,1.425,0.038,79.48,59125,0,0.099,0.000,0.000,1534769,1.01,21.69,0.000,0.000,0.000,3,4,9,46,2631,0.161,83.96,0.0119,0.000,30,0.880,0.000,0.708,0.846,2.11,0.380,0.410,0.00,0.000,1.01,1.01,1.01
260000,1027,1.656,0.446,7.55,34205,17776,2195,0,14452,6,792806.9,0.6,0.172,0.267,0.237,0.324,949,5.04,3.27,0.03,0.37,0.02,0.75,0.02,0.27,4.97,3.17,0.00,0.00,0.001,0.031,103,0.399,0.988,0.000,0.000,0.012,217237,212685,7,0.254,0.054,0.006,137480,0.089,1.692,0.052,79.60,62607,0,0.107,0.000,0.000,1957438,1.02,22.39,0.000,0.000,0.000,3,4,7,40,2607,0.159,83.84,0.0155,0.000,32,0.897,0.000,0.718,0.843,2.54,0.559,0.513,0.00,0.000,1.01,1.02,1.02
270000,1092,1.704,0.423,7.71,31289,15817,1654,0,13753,0,711334.8,0.0,0.252,0.303,0.230,0.215,1095,4.92,2.85,0.01,0.24,0.00,0.00,0.02,0.14,4.90,2.79,0.00,0.00,0.000,0.000,90,0.321,0.993,0.000,0.000,0.007,202952,199314,6,0.348,0.019,0.016,156072,0.112,1.648,0.050,70.59,56893,0,0.000,0.000,0.000,1772015,1.00,22.53,0.000,0.000,0.000,2,4,6,38,2550,0.156,92.85,0.0133,0.004,14,0.908,0.000,0.567,0.846,2.34,0.493,0.450,0.00,0.000,1.00,1.00,1.00
280000,1132,1.717,0.434,7.58,30051,13750,2112,0,14149,0,754850.5,0.0,0.260,0.329,0.123,0.289,1113,4.90,3.71,0.04,0.56,0.01,0.22,0.05,0.78,4.80,3.46,0.00,0.00,0.001,0.011,96,0.308,0.996,0.000,0.000,0.004,203555,198761,5,0.513,0.000,0.005,60292,0.105,1.696,0.053,74.95,53253,0,0.000,0.000,0.000,2232725,1.02,22.55,0.000,0.000,0.000,3,4,7,48,2622,0.160,88.49,0.0139,0.000,25,0.924,0.000,0.647,0.853,2.32,0.485,0.436,0.00,0.000,1.00,1.03,1.02
290000,1120,1.683,0.361,7.49,28826,12852,2193,0,13793,5,728155.1,0.5,0.283,0.350,0.120,0.246,1083,4.75,2.43,0.04,0.42,0.00,0.08,0.01,0.16,4.71,2.37,0.00,0.00,0.001,0.017,88,0.232,0.992,0.001,0.000,0.007,201458,197944,5,0.403,0.007,0.004,203440,0.070,1.557,0.043,71.68,55633,0,0.090,0.000,0.000,2472750,1.02,22.44,0.000,0.000,0.000,3,4,6,28,2109,0.129,91.76,0.0138,0.010,22,0.939,0.000,0.606,0.857,1.88,0.329,0.298,0.00,0.000,1.02,1.02,1.02
300000,985,1.767,0.331,7.86,32031,12279,2146,0,17741,2,760770.3,0.2,0.231,0.404,0.098,0.267,1071,5.65,3.90,0.13,0.90,0.00,0.00,0.11,1.02,5.41,3.57,0.00,0.00,0.000,0.000,93,0.232,0.987,0.000,0.000,0.013,233338,229542,7,0.554,0.000,0.011,89100,0.050,1.467,0.038,75.22,61059,0,0.095,0.000,0.000,2912551,1.06,21.93,0.000,0.000,0.000,3,4,9,50,2065,0.126,88.22,0.0143,0.006,22,0.949,0.000,0.692,0.863,2.10,0.412,0.369,0.00,0.000,1.05,1.05,1.07
310000,1135,1.640,0.394,7.78,31161,13665,2205,0,15141,0,780379.2,0.0,0.229,0.401,0.100,0.269,995,4.73,3.60,0.06,0.57,0.00,0.00,0.01,0.07,4.67,3.55,0.00,0.00,0.000,0.000,81,0.304,0.988,0.000,0.000,0.012,216642,213624,5,0.444,0.000,0.005,38195,0.144,1.581,0.046,77.88,58426,0,0.000,0.000,0.000,3168041,1.03,22.60,0.001,0.000,0.000,3,4,6,64,2549,0.156,85.56,0.0147,0.008,30,0.933,0.000,0.567,0.856,2.25,0.470,0.401,0.00,0.000,1.01,1.03,1.03
320000,1219,1.657,0.348,7.76,31921,15207,2332,0,14298,0,781827.1,0.0,0.296,0.351,0.107,0.247,972,4.50,2.38,0.01,0.18,0.00,0.00,0.01,0.23,4.48,2.32,0.00,0.00,0.000,0.000,62,0.275,0.993,0.000,0.000,0.007,215551,212466,5,0.477,0.000,0.001,40545,0.088,1.465,0.041,76.96,61236,0,0.000,0.000,0.000,2805556,1.00,22.73,0.000,0.000,0.000,3,4,6,28,2541,0.155,86.48,0.0143,0.017,10,0.914,0.000,0.497,0.852,2.08,0.432,0.333,0.00,0.000,1.00,1.00,1.00
330000,1177,1.669,0.323,7.98,33547,15858,2128,0,15603,0,773617.4,0.0,0.241,0.353,0.136,0.270,974,5.13,3.33,0.06,0.72,0.00,0.00,0.00,0.07,5.07,3.12,0.00,0.00,0.000,0.000,102,0.301,0.997,0.000,0.000,0.003,218054,213091,5,0.551,0.000,0.003,29407,0.180,1.407,0.037,76.83,63507,0,0.000,0.000,0.000,2618820,1.02,22.13,0.000,0.000,0.000,3,4,8,36,2496,0.152,86.61,0.0130,0.022,19,0.917,0.000,0.552,0.846,2.12,0.436,0.358,0.00,0.000,1.01,1.04,1.02
340000,1150,1.724,0.356,8.06,34216,15549,2178,0,16516,0,773560.8,0.0,0.230,0.361,0.127,0.282,892,5.01,3.78,0.02,0.36,0.02,0.62,0.00,0.12,4.96,3.64,0.00,0.00,0.001,0.030,93,0.322,0.994,0.000,0.000,0.006,220479,216280,4,0.571,0.000,0.002,43433,0.125,1.494,0.042,76.97,66258,0,0.000,0.000,0.000,2723345,1.01,22.24,0.001,0.000,0.000,3,4,7,64,2584,0.158,86.47,0.0136,0.032,17,0.919,0.000,0.545,0.845,2.25,0.457,0.418,0.00,0.000,1.01,1.01,1.01
350000,1211,1.690,0.349,7.96,31943,15073,2007,0,14802,2,762907.1,0.9,0.223,0.322,0.154,0.301,896,5.13,3.36,0.00,0.00,0.00,0.00,0.07,0.62,5.06,3.32,0.00,0.00,0.000,0.000,98,0.276,0.988,0.000,0.000,0.012,209916,205061,5,0.671,0.025,0.024,67223,0.090,1.465,0.041,75.52,62827,0,0.445,0.000,0.000,2248535,1.00,22.26,0.000,0.001,0.000,3,4,8,33,2525,0.154,87.92,0.0124,0.010,27,0.909,0.000,0.560,0.848,2.09,0.395,0.362,0.00,0.000,1.00,1.00,1.00
360000,1132,1.780,0.287,7.12,31664,15270,2036,0,14437,0,768752.5,0.0,0.243,0.306,0.158,0.292,1049,5.94,4.71,0.02,0.28,0.02,0.41,0.04,0.44,5.86,4.47,0.00,0.00,0.001,0.013,108,0.192,0.989,0.000,0.000,0.011,214858,209686,6,0.352,0.107,0.012,234677,0.104,1.375,0.034,76.07,59732,0,0.000,0.000,0.000,2032432,1.00,21.59,0.000,0.000,0.000,3,4,10,40,2096,0.128,87.37,0.0116,0.000,19,0.915,0.000,0.633,0.853,1.85,0.320,0.282,0.00,0.000,1.01,1.00,1.00
370000,1218,1.720,0.266,7.11,28930,12786,2257,0,13801,87,824064.2,5.8,0.136,0.375,0.209,0.280,1067,5.41,3.24,0.13,1.39,0.00,0.15,0.00,0.09,5.27,2.84,0.00,0.00,0.000,0.010,95,0.253,0.990,0.000,0.000,0.010,240502,234632,5,0.373,0.007,0.002,78570,0.193,1.298,0.030,81.48,59297,0,0.067,0.000,0.000,2696160,1.05,21.82,0.000,0.000,0.000,3,4,8,47,2378,0.145,81.96,0.0128,0.001,23,0.934,0.000,0.717,0.880,1.95,0.331,0.330,0.00,0.000,1.05,1.05,1.05
380000,1273,1.657,0.331,6.74,30340,15290,2288,0,12707,0,800551.2,0.0,0.113,0.374,0.218,0.295,1024,4.38,2.44,0.00,0.00,0.01,0.20,0.00,0.06,4.37,2.42,0.00,0.00,0.001,0.022,78,0.265,0.996,0.000,0.000,0.004,208455,202128,3,0.711,0.000,0.001,24901,0.056,1.459,0.039,79.53,54973,0,0.000,0.000,0.000,2720328,1.00,22.86,0.000,0.000,0.000,3,4,6,32,2564,0.156,83.91,0.0144,0.005,11,0.927,0.000,0.681,0.855,2.01,0.370,0.350,0.00,0.000,1.00,1.00,1.00
390000,1232,1.687,0.331,6.93,28259,13426,2258,0,12616,0,785766.3,0.0,0.103,0.378,0.215,0.304,1070,4.71,3.25,0.03,0.36,0.01,0.13,0.01,0.23,4.67,3.18,0.00,0.00,0.001,0.018,80,0.294,0.997,0.000,0.000,0.003,205232,200923,2,0.424,0.332,0.002,22861,0.123,1.446,0.039,77.87,53375,0,0.000,0.000,0.000,2701591,1.01,22.69,0.000,0.000,0.000,3,4,7,52,2572,0.157,85.57,0.0137,0.036,18,0.916,0.000,0.668,0.863,2.09,0.380,0.377,0.00,0.000,1.02,1.00,1.02
400000,1183,1.680,0.403,7.60,29193,13746,2108,0,13388,0,769286.9,0.0,0.117,0.343,0.226,0.315,976,4.90,4.08,0.00,0.08,0.03,0.29,0.01,0.19,4.86,4.04,0.00,0.00,0.005,0.048,105,0.331,0.994,0.000,0.000,0.006,202095,197746,4,0.651,0.006,0.002,49956,0.111,1.579,0.047,76.18,56526,0,0.000,0.000,0.000,2318975,1.00,22.67,0.001,0.000,0.000,3,4,7,64,2721,0.166,87.26,0.0134,0.007,18,0.900,0.000,0.642,0.856,2.30,0.476,0.434,0.00,0.000,1.00,1.00,1.00
410000,1150,1.653,0.423,7.24,31798,14778,1975,0,15078,0,746683.7,0.0,0.114,0.342,0.211,0.332,1012,4.53,2.72,0.03,0.83,0.01,0.12,0.01,0.31,4.48,2.53,0.00,0.00,0.002,0.020,80,0.365,0.993,0.000,0.000,0.007,198374,196144,4,0.603,0.019,0.002,15496,0.211,1.658,0.051,74.17,54684,0,0.000,0.000,0.000,2270659,1.01,22.85,0.000,0.000,0.000,3,4,6,38,2690,0.164,89.27,0.0145,0.000,27,0.894,0.000,0.614,0.840,2.34,0.456,0.463,0.00,0.000,1.01,1.01,1.01
420000,1250,1.664,0.353,6.65,32632,15330,2076,0,15126,3,772008.7,0.0,0.138,0.398,0.202,0.263,1071,4.61,3.00,0.02,0.32,0.07,0.26,0.00,0.00,4.52,2.97,0.00,0.00,0.012,0.043,98,0.294,0.989,0.000,0.000,0.011,206723,204195,4,0.429,0.006,0.000,33706,0.167,1.507,0.041,76.37,53714,0,0.000,0.000,0.000,2875338,1.01,22.72,0.000,0.000,0.000,3,4,6,37,2634,0.161,87.07,0.0137,0.001,28,0.919,0.000,0.613,0.843,2.11,0.397,0.375,0.00,0.000,1.02,1.01,1.01
430000,1277,1.639,0.344,6.52,34502,17561,2161,2,14751,6,800876.6,0.0,0.151,0.406,0.227,0.216,1074,4.71,4.08,0.01,0.07,0.02,0.46,0.00,0.09,4.68,4.02,0.00,0.00,0.002,0.022,90,0.262,0.993,0.000,0.000,0.007,209923,207418,3,0.574,0.008,0.003,39896,0.107,1.456,0.040,78.78,52310,1500,0.000,0.000,0.000,3053020,1.00,22.63,0.001,0.000,0.000,3,4,6,64,2625,0.160,84.66,0.0134,0.004,18,0.920,0.000,0.587,0.836,2.06,0.382,0.356,0.00,0.000,1.00,1.00,1.00
