step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,22,750,8.9,0.0,0.1,0.1,8.7,0.0,1.00,15.0,122,606,53.23,0.00,711,36,3,0.0,1.00,1.00,1.00,1.95,0.05,0.88
5000,1,546,11.7,1.1,0.1,0.1,10.4,0.0,1.41,17.1,74,1204,143.61,0.00,494,34,18,0.0,1.27,1.40,1.52,2.09,0.62,0.30
5000,20,219,6.3,0.1,0.0,0.2,6.0,0.0,1.03,21.1,58,827,68.31,0.00,219,0,0,0.0,1.04,1.03,1.03,2.44,0.57,0.48
5000,2,214,6.1,0.1,0.0,0.1,5.9,0.0,1.05,20.5,51,869,62.22,0.00,214,0,0,0.0,1.05,1.03,1.06,1.79,0.44,0.29
5000,3,195,5.8,0.1,0.0,0.0,5.7,0.0,1.02,21.5,10,1257,83.57,0.00,195,0,0,0.0,1.02,1.02,1.02,1.09,0.02,0.07
5000,10,187,9.2,0.3,0.0,0.0,8.9,0.0,1.08,19.5,41,1272,177.52,0.00,187,0,0,0.0,1.09,1.09,1.07,1.40,0.07,0.30
5000,17,133,6.6,0.5,0.0,0.1,6.0,0.0,1.14,20.1,23,1087,90.64,0.00,133,0,0,0.0,1.20,1.07,1.14,1.14,0.06,0.05
5000,24,107,10.3,0.1,0.4,0.0,9.7,0.0,1.03,15.9,34,1321,129.57,0.00,107,0,0,0.0,1.03,1.01,1.04,1.67,0.16,0.49
5000,9,105,7.4,0.2,0.0,0.2,7.0,0.0,1.05,18.3,15,1437,116.47,0.00,105,0,0,0.0,1.07,1.05,1.05,1.17,0.10,0.05
5000,6,103,9.2,0.0,0.2,0.4,8.6,0.0,1.00,17.8,27,1303,139.56,0.00,103,0,0,0.0,1.00,1.00,1.00,1.46,0.05,0.40
5000,39,97,8.2,1.2,0.1,0.5,6.3,0.0,1.41,20.0,29,1270,110.90,0.00,97,0,0,0.0,1.27,1.40,1.49,3.74,0.96,0.91
5000,7,95,4.9,0.0,0.0,0.0,4.8,0.0,1.00,21.0,15,1842,160.53,0.00,95,0,0,0.0,1.00,1.00,1.00,1.42,0.00,0.42
5000,68,39,7.3,1.7,0.0,0.0,5.6,0.0,1.68,18.9,12,960,77.16,0.02,39,0,0,0.0,1.54,2.11,1.58,1.59,0.59,0.00
5000,12,38,7.5,0.2,0.1,0.1,7.0,0.0,1.08,18.2,12,603,49.93,0.00,38,0,0,0.0,1.00,1.22,1.07,1.42,0.42,0.00
5000,4,38,10.3,0.0,0.0,0.0,10.3,0.0,1.00,13.1,10,711,54.40,0.00,38,0,0,0.0,1.00,1.01,1.00,2.03,0.05,0.97
5000,15,36,17.0,4.9,0.0,0.3,11.9,0.0,2.72,11.3,12,513,104.54,0.00,0,21,15,0.0,2.52,2.38,3.65,2.00,0.03,0.97
5000,13,28,14.1,1.6,0.0,0.0,12.5,0.0,1.57,15.1,8,352,78.67,0.00,0,19,9,0.0,2.21,1.00,1.59,1.96,0.82,0.07
5000,14,27,31.4,1.1,0.9,1.1,28.2,0.0,1.25,9.3,11,1605,547.06,0.00,27,0,0,0.0,1.12,1.34,1.30,2.52,0.41,0.70
5000,32,24,5.3,0.4,0.2,0.1,4.6,0.0,1.42,21.2,7,1150,66.22,0.00,24,0,0,0.0,1.54,1.54,1.33,1.58,0.00,0.58
5000,33,20,10.7,0.0,0.0,1.4,9.3,0.0,1.00,17.6,10,1154,132.23,0.00,20,0,0,0.0,1.00,1.00,1.00,1.55,0.45,0.05
5000,18,18,5.9,0.8,0.1,0.0,5.0,0.0,1.29,21.4,3,1117,73.46,0.00,18,0,0,0.1,1.38,1.42,1.20,1.94,0.11,0.83
5000,16,16,8.4,0.0,0.0,0.0,8.4,0.0,1.00,17.6,3,1672,123.87,0.00,16,0,0,0.0,1.00,1.00,1.00,1.06,0.06,0.00
5000,57,11,2.3,0.0,0.0,0.0,2.3,0.0,1.00,25.5,2,1087,49.09,0.00,11,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
5000,30,11,55.9,0.0,0.2,3.1,52.6,0.0,1.00,0.0,4,401,252.35,0.00,0,5,6,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,62,7,13.9,0.0,0.0,0.0,13.9,0.0,1.00,12.6,4,1451,111.34,0.00,7,0,0,0.0,1.00,1.00,1.00,2.00,1.00,0.00
5000,41,7,13.0,0.0,0.0,0.0,13.0,0.0,1.00,10.0,1,998,108.39,0.00,7,0,0,0.0,1.00,1.00,1.00,2.00,1.00,0.00
5000,75,6,56.2,0.0,0.0,0.0,56.2,0.0,1.00,2.3,2,2354,626.24,0.00,6,0,0,0.0,1.00,1.00,1.00,3.67,0.83,1.00
5000,29,5,64.0,0.0,5.6,0.0,58.4,0.0,1.00,0.0,3,1969,596.96,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,22,830,8.3,0.0,0.1,0.1,8.0,0.0,1.01,15.8,122,635,49.53,0.00,779,37,14,0.0,1.00,1.01,1.01,1.88,0.05,0.82
6000,1,515,10.8,1.0,0.2,0.1,9.5,0.0,1.40,17.5,71,1811,213.88,0.00,440,63,12,0.0,1.27,1.36,1.50,1.91,0.54,0.25
6000,20,266,5.9,0.1,0.0,0.2,5.6,0.0,1.05,21.5,69,1165,94.56,0.00,266,0,0,0.0,1.06,1.05,1.05,2.58,0.63,0.52
6000,2,238,6.4,0.1,0.0,0.0,6.3,0.0,1.02,20.5,50,1179,88.26,0.00,238,0,0,0.0,1.03,1.01,1.02,1.66,0.42,0.22
6000,3,209,5.6,0.1,0.0,0.0,5.5,0.0,1.02,21.7,12,2052,135.15,0.00,209,0,0,0.0,1.02,1.02,1.02,1.09,0.01,0.07
6000,10,149,9.2,0.1,0.0,0.0,9.1,0.0,1.03,19.3,35,1794,262.55,0.00,149,0,0,0.0,1.04,1.04,1.03,1.47,0.09,0.36
6000,17,147,6.0,0.5,0.0,0.1,5.4,0.0,1.14,20.8,28,1476,117.24,0.01,147,0,0,0.0,1.21,1.06,1.14,1.10,0.05,0.03
6000,9,142,7.2,0.1,0.0,0.2,6.9,0.0,1.04,18.4,14,1731,141.36,0.00,142,0,0,0.0,1.05,1.03,1.04,1.11,0.06,0.03
6000,7,98,4.5,0.3,0.0,0.0,4.2,0.0,1.09,22.2,16,919,70.67,0.00,98,0,0,0.0,1.11,1.09,1.08,1.19,0.01,0.18
6000,39,87,6.3,1.1,0.0,0.0,5.2,0.0,1.37,21.2,24,1154,94.00,0.00,87,0,0,0.0,1.27,1.36,1.45,3.44,0.92,0.77
6000,6,81,8.3,0.0,0.2,0.5,7.6,0.0,1.00,18.4,21,1361,146.97,0.00,81,0,0,0.0,1.00,1.00,1.00,1.27,0.04,0.22
