step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,328,15.8,0.4,0.3,0.0,15.0,0.0,1.14,13.7,61,793,133.75,0.00,261,64,3,0.0,1.15,1.16,1.13,2.34,0.60,0.48
5000,7,119,5.1,0.1,0.1,0.0,5.0,0.0,1.02,22.5,33,832,63.58,0.00,0,109,10,0.1,1.01,1.02,1.02,1.32,0.05,0.24
5000,3,66,9.4,0.3,0.0,0.2,9.0,0.0,1.12,19.4,21,1081,134.95,0.00,66,0,0,0.0,1.23,1.00,1.12,3.21,0.68,0.86
5000,6,53,13.1,2.6,0.0,0.0,10.5,0.0,1.82,12.4,16,1174,166.44,0.00,53,0,0,0.0,1.30,2.30,1.88,1.70,0.64,0.04
5000,9,47,5.0,0.5,0.0,0.0,4.5,0.0,1.14,22.8,11,1212,87.99,0.00,47,0,0,0.0,1.17,1.14,1.13,3.30,0.66,0.98
5000,4,23,62.3,5.2,0.0,0.0,57.1,0.0,2.04,0.0,12,1938,729.23,0.01,23,0,0,0.0,1.94,2.28,1.96,4.00,1.00,1.00
5000,18,10,64.0,0.0,0.0,23.8,40.2,0.0,1.00,0.0,4,1550,500.80,0.00,10,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,19,8,34.5,11.8,0.8,2.5,19.5,0.0,2.86,7.5,3,1484,343.81,0.00,8,0,0,0.5,2.34,4.02,2.57,3.00,1.00,0.50
5000,12,5,64.0,0.0,0.0,0.0,64.0,0.0,1.00,0.0,1,1703,1803.87,0.00,0,5,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,23,5,59.0,13.0,0.0,14.2,31.8,0.0,4.06,0.0,4,1972,799.29,0.19,5,0,0,0.0,5.40,3.30,3.78,4.00,1.00,1.00
6000,1,353,13.7,0.2,0.2,0.1,13.2,0.0,1.06,15.3,64,870,160.66,0.00,240,110,3,0.0,1.04,1.07,1.06,2.05,0.43,0.45
6000,7,97,6.0,0.0,0.0,0.0,6.0,0.0,1.00,21.9,30,694,52.86,0.00,0,78,19,0.0,1.00,1.00,1.00,1.37,0.24,0.12
6000,6,67,11.2,2.0,0.0,0.0,9.3,0.0,1.58,13.9,15,1348,194.80,0.00,67,0,0,0.0,1.09,2.07,1.62,1.55,0.55,0.00
6000,3,58,9.7,0.1,0.0,0.2,9.4,0.0,1.01,19.5,17,1526,202.62,0.00,58,0,0,0.0,1.03,1.00,1.01,3.05,0.60,0.84
6000,9,41,4.0,0.0,0.0,0.0,3.9,0.0,1.00,24.0,11,1137,75.54,0.00,41,0,0,0.0,1.00,1.00,1.00,2.85,0.44,0.98
6000,4,24,60.9,5.0,0.2,0.0,55.7,0.0,1.99,0.3,13,2852,1168.32,0.01,24,0,0,0.0,1.90,2.23,1.92,3.92,1.00,0.96
6000,23,9,40.3,7.2,0.0,7.9,25.2,0.0,2.70,6.2,5,1954,802.36,0.10,9,0,0,0.0,3.44,2.28,2.54,3.11,0.56,1.00
