step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,long,wide
100000,5,5,0,0,0,5,0,1.00,20,0.000,2998,2.34,180.74,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,20,0.000,2972,2.43,226.65,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,20,0.000,2966,1.98,212.24,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2960,1.87,117.04,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2959,1.76,212.52,0.00,42,8,8,0,1.00,1.00,1.00,4,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2956,1.06,158.39,0.00,7,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,20,0.000,2949,1.93,234.13,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2942,1.94,141.67,0.00,7,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,2,0,0,4,0,2.40,22,0.000,2942,1.55,228.36,0.00,74,8,8,0,2.67,2.67,2.00,4,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2941,1.95,157.77,0.00,7,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2941,2.04,176.46,0.00,7,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2941,1.55,166.17,0.00,42,8,8,0,1.00,1.00,1.00,3,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2941,2.44,286.84,0.00,66,2,2,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2936,1.80,290.07,0.00,66,2,2,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,20,0.000,2931,2.42,279.42,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2926,1.52,234.08,0.00,74,8,8,0,1.00,1.00,1.00,4,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2926,2.24,163.24,0.00,7,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,2,3,0,1.00,20,0.000,2925,2.44,175.50,0.00,6,8,8,0,1.00,1.00,1.00,2,0,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2921,1.97,170.99,0.00,6,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2919,1.18,148.94,0.00,42,8,8,0,1.00,1.00,1.00,2,1,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2914,1.61,179.01,0.00,42,8,8,0,1.00,1.00,1.00,4,1,1
