step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,26,338,7.8,0.0,0.1,0.0,7.7,0.0,1.00,20.1,43,778,74.74,0.00,316,17,5,0.0,1.01,1.01,1.00,3.36,0.88,0.77
5000,1,147,6.6,0.2,0.0,0.2,6.2,0.0,1.07,18.1,37,929,74.89,0.00,103,41,3,0.0,1.08,1.08,1.07,1.80,0.14,0.67
5000,2,127,4.7,0.1,0.0,0.0,4.6,0.0,1.03,22.6,18,1577,124.20,0.00,49,78,0,0.0,1.02,1.05,1.03,1.33,0.20,0.11
5000,3,116,5.9,0.2,0.0,0.0,5.8,0.0,1.04,20.5,34,1257,91.85,0.00,116,0,0,0.0,1.06,1.00,1.06,1.35,0.09,0.27
5000,18,67,9.4,0.0,0.0,0.0,9.4,0.0,1.00,16.8,15,1214,202.47,0.00,0,67,0,0.0,1.00,1.00,1.00,1.46,0.46,0.00
5000,19,55,5.3,0.0,0.1,0.0,5.2,0.0,1.00,22.4,12,1144,94.60,0.00,55,0,0,0.0,1.00,1.00,1.00,1.38,0.00,0.38
5000,10,45,9.2,0.0,0.0,0.0,9.1,0.0,1.00,16.8,17,1092,120.51,0.00,38,7,0,0.0,1.00,1.00,1.00,1.44,0.38,0.07
5000,11,37,30.7,0.0,0.0,1.1,29.5,0.0,1.00,10.4,11,1019,428.06,0.00,0,37,0,0.0,1.00,1.00,1.00,2.30,0.43,0.43
5000,6,36,10.2,0.2,0.1,0.1,9.7,0.0,1.06,18.9,10,816,133.38,0.00,11,25,0,0.0,1.01,1.06,1.08,4.00,1.00,1.00
5000,9,30,16.6,2.3,0.0,0.9,13.3,0.0,1.42,14.1,12,1554,190.83,0.00,30,0,0,0.0,1.00,1.97,1.35,1.93,0.60,0.20
5000,8,23,64.0,0.2,1.6,21.9,40.3,0.0,1.02,0.0,17,1726,1042.63,0.00,0,23,0,0.0,1.00,1.03,1.02,4.00,1.00,1.00
