step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,4221,5.46,0.03,0.08,0.09,5.26,0.00,1.01,0.000,0.493,1960501.8,639.6,35,8,2.01,1.02,1.02
10000,1,199,6.46,0.15,0.31,0.00,6.00,0.00,1.06,0.000,0.906,284096.5,81.9,7,12,1.75,1.09,1.10
10000,0,112,7.85,0.07,0.13,0.11,7.54,0.00,1.03,0.000,0.006,392181.8,956.2,8,67,2.67,1.03,1.03
20000,8,4481,4.84,0.01,0.06,0.04,4.72,0.00,1.01,0.000,0.513,1781702.8,5.0,29,10,1.93,1.00,1.01
20000,1,123,8.30,0.01,0.10,0.00,8.20,0.00,1.00,0.000,0.935,185931.0,4.8,7,31,2.79,1.00,1.00
20000,0,50,10.50,0.02,0.12,0.00,10.36,0.00,1.00,0.000,0.003,13063.9,3.3,8,19,3.08,1.00,1.01
30000,8,4432,4.79,0.03,0.06,0.02,4.68,0.00,1.01,0.000,0.519,1903303.9,2.6,23,7,1.88,1.01,1.01
30000,1,133,11.69,0.26,1.88,0.15,9.40,0.01,1.04,0.008,0.970,201728.0,4.5,12,28,2.68,1.03,1.03
30000,0,67,14.49,0.54,3.88,0.00,10.07,0.12,1.02,0.030,0.005,12413.8,19.7,7,27,3.72,1.03,1.00
40000,8,4585,4.73,0.01,0.03,0.03,4.67,0.00,1.01,0.000,0.524,1902830.6,7.6,18,28,1.80,1.01,1.01
40000,1,126,13.02,0.25,2.36,0.07,10.34,0.00,1.06,0.000,0.892,222003.4,13.3,8,50,2.61,1.09,1.05
40000,0,68,13.15,0.21,2.47,0.00,10.47,0.00,1.08,0.000,0.005,13051.0,34.5,7,30,3.43,1.09,1.06
50000,8,4223,4.77,0.00,0.03,0.02,4.72,0.00,1.00,0.000,0.514,1874037.8,1.6,17,15,1.86,1.00,1.00
50000,1,166,11.08,1.19,0.24,0.23,9.42,0.00,1.30,0.000,0.901,224863.3,15.4,8,54,1.96,1.45,1.22
50000,0,79,9.22,1.25,0.09,0.33,7.54,0.00,1.47,0.000,0.004,13293.2,17.2,7,50,2.56,1.49,1.42
60000,8,3923,4.63,0.01,0.03,0.01,4.59,0.00,1.00,0.000,0.498,1855686.2,5.7,18,5,1.88,1.01,1.01
60000,1,173,10.54,0.25,0.02,1.79,8.48,0.01,1.03,0.006,0.841,275929.8,37.8,7,33,1.80,1.06,1.00
60000,0,95,12.37,0.49,0.66,2.67,8.54,0.01,1.10,0.011,0.005,10074.4,45.1,9,38,2.39,1.12,1.11
70000,8,4231,4.76,0.01,0.03,0.01,4.72,0.00,1.00,0.000,0.520,1979781.0,2.1,19,8,1.86,1.00,1.00
70000,1,177,6.47,0.01,0.01,0.00,6.45,0.00,1.00,0.000,0.941,220893.5,24.4,6,37,1.97,1.00,1.01
70000,0,79,8.78,0.04,1.51,0.18,7.06,0.00,1.04,0.000,0.004,10182.2,6.6,7,35,2.72,1.04,1.04
80000,8,4326,4.86,0.01,0.04,0.03,4.78,0.00,1.01,0.000,0.505,1967985.6,3.8,17,9,1.89,1.01,1.01
80000,1,162,5.81,0.00,0.09,0.00,5.72,0.00,1.00,0.000,0.966,174379.8,0.0,6,13,2.31,1.00,1.00
80000,0,82,6.73,0.07,0.56,0.06,6.04,0.00,1.06,0.000,0.005,13282.4,2.8,8,37,2.83,1.04,1.07
90000,8,4398,4.64,0.01,0.04,0.02,4.57,0.00,1.00,0.000,0.520,1801014.9,0.8,18,31,1.96,1.00,1.00
90000,1,165,5.58,0.00,0.02,0.28,5.28,0.00,1.00,0.000,0.893,181185.0,0.0,8,69,1.87,1.00,1.00
90000,0,82,6.29,0.00,0.01,0.23,6.05,0.00,1.00,0.000,0.005,13223.2,0.9,6,45,2.99,1.00,1.00
100000,8,4463,4.70,0.00,0.05,0.02,4.63,0.00,1.00,0.000,0.500,1919768.9,1.3,17,25,1.97,1.00,1.00
100000,1,156,6.09,0.03,0.02,0.19,5.85,0.00,1.01,0.000,0.921,178253.0,0.0,6,38,2.10,1.02,1.02
100000,0,73,6.29,0.00,0.48,0.08,5.73,0.00,1.00,0.000,0.004,13569.5,1.7,5,40,2.77,1.00,1.00
110000,8,4478,4.69,0.01,0.03,0.01,4.64,0.00,1.00,0.000,0.498,1945014.6,1.0,18,21,1.91,1.00,1.00
110000,1,146,8.23,0.00,0.01,0.16,8.06,0.00,1.00,0.000,0.916,184148.9,0.7,6,22,2.32,1.00,1.00
110000,0,99,8.02,0.00,0.44,0.00,7.58,0.00,1.00,0.000,0.006,16440.7,0.7,6,41,3.06,1.00,1.00
120000,8,4619,4.62,0.00,0.03,0.01,4.57,0.00,1.00,0.000,0.528,1983997.9,1.5,14,22,1.89,1.00,1.00
120000,1,158,7.49,0.00,0.16,0.00,7.33,0.00,1.00,0.000,0.823,207745.5,0.5,7,36,1.94,1.00,1.00
120000,0,95,7.32,0.00,0.07,0.00,7.24,0.00,1.00,0.000,0.005,16613.9,0.4,7,45,2.69,1.00,1.00
130000,8,4296,4.49,0.00,0.03,0.00,4.46,0.00,1.00,0.000,0.525,1960963.4,1.0,16,3,1.97,1.00,1.00
130000,1,128,10.95,0.27,0.70,0.19,9.80,0.00,1.06,0.000,0.864,220399.4,0.0,5,2,2.63,1.07,1.06
130000,0,98,12.31,0.19,0.92,0.16,11.03,0.00,1.02,0.000,0.006,15681.1,0.6,7,49,2.96,1.02,1.01
