step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,1339,1.675,0.375,10.81,42805,26822,2093,0,13957,4,944219.5,0.3,0.013,0.289,0.677,0.021,567,5.54,5.01,0.00,0.03,0.10,0.93,0.04,0.33,5.41,4.86,0.00,0.00,0.009,0.061,177,0.072,0.996,0.000,0.000,0.004,249281,243506,6,0.627,0.016,0.021,250162,0.069,1.549,0.044,92.33,87876,0,0.074,0.000,0.000,2976875,1.00,19.68,0.003,0.000,0.000,2,5,8,64,2423,0.148,70.98,0.0130,0.000,41,0.876,0.000,0.838,0.829,1.81,0.445,0.383,0.00,0.000,1.00,1.00,1.00
120000,1505,1.678,0.305,11.21,40403,26935,2140,0,11162,7,965328.2,0.9,0.027,0.290,0.656,0.027,555,5.04,3.50,0.01,0.16,0.17,1.33,0.06,0.83,4.80,2.78,0.00,0.00,0.014,0.078,178,0.088,0.990,0.000,0.000,0.010,250605,243739,6,0.625,0.113,0.019,256233,0.072,1.370,0.034,94.79,89850,0,0.127,0.000,0.000,2974397,1.00,20.54,0.000,0.000,0.000,3,4,8,52,2475,0.151,68.52,0.0134,0.002,40,0.870,0.000,0.843,0.839,1.64,0.365,0.280,0.00,0.001,1.00,1.00,1.00
130000,1507,1.683,0.332,12.05,36257,23544,2390,0,10321,8,926218.9,0.5,0.035,0.281,0.659,0.025,497,5.19,4.23,0.00,0.09,0.18,1.71,0.04,0.69,4.97,3.43,0.00,0.18,0.010,0.070,198,0.093,0.995,0.001,0.000,0.004,230502,222499,8,0.516,0.020,0.011,253596,0.073,1.438,0.039,90.59,91496,0,0.064,0.000,0.000,2889348,1.00,20.47,0.000,0.001,0.001,2,4,8,62,2473,0.151,72.72,0.0124,0.011,27,0.881,0.000,0.850,0.843,1.64,0.364,0.297,0.00,0.001,1.00,1.00,1.00
140000,1382,1.717,0.321,11.89,36597,24335,2163,0,10224,20,922440.6,1.3,0.037,0.292,0.654,0.017,493,5.25,3.51,0.00,0.00,0.14,1.41,0.04,0.85,5.06,2.99,0.00,0.00,0.010,0.063,185,0.131,0.991,0.000,0.000,0.009,232717,224852,7,0.467,0.302,0.006,209404,0.083,1.411,0.036,90.34,94462,0,0.066,0.000,0.000,2941223,1.00,20.05,0.000,0.000,0.000,2,5,8,39,2430,0.148,72.97,0.0132,0.004,32,0.883,0.000,0.842,0.843,1.76,0.421,0.356,0.00,0.000,1.00,1.00,1.00
150000,1444,1.711,0.306,11.84,35862,23731,2413,0,9656,1,958857.6,0.0,0.037,0.273,0.681,0.008,474,5.62,4.11,0.00,0.00,0.09,0.98,0.04,0.49,5.49,3.81,0.00,0.00,0.008,0.056,161,0.148,0.994,0.000,0.000,0.006,240065,233895,6,0.674,0.035,0.013,124165,0.105,1.382,0.035,93.99,97053,0,0.000,0.000,0.000,2755464,1.00,19.90,0.000,0.000,0.000,3,5,9,55,2488,0.152,69.33,0.0121,0.000,24,0.892,0.000,0.846,0.851,1.72,0.416,0.317,0.00,0.000,1.00,1.00,1.00
160000,1460,1.651,0.372,11.86,37957,26270,2190,0,9481,1,929388.2,0.4,0.051,0.263,0.676,0.010,501,4.94,3.52,0.00,0.00,0.10,1.36,0.02,0.26,4.82,3.18,0.00,0.00,0.006,0.055,147,0.107,0.996,0.000,0.000,0.004,239604,235612,7,0.782,0.008,0.005,94400,0.108,1.525,0.044,91.43,94339,0,0.386,0.000,0.000,2521548,1.00,20.75,0.000,0.000,0.000,2,4,7,48,2489,0.152,71.89,0.0132,0.012,39,0.876,0.000,0.839,0.842,1.70,0.382,0.328,0.00,0.000,1.00,1.00,1.00
170000,1363,1.613,0.430,12.49,42059,29121,2238,0,10797,3,929078.8,0.3,0.043,0.298,0.644,0.015,468,4.97,3.93,0.00,0.00,0.12,1.22,0.05,0.69,4.79,3.31,0.00,0.00,0.009,0.061,169,0.179,0.995,0.000,0.000,0.005,241201,236127,8,0.736,0.076,0.012,98998,0.136,1.667,0.050,91.35,98039,0,0.116,0.000,0.000,2987730,1.00,20.52,0.000,0.001,0.000,3,4,8,63,2466,0.151,71.96,0.0142,0.008,43,0.867,0.000,0.852,0.826,1.81,0.422,0.387,0.00,0.000,1.00,1.00,1.00
180000,1364,1.653,0.385,12.38,42799,29004,2226,0,11568,16,919900.4,3.9,0.029,0.314,0.640,0.018,472,5.05,4.03,0.01,0.22,0.15,1.44,0.08,0.54,4.81,3.50,0.00,0.00,0.010,0.074,153,0.242,0.996,0.000,0.000,0.004,241983,237253,6,0.740,0.064,0.031,281423,0.107,1.564,0.044,90.10,97331,0,0.243,0.000,0.000,2956455,1.00,20.60,0.000,0.000,0.000,2,4,8,52,2444,0.149,73.22,0.0140,0.015,32,0.862,0.000,0.864,0.824,1.79,0.418,0.379,0.00,0.001,1.00,1.00,1.00
190000,1442,1.639,0.382,12.40,38328,25385,2303,0,10562,2,872238.6,0.9,0.026,0.290,0.664,0.019,519,4.62,2.60,0.01,0.21,0.06,0.50,0.12,0.69,4.44,2.34,0.00,0.05,0.006,0.047,144,0.214,0.996,0.000,0.000,0.004,224755,220868,4,0.873,0.000,0.051,698989,0.087,1.556,0.045,85.46,87661,0,0.452,0.000,0.000,2577428,1.00,21.16,0.000,0.000,0.001,2,4,7,30,2395,0.146,77.85,0.0136,0.043,22,0.851,0.000,0.863,0.830,1.66,0.344,0.319,0.00,0.001,1.00,1.00,1.00
200000,1475,1.642,0.312,12.11,39643,26665,2090,0,10855,9,896924.4,3.6,0.028,0.275,0.677,0.020,493,4.93,3.73,0.00,0.00,0.15,1.86,0.03,0.29,4.75,2.76,0.00,0.00,0.008,0.059,139,0.148,0.996,0.000,0.000,0.004,233194,229878,3,0.897,0.005,0.014,353445,0.084,1.389,0.035,87.80,94301,0,0.397,0.000,0.000,2491061,1.00,20.91,0.001,0.000,0.000,2,4,7,64,2435,0.149,75.52,0.0128,0.016,37,0.848,0.000,0.861,0.831,1.65,0.346,0.313,0.00,0.000,1.00,1.00,1.00
210000,1355,1.623,0.448,12.34,40652,27347,2300,0,11125,23,918362.2,3.3,0.033,0.287,0.659,0.022,493,4.55,3.66,0.00,0.00,0.17,1.53,0.00,0.03,4.39,2.98,0.00,0.00,0.013,0.077,145,0.183,0.993,0.000,0.000,0.007,235075,230259,3,0.840,0.045,0.001,46439,0.114,1.682,0.053,90.44,94382,0,0.144,0.000,0.000,2733276,1.00,21.21,0.000,0.002,0.000,2,4,7,52,2360,0.144,72.88,0.0155,0.018,28,0.862,0.000,0.867,0.828,1.74,0.392,0.353,0.00,0.000,1.00,1.00,1.00
220000,1454,1.633,0.368,12.11,42464,28715,2073,0,11577,4,900593.2,1.9,0.016,0.321,0.632,0.031,475,4.89,3.14,0.00,0.00,0.13,1.44,0.00,0.09,4.75,2.64,0.00,0.00,0.009,0.065,155,0.118,0.994,0.000,0.000,0.006,233395,229020,6,0.739,0.000,0.003,103662,0.149,1.522,0.043,88.18,94330,0,0.486,0.000,0.000,3055145,1.00,20.76,0.000,0.000,0.000,2,4,8,50,2481,0.151,75.14,0.0130,0.003,42,0.862,0.000,0.853,0.819,1.71,0.377,0.331,0.00,0.000,1.00,1.00,1.00
230000,1475,1.648,0.360,12.08,43293,29148,2125,0,11999,4,957108.7,0.8,0.008,0.335,0.620,0.037,461,4.82,3.12,0.00,0.00,0.07,0.94,0.02,0.30,4.73,2.89,0.00,0.00,0.005,0.048,144,0.180,0.992,0.000,0.000,0.008,256580,252565,5,0.784,0.060,0.004,89710,0.114,1.496,0.041,93.49,101899,0,0.196,0.000,0.000,3321926,1.00,21.10,0.000,0.000,0.000,2,4,9,37,2415,0.147,69.83,0.0137,0.001,26,0.865,0.000,0.853,0.832,1.64,0.349,0.290,0.00,0.000,1.00,1.00,1.00
240000,1457,1.657,0.366,12.26,44155,29555,2419,0,12199,15,999438.4,2.0,0.017,0.329,0.619,0.035,453,5.07,2.74,0.00,0.03,0.13,1.17,0.02,0.30,4.92,2.37,0.00,0.00,0.011,0.076,146,0.135,0.992,0.000,0.000,0.008,266185,261008,5,0.694,0.132,0.005,59667,0.103,1.513,0.042,97.83,104796,0,0.132,0.000,0.000,3403498,1.00,20.54,0.000,0.000,0.000,3,5,8,31,2464,0.150,65.49,0.0139,0.000,24,0.873,0.000,0.862,0.835,1.69,0.371,0.326,0.00,0.001,1.00,1.00,1.00
250000,1555,1.636,0.349,11.65,44984,29797,2368,0,12721,16,961039.2,3.7,0.018,0.291,0.663,0.028,486,4.57,2.78,0.00,0.15,0.06,1.21,0.00,0.04,4.50,2.47,0.00,0.00,0.003,0.043,131,0.203,0.994,0.000,0.000,0.006,246333,242604,6,0.781,0.019,0.001,35687,0.117,1.473,0.040,93.10,94974,0,0.233,0.000,0.000,2862903,1.00,21.33,0.000,0.000,0.000,2,4,7,41,2443,0.149,70.21,0.0137,0.000,51,0.855,0.000,0.867,0.818,1.57,0.323,0.255,0.00,0.000,1.00,1.00,1.00
260000,1407,1.645,0.409,11.42,46069,31183,2387,0,12647,15,977608.9,2.2,0.011,0.290,0.670,0.029,502,4.96,3.16,0.00,0.05,0.13,1.39,0.01,0.14,4.82,2.49,0.00,0.00,0.008,0.062,140,0.214,0.987,0.000,0.000,0.013,260634,257190,6,0.693,0.000,0.003,65736,0.079,1.615,0.048,95.90,98745,0,0.148,0.000,0.000,2852278,1.00,20.38,0.001,0.001,0.000,3,5,8,64,2521,0.154,67.42,0.0144,0.000,56,0.850,0.000,0.867,0.824,1.79,0.429,0.363,0.00,0.000,1.00,1.00,1.00
270000,1452,1.657,0.371,11.34,43672,28180,2206,0,13241,4,947938.4,0.5,0.013,0.304,0.649,0.034,525,4.82,2.93,0.00,0.00,0.08,0.87,0.01,0.19,4.73,2.65,0.00,0.00,0.006,0.058,138,0.160,0.995,0.000,0.000,0.005,262542,259545,4,0.710,0.010,0.005,46768,0.103,1.515,0.044,93.42,95440,0,0.121,0.000,0.000,3006632,1.00,20.85,0.000,0.001,0.000,3,5,7,42,2443,0.149,69.89,0.0138,0.010,17,0.872,0.000,0.861,0.834,1.68,0.373,0.317,0.00,0.000,1.00,1.00,1.00
280000,1463,1.652,0.383,11.29,39600,24605,2335,1,12648,13,928917.9,0.3,0.018,0.308,0.654,0.021,538,4.67,2.88,0.00,0.00,0.08,0.99,0.00,0.00,4.59,2.60,0.00,0.00,0.006,0.061,133,0.115,0.992,0.000,0.000,0.008,246357,243601,3,0.494,0.196,0.000,44927,0.087,1.566,0.045,90.65,92368,373,0.021,0.000,0.000,2932476,1.00,21.00,0.000,0.000,0.000,2,4,6,37,2532,0.155,72.67,0.0138,0.002,30,0.886,0.000,0.866,0.840,1.73,0.388,0.347,0.00,0.000,1.00,1.00,1.00
290000,1344,1.704,0.340,11.19,36462,21415,2450,0,12716,1,895244.6,0.3,0.017,0.283,0.694,0.006,535,4.87,2.50,0.00,0.05,0.12,1.09,0.02,0.66,4.72,2.08,0.00,0.00,0.010,0.080,116,0.149,0.996,0.000,0.000,0.004,245617,240794,3,0.525,0.204,0.001,54483,0.074,1.495,0.041,87.85,92620,0,0.292,0.000,0.000,2665026,1.00,20.83,0.000,0.000,0.000,3,5,7,32,2082,0.127,75.47,0.0141,0.013,30,0.903,0.000,0.896,0.852,1.55,0.297,0.247,0.00,0.000,1.00,1.00,1.00
300000,1219,1.670,0.368,11.37,36966,21626,2360,0,13105,5,915292.5,0.2,0.017,0.322,0.656,0.005,515,5.17,3.23,0.00,0.14,0.07,0.55,0.05,0.63,5.05,2.97,0.00,0.00,0.007,0.055,137,0.150,0.995,0.000,0.000,0.005,275123,270398,5,0.505,0.310,0.014,29878,0.097,1.548,0.043,88.97,100652,0,0.041,0.000,0.000,2917511,1.00,20.64,0.000,0.000,0.000,3,5,8,38,1993,0.122,74.35,0.0149,0.015,33,0.916,0.000,0.893,0.866,1.63,0.345,0.290,0.00,0.000,1.00,1.00,1.00
310000,1424,1.654,0.396,11.60,40002,23828,2505,0,13464,10,951586.4,2.2,0.016,0.327,0.653,0.004,503,4.88,3.30,0.00,0.05,0.17,1.26,0.02,0.32,4.70,2.84,0.00,0.00,0.013,0.084,159,0.150,0.994,0.000,0.000,0.006,256359,251775,4,0.562,0.000,0.004,48738,0.091,1.572,0.047,92.62,95403,0,0.216,0.000,0.000,3234925,1.00,20.94,0.000,0.000,0.000,3,4,9,36,2385,0.146,70.69,0.0142,0.027,21,0.911,0.000,0.875,0.844,1.67,0.367,0.306,0.00,0.000,1.00,1.00,1.00
320000,1410,1.672,0.371,11.44,40287,23549,2599,0,14153,9,952433.4,2.4,0.030,0.308,0.657,0.005,524,4.93,3.65,0.00,0.00,0.13,1.42,0.01,0.16,4.79,3.24,0.00,0.00,0.008,0.062,147,0.146,0.997,0.000,0.000,0.003,252038,246851,6,0.450,0.166,0.004,48719,0.160,1.499,0.042,92.53,94472,0,0.265,0.000,0.000,2879560,1.00,20.98,0.000,0.000,0.000,3,4,8,40,2361,0.144,70.79,0.0141,0.021,21,0.894,0.000,0.863,0.841,1.67,0.378,0.291,0.00,0.000,1.00,1.00,1.00
330000,1404,1.640,0.333,11.23,38588,21957,2341,0,14296,8,928816.5,1.5,0.035,0.273,0.688,0.005,531,4.99,3.26,0.00,0.00,0.11,1.04,0.01,0.25,4.87,2.92,0.00,0.00,0.009,0.065,158,0.097,0.998,0.000,0.000,0.002,248475,243407,6,0.545,0.037,0.002,29186,0.117,1.431,0.038,90.61,90875,0,0.191,0.000,0.000,2453095,1.00,20.78,0.000,0.000,0.000,3,4,8,46,2315,0.141,72.71,0.0136,0.039,33,0.875,0.000,0.868,0.845,1.65,0.379,0.275,0.00,0.000,1.00,1.00,1.00
340000,1425,1.677,0.325,11.50,38779,22287,2461,5,14005,29,944437.9,6.8,0.029,0.279,0.685,0.007,517,4.95,2.92,0.02,0.28,0.11,1.54,0.01,0.12,4.82,2.37,0.00,0.00,0.008,0.064,138,0.104,0.994,0.000,0.000,0.006,255273,249840,8,0.587,0.030,0.005,54211,0.102,1.407,0.036,91.68,94301,58,0.236,0.800,0.000,2499544,1.01,20.89,0.000,0.000,0.000,3,5,7,45,2327,0.142,71.63,0.0138,0.065,25,0.872,0.000,0.868,0.848,1.63,0.345,0.288,0.00,0.000,1.00,1.02,1.01
350000,1432,1.701,0.321,11.63,39777,24149,2342,0,13279,5,950036.1,0.4,0.028,0.275,0.692,0.006,523,5.12,3.08,0.00,0.00,0.08,0.62,0.01,0.16,5.03,2.96,0.00,0.00,0.008,0.058,173,0.133,0.996,0.000,0.000,0.004,253433,248571,5,0.579,0.021,0.003,34603,0.105,1.389,0.036,92.97,94367,0,0.074,0.000,0.000,2633994,1.00,20.63,0.000,0.000,0.000,3,4,8,33,2410,0.147,70.34,0.0132,0.017,18,0.881,0.000,0.866,0.843,1.68,0.403,0.284,0.00,0.000,1.00,1.00,1.00
360000,1376,1.692,0.293,11.66,38155,21893,2313,0,14005,1,918444.4,0.7,0.042,0.260,0.691,0.008,567,5.04,3.17,0.01,0.12,0.07,0.98,0.02,0.23,4.95,2.78,0.00,0.00,0.006,0.055,147,0.147,0.991,0.000,0.000,0.009,254977,251166,6,0.672,0.020,0.006,46015,0.117,1.372,0.034,90.43,93043,0,0.669,0.000,0.000,2464384,1.00,21.01,0.000,0.000,0.000,3,4,8,48,2062,0.126,72.88,0.0135,0.001,25,0.894,0.000,0.876,0.851,1.50,0.280,0.220,0.00,0.000,1.00,1.01,1.00
370000,1415,1.697,0.292,11.58,35827,18935,2465,0,14388,7,950970.6,0.0,0.056,0.235,0.697,0.012,545,5.39,3.32,0.02,0.35,0.11,1.08,0.00,0.03,5.26,3.00,0.00,0.00,0.009,0.064,159,0.199,0.994,0.000,0.000,0.006,280794,273333,7,0.530,0.033,0.001,45440,0.105,1.344,0.033,92.98,100982,0,0.000,0.000,0.000,2246258,1.01,20.47,0.000,0.000,0.000,3,4,9,32,2303,0.141,70.33,0.0128,0.004,15,0.901,0.000,0.891,0.873,1.63,0.343,0.278,0.00,0.000,1.00,1.01,1.01
380000,1503,1.672,0.287,11.39,37312,20829,2514,0,13881,10,948605.7,0.7,0.079,0.232,0.678,0.010,597,5.02,3.74,0.00,0.00,0.20,1.70,0.02,0.41,4.79,2.94,0.00,0.00,0.011,0.075,152,0.187,0.994,0.000,0.000,0.006,254423,249214,7,0.554,0.000,0.005,37913,0.111,1.336,0.033,92.93,88104,0,0.074,0.000,0.000,2246905,1.00,21.03,0.000,0.000,0.000,3,4,7,45,2436,0.149,70.39,0.0132,0.015,12,0.877,0.000,0.862,0.854,1.62,0.339,0.280,0.00,0.000,1.00,1.00,1.00
390000,1376,1.679,0.338,11.16,36652,19903,2474,0,14402,0,939542.5,0.0,0.080,0.223,0.688,0.009,623,4.89,3.10,0.00,0.00,0.07,0.81,0.01,0.17,4.81,2.88,0.00,0.00,0.005,0.049,125,0.231,0.997,0.000,0.000,0.003,250925,247455,6,0.476,0.012,0.007,68556,0.068,1.461,0.039,91.68,86528,0,0.000,0.000,0.000,1987995,1.00,20.88,0.000,0.000,0.000,3,4,7,56,2368,0.145,71.64,0.0142,0.084,14,0.854,0.000,0.848,0.854,1.72,0.390,0.328,0.00,0.000,1.00,1.00,1.00
400000,1415,1.667,0.356,11.52,37947,20954,2374,0,14580,0,925587.6,0.0,0.104,0.228,0.662,0.006,609,5.13,3.66,0.00,0.00,0.11,1.35,0.01,0.30,5.01,3.26,0.00,0.00,0.007,0.059,152,0.201,0.992,0.000,0.000,0.008,252096,248189,4,0.636,0.105,0.004,42971,0.127,1.463,0.041,91.29,88908,0,0.000,0.000,0.000,2228498,1.00,20.48,0.000,0.000,0.000,3,4,7,44,2558,0.156,72.02,0.0131,0.016,15,0.856,0.000,0.841,0.850,1.81,0.441,0.363,0.00,0.000,1.00,1.00,1.00
410000,1425,1.672,0.381,11.73,40769,23475,2245,0,15039,0,926588.0,0.0,0.069,0.264,0.662,0.005,583,4.75,3.37,0.00,0.00,0.15,1.68,0.01,0.30,4.58,2.68,0.00,0.00,0.011,0.076,143,0.152,0.994,0.000,0.000,0.006,251268,247954,5,0.735,0.009,0.001,32028,0.150,1.550,0.044,91.49,90146,0,0.000,0.000,0.000,2630088,1.00,20.99,0.000,0.000,0.000,2,4,7,50,2495,0.152,71.83,0.0142,0.004,18,0.877,0.000,0.838,0.838,1.75,0.424,0.333,0.00,0.000,1.00,1.00,1.00
420000,1474,1.637,0.409,11.27,42521,23381,2375,2,16714,9,927622.6,3.0,0.031,0.307,0.649,0.013,598,4.47,3.28,0.00,0.05,0.12,1.02,0.02,0.51,4.34,2.83,0.00,0.00,0.010,0.068,139,0.195,0.991,0.000,0.000,0.009,252223,249615,3,0.632,0.098,0.001,27773,0.151,1.601,0.048,92.23,88070,8,0.330,1.000,0.000,3106629,1.00,21.28,0.001,0.000,0.000,3,4,6,64,2492,0.152,71.09,0.0145,0.000,21,0.906,0.000,0.848,0.832,1.69,0.378,0.309,0.00,0.000,1.00,1.00,1.00
430000,1520,1.643,0.385,11.42,41694,23988,2501,0,15159,2,950106.9,0.9,0.050,0.281,0.646,0.023,607,4.68,3.19,0.01,0.36,0.12,1.00,0.02,0.34,4.53,2.83,0.00,0.00,0.011,0.074,158,0.151,0.994,0.000,0.000,0.006,245525,243222,5,0.623,0.045,0.005,34345,0.114,1.528,0.044,92.56,86185,0,0.425,0.000,0.000,2807825,1.01,21.38,0.000,0.000,0.000,2,4,8,37,2470,0.151,70.76,0.0138,0.005,24,0.891,0.000,0.847,0.831,1.62,0.349,0.280,0.00,0.000,1.00,1.00,1.01
440000,1531,1.654,0.392,11.43,41850,24778,2464,0,14597,2,976366.5,0.7,0.074,0.274,0.639,0.014,584,4.90,3.39,0.01,0.14,0.09,1.09,0.02,0.32,4.78,3.02,0.00,0.00,0.006,0.058,157,0.115,0.993,0.000,0.000,0.007,261973,259234,6,0.637,0.014,0.006,78732,0.084,1.559,0.046,96.01,90721,0,0.362,0.000,0.000,2862632,1.01,21.07,0.000,0.000,0.000,2,4,8,51,2537,0.155,67.30,0.0133,0.003,20,0.889,0.000,0.839,0.841,1.66,0.351,0.309,0.00,0.000,1.01,1.01,1.00
