step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,5275,1.643,0.431,6.40,145006,81530,8836,2,54749,32,2245876.8,7.6,0.139,0.248,0.291,0.323,182,4.60,3.07,0.01,0.28,0.03,0.43,0.02,0.32,4.54,2.91,0.00,0.03,0.003,0.043,277,0.155,0.994,0.000,0.000,0.006,975410,963026,13,0.363,0.000,0.005,306716,0.136,1.661,0.051,337.35,234203,1128,0.238,0.000,0.000,8493270,1.00,22.08,0.000,0.000,0.000,3,4,7,47,9356,0.143,315.91,0.0094,0.015,82,0.893,0.000,0.737,0.852,1.77,0.230,0.357,0.00,0.001,1.01,1.00,1.00
120000,5495,1.644,0.367,6.37,144544,79593,9653,0,55078,10,2236218.8,3.1,0.133,0.253,0.252,0.362,177,4.48,2.41,0.01,0.25,0.02,0.42,0.02,0.25,4.43,2.27,0.00,0.00,0.002,0.037,247,0.225,0.992,0.000,0.000,0.008,979432,966869,15,0.492,0.060,0.007,330046,0.134,1.524,0.042,347.42,244750,0,0.307,0.000,0.000,8859015,1.00,22.18,0.000,0.000,0.000,3,4,7,47,9194,0.140,305.85,0.0092,0.028,104,0.893,0.000,0.760,0.853,1.67,0.187,0.338,0.00,0.000,1.00,1.00,1.01
130000,5190,1.646,0.420,6.38,142884,79203,9110,4,54872,17,2306946.8,5.5,0.125,0.214,0.263,0.398,179,4.71,2.70,0.01,0.30,0.02,0.44,0.03,0.72,4.64,2.39,0.00,0.00,0.002,0.029,249,0.224,0.992,0.000,0.000,0.008,1023721,1011222,8,0.643,0.008,0.004,221677,0.095,1.636,0.049,346.91,256380,915,0.323,0.000,0.000,6972308,1.00,21.89,0.000,0.000,0.000,3,4,7,48,9279,0.142,306.35,0.0096,0.005,130,0.878,0.000,0.783,0.861,1.79,0.233,0.375,0.00,0.000,1.00,1.00,1.00
140000,5251,1.658,0.393,6.35,137531,78093,9097,2,50278,40,2345781.2,7.9,0.135,0.237,0.245,0.383,179,4.73,2.79,0.02,0.25,0.02,0.45,0.02,0.28,4.67,2.66,0.00,0.00,0.003,0.040,255,0.234,0.992,0.000,0.000,0.008,1006578,989551,16,0.517,0.031,0.006,274621,0.099,1.578,0.046,346.17,248071,1048,0.198,0.000,0.000,7912050,1.01,21.84,0.000,0.001,0.000,3,4,7,64,9201,0.140,307.09,0.0096,0.025,101,0.893,0.000,0.753,0.864,1.75,0.216,0.360,0.00,0.000,1.00,1.01,1.01
150000,4911,1.668,0.404,6.45,129700,72383,9121,0,48536,16,2370849.5,3.4,0.125,0.246,0.267,0.362,168,4.64,2.65,0.02,0.44,0.02,0.36,0.03,0.52,4.58,2.48,0.00,0.00,0.002,0.030,241,0.232,0.993,0.000,0.000,0.007,1014975,999695,12,0.480,0.151,0.006,342439,0.135,1.611,0.047,340.27,247656,0,0.214,0.000,0.000,8175588,1.01,22.00,0.000,0.000,0.000,3,4,7,45,8583,0.131,312.99,0.0105,0.014,66,0.907,0.000,0.770,0.872,1.75,0.238,0.310,0.00,0.000,1.01,1.01,1.01
160000,4935,1.678,0.366,6.61,121218,62506,9375,1,49312,7,2319575.5,0.5,0.168,0.226,0.254,0.352,188,4.78,2.63,0.01,0.29,0.03,0.31,0.01,0.33,4.73,2.59,0.00,0.00,0.004,0.044,253,0.207,0.995,0.000,0.000,0.005,1004900,991178,13,0.407,0.028,0.006,344020,0.123,1.522,0.042,331.52,250817,1822,0.066,0.000,0.000,7433428,1.01,21.84,0.000,0.000,0.000,3,4,7,61,8626,0.132,321.74,0.0099,0.020,57,0.911,0.000,0.791,0.880,1.75,0.254,0.299,0.00,0.000,1.01,1.01,1.00
170000,4914,1.709,0.363,6.35,123445,62927,9505,1,51033,12,2362408.0,2.4,0.162,0.233,0.275,0.329,182,5.04,2.96,0.02,0.27,0.02,0.35,0.03,0.63,4.98,2.79,0.00,0.00,0.003,0.037,248,0.190,0.993,0.000,0.000,0.007,1048544,1033977,11,0.444,0.082,0.005,251980,0.094,1.516,0.042,341.23,264927,260,0.203,0.000,0.000,7914727,1.01,21.50,0.000,0.000,0.000,3,4,8,42,8420,0.128,312.03,0.0097,0.019,67,0.916,0.000,0.801,0.882,1.71,0.228,0.305,0.00,0.000,1.01,1.01,1.01
180000,5271,1.695,0.373,6.27,129248,69548,9353,1,49989,46,2324664.0,6.2,0.143,0.265,0.264,0.327,187,4.91,2.96,0.04,0.59,0.05,0.59,0.02,0.34,4.80,2.71,0.00,0.00,0.007,0.049,277,0.195,0.991,0.000,0.000,0.009,1058233,1044739,14,0.493,0.070,0.005,354707,0.114,1.540,0.043,348.95,259060,30,0.136,1.000,0.000,9425278,1.01,21.59,0.000,0.000,0.000,3,4,7,52,8972,0.137,304.31,0.0092,0.023,71,0.921,0.000,0.810,0.878,1.70,0.223,0.305,0.00,0.000,1.02,1.02,1.01
190000,5338,1.652,0.388,6.30,124922,70637,9613,0,44605,26,2232386.8,1.3,0.152,0.273,0.212,0.364,180,4.61,2.58,0.02,0.41,0.02,0.64,0.01,0.18,4.55,2.32,0.00,0.00,0.002,0.026,242,0.208,0.995,0.000,0.000,0.005,1023005,1007961,15,0.556,0.047,0.008,387549,0.094,1.552,0.044,351.67,257090,0,0.049,0.000,0.000,10272664,1.01,21.94,0.000,0.000,0.000,3,4,7,56,9312,0.142,301.60,0.0092,0.028,69,0.922,0.000,0.810,0.878,1.74,0.230,0.324,0.00,0.000,1.01,1.01,1.01
200000,5528,1.650,0.418,6.21,130272,73622,9630,0,46830,1,2232344.8,0.3,0.143,0.276,0.178,0.403,163,4.53,2.38,0.02,0.37,0.01,0.40,0.02,0.30,4.48,2.25,0.00,0.00,0.001,0.028,236,0.208,0.994,0.000,0.000,0.006,1000094,990101,17,0.621,0.006,0.006,363686,0.083,1.623,0.048,350.34,246731,0,0.287,0.000,0.000,10257815,1.01,21.90,0.000,0.000,0.000,3,4,7,42,9298,0.142,302.92,0.0090,0.034,78,0.919,0.000,0.811,0.870,1.68,0.202,0.321,0.00,0.000,1.01,1.01,1.01
210000,5422,1.672,0.398,6.50,139921,81697,10016,0,48314,7,2263243.2,0.5,0.145,0.281,0.158,0.416,175,4.56,2.68,0.02,0.36,0.01,0.15,0.02,0.33,4.51,2.60,0.00,0.00,0.001,0.024,249,0.191,0.996,0.000,0.000,0.004,1031447,1020076,13,0.542,0.005,0.013,559183,0.093,1.589,0.046,358.55,254072,0,0.065,0.000,0.000,10945956,1.01,21.89,0.000,0.000,0.000,3,4,7,64,9412,0.144,294.71,0.0093,0.021,54,0.919,0.000,0.824,0.865,1.74,0.237,0.312,0.00,0.000,1.01,1.01,1.01
220000,5432,1.656,0.416,6.31,134057,78030,9788,1,46228,17,2283452.5,3.1,0.159,0.271,0.188,0.382,174,4.56,2.78,0.01,0.12,0.01,0.16,0.01,0.18,4.53,2.76,0.00,0.00,0.001,0.027,249,0.219,0.993,0.000,0.000,0.007,996848,984579,12,0.539,0.029,0.008,591569,0.099,1.629,0.048,352.75,254305,190,0.185,0.000,0.000,9881401,1.00,22.01,0.000,0.000,0.000,3,4,7,52,9391,0.143,300.51,0.0093,0.019,79,0.916,0.000,0.807,0.866,1.73,0.246,0.304,0.00,0.000,1.01,1.00,1.00
230000,5337,1.668,0.427,6.03,137928,77853,9773,0,50397,3,2291461.5,0.2,0.160,0.272,0.214,0.354,179,4.73,3.05,0.01,0.25,0.04,0.62,0.03,0.31,4.66,2.89,0.00,0.00,0.004,0.035,230,0.188,0.996,0.000,0.000,0.004,1038786,1029060,8,0.577,0.052,0.016,612260,0.095,1.651,0.050,358.49,251223,0,0.061,0.000,0.000,9853022,1.00,21.93,0.000,0.000,0.000,3,4,7,43,9599,0.146,294.77,0.0092,0.021,77,0.919,0.000,0.804,0.867,1.80,0.237,0.361,0.00,0.000,1.00,1.00,1.01
240000,5471,1.684,0.404,6.15,139957,79074,9695,1,51053,20,2287536.0,0.4,0.169,0.283,0.206,0.342,179,4.87,3.59,0.03,0.26,0.03,0.42,0.04,0.85,4.77,3.31,0.00,0.00,0.003,0.038,270,0.159,0.994,0.000,0.000,0.006,1013388,1004346,6,0.539,0.345,0.010,619600,0.080,1.580,0.047,362.37,243984,1921,0.022,0.000,0.000,10777944,1.01,21.77,0.000,0.000,0.000,3,4,7,54,10045,0.153,290.89,0.0088,0.006,96,0.920,0.000,0.782,0.862,1.84,0.268,0.353,0.00,0.000,1.02,1.01,1.01
250000,5267,1.669,0.390,5.93,129036,72484,9240,0,47516,17,2268834.0,2.7,0.173,0.274,0.242,0.311,177,4.84,3.01,0.07,0.75,0.03,0.73,0.02,0.31,4.71,2.64,0.00,0.00,0.003,0.045,262,0.151,0.993,0.000,0.000,0.006,973295,962704,9,0.549,0.183,0.008,496026,0.084,1.564,0.045,340.11,219859,0,0.160,0.000,0.000,9638524,1.03,21.60,0.000,0.000,0.000,3,4,7,64,9140,0.139,313.15,0.0091,0.032,100,0.922,0.000,0.770,0.868,1.74,0.254,0.301,0.00,0.000,1.04,1.05,1.02
260000,5339,1.676,0.412,5.97,139542,80458,9481,1,49530,14,2326749.2,2.0,0.182,0.231,0.263,0.324,189,4.73,2.70,0.04,0.46,0.02,0.32,0.02,0.37,4.65,2.53,0.00,0.00,0.002,0.030,239,0.165,0.997,0.000,0.000,0.003,1050915,1041486,6,0.712,0.083,0.006,424124,0.100,1.623,0.048,359.65,232527,512,0.144,0.000,0.000,8438685,1.02,21.77,0.000,0.000,0.000,3,4,7,52,9339,0.143,293.61,0.0094,0.014,50,0.908,0.000,0.780,0.867,1.75,0.244,0.304,0.00,0.000,1.03,1.03,1.01
270000,5479,1.641,0.400,6.18,139866,80140,9316,2,50268,26,2207500.0,1.1,0.177,0.229,0.271,0.323,186,4.47,2.36,0.05,0.33,0.02,0.62,0.02,0.43,4.37,2.11,0.00,0.00,0.002,0.022,235,0.169,0.995,0.000,0.000,0.005,1023402,1012823,8,0.502,0.016,0.006,282662,0.101,1.590,0.047,352.35,231176,1228,0.041,0.000,0.000,8098190,1.02,22.01,0.000,0.000,0.000,3,4,6,58,9579,0.146,300.91,0.0092,0.027,77,0.898,0.000,0.777,0.864,1.75,0.238,0.314,0.00,0.000,1.05,1.04,1.01
280000,4936,1.656,0.418,6.14,136672,77320,9115,0,50780,31,2242885.5,3.2,0.189,0.221,0.292,0.298,194,4.77,3.03,0.02,0.37,0.08,0.91,0.02,0.31,4.65,2.56,0.00,0.00,0.005,0.046,250,0.208,0.992,0.000,0.000,0.008,1001315,990617,12,0.412,0.107,0.005,218244,0.120,1.638,0.049,344.48,219824,0,0.104,0.000,0.000,7671958,1.01,21.87,0.000,0.000,0.000,3,4,7,60,9126,0.139,308.78,0.0098,0.030,73,0.898,0.000,0.769,0.864,1.85,0.279,0.331,0.00,0.000,1.02,1.01,1.01
290000,5412,1.672,0.421,5.94,135368,74548,9083,0,51261,19,2280585.5,2.8,0.166,0.243,0.271,0.321,199,4.62,2.89,0.04,0.84,0.03,0.93,0.02,0.42,4.54,2.50,0.00,0.00,0.002,0.032,243,0.219,0.993,0.000,0.000,0.007,1027230,1016164,8,0.485,0.025,0.010,412736,0.091,1.643,0.050,344.53,222175,0,0.147,0.000,0.000,8195794,1.01,22.05,0.001,0.000,0.000,3,4,6,64,10066,0.154,308.73,0.0093,0.018,71,0.915,0.000,0.770,0.868,1.86,0.291,0.332,0.00,0.000,1.02,1.01,1.01
300000,5588,1.671,0.398,6.13,129773,72058,9929,4,47606,64,2245770.5,16.0,0.166,0.247,0.263,0.324,173,4.51,2.89,0.02,0.32,0.02,0.42,0.02,0.24,4.45,2.79,0.00,0.00,0.003,0.038,235,0.201,0.995,0.000,0.000,0.005,996933,984536,7,0.407,0.303,0.009,543563,0.194,1.577,0.046,350.09,216142,2336,0.250,0.000,0.000,8676150,1.01,22.18,0.001,0.000,0.000,3,4,7,64,10089,0.154,303.17,0.0090,0.030,92,0.916,0.000,0.767,0.870,1.81,0.272,0.313,0.00,0.001,1.01,1.01,1.01
310000,5672,1.677,0.355,6.06,136261,77136,10142,0,48899,27,2280125.2,2.0,0.147,0.228,0.262,0.363,188,4.51,2.23,0.02,0.27,0.01,0.33,0.02,0.29,4.45,2.12,0.00,0.07,0.002,0.026,224,0.184,0.994,0.000,0.000,0.005,1043172,1029415,9,0.448,0.027,0.007,692479,0.226,1.498,0.041,359.06,232623,0,0.073,0.000,0.000,8490538,1.01,22.10,0.000,0.000,0.000,3,4,7,37,9589,0.146,294.20,0.0090,0.021,91,0.912,0.000,0.795,0.870,1.69,0.231,0.268,0.00,0.000,1.01,1.01,1.01
320000,5348,1.632,0.421,6.11,137171,78722,9751,0,49022,36,2256480.5,1.8,0.149,0.251,0.262,0.338,189,4.46,2.74,0.02,0.43,0.02,0.65,0.03,0.54,4.40,2.44,0.00,0.00,0.002,0.037,228,0.204,0.994,0.000,0.000,0.006,1043890,1031395,6,0.402,0.237,0.009,322111,0.171,1.640,0.049,357.00,233827,0,0.049,0.000,0.000,9382749,1.01,22.24,0.000,0.000,0.000,3,4,6,56,9786,0.149,296.26,0.0096,0.010,90,0.917,0.000,0.781,0.869,1.83,0.258,0.342,0.00,0.000,1.01,1.01,1.01
330000,5431,1.658,0.391,6.18,140349,83258,9238,3,47767,49,2226989.5,5.4,0.136,0.288,0.281,0.295,190,4.50,2.45,0.02,0.32,0.01,0.17,0.02,0.40,4.45,2.33,0.00,0.00,0.001,0.026,235,0.196,0.992,0.000,0.000,0.008,1036873,1024147,5,0.444,0.378,0.008,468320,0.169,1.582,0.046,347.62,235235,337,0.111,0.667,0.000,10495583,1.01,22.08,0.000,0.000,0.000,3,4,6,58,9625,0.147,305.64,0.0092,0.011,116,0.921,0.000,0.767,0.865,1.77,0.241,0.317,0.00,0.000,1.02,1.01,1.01
340000,5412,1.672,0.412,6.25,144246,85003,9167,0,50095,11,2252324.5,1.1,0.123,0.273,0.297,0.307,186,4.84,3.10,0.08,0.93,0.01,0.15,0.03,0.51,4.72,2.73,0.00,0.00,0.001,0.028,264,0.184,0.992,0.000,0.000,0.008,1034044,1023834,9,0.472,0.105,0.011,509193,0.099,1.629,0.049,352.67,235201,0,0.100,0.000,0.000,10027961,1.03,21.68,0.000,0.000,0.000,3,4,7,49,9720,0.148,300.60,0.0088,0.003,102,0.919,0.000,0.772,0.861,1.80,0.274,0.304,0.00,0.000,1.06,1.02,1.02
350000,5289,1.689,0.417,6.32,140600,82233,9546,1,48943,39,2347905.0,6.1,0.129,0.250,0.328,0.293,166,4.80,3.10,0.05,0.59,0.02,0.22,0.04,0.58,4.69,2.90,0.00,0.00,0.003,0.032,305,0.198,0.992,0.000,0.000,0.008,1079550,1067085,9,0.437,0.058,0.012,614494,0.101,1.628,0.049,357.91,246810,39,0.157,1.000,0.000,9170807,1.02,21.71,0.000,0.000,0.000,3,4,7,64,9782,0.149,295.35,0.0095,0.001,131,0.914,0.000,0.782,0.870,1.85,0.299,0.313,0.00,0.000,1.03,1.02,1.02
360000,5325,1.665,0.412,6.37,137955,82575,9385,21,45938,221,2285272.0,61.9,0.125,0.280,0.328,0.267,184,4.65,2.99,0.04,0.45,0.02,0.69,0.04,0.63,4.55,2.67,0.00,0.00,0.001,0.025,287,0.194,0.993,0.000,0.000,0.007,1025430,1015426,8,0.465,0.080,0.011,459983,0.092,1.633,0.049,351.91,237512,425,0.280,0.476,0.000,10449147,1.02,21.84,0.000,0.000,0.000,3,4,7,64,9507,0.145,301.35,0.0094,0.002,110,0.920,0.000,0.769,0.866,1.79,0.261,0.305,0.00,0.000,1.02,1.02,1.02
370000,5565,1.637,0.401,6.44,140858,84262,9226,1,47129,33,2219324.5,2.0,0.128,0.277,0.297,0.297,179,4.48,2.33,0.03,0.66,0.02,0.49,0.03,0.48,4.40,2.09,0.00,0.04,0.002,0.031,247,0.183,0.994,0.000,0.000,0.006,1009950,998718,8,0.341,0.188,0.008,648011,0.063,1.598,0.047,351.74,239272,1973,0.062,0.000,0.000,10446159,1.01,22.07,0.000,0.000,0.000,3,4,6,61,9904,0.151,301.53,0.0091,0.023,83,0.913,0.000,0.763,0.861,1.78,0.241,0.330,0.00,0.000,1.02,1.02,1.01
380000,5411,1.663,0.383,6.30,140706,78459,9656,2,52743,18,2301339.2,0.3,0.149,0.247,0.309,0.295,177,4.65,2.70,0.02,0.32,0.02,0.46,0.05,0.48,4.56,2.39,0.00,0.01,0.001,0.024,224,0.178,0.995,0.000,0.000,0.005,1034918,1022892,13,0.422,0.050,0.018,764754,0.078,1.564,0.045,355.73,248646,808,0.018,0.500,0.000,9187424,1.01,21.89,0.000,0.000,0.000,3,4,7,42,9550,0.146,297.53,0.0093,0.019,51,0.907,0.000,0.767,0.864,1.76,0.253,0.310,0.00,0.000,1.01,1.00,1.01
390000,5513,1.662,0.400,6.50,137253,71665,9753,3,55730,30,2282779.5,8.5,0.152,0.221,0.333,0.294,178,4.60,2.48,0.05,0.67,0.03,0.53,0.03,0.49,4.48,2.15,0.00,0.00,0.003,0.037,261,0.199,0.994,0.000,0.000,0.005,1029257,1016875,11,0.387,0.085,0.013,706702,0.086,1.593,0.047,354.98,240337,1051,0.283,0.333,0.000,7703236,1.02,21.95,0.000,0.000,0.000,3,4,6,56,10115,0.154,298.29,0.0092,0.010,64,0.900,0.000,0.775,0.867,1.83,0.292,0.317,0.00,0.000,1.04,1.02,1.02
400000,4991,1.653,0.419,6.46,130461,71035,9376,2,50570,28,2239971.2,4.4,0.153,0.215,0.349,0.283,166,4.71,2.90,0.04,0.68,0.03,0.62,0.02,0.41,4.62,2.60,0.00,0.08,0.003,0.039,249,0.212,0.994,0.000,0.000,0.005,987578,974163,10,0.378,0.120,0.007,657483,0.090,1.646,0.049,340.98,235143,2118,0.156,0.000,0.000,7402038,1.01,21.87,0.000,0.000,0.000,3,4,6,64,9577,0.146,312.28,0.0097,0.018,87,0.895,0.000,0.774,0.868,1.92,0.308,0.359,0.00,0.000,1.02,1.01,1.01
410000,5337,1.659,0.435,6.36,140247,81112,8851,4,49934,45,2274457.2,5.6,0.179,0.230,0.276,0.314,183,4.77,3.34,0.03,0.73,0.03,0.56,0.03,0.54,4.68,2.97,0.00,0.00,0.003,0.036,249,0.213,0.993,0.000,0.000,0.007,1006992,993067,10,0.571,0.087,0.008,355921,0.127,1.670,0.051,344.64,235958,682,0.125,0.250,0.000,8025160,1.01,21.92,0.000,0.000,0.000,3,4,7,64,10105,0.154,308.62,0.0091,0.013,124,0.889,0.000,0.738,0.861,1.89,0.293,0.341,0.00,0.000,1.02,1.01,1.01
420000,5411,1.654,0.384,6.43,140708,83205,8710,1,48718,46,2333750.0,3.9,0.166,0.249,0.256,0.329,179,4.89,3.49,0.02,0.73,0.01,0.24,0.06,0.74,4.79,3.20,0.00,0.00,0.002,0.032,266,0.176,0.995,0.000,0.000,0.005,1004829,992957,9,0.609,0.079,0.016,567808,0.177,1.578,0.045,345.21,243907,1491,0.086,0.000,0.000,8739707,1.01,21.60,0.000,0.000,0.000,3,4,7,64,9960,0.152,308.05,0.0090,0.021,58,0.893,0.000,0.739,0.860,1.84,0.268,0.349,0.00,0.000,1.01,1.01,1.01
430000,5497,1.665,0.381,6.24,129035,71034,9189,5,48721,30,2210414.5,1.5,0.174,0.236,0.245,0.345,186,4.71,2.82,0.02,0.43,0.03,0.51,0.02,0.36,4.63,2.56,0.00,0.00,0.003,0.036,261,0.196,0.995,0.000,0.000,0.005,955040,945207,8,0.528,0.030,0.009,833454,0.175,1.560,0.044,342.14,229995,1652,0.051,0.000,0.000,8134257,1.01,21.78,0.000,0.000,0.000,3,4,7,54,10317,0.157,311.12,0.0087,0.026,73,0.894,0.000,0.747,0.865,1.88,0.296,0.345,0.00,0.000,1.01,1.01,1.01
