step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,848,8.0,0.0,0.1,0.2,7.6,0.0,1.01,19.7,136,850,91.02,0.00,645,180,23,0.0,1.01,1.01,1.01,2.90,0.66,0.72
5000,3,80,10.6,0.0,0.1,0.0,10.6,0.0,1.00,17.2,16,830,86.57,0.00,80,0,0,0.0,1.00,1.00,1.00,1.40,0.03,0.35
5000,4,66,3.3,0.0,0.0,0.0,3.3,0.0,1.00,23.8,5,1075,62.58,0.00,65,0,1,0.0,1.00,1.00,1.00,2.02,0.98,0.02
5000,2,31,17.1,0.0,0.0,1.8,15.3,0.0,1.00,12.7,18,1383,190.08,0.00,31,0,0,0.0,1.00,1.00,1.00,1.84,0.00,0.84
5000,5,7,64.0,0.0,3.1,0.0,60.9,0.0,1.00,0.0,2,1900,669.47,0.00,7,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,1,817,7.6,0.0,0.1,0.2,7.2,0.0,1.00,20.4,123,1020,108.76,0.00,583,203,31,0.0,1.01,1.00,1.00,3.01,0.72,0.76
6000,3,81,10.7,0.0,0.0,0.0,10.7,0.0,1.00,16.6,14,1509,153.99,0.00,81,0,0,0.0,1.00,1.00,1.00,1.31,0.00,0.31
6000,15,78,14.6,0.5,1.7,0.1,12.3,0.2,1.10,13.5,23,1860,422.73,0.01,0,78,0,0.2,1.11,1.08,1.13,1.65,0.03,0.60
6000,4,65,3.4,0.0,0.0,0.0,3.4,0.0,1.00,23.8,6,1553,91.72,0.00,65,0,0,0.0,1.00,1.00,1.00,2.00,0.97,0.02
6000,2,33,16.4,0.0,0.0,1.7,14.7,0.0,1.00,13.3,19,2266,296.76,0.00,33,0,0,0.0,1.00,1.00,1.00,1.79,0.00,0.79
6000,16,32,20.5,0.0,2.8,0.0,17.7,0.0,1.00,10.2,14,772,258.76,0.00,0,32,0,0.0,1.00,1.00,1.00,2.56,0.56,0.53
6000,17,8,64.0,0.0,0.6,19.8,43.6,0.0,1.00,0.0,3,2755,804.20,0.00,8,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,5,7,64.0,0.0,3.1,0.0,60.9,0.0,1.00,0.0,2,2900,972.22,0.00,7,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,1,814,5.8,0.1,0.0,0.0,5.8,0.0,1.02,21.6,99,1000,87.94,0.00,583,212,19,0.0,1.02,1.03,1.02,2.82,0.64,0.71
7000,3,137,9.5,0.0,0.0,0.1,9.4,0.0,1.00,17.6,19,945,88.27,0.00,137,0,0,0.0,1.00,1.00,1.00,1.23,0.01,0.22
7000,15,118,10.8,0.3,1.2,0.2,9.1,0.1,1.05,16.5,27,931,147.06,0.00,3,115,0,0.1,1.06,1.04,1.06,1.39,0.02,0.36
7000,4,47,3.5,0.0,0.0,0.0,3.5,0.0,1.00,23.7,6,1848,111.17,0.00,47,0,0,0.0,1.00,1.00,1.00,2.00,0.96,0.02
7000,16,41,16.7,0.0,0.7,0.0,15.9,0.0,1.00,12.5,15,959,274.49,0.00,0,41,0,0.0,1.00,1.00,1.00,1.93,0.39,0.32
7000,2,35,9.5,0.0,0.0,0.7,8.8,0.0,1.00,18.2,18,1133,103.36,0.00,35,0,0,0.0,1.00,1.00,1.00,1.46,0.00,0.46
8000,1,873,5.4,0.1,0.0,0.0,5.3,0.0,1.03,22.2,100,1023,80.67,0.00,629,222,22,0.0,1.03,1.03,1.02,2.75,0.62,0.67
8000,3,140,8.3,0.0,0.1,0.0,8.2,0.0,1.00,18.8,20,1212,100.16,0.00,140,0,0,0.0,1.00,1.00,1.00,1.15,0.01,0.14
8000,15,108,11.7,0.3,1.2,0.2,10.0,0.1,1.06,16.3,28,1552,280.76,0.00,4,104,0,0.1,1.07,1.05,1.07,1.44,0.03,0.40
8000,16,63,9.0,0.0,0.0,0.0,9.0,0.0,1.00,18.3,6,518,82.25,0.00,0,63,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
8000,2,50,6.7,0.0,0.0,0.7,6.0,0.0,1.00,20.9,20,1111,91.31,0.00,50,0,0,0.0,1.00,1.00,1.00,1.26,0.00,0.26
8000,4,35,4.2,0.0,0.0,0.0,4.1,0.0,1.00,23.2,4,1265,77.69,0.00,35,0,0,0.0,1.00,1.00,1.00,2.11,1.00,0.06
9000,1,842,5.3,0.1,0.0,0.0,5.2,0.0,1.03,22.3,92,1018,80.65,0.00,632,195,15,0.0,1.03,1.03,1.03,2.65,0.60,0.61
9000,3,159,7.3,0.0,0.1,0.0,7.3,0.0,1.00,19.4,20,1481,126.48,0.00,159,0,0,0.0,1.00,1.00,1.00,1.13,0.01,0.12
9000,15,126,9.5,0.2,0.9,0.1,8.3,0.1,1.03,17.6,29,1877,298.00,0.00,2,124,0,0.1,1.04,1.03,1.03,1.29,0.02,0.26
9000,16,78,9.7,0.0,0.0,0.0,9.7,0.0,1.00,18.0,4,603,96.33,0.00,0,78,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
9000,4,29,5.1,0.0,0.0,0.0,5.0,0.0,1.00,22.5,6,1294,84.57,0.00,29,0,0,0.0,1.00,1.00,1.00,2.00,0.93,0.03
9000,26,22,3.5,0.0,0.0,0.0,3.5,0.0,1.00,24.5,4,1271,79.43,0.00,21,1,0,0.0,1.00,1.00,1.00,1.55,0.45,0.05
9000,2,8,4.9,0.0,0.0,1.2,3.6,0.0,1.00,22.2,4,898,53.47,0.00,8,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
10000,1,880,5.2,0.1,0.0,0.0,5.1,0.0,1.02,22.5,96,886,68.20,0.00,667,180,33,0.0,1.03,1.02,1.02,2.72,0.64,0.63
10000,3,155,5.9,0.0,0.1,0.0,5.8,0.0,1.00,21.1,21,1367,102.74,0.00,155,0,0,0.0,1.00,1.00,1.00,1.05,0.01,0.04
10000,15,147,6.9,0.1,0.2,0.0,6.6,0.0,1.01,19.4,20,708,82.96,0.00,25,122,0,0.0,1.02,1.02,1.00,1.04,0.01,0.03
10000,16,102,9.1,0.0,0.0,0.0,9.1,0.0,1.00,18.3,8,1010,150.83,0.00,0,102,0,0.0,1.00,1.00,1.00,1.01,0.00,0.01
10000,4,34,4.7,0.0,0.0,0.0,4.6,0.0,1.00,22.8,6,1485,101.80,0.00,34,0,0,0.0,1.00,1.00,1.00,2.00,0.94,0.03
10000,26,29,2.9,0.0,0.0,0.0,2.9,0.0,1.00,25.0,3,1148,57.49,0.00,29,0,0,0.0,1.00,1.00,1.00,1.45,0.45,0.00
11000,1,1101,5.6,0.1,0.1,0.0,5.4,0.0,1.02,21.8,134,944,73.90,0.00,869,213,19,0.0,1.02,1.02,1.02,2.38,0.52,0.49
11000,3,120,4.7,0.0,0.0,0.0,4.7,0.0,1.00,22.7,15,1189,92.23,0.00,120,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
11000,15,98,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.8,10,1273,141.60,0.00,54,44,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
11000,16,97,7.9,0.0,0.0,0.0,7.9,0.0,1.00,19.2,9,1324,189.49,0.00,0,97,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
