step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,long,wide
100000,4,4,0,0,0,4,0,1.00,24,0.000,2991,1.38,238.09,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2986,1.84,219.35,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2983,2.12,217.13,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2975,1.44,223.31,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2969,2.25,224.72,0.00,37,8,8,0,1.00,1.00,1.00,3,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2956,1.56,230.50,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2947,2.20,229.43,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2943,1.80,220.67,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,9,9,3,3,0,3,0,2.57,18,0.333,2931,1.51,175.86,0.00,1,8,8,3,3.00,3.00,2.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2923,2.01,227.87,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,7,7,0,0,0,7,0,1.00,18,0.000,2900,2.18,262.26,0.00,41,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2899,2.47,202.75,0.00,1,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2899,1.66,219.18,0.00,1,8,8,0,1.00,1.00,1.00,1,0,0
100000,12,12,0,0,0,12,0,1.00,16,0.000,2899,3.11,321.15,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2875,1.56,225.65,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2861,1.36,225.79,0.00,41,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2860,1.94,192.21,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,6,6,0,0,0,6,0,1.00,22,0.000,2852,1.95,277.05,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2825,2.08,213.84,0.00,80,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2820,2.13,225.60,0.00,41,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2817,2.02,225.36,0.00,80,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2797,1.48,211.17,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2797,2.12,211.82,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2769,1.32,221.51,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,24,0.000,2759,2.17,197.92,0.00,37,8,8,0,1.00,1.00,1.00,4,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2757,1.37,191.65,0.00,1,8,8,0,1.00,1.00,1.00,1,0,0
