step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,1,537,6.1,0.0,0.1,0.1,5.9,0.0,1.01,20.1,45,822,69.44,0.00,414,100,23,0.0,1.01,1.00,1.01,1.31,0.19,0.09
5000,4,408,8.6,0.0,0.1,0.0,8.5,0.0,1.00,19.7,80,775,75.20,0.00,403,1,4,0.0,1.00,1.00,1.00,3.66,0.95,0.91
5000,3,79,12.5,0.0,3.3,0.0,9.2,0.0,1.00,13.7,14,768,145.10,0.00,3,71,5,0.0,1.00,1.00,1.00,1.62,0.00,0.62
5000,2,54,10.4,0.0,0.0,0.0,10.4,0.0,1.00,18.1,16,1242,128.65,0.00,54,0,0,0.0,1.00,1.00,1.00,1.48,0.00,0.48
5000,6,11,64.0,1.7,0.1,0.0,62.2,0.0,1.42,0.0,3,1965,648.65,0.00,11,0,0,0.0,1.00,1.56,1.56,4.00,1.00,1.00
5000,5,7,11.9,0.0,0.0,0.0,11.9,0.0,1.00,15.4,4,1354,138.16,0.00,7,0,0,0.0,1.00,1.00,1.00,1.57,0.57,0.00
5000,7,6,64.0,0.0,1.8,11.3,50.8,0.0,1.00,0.0,4,1906,692.53,0.00,6,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,1,468,5.9,0.0,0.1,0.1,5.8,0.0,1.00,20.2,42,1221,104.58,0.00,334,117,17,0.0,1.00,1.00,1.00,1.28,0.19,0.08
6000,4,415,8.8,0.0,0.0,0.1,8.7,0.0,1.00,19.7,87,844,91.02,0.00,408,1,6,0.0,1.00,1.00,1.00,3.69,0.96,0.90
6000,3,94,11.9,0.0,3.3,0.2,8.4,0.0,1.01,15.7,16,998,165.59,0.00,10,83,1,0.0,1.01,1.01,1.01,1.37,0.01,0.36
6000,2,57,9.9,0.0,0.0,0.0,9.9,0.0,1.00,18.4,16,2122,224.32,0.00,57,0,0,0.0,1.00,1.00,1.00,1.46,0.00,0.46
6000,6,11,64.0,1.7,0.1,0.0,62.2,0.0,1.42,0.0,3,2965,970.73,0.00,11,0,0,0.0,1.00,1.56,1.56,4.00,1.00,1.00
6000,7,6,64.0,0.0,1.8,11.3,50.8,0.0,1.00,0.0,4,2906,1002.24,0.00,6,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,1,527,5.5,0.0,0.1,0.0,5.4,0.0,1.01,20.6,44,1073,88.09,0.00,399,118,10,0.0,1.02,1.00,1.01,1.28,0.15,0.10
7000,4,476,8.2,0.1,0.0,0.1,8.0,0.0,1.02,20.2,85,839,74.81,0.00,469,2,5,0.0,1.03,1.03,1.02,3.57,0.94,0.86
7000,3,106,9.2,0.1,2.9,0.0,6.2,0.0,1.05,17.0,20,622,67.24,0.00,4,101,1,0.0,1.03,1.04,1.10,1.25,0.00,0.25
7000,2,74,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.7,15,1108,105.17,0.00,74,0,0,0.0,1.00,1.00,1.00,1.24,0.01,0.23
8000,1,612,5.1,0.1,0.0,0.0,5.0,0.0,1.02,21.0,47,997,76.77,0.00,482,120,10,0.0,1.04,1.00,1.03,1.18,0.10,0.08
8000,4,450,7.0,0.1,0.2,0.0,6.7,0.0,1.04,20.8,82,931,75.20,0.00,438,2,10,0.0,1.06,1.04,1.03,3.42,0.92,0.79
8000,3,90,9.5,0.1,2.4,0.0,7.0,0.0,1.02,16.9,21,887,109.80,0.00,4,84,2,0.0,1.01,1.02,1.02,1.32,0.00,0.32
8000,2,70,5.4,0.0,0.0,0.0,5.4,0.0,1.00,21.6,14,1236,99.40,0.00,70,0,0,0.0,1.00,1.00,1.00,1.19,0.00,0.19
9000,1,594,4.8,0.1,0.0,0.0,4.7,0.0,1.02,21.5,44,1279,94.63,0.00,466,112,16,0.0,1.04,1.00,1.03,1.15,0.07,0.08
9000,4,471,7.0,0.1,0.0,0.1,6.8,0.0,1.03,20.8,85,840,73.31,0.00,457,9,5,0.0,1.04,1.03,1.02,3.44,0.93,0.79
9000,3,66,8.9,0.2,2.6,0.0,6.1,0.0,1.07,17.4,16,1478,165.34,0.00,3,63,0,0.0,1.05,1.07,1.09,1.24,0.00,0.24
9000,2,36,4.6,0.0,0.0,0.0,4.6,0.0,1.00,21.8,4,1601,126.28,0.00,36,0,0,0.0,1.00,1.00,1.00,1.03,0.00,0.03
10000,1,562,4.8,0.1,0.0,0.0,4.7,0.0,1.02,21.6,44,1260,94.43,0.00,449,101,12,0.0,1.03,1.00,1.02,1.11,0.06,0.05
10000,4,501,7.2,0.3,0.1,0.0,6.9,0.0,1.08,20.8,83,888,81.42,0.00,471,20,10,0.0,1.09,1.08,1.07,3.49,0.97,0.78
10000,3,51,7.5,0.0,1.3,0.0,6.2,0.0,1.00,19.8,11,730,78.83,0.00,31,20,0,0.0,1.00,1.00,1.00,1.31,0.00,0.31
10000,2,15,4.3,0.0,0.0,0.0,4.3,0.0,1.00,22.0,3,1268,81.86,0.00,15,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
11000,1,673,4.3,0.0,0.0,0.0,4.3,0.0,1.01,22.2,36,956,68.23,0.00,546,115,12,0.0,1.01,1.00,1.01,1.07,0.05,0.02
11000,4,495,6.7,0.1,0.1,0.0,6.5,0.0,1.04,21.2,77,899,79.81,0.00,452,32,11,0.0,1.04,1.04,1.03,3.40,0.96,0.75
11000,3,23,5.0,0.0,0.4,0.0,4.6,0.0,1.02,21.3,7,1247,98.01,0.00,23,0,0,0.0,1.01,1.01,1.04,1.30,0.00,0.30
11000,2,5,4.4,0.0,0.0,0.0,4.4,0.0,1.00,22.0,2,1694,129.43,0.00,5,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
12000,1,726,4.3,0.1,0.0,0.0,4.2,0.0,1.02,22.4,39,1290,93.20,0.00,601,118,7,0.0,1.02,1.01,1.03,1.06,0.04,0.02
12000,4,494,6.4,0.0,0.0,0.0,6.3,0.0,1.01,21.4,85,916,77.16,0.00,458,32,4,0.0,1.02,1.02,1.01,3.37,0.97,0.73
12000,3,23,3.6,0.0,0.0,0.0,3.6,0.0,1.00,23.0,3,1129,65.10,0.00,23,0,0,0.0,1.00,1.00,1.00,1.09,0.00,0.09
13000,1,615,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.7,31,1205,84.43,0.00,491,112,12,0.0,1.00,1.00,1.00,1.04,0.03,0.00
13000,4,523,6.1,0.1,0.0,0.0,6.0,0.0,1.02,21.6,78,862,79.79,0.00,486,27,10,0.0,1.02,1.02,1.02,3.50,0.97,0.81
14000,1,685,4.1,0.0,0.0,0.0,4.1,0.0,1.01,22.6,31,1060,77.21,0.00,546,132,7,0.0,1.01,1.01,1.01,1.03,0.02,0.00
14000,4,557,5.5,0.0,0.0,0.0,5.4,0.0,1.01,22.1,63,890,73.88,0.00,509,34,14,0.0,1.01,1.01,1.02,3.50,0.97,0.80
15000,1,657,4.2,0.0,0.0,0.0,4.2,0.0,1.00,22.6,32,1118,76.26,0.00,521,116,20,0.0,1.00,1.00,1.00,1.04,0.03,0.01
15000,4,460,5.7,0.2,0.1,0.1,5.4,0.0,1.06,22.0,62,985,79.27,0.00,411,36,13,0.0,1.07,1.05,1.06,3.43,0.95,0.79
16000,1,675,4.1,0.0,0.0,0.0,4.1,0.0,1.00,22.6,36,1272,85.65,0.00,546,109,20,0.0,1.00,1.00,1.00,1.04,0.02,0.02
16000,4,579,5.3,0.0,0.0,0.0,5.2,0.0,1.01,22.4,62,976,73.44,0.00,520,36,23,0.0,1.01,1.01,1.01,3.42,0.94,0.77
17000,1,654,4.2,0.0,0.0,0.0,4.1,0.0,1.01,22.6,35,1110,81.54,0.00,534,109,11,0.0,1.02,1.00,1.01,1.05,0.02,0.02
17000,4,472,5.4,0.1,0.2,0.0,5.1,0.0,1.02,22.3,57,871,64.23,0.01,423,42,7,0.0,1.03,1.02,1.02,3.23,0.89,0.74
18000,1,640,4.0,0.0,0.0,0.0,4.0,0.0,1.01,22.7,26,1075,72.45,0.00,503,124,13,0.0,1.01,1.00,1.00,1.02,0.02,0.01
18000,4,550,5.3,0.0,0.0,0.1,5.1,0.0,1.01,22.5,59,902,69.71,0.00,495,42,13,0.0,1.01,1.01,1.01,3.16,0.84,0.71
19000,1,653,3.9,0.0,0.0,0.0,3.9,0.0,1.00,22.8,25,1234,80.37,0.00,557,76,20,0.0,1.01,1.00,1.00,1.02,0.02,0.00
19000,4,569,5.5,0.1,0.1,0.0,5.2,0.0,1.04,22.3,59,1111,85.77,0.00,486,62,21,0.0,1.03,1.04,1.03,3.14,0.79,0.76
20000,1,720,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.9,30,1066,69.19,0.00,586,128,6,0.0,1.01,1.00,1.00,1.03,0.03,0.00
20000,4,568,5.0,0.0,0.0,0.0,4.9,0.0,1.01,22.8,57,950,65.45,0.00,563,2,3,0.0,1.02,1.02,1.01,3.12,0.80,0.68
21000,1,773,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.9,30,1094,71.18,0.00,646,119,8,0.0,1.00,1.00,1.00,1.04,0.03,0.01
21000,4,481,5.2,0.0,0.0,0.0,5.1,0.0,1.01,22.7,55,831,54.35,0.00,478,1,2,0.0,1.01,1.01,1.01,3.05,0.76,0.67
22000,1,732,4.0,0.0,0.0,0.0,3.9,0.0,1.00,22.7,28,1245,80.75,0.00,600,122,10,0.0,1.00,1.00,1.00,1.04,0.03,0.01
22000,4,564,4.9,0.0,0.1,0.0,4.8,0.0,1.01,22.8,58,1053,70.24,0.00,557,0,7,0.0,1.01,1.01,1.01,3.16,0.81,0.71
23000,1,672,4.0,0.0,0.0,0.0,4.0,0.0,1.01,22.6,29,1182,79.45,0.00,536,120,16,0.0,1.01,1.01,1.00,1.04,0.03,0.01
23000,4,407,5.4,0.0,0.0,0.0,5.4,0.0,1.00,22.5,47,1070,79.87,0.00,402,0,5,0.0,1.00,1.00,1.00,3.06,0.78,0.68
24000,4,622,5.0,0.0,0.0,0.0,4.9,0.0,1.02,22.8,57,907,68.01,0.00,618,0,4,0.0,1.03,1.03,1.02,3.22,0.84,0.72
24000,1,522,4.0,0.0,0.0,0.0,4.0,0.0,1.01,22.5,22,995,67.89,0.00,389,127,6,0.0,1.01,1.01,1.01,1.03,0.03,0.00
24000,28,80,4.8,0.2,0.0,0.0,4.6,0.0,1.07,23.1,12,902,87.98,0.00,0,65,15,0.0,1.12,1.12,1.04,2.28,0.16,0.99
25000,4,667,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.8,62,958,73.18,0.00,657,0,10,0.0,1.00,1.00,1.00,3.07,0.78,0.67
25000,1,531,4.2,0.0,0.0,0.0,4.1,0.0,1.01,22.3,25,1051,68.23,0.00,391,120,20,0.0,1.01,1.00,1.01,1.04,0.04,0.00
25000,28,78,4.5,0.0,0.0,0.0,4.5,0.0,1.00,23.5,7,660,54.28,0.00,1,65,12,0.0,1.00,1.00,1.00,2.18,0.09,1.00
26000,1,546,4.2,0.0,0.0,0.0,4.2,0.0,1.01,22.2,24,1206,79.05,0.00,415,119,12,0.0,1.00,1.01,1.02,1.03,0.02,0.01
26000,4,298,5.4,0.3,0.0,0.0,5.2,0.0,1.08,22.5,31,1094,90.59,0.00,298,0,0,0.0,1.09,1.08,1.09,3.68,0.99,0.87
26000,28,81,4.0,0.0,0.0,0.0,4.0,0.0,1.00,24.0,3,857,64.18,0.00,0,69,12,0.0,1.00,1.00,1.00,2.02,0.01,1.00
27000,1,543,4.0,0.0,0.0,0.0,3.9,0.0,1.01,22.6,26,850,61.12,0.00,413,121,9,0.0,1.01,1.01,1.01,1.05,0.04,0.01
27000,4,476,5.0,0.1,0.0,0.0,4.9,0.0,1.02,22.7,52,951,72.01,0.00,470,0,6,0.0,1.02,1.02,1.02,2.93,0.72,0.61
27000,28,83,4.0,0.0,0.0,0.0,4.0,0.0,1.00,24.0,3,937,70.77,0.00,0,70,13,0.0,1.00,1.00,1.00,2.02,0.01,1.00
28000,1,574,3.9,0.0,0.0,0.0,3.8,0.0,1.00,22.7,23,1192,84.85,0.00,442,121,11,0.0,1.00,1.00,1.00,1.03,0.02,0.01
28000,4,487,4.7,0.0,0.0,0.0,4.7,0.0,1.01,23.1,44,1103,80.71,0.00,485,0,2,0.0,1.02,1.02,1.01,3.63,0.99,0.83
28000,28,76,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.9,4,917,69.30,0.00,0,67,9,0.0,1.00,1.00,1.00,2.05,0.03,1.00
29000,1,504,4.2,0.0,0.0,0.0,4.2,0.0,1.00,22.5,29,1083,67.76,0.00,369,121,14,0.0,1.01,1.00,1.00,1.09,0.04,0.03
29000,4,245,5.0,0.0,0.2,0.0,4.8,0.0,1.00,22.9,23,1314,100.54,0.00,245,0,0,0.0,1.00,1.00,1.00,3.70,0.99,0.86
29000,28,80,4.2,0.0,0.0,0.0,4.2,0.0,1.00,23.8,10,781,59.35,0.00,0,66,14,0.0,1.00,1.00,1.00,2.08,0.06,0.98
30000,1,458,4.0,0.0,0.0,0.1,4.0,0.0,1.00,22.6,32,869,54.84,0.00,324,122,12,0.0,1.01,1.00,1.00,1.07,0.04,0.02
30000,4,173,4.8,0.2,0.0,0.0,4.6,0.0,1.05,23.1,16,1149,85.51,0.00,171,0,2,0.0,1.07,1.07,1.04,3.65,1.00,0.84
30000,28,86,4.5,0.0,0.2,0.0,4.3,0.0,1.00,23.5,6,794,61.77,0.00,0,68,18,0.0,1.00,1.00,1.00,2.12,0.06,1.00
31000,1,389,4.0,0.0,0.0,0.0,3.9,0.0,1.02,22.7,21,1045,69.98,0.00,263,123,3,0.0,1.02,1.02,1.01,1.02,0.01,0.01
31000,4,159,5.2,0.1,0.0,0.0,5.1,0.0,1.04,22.9,22,1247,99.60,0.00,159,0,0,0.0,1.06,1.06,1.03,3.55,0.99,0.78
31000,28,79,4.2,0.0,0.2,0.0,4.0,0.0,1.00,23.8,7,826,65.46,0.00,0,65,14,0.0,1.00,1.00,1.00,2.05,0.04,0.97
32000,35,484,7.0,0.0,0.0,0.0,6.9,0.0,1.00,20.6,77,1153,97.77,0.00,484,0,0,0.0,1.00,1.00,1.00,1.09,0.02,0.06
32000,1,363,4.1,0.0,0.0,0.0,4.1,0.0,1.01,22.5,30,1042,71.22,0.00,243,113,7,0.0,1.02,1.01,1.01,1.05,0.03,0.01
32000,4,146,4.8,0.0,0.0,0.0,4.8,0.0,1.00,23.0,16,1141,85.96,0.00,146,0,0,0.0,1.00,1.00,1.00,3.62,1.00,0.81
32000,28,78,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.8,5,964,75.15,0.00,0,69,9,0.0,1.00,1.00,1.00,2.08,0.05,1.00
33000,35,493,6.9,0.0,0.0,0.0,6.9,0.0,1.00,20.5,77,1218,101.66,0.00,493,0,0,0.0,1.00,1.00,1.00,1.05,0.02,0.03
33000,1,423,4.1,0.0,0.0,0.0,4.1,0.0,1.01,22.4,24,1015,69.59,0.00,292,126,5,0.0,1.01,1.01,1.01,1.04,0.03,0.01
33000,36,175,4.0,0.0,0.1,0.0,3.9,0.0,1.00,23.9,14,1008,64.34,0.00,173,0,2,0.0,1.00,1.00,1.00,3.50,1.00,0.79
33000,4,137,5.8,0.2,0.0,0.0,5.6,0.0,1.07,22.3,22,897,68.30,0.00,137,0,0,0.0,1.07,1.07,1.06,3.60,0.99,0.81
33000,28,80,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.9,7,954,71.21,0.00,0,61,19,0.0,1.00,1.00,1.00,2.05,0.04,0.99
34000,35,452,7.2,0.0,0.0,0.0,7.2,0.0,1.00,20.3,71,1618,137.19,0.00,452,0,0,0.0,1.00,1.00,1.00,1.04,0.01,0.03
34000,1,396,4.2,0.1,0.0,0.1,4.1,0.0,1.03,22.4,29,1297,84.95,0.00,275,110,11,0.0,1.03,1.02,1.03,1.10,0.07,0.02
34000,36,160,4.2,0.0,0.0,0.0,4.2,0.0,1.00,23.7,13,1098,67.37,0.00,160,0,0,0.0,1.00,1.00,1.00,3.45,0.99,0.76
34000,4,155,4.7,0.0,0.0,0.0,4.6,0.0,1.01,23.3,19,857,61.97,0.00,152,0,3,0.0,1.01,1.01,1.01,3.65,0.98,0.85
34000,28,75,4.0,0.0,0.0,0.0,4.0,0.0,1.00,23.9,7,952,70.65,0.00,0,65,10,0.0,1.00,1.00,1.00,2.05,0.05,0.96
35000,35,415,7.5,0.0,0.0,0.0,7.5,0.0,1.00,20.0,75,1386,115.25,0.00,415,0,0,0.0,1.00,1.00,1.00,1.04,0.00,0.03
35000,1,322,3.1,0.0,0.0,0.0,3.1,0.0,1.00,23.8,10,1286,73.02,0.00,322,0,0,0.0,1.00,1.00,1.00,1.05,0.04,0.01
35000,36,197,4.4,0.0,0.1,0.1,4.1,0.0,1.00,23.5,20,804,50.46,0.00,197,0,0,0.0,1.00,1.00,1.00,3.52,0.99,0.81
35000,4,166,4.9,0.1,0.1,0.1,4.7,0.0,1.03,23.2,22,877,63.94,0.00,165,0,1,0.0,1.03,1.03,1.03,3.64,0.98,0.84
35000,28,82,3.9,0.0,0.0,0.0,3.9,0.0,1.00,24.0,8,1049,75.99,0.00,0,73,9,0.0,1.00,1.00,1.00,2.00,0.02,0.95
36000,1,411,4.2,0.1,0.0,0.1,4.0,0.0,1.03,22.2,26,898,58.82,0.00,300,98,13,0.0,1.05,1.00,1.03,1.18,0.10,0.07
36000,35,372,7.3,0.0,0.0,0.0,7.3,0.0,1.00,20.2,64,826,66.69,0.00,372,0,0,0.0,1.00,1.00,1.00,1.05,0.01,0.05
36000,36,164,4.4,0.0,0.2,0.0,4.3,0.0,1.00,23.5,19,845,53.00,0.00,163,0,1,0.0,1.00,1.00,1.00,3.60,0.98,0.87
36000,4,138,4.5,0.1,0.0,0.0,4.4,0.0,1.05,23.5,12,976,65.51,0.00,138,0,0,0.0,1.06,1.07,1.03,3.64,0.99,0.83
36000,28,80,4.0,0.0,0.0,0.0,4.0,0.0,1.00,24.0,6,926,69.56,0.00,0,66,14,0.0,1.00,1.00,1.00,2.00,0.01,0.98
37000,1,378,4.2,0.0,0.0,0.1,4.1,0.0,1.00,22.0,26,1165,80.55,0.00,278,91,9,0.0,1.00,1.01,1.00,1.22,0.13,0.10
37000,35,335,7.1,0.0,0.0,0.0,7.1,0.0,1.00,20.1,56,1390,119.73,0.00,335,0,0,0.0,1.00,1.00,1.00,1.04,0.00,0.03
37000,36,160,4.7,0.0,0.3,0.0,4.3,0.0,1.00,23.1,16,795,55.06,0.00,158,0,2,0.0,1.00,1.00,1.00,3.72,1.00,0.89
37000,4,95,4.6,0.0,0.2,0.0,4.4,0.0,1.00,23.5,14,1346,95.92,0.00,95,0,0,0.0,1.00,1.00,1.00,3.46,1.00,0.74
37000,28,87,4.3,0.2,0.0,0.0,4.0,0.0,1.12,23.7,8,972,72.48,0.00,0,58,29,0.0,1.12,1.12,1.12,2.07,0.05,0.98
38000,35,391,6.8,0.0,0.0,0.0,6.8,0.0,1.00,20.3,61,1476,133.17,0.00,391,0,0,0.0,1.00,1.00,1.00,1.04,0.00,0.04
38000,1,272,4.8,0.0,0.0,0.1,4.7,0.0,1.01,21.2,26,1244,103.15,0.00,166,98,8,0.0,1.01,1.00,1.01,1.26,0.17,0.08
38000,36,153,4.4,0.0,0.0,0.0,4.4,0.0,1.00,23.5,14,921,62.67,0.00,151,0,2,0.0,1.00,1.00,1.00,3.74,1.00,0.88
38000,28,81,4.0,0.0,0.0,0.0,4.0,0.0,1.00,23.9,8,836,61.47,0.00,0,67,14,0.0,1.00,1.00,1.00,2.05,0.05,0.95
38000,4,77,5.0,0.1,0.0,0.0,4.9,0.0,1.02,23.2,10,999,73.98,0.00,77,0,0,0.0,1.03,1.02,1.02,3.77,0.99,0.91
39000,35,484,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.3,74,886,77.38,0.00,484,0,0,0.0,1.00,1.00,1.00,1.02,0.00,0.02
39000,36,250,4.8,0.0,0.0,0.0,4.7,0.0,1.00,22.9,33,695,46.45,0.00,246,0,4,0.0,1.00,1.00,1.00,3.74,0.99,0.89
39000,1,122,3.9,0.0,0.0,0.0,3.9,0.0,1.00,22.5,9,774,49.33,0.00,122,0,0,0.0,1.00,1.00,1.00,1.25,0.22,0.02
39000,28,81,4.2,0.0,0.0,0.0,4.2,0.0,1.00,23.8,7,987,74.01,0.00,0,63,18,0.0,1.00,1.00,1.00,2.10,0.06,0.98
39000,4,75,5.1,0.1,0.0,0.0,5.0,0.0,1.02,22.6,12,861,67.81,0.00,74,0,1,0.0,1.03,1.02,1.02,3.28,0.79,0.76
40000,35,573,6.6,0.0,0.0,0.0,6.6,0.0,1.01,20.2,79,1283,106.13,0.00,573,0,0,0.0,1.01,1.01,1.00,1.02,0.00,0.02
40000,36,240,4.4,0.0,0.0,0.0,4.4,0.0,1.00,23.3,26,867,58.37,0.00,240,0,0,0.0,1.00,1.00,1.00,3.69,0.99,0.86
40000,1,128,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.6,11,983,60.80,0.00,128,0,0,0.0,1.00,1.00,1.00,1.31,0.30,0.01
40000,4,86,5.0,0.1,0.0,0.0,4.9,0.0,1.02,22.7,9,1077,81.71,0.00,85,0,1,0.0,1.03,1.01,1.02,3.14,0.74,0.71
40000,28,80,4.2,0.1,0.0,0.0,4.2,0.0,1.02,23.6,5,759,58.55,0.00,0,63,17,0.0,1.03,1.03,1.02,2.14,0.08,0.99
40000,43,6,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,1482,117.69,0.00,6,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
41000,35,503,6.6,0.0,0.0,0.0,6.6,0.0,1.01,20.2,73,1525,118.07,0.00,503,0,0,0.0,1.01,1.01,1.01,1.03,0.00,0.02
41000,36,282,4.6,0.0,0.0,0.0,4.5,0.0,1.00,23.3,37,933,63.68,0.00,277,0,5,0.0,1.00,1.00,1.00,3.63,0.97,0.86
41000,1,141,3.9,0.0,0.0,0.0,3.9,0.0,1.00,22.4,12,1456,91.95,0.00,141,0,0,0.0,1.00,1.00,1.00,1.33,0.32,0.01
41000,4,84,4.8,0.0,0.0,0.0,4.7,0.0,1.00,23.1,11,748,52.40,0.00,82,0,2,0.0,1.00,1.00,1.00,3.26,0.77,0.77
41000,28,80,4.2,0.0,0.0,0.0,4.2,0.0,1.00,23.8,3,793,61.29,0.00,0,70,10,0.0,1.00,1.00,1.00,2.08,0.04,1.00
41000,45,17,6.4,0.0,0.0,0.0,6.4,0.0,1.00,21.8,5,443,32.93,0.00,17,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
41000,43,7,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,1711,134.99,0.00,7,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
42000,35,470,6.6,0.0,0.0,0.0,6.5,0.0,1.00,20.3,66,1133,82.85,0.00,470,0,0,0.0,1.01,1.00,1.00,1.03,0.01,0.02
42000,36,312,4.7,0.0,0.1,0.0,4.5,0.0,1.00,23.4,36,964,63.64,0.00,307,0,5,0.0,1.00,1.00,1.00,3.50,0.95,0.79
42000,1,194,3.6,0.0,0.0,0.0,3.6,0.0,1.00,23.1,13,1035,64.97,0.00,194,0,0,0.0,1.00,1.00,1.00,1.25,0.25,0.01
42000,4,94,4.7,0.0,0.0,0.0,4.7,0.0,1.00,23.4,9,829,55.59,0.00,93,0,1,0.0,1.00,1.00,1.00,3.88,0.98,0.96
42000,28,75,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.8,8,941,71.68,0.00,0,61,14,0.0,1.00,1.00,1.00,2.08,0.07,0.96
42000,43,13,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.5,2,598,39.96,0.00,13,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
43000,35,505,6.3,0.0,0.0,0.0,6.3,0.0,1.00,20.5,60,1164,82.58,0.00,505,0,0,0.0,1.00,1.00,1.00,1.03,0.01,0.02
43000,36,307,4.5,0.0,0.0,0.0,4.4,0.0,1.00,23.6,29,1045,68.35,0.00,307,0,0,0.0,1.00,1.00,1.00,3.45,0.94,0.78
43000,1,197,3.7,0.0,0.0,0.0,3.7,0.0,1.01,22.8,10,1100,70.31,0.00,197,0,0,0.0,1.01,1.01,1.00,1.29,0.29,0.00
43000,47,133,5.8,0.0,0.0,0.0,5.8,0.0,1.01,19.7,21,775,79.28,0.00,0,124,9,0.0,1.01,1.01,1.00,1.15,0.02,0.13
43000,28,78,3.9,0.0,0.0,0.0,3.9,0.0,1.00,24.1,9,867,68.56,0.00,0,60,18,0.0,1.00,1.00,1.00,1.99,0.05,0.90
43000,4,54,4.4,0.0,0.0,0.0,4.4,0.0,1.00,23.6,6,996,62.55,0.00,54,0,0,0.0,1.00,1.00,1.00,3.85,0.98,0.94
