step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1099,1.803,0.295,6.20,30630,23847,882,2,6348,4891,1101978.8,385.1,0.193,0.326,0.277,0.203,1111,7.69,7.05,0.39,2.13,0.04,0.78,0.18,2.43,7.08,5.35,0.00,0.00,0.002,0.031,141,0.140,0.989,0.001,0.000,0.010,218882,213080,9,0.570,0.015,0.009,772741,0.107,1.382,0.034,97.14,59147,66,0.079,0.500,0.000,2255405,1.12,18.82,0.005,0.000,0.000,3,6,12,64,1578,0.096,66.18,0.0142,0.003,37,0.920,0.000,0.557,0.861,1.44,0.167,0.241,0.00,0.000,1.04,1.20,1.13
20000,1405,1.732,0.334,5.15,35531,22700,2077,0,10448,44,946645.1,1.9,0.118,0.361,0.301,0.220,1270,5.70,3.90,0.08,1.15,0.01,0.12,0.00,0.06,5.62,3.55,0.00,0.00,0.000,0.011,116,0.120,0.996,0.000,0.000,0.004,255732,254224,5,0.637,0.257,0.001,30767,0.211,1.445,0.038,92.94,52771,0,0.043,0.000,0.000,4061233,1.03,20.60,0.001,0.000,0.000,2,5,10,64,1962,0.120,70.38,0.0120,0.019,5,0.951,0.000,0.843,0.861,1.40,0.164,0.202,0.00,0.000,1.02,1.03,1.02
30000,1305,1.693,0.305,4.95,34716,23691,2358,0,8767,35,937871.0,3.3,0.094,0.407,0.327,0.172,1416,5.52,2.87,0.05,0.65,0.02,0.48,0.00,0.00,5.45,2.70,0.00,0.03,0.002,0.040,85,0.163,0.992,0.000,0.000,0.008,258755,256660,5,0.781,0.000,0.000,20670,0.200,1.384,0.035,92.30,48245,0,0.095,0.000,0.000,4941122,1.02,20.24,0.000,0.000,0.001,3,5,10,31,1843,0.112,71.02,0.0132,0.009,33,0.960,0.000,0.842,0.866,1.41,0.059,0.339,0.00,0.001,1.01,1.02,1.02
40000,1371,1.650,0.308,3.95,35458,24658,2048,0,8686,29,919594.1,5.0,0.066,0.472,0.375,0.087,1464,5.80,3.34,0.08,0.99,0.03,0.49,0.02,0.57,5.68,2.77,0.00,0.00,0.001,0.017,74,0.409,0.995,0.000,0.000,0.005,229858,228686,1,1.000,0.000,0.002,14118,0.191,1.375,0.035,91.38,37484,0,0.171,0.000,0.000,6595468,1.03,19.44,0.000,0.000,0.000,3,6,8,55,2167,0.132,71.93,0.0118,0.002,26,0.955,0.000,0.773,0.846,1.58,0.030,0.549,0.00,0.001,1.01,1.04,1.03
50000,1468,1.632,0.280,3.84,37986,27748,1953,0,8188,14,943423.9,1.3,0.052,0.470,0.430,0.048,1653,5.64,2.95,0.07,1.29,0.01,0.32,0.00,0.00,5.56,2.50,0.00,0.03,0.001,0.018,67,0.339,0.995,0.000,0.000,0.005,231592,231585,1,1.000,0.000,0.000,15539,0.179,1.313,0.032,94.27,29368,0,0.091,0.000,0.000,6878350,1.02,19.83,0.001,0.000,0.001,3,6,10,64,2167,0.132,69.04,0.0116,0.008,20,0.943,0.000,0.736,0.836,1.48,0.037,0.439,0.00,0.001,1.02,1.02,1.03
60000,1549,1.631,0.295,3.95,36481,26564,2009,0,7827,8,938266.6,1.3,0.034,0.442,0.453,0.071,1658,5.21,3.06,0.02,0.39,0.03,0.89,0.00,0.09,5.15,2.65,0.00,0.00,0.001,0.020,62,0.331,0.994,0.000,0.000,0.006,230044,229963,1,1.000,0.000,0.002,14524,0.318,1.343,0.033,93.43,30440,0,0.158,0.000,0.000,6238093,1.01,20.30,0.001,0.000,0.000,3,6,6,64,2287,0.140,69.89,0.0118,0.001,33,0.941,0.000,0.767,0.842,1.48,0.015,0.459,0.00,0.000,1.01,1.01,1.01
70000,1522,1.615,0.288,4.06,35145,24936,2182,0,8054,18,943457.4,0.8,0.034,0.439,0.464,0.063,1554,5.39,3.14,0.01,0.20,0.01,0.34,0.02,0.45,5.35,3.02,0.00,0.03,0.001,0.031,60,0.330,0.995,0.000,0.000,0.005,229974,229899,1,1.000,0.000,0.002,19104,0.204,1.329,0.032,93.67,30454,0,0.047,0.000,0.000,6236622,1.00,20.18,0.001,0.000,0.001,3,6,7,64,2233,0.136,69.65,0.0116,0.013,21,0.940,0.000,0.765,0.847,1.47,0.019,0.445,0.00,0.001,1.01,1.00,1.00
80000,1468,1.620,0.331,4.04,38181,27650,2186,0,8399,5,973109.2,0.1,0.056,0.431,0.437,0.075,1458,5.42,4.14,0.08,0.98,0.02,0.76,0.01,0.15,5.31,3.58,0.00,0.00,0.000,0.012,78,0.302,0.995,0.000,0.000,0.005,233196,233173,1,1.000,0.000,0.001,20713,0.180,1.424,0.038,95.81,35323,0,0.025,0.000,0.000,6092007,1.03,20.26,0.001,0.000,0.000,3,5,7,64,2239,0.137,67.50,0.0125,0.004,17,0.942,0.000,0.772,0.837,1.53,0.019,0.503,0.00,0.000,1.02,1.03,1.03
90000,1433,1.604,0.341,4.00,36392,25883,2188,0,8356,21,960009.2,2.4,0.069,0.414,0.417,0.100,1476,5.37,3.46,0.09,1.53,0.02,0.51,0.02,0.51,5.25,2.82,0.00,0.03,0.001,0.030,59,0.308,0.988,0.000,0.000,0.012,229899,229859,1,1.000,0.000,0.001,16233,0.220,1.461,0.038,94.41,34795,0,0.113,0.000,0.000,5678916,1.03,20.22,0.000,0.000,0.001,3,5,10,53,2209,0.135,68.90,0.0128,0.000,35,0.940,0.000,0.771,0.842,1.54,0.022,0.514,0.00,0.001,1.02,1.03,1.03
100000,1532,1.646,0.277,3.98,39026,28218,2043,1,8665,36,977533.6,3.1,0.080,0.390,0.456,0.074,1523,5.59,3.60,0.08,1.43,0.01,0.14,0.02,0.31,5.49,2.96,0.00,0.00,0.001,0.026,67,0.289,0.991,0.001,0.000,0.008,248355,248351,1,1.000,0.000,0.003,16143,0.195,1.305,0.030,97.61,32209,75,0.087,0.000,0.001,5534653,1.02,20.15,0.001,0.001,0.000,3,6,10,64,2195,0.134,65.71,0.0116,0.000,26,0.936,0.000,0.772,0.843,1.43,0.027,0.402,0.00,0.001,1.02,1.03,1.03
