step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,5,345,7.8,0.2,0.0,0.0,7.6,0.0,1.07,17.8,67,635,55.41,0.00,280,40,25,0.0,1.05,1.08,1.07,1.57,0.07,0.47
5000,1,106,6.7,0.1,0.0,0.7,6.0,0.0,1.02,21.8,29,976,82.28,0.00,93,11,2,0.0,1.02,1.03,1.02,3.68,0.86,0.98
5000,3,57,7.3,0.0,0.0,0.0,7.3,0.0,1.00,17.5,12,1428,128.23,0.00,57,0,0,0.0,1.00,1.00,1.00,1.60,0.53,0.07
5000,6,29,39.4,1.9,1.9,2.2,33.3,0.0,1.53,8.3,12,1822,467.83,0.00,29,0,0,0.0,1.32,1.62,1.58,2.97,0.66,0.66
5000,9,24,59.6,5.5,0.6,6.9,46.5,0.0,1.98,0.0,10,1960,658.60,0.00,24,0,0,0.1,1.00,2.69,2.12,4.00,1.00,1.00
5000,2,14,38.7,0.0,0.0,4.9,33.9,0.0,1.00,0.6,7,1746,478.57,0.00,14,0,0,0.0,1.00,1.00,1.00,3.07,1.00,1.00
5000,13,10,37.1,4.2,0.0,1.8,31.1,0.0,1.48,0.0,7,1767,407.29,0.00,10,0,0,0.0,1.59,1.55,1.39,3.40,1.00,1.00
5000,10,7,46.6,0.9,0.3,1.3,44.1,0.3,1.16,0.0,3,2188,769.85,0.00,7,0,0,0.3,1.23,1.12,1.13,4.00,1.00,1.00
6000,5,333,8.6,0.2,0.0,0.0,8.4,0.0,1.06,17.4,73,614,55.53,0.00,259,54,20,0.0,1.04,1.07,1.06,1.68,0.15,0.46
6000,21,139,3.8,0.1,0.4,0.0,3.4,0.0,1.03,23.4,8,1715,107.86,0.00,139,0,0,0.0,1.03,1.02,1.03,1.06,0.02,0.04
6000,1,96,6.6,0.0,0.0,0.8,5.8,0.0,1.00,21.7,24,1323,121.51,0.00,81,9,6,0.0,1.00,1.00,1.00,3.76,0.89,1.00
6000,3,60,5.8,0.0,0.0,0.0,5.8,0.0,1.00,19.9,14,1504,136.16,0.00,60,0,0,0.0,1.00,1.00,1.00,1.33,0.25,0.08
6000,6,27,37.6,2.1,2.0,2.4,31.1,0.0,1.57,8.9,12,2691,769.40,0.00,27,0,0,0.0,1.35,1.67,1.63,2.89,0.63,0.63
6000,9,24,59.6,5.6,0.6,6.9,46.5,0.0,2.00,0.0,10,2834,1010.91,0.00,24,0,0,0.1,1.00,2.72,2.14,4.00,1.00,1.00
6000,2,10,39.0,0.0,0.0,5.4,33.6,0.0,1.00,0.4,7,2261,619.71,0.00,10,0,0,0.0,1.00,1.00,1.00,3.10,1.00,1.00
6000,10,5,46.8,1.2,0.4,1.4,43.8,0.4,1.22,0.0,3,2975,1276.50,0.00,5,0,0,0.4,1.33,1.17,1.19,4.00,1.00,1.00
7000,5,436,6.8,0.1,0.0,0.0,6.6,0.0,1.03,19.4,64,584,47.72,0.00,340,67,29,0.0,1.02,1.04,1.03,1.62,0.12,0.41
7000,21,163,3.6,0.0,0.1,0.0,3.5,0.0,1.00,23.5,10,1264,81.24,0.00,163,0,0,0.0,1.00,1.00,1.00,1.02,0.01,0.01
7000,3,95,5.1,0.0,0.0,0.0,5.1,0.0,1.01,20.9,14,1353,111.73,0.00,95,0,0,0.0,1.00,1.01,1.01,1.19,0.13,0.06
7000,1,24,6.4,0.0,0.0,0.6,5.8,0.0,1.00,21.8,10,883,69.04,0.00,24,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,6,21,3.2,0.1,0.0,0.0,3.0,0.0,1.09,23.6,3,937,57.12,0.00,21,0,0,0.0,1.06,1.10,1.10,1.05,0.05,0.00
7000,9,12,54.7,4.8,1.7,4.0,44.2,0.0,1.85,0.0,7,960,505.39,0.15,12,0,0,0.7,1.00,2.46,1.97,4.00,1.00,1.00
7000,10,5,44.8,5.6,1.6,5.4,32.2,1.4,1.99,0.0,4,971,383.84,0.00,5,0,0,1.4,2.70,1.48,1.89,4.00,1.00,1.00
8000,5,503,6.0,0.0,0.0,0.0,6.0,0.0,1.01,20.3,69,941,79.52,0.00,397,70,36,0.0,1.00,1.02,1.01,1.65,0.16,0.36
8000,21,115,3.3,0.0,0.0,0.0,3.3,0.0,1.00,23.7,6,1281,79.40,0.00,115,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
8000,3,89,4.3,0.0,0.0,0.0,4.3,0.0,1.00,22.0,11,1505,121.18,0.00,89,0,0,0.0,1.00,1.00,1.00,1.07,0.03,0.03
8000,25,84,8.4,0.0,0.0,0.1,8.3,0.0,1.00,18.2,13,1568,191.34,0.00,84,0,0,0.0,1.00,1.00,1.00,1.07,0.01,0.05
8000,6,22,3.2,0.1,0.0,0.0,3.0,0.0,1.08,23.6,3,1871,114.03,0.00,22,0,0,0.0,1.06,1.09,1.09,1.05,0.05,0.00
8000,1,22,6.8,0.0,0.0,0.0,6.8,0.0,1.00,21.3,8,680,54.92,0.00,22,0,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
8000,9,12,53.9,4.2,1.7,5.8,42.2,0.0,1.76,0.0,7,1880,936.74,0.15,12,0,0,0.7,1.00,2.27,1.89,4.00,1.00,1.00
8000,10,5,44.8,5.6,1.6,5.4,32.2,1.4,1.99,0.0,4,1971,843.34,0.00,5,0,0,1.4,2.70,1.48,1.89,4.00,1.00,1.00
9000,5,576,6.6,0.1,0.0,0.0,6.5,0.0,1.04,19.6,86,973,84.61,0.00,471,72,33,0.0,1.03,1.05,1.04,1.76,0.21,0.40
9000,25,97,8.2,0.0,0.0,0.1,8.1,0.0,1.01,18.4,15,2049,270.61,0.00,97,0,0,0.0,1.01,1.01,1.01,1.06,0.01,0.04
9000,3,94,4.1,0.0,0.0,0.0,4.1,0.0,1.00,22.2,12,1847,148.25,0.00,94,0,0,0.0,1.00,1.00,1.00,1.04,0.03,0.01
9000,21,93,3.4,0.0,0.0,0.0,3.4,0.0,1.00,23.6,7,1759,106.65,0.00,93,0,0,0.0,1.00,1.00,1.00,1.01,0.00,0.01
9000,6,22,3.2,0.1,0.0,0.0,3.0,0.0,1.08,23.6,3,2734,166.69,0.00,22,0,0,0.0,1.06,1.09,1.09,1.05,0.05,0.00
