step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,long,wide
100000,4,4,0,0,0,4,0,1.00,22,0.000,2999,1.70,165.54,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2999,0.95,206.44,0.00,55,8,8,0,1.00,1.00,1.00,4,1,1
100000,4,4,0,0,0,4,0,1.00,22,0.000,2995,2.34,160.85,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2989,2.24,171.13,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2981,1.65,162.56,0.00,55,8,8,0,1.00,1.00,1.00,2,1,0
100000,6,6,0,0,0,6,0,1.00,20,0.000,2979,1.42,280.98,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2973,1.68,237.47,0.00,55,8,8,0,1.00,1.00,1.00,4,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2972,2.02,176.97,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,7,7,0,0,0,7,0,1.00,18,0.000,2968,1.50,225.14,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,20,0.000,2968,2.02,232.23,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2966,1.90,219.01,0.00,55,8,8,0,1.00,1.00,1.00,4,1,1
100000,8,8,0,0,0,8,0,1.00,18,0.000,2966,1.94,204.39,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2963,2.12,201.35,0.00,55,4,4,0,1.00,1.00,1.00,4,1,1
100000,9,9,0,0,0,9,0,1.00,16,0.000,2962,1.57,492.53,0.00,86,4,4,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2961,2.21,235.48,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2959,1.70,217.06,0.00,55,8,8,0,1.00,1.00,1.00,4,1,1
100000,2,2,0,0,0,2,0,1.00,26,0.000,2958,1.99,118.32,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2953,1.17,144.28,0.00,55,4,4,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,0,6,0,1.00,20,0.000,2953,2.05,260.86,0.00,2,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,0,0,0,6,0,1.00,22,0.000,2952,2.25,268.90,0.00,151,8,8,0,1.00,1.00,1.00,4,1,1
