step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,long_share,wide_share,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,1125,1.801,0.233,7.48,37518,28534,1026,12,8350,6330,983504.6,435.5,0.196,0.301,0.176,0.328,1302,8.18,8.10,0.32,1.36,0.01,0.23,0.12,1.20,7.72,7.00,0.00,0.00,0.002,0.020,155,0.086,0.983,0.001,0.000,0.016,203649,197725,9,0.255,0.221,0.014,691069,0.164,1.178,0.026,85.34,49312,22,0.069,0.917,0.000,2422714,1.14,18.09,0.012,0.000,0.000,3,6,14,64,2100,0.128,78.10,0.0113,0.019,22,0.880,0.000,0.622,0.818,1.87,0.255,0.492,0.00,0.000,1.10,1.15,1.16
20000,1370,1.654,0.310,8.26,35079,22745,1857,0,10232,13,866311.9,1.3,0.106,0.297,0.208,0.389,1046,5.15,6.81,0.05,0.73,0.03,0.46,0.42,3.81,4.65,3.48,0.00,0.00,0.001,0.016,127,0.130,0.993,0.000,0.000,0.007,197072,191310,12,0.361,0.018,0.017,161896,0.206,1.417,0.037,85.21,56639,0,0.101,0.000,0.000,2553715,1.02,21.49,0.010,0.000,0.000,2,4,7,64,2192,0.134,78.23,0.0136,0.004,23,0.835,0.000,0.742,0.823,1.60,0.104,0.438,0.00,0.001,1.02,1.02,1.02
30000,1427,1.615,0.256,8.58,33206,21469,2185,0,9495,36,845015.7,0.5,0.056,0.303,0.181,0.460,929,4.90,6.45,0.05,0.74,0.05,0.79,0.04,0.65,4.76,5.81,0.00,0.00,0.001,0.021,120,0.106,0.992,0.000,0.000,0.008,187976,184255,7,0.542,0.053,0.007,143164,0.208,1.245,0.029,83.08,58665,0,0.015,0.000,0.000,2465547,1.02,21.65,0.011,0.000,0.000,2,4,6,64,2119,0.129,80.36,0.0124,0.000,25,0.800,0.000,0.762,0.824,1.48,0.037,0.434,0.00,0.000,1.02,1.03,1.03
40000,1336,1.618,0.262,9.46,34141,23923,1855,0,8454,9,827848.5,0.7,0.045,0.310,0.213,0.432,907,5.21,4.71,0.08,0.82,0.01,0.44,0.02,0.31,5.09,4.36,0.00,0.00,0.000,0.011,113,0.272,0.991,0.000,0.000,0.009,188980,187122,5,0.799,0.027,0.007,84991,0.238,1.308,0.031,81.73,60734,0,0.072,0.000,0.000,2480436,1.02,21.03,0.000,0.000,0.000,2,4,8,40,2125,0.130,81.71,0.0122,0.000,27,0.799,0.000,0.751,0.820,1.59,0.034,0.552,0.00,0.000,1.00,1.03,1.04
50000,1416,1.589,0.266,9.20,35279,24004,1895,0,9300,9,840335.8,0.2,0.008,0.303,0.293,0.396,794,4.49,2.85,0.06,0.71,0.05,0.48,0.02,0.67,4.35,2.45,0.00,0.00,0.004,0.033,99,0.270,0.998,0.000,0.000,0.002,205569,203594,4,0.778,0.000,0.001,56254,0.203,1.328,0.031,83.27,65383,0,0.020,0.000,0.000,2466209,1.02,21.90,0.000,0.000,0.000,2,4,6,33,2079,0.127,80.16,0.0136,0.040,12,0.788,0.000,0.773,0.829,1.47,0.013,0.452,0.00,0.001,1.00,1.02,1.03
60000,1415,1.607,0.265,9.00,32426,20639,2267,0,9521,8,819068.3,1.0,0.011,0.269,0.332,0.389,841,4.19,2.33,0.04,0.55,0.01,0.21,0.02,0.24,4.12,2.12,0.00,0.00,0.001,0.013,102,0.206,0.994,0.000,0.000,0.006,190741,189085,3,0.760,0.000,0.005,50721,0.161,1.311,0.032,80.49,61872,0,0.123,0.000,0.000,2226468,1.01,22.12,0.000,0.000,0.000,2,4,6,38,2090,0.128,82.95,0.0140,0.028,18,0.786,0.000,0.800,0.830,1.48,0.020,0.449,0.00,0.000,1.01,1.02,1.02
70000,1355,1.542,0.295,9.31,31854,21402,2052,0,8460,31,804055.8,1.8,0.005,0.284,0.333,0.378,799,4.06,1.89,0.06,0.60,0.00,0.00,0.00,0.10,4.00,1.70,0.00,0.00,0.000,0.000,85,0.319,0.996,0.000,0.000,0.004,190658,188911,3,0.858,0.000,0.001,60564,0.161,1.400,0.035,79.28,65261,0,0.057,0.000,0.000,2487740,1.02,22.14,0.000,0.000,0.000,2,4,5,25,2112,0.129,84.16,0.0148,0.019,17,0.811,0.000,0.800,0.833,1.56,0.023,0.534,0.00,0.000,1.01,1.03,1.03
80000,1360,1.592,0.265,9.61,31139,21600,2028,0,7506,9,798806.3,1.1,0.006,0.293,0.310,0.391,808,4.41,2.49,0.08,0.72,0.00,0.00,0.03,0.58,4.30,2.15,0.00,0.00,0.000,0.000,95,0.194,0.998,0.000,0.000,0.002,184653,182364,3,0.921,0.000,0.007,48779,0.151,1.305,0.031,78.37,65647,0,0.123,0.000,0.000,2448647,1.03,21.68,0.000,0.000,0.000,2,4,7,30,2083,0.127,85.07,0.0137,0.026,15,0.805,0.000,0.787,0.832,1.53,0.021,0.506,0.00,0.000,1.02,1.04,1.05
90000,1401,1.586,0.255,10.06,33438,23467,1922,0,8008,10,787899.1,0.4,0.016,0.287,0.267,0.430,737,4.44,2.62,0.04,0.50,0.00,0.00,0.00,0.05,4.39,2.49,0.00,0.00,0.000,0.000,103,0.234,0.992,0.000,0.000,0.008,179651,177197,2,0.780,0.172,0.002,62535,0.139,1.287,0.029,77.37,70107,0,0.041,0.000,0.000,2387126,1.02,21.70,0.000,0.000,0.000,2,4,7,32,2115,0.129,86.07,0.0128,0.014,28,0.788,0.000,0.771,0.814,1.51,0.025,0.484,0.00,0.000,1.01,1.02,1.02
100000,1441,1.535,0.278,9.77,35182,24728,2002,0,8412,4,821489.2,0.2,0.021,0.260,0.276,0.442,712,4.24,2.66,0.08,1.06,0.01,0.19,0.02,0.42,4.14,2.16,0.00,0.00,0.000,0.011,100,0.223,0.986,0.000,0.000,0.014,191110,187140,4,0.906,0.030,0.003,37842,0.151,1.342,0.033,80.90,70636,0,0.040,0.000,0.000,2261729,1.03,22.07,0.000,0.000,0.000,2,4,6,38,2107,0.129,82.54,0.0138,0.000,37,0.776,0.000,0.791,0.816,1.46,0.023,0.437,0.00,0.000,1.01,1.04,1.03
110000,1474,1.607,0.260,9.81,37107,26502,2110,1,8461,10,826216.4,0.4,0.023,0.289,0.269,0.418,709,4.13,1.95,0.04,0.56,0.00,0.12,0.01,0.20,4.08,1.80,0.00,0.00,0.000,0.008,96,0.212,0.993,0.000,0.000,0.007,191126,187904,7,0.775,0.031,0.004,64725,0.128,1.318,0.031,80.96,72237,2086,0.039,0.000,0.000,2446751,1.01,22.07,0.000,0.000,0.000,2,4,6,26,2105,0.128,82.48,0.0137,0.007,26,0.788,0.000,0.771,0.806,1.43,0.015,0.412,0.00,0.000,1.01,1.02,1.01
120000,1400,1.576,0.253,9.65,36363,25458,2187,0,8792,0,833906.8,0.0,0.036,0.257,0.300,0.408,697,4.63,3.25,0.04,0.38,0.01,0.16,0.02,0.35,4.56,3.05,0.00,0.00,0.000,0.010,116,0.281,0.986,0.000,0.000,0.014,194938,190247,7,0.716,0.102,0.006,65685,0.130,1.265,0.029,82.03,75041,0,0.000,0.000,0.000,2093319,1.02,21.48,0.000,0.000,0.000,2,4,7,43,2123,0.130,81.41,0.0131,0.000,35,0.763,0.000,0.784,0.814,1.52,0.041,0.472,0.00,0.001,1.01,1.03,1.02
130000,1443,1.602,0.232,9.62,35195,24062,2081,0,9009,17,809875.4,0.9,0.026,0.269,0.348,0.358,762,4.36,2.39,0.06,0.77,0.01,0.32,0.02,0.34,4.27,2.18,0.00,0.03,0.001,0.028,110,0.192,0.988,0.000,0.000,0.012,185301,183105,3,0.826,0.067,0.006,43083,0.165,1.235,0.027,79.49,65974,0,0.053,0.000,0.000,2126003,1.02,21.90,0.000,0.000,0.001,2,4,7,31,2049,0.125,83.95,0.0132,0.001,35,0.771,0.000,0.783,0.810,1.42,0.021,0.398,0.00,0.001,1.02,1.04,1.03
140000,1413,1.569,0.240,9.66,34158,23172,1961,0,9055,119,819662.6,7.5,0.020,0.248,0.339,0.393,739,4.59,3.05,0.11,1.07,0.00,0.00,0.01,0.23,4.47,2.79,0.00,0.00,0.000,0.000,133,0.198,0.992,0.000,0.000,0.008,193051,190329,3,0.833,0.088,0.004,79723,0.180,1.239,0.028,80.22,72626,0,0.063,0.000,0.000,2021473,1.04,21.48,0.000,0.000,0.000,2,4,7,40,2103,0.128,83.21,0.0130,0.013,23,0.787,0.000,0.787,0.823,1.49,0.039,0.444,0.00,0.000,1.03,1.05,1.05
